interventionDuration,isReIntervention,app,resolution,timestamp,interventionType,timezone,purpose
6.0,False,facebook,openedApp,1751402289.274153,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,linkedin,openedApp,1751443532.787626,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,dismissedAppOpening,1751444604.146148,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751444635.4227061,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751487587.373258,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751487837.66996,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751488377.649343,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1751488683.8344111,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1751488703.7438378,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751514002.47809,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,dismissedAppOpening,1751515730.890131,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751523732.094325,breathingExercise,Europe/Prague,
6.0,False,instagram,dismissedAppOpening,1751523747.524663,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751533686.278256,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751547989.5435162,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,dismissedAppOpening,1751548204.178339,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1751553525.881187,breathingExercise,Europe/Prague,Entertainment
6.0,False,facebook,dismissedAppOpening,1751559357.110743,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1751560218.9793339,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751567853.3937988,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1751572110.460588,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751600312.792472,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1751610651.645832,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751611324.6398048,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751616307.067796,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751616928.341917,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751618871.5341492,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751628279.896534,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751640579.51642,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1751642017.0725322,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751656943.2420301,breathingExercise,Europe/Prague,Relax
6.0,False,instagram,openedApp,1751692227.84887,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1751693677.571794,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751694548.305444,breathingExercise,Europe/Prague,Toilet
6.0,False,instagram,dismissedAppOpening,1751694585.205168,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751698282.2421079,breathingExercise,Europe/Prague,
6.0,False,instagram,dismissedAppOpening,1751698605.324916,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751698608.201559,breathingExercise,Europe/Prague,
6.0,False,linkedin,openedApp,1751699031.875478,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751700745.5487862,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1751700965.68307,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751700972.453229,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751737417.8558478,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751739086.6719599,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,linkedin,openedApp,1751785251.870448,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,dismissedAppOpening,1751789736.369479,breathingExercise,Europe/Prague,
6.0,False,instagram,dismissedAppOpening,1751789752.259865,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751808052.2008162,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751810861.6004329,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751811153.1719608,breathingExercise,Europe/Prague,Post something
6.0,False,facebook,openedApp,1751813830.257752,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1751814982.161191,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,dismissedAppOpening,1751816977.3691201,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751818683.828372,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1751818937.4306269,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1751819571.018333,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1751821081.329976,breathingExercise,Europe/Prague,
6.0,False,linkedin,openedApp,1751822219.789225,breathingExercise,Europe/Prague,Toilet
6.0,False,twitter,openedApp,1751822581.606971,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1751833037.189301,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751859406.679302,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1751864695.364583,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1751869067.3411021,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1751870351.195035,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751870430.641212,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751877813.299282,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1751885625.5811129,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751908163.770347,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1751915383.986168,breathingExercise,Europe/Prague,Relax
6.0,False,instagram,dismissedAppOpening,1751915422.4983191,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751947739.827991,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1751980096.844963,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,openedApp,1751981795.230579,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,linkedin,openedApp,1751981846.049614,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1751984073.650504,breathingExercise,Europe/Prague,
6.0,False,instagram,dismissedAppOpening,1751984083.288076,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751984729.657885,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751984843.736377,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751992083.637625,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1751993136.278904,breathingExercise,Europe/Prague,
6.0,False,instagram,dismissedAppOpening,1751993389.412252,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752034764.140149,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1752048374.090085,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1752056083.597982,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,openedApp,1752056141.859884,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,openedApp,1752057001.277625,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,dismissedAppOpening,1752061849.52349,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752065675.000519,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752076852.959077,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752076869.2257671,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1752080583.264184,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752080807.2979898,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752080812.81581,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752080965.907845,breathingExercise,Europe/Prague,Entertainment
6.0,False,facebook,openedApp,1752081467.1418839,breathingExercise,Europe/Prague,Bored
6.0,False,facebook,openedApp,1752083819.3437982,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,openedApp,1752083958.2665029,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1752119748.441008,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1752120111.9008489,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752120285.7592,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,dismissedAppOpening,1752120835.6299648,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752124165.43917,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752138575.7509341,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752154712.936751,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,dismissedAppOpening,1752157751.23532,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752157755.002007,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752159562.201909,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752165070.802834,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752166539.6035151,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752206810.945938,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,openedApp,1752215424.354271,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1752218809.1127539,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752224306.480927,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752232688.624131,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752232705.597441,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752234990.242104,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752253664.5971088,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,openedApp,1752254044.014773,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752257878.534256,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752267300.9917622,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,openedApp,1752270978.738586,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1752270989.9397302,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752272228.55863,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1752272462.6856232,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1752272766.165314,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1752306213.123574,breathingExercise,Europe/Prague,
6.0,False,linkedin,openedApp,1752306235.388733,breathingExercise,Europe/Prague,Relax
6.0,False,facebook,dismissedAppOpening,1752317759.20945,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752323993.411721,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,openedApp,1752324344.174994,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,linkedin,openedApp,1752324449.472338,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1752324589.383089,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,dismissedAppOpening,1752340076.412988,breathingExercise,Europe/Prague,
6.0,False,instagram,dismissedAppOpening,1752340618.733135,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752392797.236064,breathingExercise,Europe/Prague,
6.0,False,linkedin,dismissedAppOpening,1752397463.717799,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752406998.710734,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752427309.124301,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752437017.352778,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752469268.225991,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,dismissedAppOpening,1752471965.653393,breathingExercise,Europe/Prague,
6.0,False,linkedin,openedApp,1752479359.257759,breathingExercise,Europe/Prague,Search Info
6.0,False,linkedin,openedApp,1752479644.98391,breathingExercise,Europe/Prague,Search Info
6.0,False,linkedin,openedApp,1752480056.001776,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752480540.6652288,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752487879.485159,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752518358.595214,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752559512.8026218,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752560488.215071,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1752587929.8838658,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,linkedin,openedApp,1752587963.001461,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,dismissedAppOpening,1752588277.118743,breathingExercise,Europe/Prague,
6.0,False,linkedin,dismissedAppOpening,1752591020.021669,breathingExercise,Europe/Prague,
6.0,False,linkedin,dismissedAppOpening,1752661534.851762,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752663871.3385072,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,openedApp,1752664172.161981,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,openedApp,1752668716.247349,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752670632.391916,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752679212.44422,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752704739.026402,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752704785.0398278,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752723332.793149,breathingExercise,Europe/Prague,
6.0,False,facebook,openedApp,1752746078.5013409,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,openedApp,1752769025.795471,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752770182.703483,breathingExercise,Europe/Prague,
6.0,False,instagram,openedApp,1752786651.749864,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1752786929.717263,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752842466.264443,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752859479.884234,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752860442.0157042,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752860475.1076221,breathingExercise,Europe/Prague,
6.0,False,linkedin,openedApp,1752870866.06796,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,facebook,openedApp,1752871287.995048,breathingExercise,Europe/Prague,Search Info
6.0,False,facebook,dismissedAppOpening,1752873001.3785071,breathingExercise,Europe/Prague,
6.0,False,linkedin,dismissedAppOpening,1752874582.9655309,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752903719.424562,breathingExercise,Europe/Prague,
6.0,False,linkedin,openedApp,1752903737.244468,breathingExercise,Europe/Prague,Search Info
6.0,False,instagram,openedApp,1752903906.548788,breathingExercise,Europe/Prague,Stay In the Loop
6.0,False,instagram,dismissedAppOpening,1752908553.3044438,breathingExercise,Europe/Prague,
6.0,False,facebook,dismissedAppOpening,1752911660.090426,breathingExercise,Europe/Prague,
