interventionType,app,resolution,isReIntervention,interventionDuration,timezone,timestamp,purpose,timeIntervalUntilReIntervention
breathingExercise,youtube,openedApp,True,1.5,Europe/Berlin,1753311398.143064,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,1.5,Europe/Berlin,1753311711.331891,Infos suchen,300.0
askForTimeLimit,youtube,openedApp,False,1.5,Europe/Berlin,1753311805.6750898,,300.0
askForTimeLimit,youtube,openedApp,False,1.5,Europe/Berlin,1753311899.789503,,300.0
askForTimeLimit,youtube,openedApp,False,1.5,Europe/Berlin,1753311989.404736,,300.0
askForTimeLimit,youtube,dismissedAppOpening,False,1.5,Europe/Berlin,1753312078.652962,,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753339771.769421,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753340599.6034641,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753340893.29709,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753341043.755375,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753341187.739674,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753349610.766633,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753349956.064441,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753350061.217328,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753350270.6618152,Infos suchen,
askForTimeLimit,youtube,openedApp,False,1.5,Europe/Berlin,1753350504.917595,,300.0
breathingExercise,youtube,openedApp,True,1.5,Europe/Berlin,1753350823.343248,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,1.5,Europe/Berlin,1753351138.431243,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753354690.175955,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753354792.931857,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753354905.554072,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753355362.102682,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753355569.324288,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753355705.0416598,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753355732.982635,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753357983.987915,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753358324.414355,Infos suchen,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753361624.4741101,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,1.5,Europe/Berlin,1753362645.235821,,
breathingExercise,pinterest,openedApp,False,1.5,Europe/Berlin,1753362652.9181108,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753388777.238987,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753388968.765471,Infos suchen,
breathingExercise,instagram,openedApp,False,1.5,Europe/Berlin,1753389365.226214,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753392216.338949,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753392353.916239,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753392648.532918,,240.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753396339.962408,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753397019.576292,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753439311.4585938,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753439459.687973,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753439832.359268,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753439856.1350908,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753440153.0025182,,240.0
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753443417.4741468,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753444093.153403,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753444323.579647,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753444645.903517,Infos suchen,300.0
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753446415.201545,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753446674.6315699,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753467352.6526499,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753478974.918489,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753479040.132924,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753479400.046104,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753480399.187286,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753480721.206757,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753481049.251168,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753481413.745528,Infos suchen,
askForTimeLimit,youtube,dismissedAppOpening,False,6.0,Europe/Berlin,1753485398.437135,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753557253.838972,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753557350.1798859,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753557577.221736,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753557662.233463,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1753557744.3877249,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753558652.0156012,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753559409.565322,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753559818.419046,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753559935.587614,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753560038.540627,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753560059.638751,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753560576.2629972,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753560785.063307,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753560887.265537,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753560997.136663,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753561090.3356938,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753562254.828234,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753562263.7917728,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753562273.6149,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753562331.481174,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753562488.650054,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753562657.610882,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753562733.074074,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753564797.238778,,300.0
breathingExercise,youtube,dismissedAppOpening,False,6.0,Europe/Berlin,1753565255.574305,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753565553.097739,,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1753565996.983385,Infos suchen,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753566082.532675,,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1753566593.187327,Infos suchen,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1753567108.984546,Infos suchen,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753567154.772573,,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1753567487.5250049,Infos suchen,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1753567820.744699,Infos suchen,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1753568245.521501,Infos suchen,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753570124.284641,,60.0
breathingExercise,youtube,dismissedAppOpening,True,6.0,Europe/Berlin,1753570212.737709,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753570232.3400102,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753570582.487348,,300.0
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753570620.917284,Infos suchen,
askForTimeLimit,youtube,dismissedAppOpening,False,6.0,Europe/Berlin,1753570798.134952,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753570829.528738,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753623413.8708072,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1753625553.495772,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753626209.363373,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753626418.810495,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753626702.744794,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753626763.7303739,Infos suchen,
askForTimeLimit,youtube,dismissedAppOpening,False,6.0,Europe/Berlin,1753639156.854981,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753644448.6446772,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753649274.896333,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753649736.4446301,,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753650032.136426,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753650062.750081,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753650226.901383,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753650644.051554,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753651122.869406,Infos suchen,
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753652363.2842999,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753653499.3774261,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753690128.989829,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753694990.7914119,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753695181.263639,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1753695198.482043,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753695223.253772,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753697406.4695091,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753699069.300493,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753715573.694802,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753722516.128584,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753726267.900834,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753726463.251267,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753726511.3791919,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753726657.533486,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753726665.206105,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753726697.56458,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753726703.2701988,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753726721.5440779,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753728681.191681,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753728931.068142,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753729174.600984,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753729767.845078,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753729841.110882,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753729978.385867,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753735612.7080321,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753735673.979279,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753735788.302638,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753736167.640774,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753736216.486116,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753776822.520352,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753800798.606168,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753802889.49291,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753806917.303525,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753817126.027415,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753817445.2259831,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753817943.532954,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753818178.381681,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753818438.3279738,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753818564.1443849,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753819839.7480478,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753821946.818502,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753859934.579912,Auf dem Laufenden bleiben,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753875186.985122,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1753875352.914484,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753898308.268882,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753898632.962012,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753898976.535369,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753902706.410392,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753904344.161346,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753904515.119659,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753904593.3715482,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753904943.560313,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753905056.689732,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753905121.357705,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753905134.703805,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753905463.858803,Infos suchen,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753905627.811784,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753906180.653761,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753906508.812686,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753906829.3386412,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753907247.456452,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753909591.9869308,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753909998.026075,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753910118.037821,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753960134.521318,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753960158.297632,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753960230.9157891,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753960306.097619,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1753990472.499269,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753990800.898096,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1753991146.287328,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753992970.519728,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753993090.057385,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753993207.3313332,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1753993213.9728432,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753993282.870944,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1753994724.491084,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1753995201.6349921,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753997218.334845,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1753998109.170181,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754000033.3544931,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754000211.796721,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754000499.8578038,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754000637.799604,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754000826.682612,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754037566.4292722,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754038519.562031,,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754038525.0985909,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754072644.100117,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754073148.540566,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754073256.243463,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754073292.576865,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754073817.517449,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754076737.0377622,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754076792.368925,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754076815.018724,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754076884.471993,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754077330.213403,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754077355.340026,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754077499.89201,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754077941.644892,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754078173.166681,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754078192.284384,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754078247.409636,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754079698.500605,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754083894.8153992,,300.0
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1754084272.5899649,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754084594.8699431,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754084787.294307,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754087038.672806,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754127855.2768621,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754127991.735188,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754128428.514264,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754133600.453939,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754158864.442836,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754159175.992497,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754159192.6581712,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754160057.517849,,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754160962.400988,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754161112.700481,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754161432.2622619,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754161754.292714,Infos suchen,300.0
breathingExercise,youtube,dismissedAppOpening,True,6.0,Europe/Berlin,1754162065.584688,,
breathingExercise,youtube,openedApp,False,6.0,Europe/Berlin,1754162085.714282,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754162406.9160051,Infos suchen,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754162597.5306559,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754162876.8281012,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754162970.3132381,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754163081.772181,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754163214.705682,,300.0
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754163576.6456652,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754163907.786006,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754164228.730729,Infos suchen,300.0
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754218251.970108,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754218893.811892,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754218981.503677,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754219027.385783,Infos suchen,
breathingExercise,pinterest,dismissedAppOpening,False,6.0,Europe/Berlin,1754219133.844503,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754219166.663196,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754222671.06285,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754241110.8052568,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754243065.5159922,,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754243072.121834,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754243087.775595,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754244033.94388,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754252175.187568,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754252211.9914231,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754254584.31322,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754254648.3162332,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754255424.9116,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754258616.107261,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754259431.890006,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754262546.281074,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754262581.0035338,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754262690.950111,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754262814.967957,,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754264474.0991569,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754297333.4496841,Infos suchen,
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754299843.049838,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754333517.2429252,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754333532.596599,Infos suchen,
askForTimeLimit,youtube,openedApp,False,6.0,Europe/Berlin,1754333665.546699,,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754333991.476696,Infos suchen,300.0
breathingExercise,youtube,openedApp,True,6.0,Europe/Berlin,1754334319.630859,Infos suchen,300.0
breathingExercise,pinterest,openedApp,False,6.0,Europe/Berlin,1754335282.577313,Infos suchen,
breathingExercise,instagram,dismissedAppOpening,False,6.0,Europe/Berlin,1754335485.50563,,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754335504.305748,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754335585.1462889,Infos suchen,
breathingExercise,instagram,openedApp,False,6.0,Europe/Berlin,1754335672.091978,Infos suchen,
