isReIntervention,timezone,app,interventionType,interventionDuration,timestamp,resolution,timeIntervalUntilReIntervention
False,Europe/Madrid,instagram,breathingExercise,6.0,1750833976.828104,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750840853.489505,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750851398.875834,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750852208.02041,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750857774.073378,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750860170.663906,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750860528.278445,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750861492.4968781,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750863783.34902,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750867439.367928,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750867650.0760012,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750868381.79214,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750868703.156602,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750869925.67817,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750870243.122587,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750870563.36981,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750870939.50139,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750884769.51152,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750920051.484943,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750924419.883977,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750934832.923802,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750939577.3055491,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750939631.02442,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750945916.531077,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750950628.84897,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1750971314.161094,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1750971485.441819,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751008384.140322,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751013138.589802,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751027629.641892,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751036442.2058458,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751036713.438575,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751037036.4298239,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751037613.051552,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751047579.9845428,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751066249.127417,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751095096.446124,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751134778.455206,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751141651.0273042,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751141783.7837272,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751142839.1331801,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751143827.834653,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751144145.046973,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751144476.047409,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751144792.338968,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751190321.5750809,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751199314.169832,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751214314.2596688,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751214727.960057,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751225981.892046,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751228857.7371302,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751231312.064001,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751232559.50596,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751232565.014369,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751267193.234256,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751301070.578552,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751313791.903158,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751315498.567477,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751317008.7575278,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751351823.5544028,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751379657.541329,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751384027.3749518,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751384348.8076382,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751384664.58808,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751384978.941553,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751385131.567398,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751385454.8985019,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751386113.7518802,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751386434.928561,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751387600.378217,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751395280.400156,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751401025.338222,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751401621.8916202,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751401786.145066,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751440239.5096312,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751455880.312546,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751456098.464958,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751456116.402628,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751456460.513118,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751456777.3505359,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751468697.525418,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751491306.937327,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751492485.43771,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751492505.402049,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751492825.993798,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751559055.733674,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751559379.19737,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751560299.997521,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751561416.267411,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751575323.684176,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751575987.287198,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751576397.645786,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751576954.977593,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751576974.203339,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751577303.161397,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751577710.5748339,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751577742.336372,dismissedAppOpening,
False,Europe/Madrid,instagram,breathingExercise,6.0,1751577784.375248,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751578160.063384,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751578357.855204,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751614391.908617,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751625417.242882,openedApp,300.0
False,Europe/Madrid,instagram,breathingExercise,6.0,1751626235.016401,openedApp,300.0
