interventionType,timestamp,resolution,interventionDuration,isReIntervention,timezone,app
breathingExercise,1749419868.370565,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749419970.1835098,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749421069.0779119,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749421406.638274,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749426094.679175,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749428056.0609488,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749428261.970852,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749428356.129754,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749430012.1467419,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749431726.479543,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749432036.302386,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749432740.511222,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749432743.228369,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749432746.4831529,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749435655.373702,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749440716.772633,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749442083.840956,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749442582.746966,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749448368.784634,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749449565.1050239,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749451207.540557,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749453528.000298,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749478288.521951,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749479432.929453,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749480526.69454,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749484425.82277,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749485228.799504,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749488295.593522,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749488538.8250551,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749491681.239365,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749497820.5029411,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749497921.6914968,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749499021.403562,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749502409.833457,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749506994.2452688,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749507160.49055,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749508948.2021198,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749511061.165281,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749513187.070123,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749517383.475925,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749517838.9704208,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749518351.199956,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749518683.532999,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749527790.688634,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749531248.884093,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749533777.308573,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749534685.049913,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749534918.916009,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749561210.160445,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749561427.792643,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749561731.398737,openedApp,1.5,False,America/New_York,youtube
breathingExercise,1749561777.7641602,dismissedAppOpening,1.5,False,America/New_York,instagram
,1749561769.793977,closedApp,,False,America/New_York,youtube
breathingExercise,1749561784.1231241,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749563489.874148,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749572072.8668041,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749572318.579543,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749574416.082793,openedApp,1.5,False,America/New_York,youtube
,1749574849.888536,closedApp,,False,America/New_York,youtube
breathingExercise,1749575536.1336432,openedApp,1.5,False,America/New_York,youtube
,1749575618.4385161,closedApp,,False,America/New_York,youtube
,1749575643.0669742,closedApp,,False,America/New_York,youtube
,1749575727.21904,closedApp,,False,America/New_York,youtube
breathingExercise,1749582179.021771,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749589486.77969,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749595660.892705,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749606072.55788,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749606311.193921,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749615902.159006,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749617301.061294,openedApp,1.5,False,America/New_York,youtube
breathingExercise,1749620223.432116,dismissedAppOpening,1.5,False,America/New_York,instagram
,1749617306.641989,closedApp,,False,America/New_York,youtube
,1749617519.42456,closedApp,,False,America/New_York,youtube
breathingExercise,1749620226.906972,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749620231.9995441,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749622548.386558,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749623285.877026,openedApp,1.5,False,America/New_York,youtube
,1749623289.558104,closedApp,,False,America/New_York,youtube
,1749623293.758301,closedApp,,False,America/New_York,youtube
breathingExercise,1749623378.414532,openedApp,1.5,False,America/New_York,youtube
,1749623804.945312,closedApp,,False,America/New_York,youtube
breathingExercise,1749655476.970299,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749655717.259427,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749663709.4300098,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749669778.78508,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749675115.272085,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749678848.281584,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749687606.728321,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749687663.1136909,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749688978.155972,openedApp,1.5,False,America/New_York,youtube
,1749689151.875098,closedApp,,False,America/New_York,youtube
breathingExercise,1749693137.50702,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749693146.083898,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749693150.169766,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749693310.0538778,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749694461.809849,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749696147.81585,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749696269.48312,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749696397.092984,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749707678.984364,openedApp,1.5,False,America/New_York,youtube
,1749707808.971405,closedApp,,False,America/New_York,youtube
breathingExercise,1749740384.0138931,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749740806.4471788,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749740817.067632,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749743327.238058,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749750718.497643,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749755431.835833,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749761859.0467892,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749766403.482338,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749766837.495348,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749767144.667336,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749767681.856163,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749767692.9826798,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749767972.675686,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749772681.432522,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749773068.018141,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749773072.81777,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749779045.681499,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749786059.385412,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749788076.837611,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749824286.4063911,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749833514.195849,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749838010.8741279,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749838628.325407,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749844991.580724,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749846015.20434,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749846539.647945,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749847131.9641762,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749855859.0329242,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749856231.1562,dismissedAppOpening,1.5,False,America/New_York,instagram
breathingExercise,1749856237.360523,openedApp,1.5,False,America/New_York,instagram
breathingExercise,1749867695.489688,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749867699.655795,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749867702.078171,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749867704.4505281,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749867720.6923342,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749877102.89907,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749918198.802051,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749920652.589254,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749930923.571238,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749930928.160528,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749932358.753971,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749933043.267093,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749940504.374711,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749947114.397373,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749948396.730444,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749948403.537805,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749950212.480654,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749953847.3876839,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749956003.972621,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749958272.5881019,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749965159.556494,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749968024.0247378,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749968026.617662,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749968127.815475,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749969854.466539,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749970455.10146,openedApp,6.0,False,America/New_York,youtube
,1749970486.456598,closedApp,,False,America/New_York,youtube
,1749970489.625412,closedApp,,False,America/New_York,youtube
,1749970499.573851,closedApp,,False,America/New_York,youtube
breathingExercise,1749971171.029423,openedApp,6.0,False,America/New_York,youtube
breathingExercise,1749994272.746876,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1749994293.203964,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749996124.505322,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1749999832.0867581,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750001149.285375,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750002589.794651,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750002827.7944388,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750010465.067113,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750013149.380268,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750013567.6234741,openedApp,6.0,False,America/New_York,youtube
breathingExercise,1750014081.3145308,openedApp,6.0,False,America/New_York,youtube
,1750014342.7799811,closedApp,,False,America/New_York,youtube
breathingExercise,1750017851.851248,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750024245.091473,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750024910.098484,openedApp,6.0,False,America/New_York,youtube
breathingExercise,1750025854.133451,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750036244.345868,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750041863.351696,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750042181.530861,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750042184.8828459,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750042187.272063,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750042189.9262052,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750042194.602999,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750083506.586838,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750091362.130509,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750097750.71624,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750104285.722477,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104290.854397,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104294.008068,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104297.130415,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104300.9038901,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104303.234246,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104306.9379191,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104309.661666,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750104315.111034,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750110403.548774,openedApp,6.0,False,America/New_York,youtube
,1750110473.143797,closedApp,,False,America/New_York,youtube
breathingExercise,1750110521.490467,openedApp,6.0,False,America/New_York,youtube
,1750110872.429728,closedApp,,False,America/New_York,youtube
breathingExercise,1750113130.128284,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750114500.255089,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750114506.254719,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750114511.5099568,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750114517.519217,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750121315.714025,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750132184.8713331,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750140002.818054,openedApp,6.0,False,America/New_York,youtube
breathingExercise,1750168444.50393,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750168552.127318,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750168567.80296,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750169303.4746618,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750175936.731106,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750176758.218226,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750186602.3068151,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750187143.73926,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750187147.864321,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750187154.550754,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750188669.725708,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750188685.313294,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750201107.086304,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750216338.910363,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750219229.184507,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750221057.8167682,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750221061.22386,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750223247.7528582,openedApp,6.0,False,America/New_York,youtube
,1750223250.6346722,closedApp,,False,America/New_York,youtube
breathingExercise,1750223387.041439,openedApp,6.0,False,America/New_York,youtube
,1750223389.798177,closedApp,,False,America/New_York,youtube
breathingExercise,1750224269.4106832,openedApp,6.0,False,America/New_York,youtube
,1750224556.1423512,closedApp,,False,America/New_York,youtube
breathingExercise,1750224586.366385,openedApp,6.0,False,America/New_York,youtube
,1750225429.209769,closedApp,,False,America/New_York,youtube
breathingExercise,1750225682.764504,openedApp,6.0,False,America/New_York,youtube
breathingExercise,1750252305.374639,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750261052.744818,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750276008.4398398,openedApp,6.0,False,America/New_York,youtube
,1750276033.111582,closedApp,,False,America/New_York,youtube
breathingExercise,1750280409.680228,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750280428.344357,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750287969.4763799,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750299604.724238,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750308986.295727,openedApp,6.0,False,America/New_York,youtube
,1750309065.200529,closedApp,,False,America/New_York,youtube
breathingExercise,1750312078.738353,openedApp,6.0,False,America/New_York,youtube
,1750312103.523293,closedApp,,False,America/New_York,youtube
breathingExercise,1750312291.8029552,openedApp,6.0,False,America/New_York,youtube
,1750314042.932094,closedApp,,False,America/New_York,youtube
,1750314044.139518,closedApp,,False,America/New_York,youtube
,1750314044.3526568,closedApp,,False,America/New_York,youtube
breathingExercise,1750336051.603081,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750337803.347931,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337807.632333,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337812.072363,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337818.442655,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337821.684057,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337824.218995,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337827.3406181,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337830.1331959,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750337836.227408,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750360173.1703382,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750362111.1524959,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750362173.225759,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750364312.329855,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364319.396445,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364325.845716,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364329.191496,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364332.0075068,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364334.55767,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364337.309628,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364340.916432,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364344.306495,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750364349.654889,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750371038.5849261,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750372371.648032,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750375402.797204,openedApp,6.0,False,America/New_York,youtube
,1750376677.139601,closedApp,,False,America/New_York,youtube
,1750376679.025568,closedApp,,False,America/New_York,youtube
breathingExercise,1750377066.847677,openedApp,6.0,False,America/New_York,youtube
,1750377235.7671828,closedApp,,False,America/New_York,youtube
breathingExercise,1750377363.213179,openedApp,6.0,False,America/New_York,youtube
,1750377911.475853,closedApp,,False,America/New_York,youtube
,1750377912.9984732,closedApp,,False,America/New_York,youtube
,1750377913.225947,closedApp,,False,America/New_York,youtube
breathingExercise,1750382852.828734,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750387296.635549,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750388100.6376371,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750392888.299234,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750393042.970667,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750397270.232985,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750399147.175236,openedApp,6.0,False,America/New_York,youtube
,1750399220.12305,closedApp,,False,America/New_York,youtube
breathingExercise,1750430537.298812,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750444607.591306,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750447571.804487,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750449600.520012,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750457932.727919,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750457938.281812,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750458298.701683,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750458303.7114549,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750458306.454803,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750458308.431071,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750460346.9653459,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750469765.212671,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750474023.30282,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750477483.858113,openedApp,6.0,False,America/New_York,youtube
,1750478640.04174,closedApp,,False,America/New_York,youtube
,1750480901.738574,closedApp,,False,America/New_York,youtube
,1750480902.943736,closedApp,,False,America/New_York,youtube
,1750480903.047756,closedApp,,False,America/New_York,youtube
breathingExercise,1750521642.783463,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750528716.5036778,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750531822.41227,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750533287.528463,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750533292.439807,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750541128.676861,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750546147.923572,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750550792.465486,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750551559.356113,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750567540.2256799,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750567542.88653,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750597867.703414,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750603693.897388,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750604841.4035149,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750606352.99867,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750607576.990833,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750607590.809181,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750612777.610917,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750621729.345283,openedApp,6.0,False,America/New_York,youtube
,1750621734.030658,closedApp,,False,America/New_York,youtube
breathingExercise,1750621940.027648,dismissedAppOpening,6.0,False,America/New_York,youtube
breathingExercise,1750624158.382053,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750633100.870504,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750636404.5955238,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750636406.622295,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750639166.041648,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750640809.785075,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750640815.543365,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750640832.7606912,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750640918.995532,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750641077.118679,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750641654.21377,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750641706.993072,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750642272.060226,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750642421.0922751,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750642581.523453,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750642741.004364,openedApp,6.0,False,America/New_York,youtube
breathingExercise,1750642817.679946,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750642951.2110538,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750644527.561479,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750644763.8722792,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750647519.739774,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750650453.556453,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750653613.6392422,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750655031.670567,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750677051.7201529,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750687591.753751,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750687940.264519,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750690709.748578,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750694752.8591151,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750706242.455368,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750707821.688548,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750709892.0369902,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750713806.440628,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750713830.4857922,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750714965.9163198,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750715089.808137,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750715193.591711,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750715290.9623399,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750715510.06917,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750715537.920296,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750715540.719852,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750715545.432348,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750715592.027133,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750715840.978279,dismissedAppOpening,6.0,False,America/New_York,instagram
breathingExercise,1750720997.2142348,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750722181.226808,openedApp,6.0,False,America/New_York,instagram
breathingExercise,1750723379.89073,openedApp,6.0,False,America/New_York,instagram
