app,isReIntervention,resolution,timestamp,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
instagram,False,dismissedAppOpening,1750704761.179016,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750704833.9915519,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750705058.078751,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750707281.098165,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750708117.6157289,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750708859.210411,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750711002.3335261,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750718531.792286,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750748463.70197,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750761541.8093781,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750761601.363562,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750761904.565362,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750762211.193228,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750763488.043867,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750763720.143167,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750764135.814471,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750764472.638406,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750766564.5518641,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750767905.7084,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750785972.7018461,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750788123.019758,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750791818.771462,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750792625.828088,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750798744.8645859,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750799082.380052,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750838462.5358129,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750845774.1576328,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750850061.846286,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750850075.213469,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750865589.985038,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750870434.760628,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750883145.101933,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750884644.168198,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750889536.109107,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750890889.477892,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750890893.9525208,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750929907.99931,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750930547.29292,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750931243.498022,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750934804.306464,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750935356.685233,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750936909.1190271,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750944536.119832,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750945452.449113,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750951090.013252,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750953264.38714,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750956982.559629,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750960648.114603,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750961357.2875,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750962305.338176,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750962598.921105,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750968914.494584,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750969382.508477,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750973957.613225,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750974127.450423,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1750975987.357156,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1750976002.816567,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751006936.918755,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751008358.010916,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751008370.979934,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751009535.718203,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751010425.110703,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751013094.554195,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751013423.172113,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751015330.221458,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751015345.424927,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751019157.728117,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751019284.275536,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751020136.1603231,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751024364.4595652,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751031767.820302,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751031769.771895,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751035647.0922399,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751037144.184812,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751037145.292101,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751042337.497678,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751042701.463759,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751042772.4866838,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751057162.147304,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751058447.0869222,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751097932.029655,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751103065.745504,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751104330.2443252,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751107012.111775,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751108963.165858,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751108994.56218,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751116952.955223,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751116967.127598,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751118151.550427,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751118232.939818,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751119836.971719,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751127053.553463,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751127676.222379,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751128775.709622,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751134193.592022,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751188928.184921,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751191981.932256,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751196444.991428,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751196954.1000152,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751207738.296318,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751207823.9230099,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751207834.7736878,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751210244.9592938,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751224470.655527,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751230556.202732,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751270646.4609551,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751270663.182931,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751271249.7943459,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751288953.1259642,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751310671.047954,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751314756.101002,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751315407.578988,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751315446.308409,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751368606.7624788,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751379054.204993,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751382082.886354,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751382749.812708,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751382751.108772,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751385014.9808779,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751403921.0267658,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751448951.5883908,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751454069.42178,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751454101.8389869,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751470726.58923,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751479285.1512542,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751525237.883473,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751533413.149107,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751549310.66405,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751551377.0091538,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751555141.356686,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751555187.830678,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751557639.358535,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751557698.048475,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751557855.228591,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751576452.6621919,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751613247.2349792,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751620162.329967,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751621153.396239,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751622007.235728,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751624438.961388,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751626760.1675339,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751629510.9662719,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751635379.260466,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751642227.944179,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751650275.750121,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751650542.925702,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751655392.2799768,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751655411.1008868,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751658958.496722,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751659021.8063269,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751659023.314367,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751659057.5066319,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751701862.7254019,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751709408.345357,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751709503.82056,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751709530.184911,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751714565.0052528,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751714617.433902,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751714780.919608,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751715154.1119928,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751717163.88195,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751720371.51026,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751742193.692009,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751742196.912137,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751753586.302376,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751753730.857998,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751754000.727638,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751814357.6399798,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751814590.509338,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751814592.944323,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751837255.864582,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751837506.88781,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751837588.742094,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751878865.062245,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751895555.653584,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751897106.5852962,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751901533.2408838,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751905520.5632439,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751914898.963076,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751976756.165084,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751984991.829066,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751996167.53739,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1751996209.363916,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1751996592.591222,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752004761.795103,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752004846.200532,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752011581.0237231,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752052497.580683,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752069819.3874311,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752071159.732816,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752071162.5537329,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752072282.016253,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752084207.716909,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752084209.857928,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752084227.999059,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752135686.629239,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752135736.2689018,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752138178.9697042,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752143118.290784,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752149471.445153,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752149779.2706652,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752150096.1514559,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752150217.44716,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752169163.088448,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752169179.006705,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752170768.660074,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752171525.903209,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752171661.799207,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752184071.197865,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752227833.863338,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752240225.182723,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752240557.235786,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752311634.644835,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752313589.793921,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752313939.0298061,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752313952.829527,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752328201.494196,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752349742.243149,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752349790.316098,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752349913.825025,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752354101.288381,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752354540.974008,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752399365.1041532,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752408440.919205,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752413148.9299169,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752481104.032685,6.0,Europe/Paris,breathingExercise,
instagram,False,openedApp,1752481655.125996,6.0,Europe/Paris,breathingExercise,
instagram,False,dismissedAppOpening,1752481810.581243,6.0,Europe/Paris,breathingExercise,
