interventionType,interventionDuration,timestamp,resolution,isReIntervention,timezone,purpose,app,timeIntervalUntilReIntervention
breathingExercise,1.5,1752400929.943132,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752401459.594133,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752405427.253773,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752406441.803463,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752406643.6596808,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752411930.608249,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752416519.7552571,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,1.5,1752424799.042835,openedApp,False,Europe/Berlin,Entspannung,instagram,600.0
breathingExercise,1.5,1752425824.713396,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752426379.908588,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,1.5,1752426506.5842419,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752426537.541975,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752429538.535187,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,1.5,1752434777.217784,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752438255.109448,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752439687.187645,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752473356.344108,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752475805.2096372,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,1.5,1752496635.936154,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752500964.33104,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752500994.650175,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,1.5,1752501363.91045,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752520683.354048,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752521041.7563992,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,1.5,1752521050.8254728,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752522961.052782,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,1.5,1752566106.46239,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752568949.443057,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,1.5,1752581684.450286,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,1.5,1752581693.951343,openedApp,True,Europe/Berlin,Entspannung,instagram,720.0
breathingExercise,1.5,1752585653.303237,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1752609613.821012,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752610265.751174,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752612695.6331239,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1752645487.154912,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1752646016.808352,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752653611.005177,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752661892.5899749,openedApp,False,Europe/Berlin,Klo,instagram,480.0
breathingExercise,6.0,1752663801.612949,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1752665129.558375,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752665441.704813,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752676883.984414,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752682388.229321,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752682405.693098,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752685436.616343,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752685568.1267838,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752685617.0872998,openedApp,False,Europe/Berlin,Klo,instagram,600.0
breathingExercise,6.0,1752685856.527895,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752685867.914147,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752686026.419279,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752686273.85822,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752687376.051309,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752695667.9582381,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752695938.024517,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752696278.1622381,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752697151.481776,openedApp,False,Europe/Berlin,Entspannung,instagram,480.0
breathingExercise,6.0,1752697663.9133692,openedApp,False,Europe/Berlin,Entspannung,instagram,960.0
breathingExercise,6.0,1752699080.254986,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752699083.262979,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752726376.465255,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1752726641.374586,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1752726907.265226,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752730157.67435,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752731926.8089762,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752735052.638836,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752753195.962317,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1752753411.826853,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752753481.729764,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752753499.181827,openedApp,False,Europe/Berlin,Entspannung,instagram,480.0
breathingExercise,6.0,1752754529.579593,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752782833.443923,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1752784569.515864,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752784588.826497,openedApp,False,Europe/Berlin,Entspannung,instagram,720.0
breathingExercise,6.0,1752785576.8322191,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752814887.776194,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1752816157.978265,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752819722.45082,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752822884.316839,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1752823085.7031422,openedApp,False,Europe/Berlin,Entspannung,instagram,540.0
breathingExercise,6.0,1752823361.5787349,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752823592.570006,openedApp,False,Europe/Berlin,Entspannung,instagram,540.0
breathingExercise,6.0,1752823970.0942101,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752824154.004601,openedApp,False,Europe/Berlin,Entspannung,instagram,480.0
breathingExercise,6.0,1752824905.287918,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752825201.64957,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1752825719.680505,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752825834.885602,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752830346.027587,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752831011.038416,openedApp,False,Europe/Berlin,Entspannung,instagram,480.0
breathingExercise,6.0,1752839277.54212,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1752840716.428018,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752847045.858671,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1752847063.083125,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1752874094.6300201,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752883066.623282,openedApp,False,Europe/Brussels,Entspannung,instagram,360.0
breathingExercise,6.0,1752884836.49262,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752884839.0181289,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752885535.802597,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752886325.2737432,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1752916188.814736,openedApp,False,Europe/Brussels,Entspannung,instagram,240.0
breathingExercise,6.0,1752916512.987097,openedApp,False,Europe/Brussels,Entspannung,instagram,420.0
breathingExercise,6.0,1752931600.30284,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1752942519.5125651,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752942539.013381,openedApp,False,Europe/Brussels,Entspannung,instagram,180.0
breathingExercise,6.0,1752943557.346298,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752951731.619626,openedApp,False,Europe/Brussels,Entspannung,instagram,360.0
breathingExercise,6.0,1752952017.651524,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1752952429.367608,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752953350.4223661,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1752953370.414918,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1752959894.053442,openedApp,False,Europe/Brussels,Entspannung,instagram,240.0
breathingExercise,6.0,1752969680.7055368,openedApp,False,Europe/Brussels,Entspannung,instagram,180.0
breathingExercise,6.0,1753000111.86007,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1753000657.183494,openedApp,False,Europe/Brussels,Entspannung,instagram,240.0
breathingExercise,6.0,1753002535.913731,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753004095.483799,openedApp,False,Europe/Brussels,Entspannung,instagram,420.0
breathingExercise,6.0,1753007729.272368,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753007768.501688,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753007774.7149029,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753008116.137556,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1753012012.5938082,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1753015814.166304,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1753016436.650523,openedApp,False,Europe/Brussels,Entspannung,instagram,300.0
breathingExercise,6.0,1753018879.050404,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753018899.6320791,openedApp,False,Europe/Brussels,Entspannung,instagram,360.0
breathingExercise,6.0,1753034778.958054,openedApp,False,Europe/Brussels,Entspannung,instagram,240.0
breathingExercise,6.0,1753035370.592633,openedApp,False,Europe/Brussels,Entspannung,instagram,360.0
breathingExercise,6.0,1753035998.4399261,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753037284.1588058,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753038268.380272,dismissedAppOpening,False,Europe/Brussels,,instagram,
breathingExercise,6.0,1753062089.546445,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753085390.0523849,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753085458.401938,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753086068.409472,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753086930.9163852,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753087163.036324,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1753088293.1462631,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1753088918.176038,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753089023.530622,openedApp,False,Europe/Berlin,Entspannung,instagram,480.0
breathingExercise,6.0,1753092871.02701,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753093134.7703881,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753093451.775478,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753093729.654767,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753094799.48312,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753094917.549419,openedApp,False,Europe/Berlin,Entspannung,instagram,540.0
breathingExercise,6.0,1753095144.683436,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753095160.482291,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753096467.53385,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1753096794.2850251,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753098874.018712,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753099038.145653,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1753101455.496135,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1753102017.508751,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753103905.482172,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753104529.5295138,openedApp,False,Europe/Berlin,Entspannung,instagram,420.0
breathingExercise,6.0,1753105143.066688,openedApp,False,Europe/Berlin,Entspannung,instagram,840.0
breathingExercise,6.0,1753105228.4766378,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753105259.458551,openedApp,False,Europe/Berlin,Entspannung,instagram,360.0
breathingExercise,6.0,1753105380.737564,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753105631.6549258,openedApp,False,Europe/Berlin,Entspannung,instagram,120.0
breathingExercise,6.0,1753109314.309542,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753112292.602613,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753113883.889701,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753114650.612567,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753114691.2759929,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753116595.2365499,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753116662.975968,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753117734.432951,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753117854.198214,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753119754.299649,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753121540.740246,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753123126.913357,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753124983.390394,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753126871.823351,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753128968.733933,openedApp,False,Europe/Berlin,Entspannung,instagram,120.0
breathingExercise,6.0,1753129246.596003,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753162293.835264,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753162779.803825,openedApp,False,Europe/Berlin,Entspannung,instagram,120.0
breathingExercise,6.0,1753163124.5399032,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753166253.241372,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753167238.958077,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753167304.464476,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753171188.122789,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753171206.1341581,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753176581.08809,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753176831.8598719,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753177130.0513082,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753181028.687259,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753183892.120933,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753184376.0971189,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753192093.566076,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753192862.840661,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753192948.126423,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753193837.195667,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753211644.4653358,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753212413.2162042,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753213149.157577,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753215120.2774491,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753216573.123338,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753217602.884108,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753245524.582058,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753249913.1474571,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753250528.738797,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753264793.374999,openedApp,False,Europe/Berlin,Entspannung,instagram,120.0
breathingExercise,6.0,1753267125.0872722,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753268814.594636,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753269312.4774818,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753281643.752475,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753281664.856091,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753282466.142737,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753283437.5059881,openedApp,False,Europe/Berlin,Langeweile,instagram,300.0
breathingExercise,6.0,1753284372.280416,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753284572.656067,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753285028.2595549,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753287135.9705229,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753294199.595334,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753295159.949739,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753298711.253875,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753298729.004889,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753299628.874192,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753332051.502987,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753332245.512305,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753332998.9408321,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753334455.910712,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753334579.00349,openedApp,False,Europe/Berlin,Entspannung,instagram,120.0
breathingExercise,6.0,1753346531.217551,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753346549.489754,openedApp,False,Europe/Berlin,Klo,instagram,300.0
breathingExercise,6.0,1753386343.431093,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753386467.164027,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753387058.693548,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753387287.9302669,openedApp,False,Europe/Berlin,Unterhaltung,instagram,180.0
breathingExercise,6.0,1753388122.286244,openedApp,False,Europe/Berlin,Unterhaltung,instagram,300.0
breathingExercise,6.0,1753391335.009661,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753391487.506666,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753391816.920422,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753392561.50449,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753428423.884944,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753428449.952982,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753432060.597059,openedApp,False,Europe/Berlin,Unterhaltung,instagram,300.0
breathingExercise,6.0,1753435966.308089,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753436021.4228668,openedApp,False,Europe/Berlin,Crush stalken,instagram,60.0
breathingExercise,6.0,1753440523.391079,openedApp,False,Europe/Berlin,Ablenkung,instagram,60.0
breathingExercise,6.0,1753441321.085699,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753441605.8848119,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753441801.816619,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753441862.033535,openedApp,False,Europe/Berlin,Langeweile,instagram,300.0
breathingExercise,6.0,1753442420.779578,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753443011.3394399,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753447091.426046,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753453233.2699661,openedApp,False,Europe/Berlin,Unterhaltung,instagram,60.0
breathingExercise,6.0,1753457954.057221,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753457974.729922,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753459997.9998178,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753514976.7309241,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753515796.818087,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753515990.316368,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753525089.191006,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753529248.135561,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753531871.948153,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753541993.224508,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753542697.947665,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753544592.73261,openedApp,False,Europe/Berlin,Unterhaltung,instagram,60.0
breathingExercise,6.0,1753552921.84312,openedApp,False,Europe/Paris,Langeweile,instagram,180.0
breathingExercise,6.0,1753557041.23914,openedApp,False,Europe/Paris,Unterhaltung,instagram,60.0
breathingExercise,6.0,1753560689.646692,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753560797.5095801,openedApp,False,Europe/Berlin,Unterhaltung,instagram,60.0
breathingExercise,6.0,1753561417.1704478,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753561512.419983,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753600871.271261,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753606845.703436,openedApp,False,Europe/Berlin,Ablenkung,instagram,60.0
breathingExercise,6.0,1753607738.885792,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753609240.8889298,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753609667.858522,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753611389.568348,openedApp,False,Europe/Berlin,Unterhaltung,instagram,60.0
breathingExercise,6.0,1753616342.322408,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753616598.582182,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753620163.7495599,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753620852.177736,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753620922.923425,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753635640.779639,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753638981.677349,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753639554.26281,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753640438.17725,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753641357.378849,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753643531.4372768,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753647967.2518659,openedApp,False,Europe/Berlin,Unterhaltung,instagram,300.0
breathingExercise,6.0,1753686716.591208,openedApp,False,Europe/Berlin,Unterhaltung,instagram,300.0
breathingExercise,6.0,1753699200.36088,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753700731.230592,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
