interventionType,resolution,timestamp,isReIntervention,interventionDuration,timezone,app
,closedApp,1752828230.2083678,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752831913.5025659,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752831991.8212218,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752832369.5790691,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752833228.6860719,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752836189.572143,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752836275.3894649,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752836397.430969,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752838931.297858,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752838944.30062,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752838982.176979,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752839145.454953,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752839797.3312259,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752839800.2343922,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1752840904.725776,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752843849.2635798,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752843851.139485,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752843859.152987,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752843860.646483,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752847293.003726,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752847295.7562609,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752848193.692852,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752848215.214649,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752848247.588599,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752856419.408407,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752856432.940321,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752856503.269748,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752856768.617696,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752856879.679815,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752857030.373884,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752857061.0971498,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752857286.521281,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752857642.071128,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752857690.5668368,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752857739.634036,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752857871.934808,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752857932.324693,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752859266.157408,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1752859471.088912,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752860600.529851,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752860798.29921,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752861707.785294,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752861715.609091,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752861805.372898,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752861834.6954288,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752861924.834795,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752861983.521025,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752862267.581706,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752862276.2640429,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752867054.9161038,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752868308.521652,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752868332.915238,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752869372.711693,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752869381.789526,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752870637.487524,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752874239.6246939,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752881131.637238,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752881210.0713649,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752929468.795687,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752930078.7292109,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752930113.056736,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752930136.014328,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752930145.398386,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752930185.049377,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752930377.794507,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752930563.281424,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752930918.5441918,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752933323.790561,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752933437.989335,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752938125.369283,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752938172.301087,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1752943364.562276,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752943517.1258268,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752943551.505354,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752947760.7278628,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752947812.7452679,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752947986.6610808,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752948293.064814,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752948328.5432382,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752949470.025327,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752949483.455976,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752949533.925616,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752949909.7969642,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752949964.332708,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752949989.4583368,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752950268.303199,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752950283.821342,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752950342.905298,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752950938.0343251,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752950949.72227,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752951079.8615851,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752951248.368843,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752951485.395238,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752951548.105973,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752952022.394516,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752952094.002191,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752953958.7636209,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752954146.317442,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752954358.238491,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752954395.930646,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752954530.690954,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752954622.225625,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752954732.272526,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752954765.138746,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752955054.692068,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752955066.9949532,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752959716.98878,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752959749.8387752,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752959894.898695,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752959957.557168,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752961031.594802,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752961035.953607,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752961120.2714229,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752961185.4022322,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752961203.318299,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752961547.024235,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752961645.1276212,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752961717.205212,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752961779.657511,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752961920.6737309,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752961994.49434,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752965591.804638,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1752965702.027056,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1752966110.70171,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752966134.7963982,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752968086.024323,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752968230.183442,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1752972162.5920548,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1752972481.092181,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753004137.854937,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753004205.656533,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753005076.655792,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753005195.101325,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753005624.663859,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753006040.263627,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753012053.819833,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753012445.459084,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753033466.678519,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753033485.682115,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753033732.930464,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753033826.485012,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753034582.815275,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753034590.307191,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753036846.0201468,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753036941.496566,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753036998.623477,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753037141.76856,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753039457.160054,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753039806.376171,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753039880.153222,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753048746.638303,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753048881.116208,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753048952.709074,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753050150.654218,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753050212.263053,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753050833.668431,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753062627.6076422,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753062940.5833368,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753063095.083891,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753063854.823533,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753083130.5531569,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753083248.0858421,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753083725.174213,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753083727.4839249,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753084078.757088,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753086612.162215,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753086756.5262961,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753086988.570205,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753087083.627452,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753087118.863751,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753091719.0857592,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753091799.509284,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753096225.221106,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753096314.103929,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753102180.810746,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753102657.293814,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753102660.405061,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753103162.3655272,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753103164.233657,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753103168.1781502,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753103695.903112,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753103757.265799,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753103859.9364429,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753103897.763332,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753104280.1001139,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753104311.8280048,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753105041.832731,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753105116.662199,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753105191.8380609,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753105231.134184,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753105655.010705,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753105770.084162,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753106124.682407,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753106136.6298308,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753106349.678708,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753106392.108522,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753106674.5143561,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753106716.6329432,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753106759.795457,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753106930.187526,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753107085.0521898,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753107104.998271,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753107439.890296,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753107502.365221,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753107627.517818,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753107831.3863668,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753107877.603389,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753107985.014151,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753108141.8896852,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753108307.959746,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753108429.5952601,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753109521.216475,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753109620.730269,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753109747.835271,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753109795.235259,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753110913.5595589,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753110924.001914,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753110970.70924,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753110978.937875,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753111052.010765,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753111471.807522,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753111525.420903,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753113656.1733088,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753113938.498283,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753114025.8872051,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753114202.799098,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753114265.265317,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753114502.172168,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753115013.487381,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753115050.051975,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
