timezone,resolution,interventionDuration,interventionType,timestamp,timeIntervalUntilReIntervention,isReIntervention,purpose,app
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752318575.802174,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752319023.863153,900.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752319936.671762,900.0,True,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752320423.347445,900.0,False,Unterhaltung,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752321176.941196,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752321180.743566,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752321463.201356,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752321471.054047,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752321826.689753,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752321994.038023,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752322211.5151029,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752322775.315022,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752322783.362906,900.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752323478.106769,840.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752323548.0289001,840.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752323563.135721,900.0,True,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752323767.8830729,840.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752323814.425527,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752324325.6369781,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752324385.5562901,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752326113.164431,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752328274.9076371,,False,,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752328868.213407,900.0,False,Unterhaltung,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752329257.529098,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752329644.392103,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752329648.647944,360.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752329735.573647,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752330575.068101,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752331345.81447,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752332787.035077,900.0,True,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752333105.5689049,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752333843.359982,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752334905.327563,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752335311.923907,900.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752335408.691403,900.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752337232.672678,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752337345.183837,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752337544.727071,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752337741.216292,900.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752337896.581105,,False,Unterhaltung,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752338100.06808,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752338103.6465158,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752338143.293531,,False,,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752338286.6628761,300.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752338595.640489,240.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752338854.008479,,False,,facebook
Europe/Berlin,openedApp,1.5,breathingExercise,1752339485.84767,,False,Unterhaltung,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752339773.010421,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752342830.178516,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752342882.621391,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752342886.678623,240.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752343108.037252,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752343136.524739,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752343901.3143802,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752343910.883412,360.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752345462.8238192,540.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752348845.386231,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752349347.083472,60.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752349603.984659,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752349827.003149,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752349830.1381788,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752350289.734425,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752352637.526957,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752387558.534114,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752387860.9801679,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752389423.367454,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752389720.7220058,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752390141.4604402,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752390239.407573,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752390242.714426,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752391429.315119,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752391476.5130029,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752394754.5462499,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752395107.571692,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752404124.367429,660.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752404958.866387,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752405304.721987,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752407648.9822102,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752408179.074843,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752408752.759601,240.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752409031.356879,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752409322.581018,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752409431.7603889,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752409661.420353,720.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752409986.3076339,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752410127.532243,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752410198.2707582,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752410287.073565,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752410410.411368,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752410724.613227,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752416733.342345,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752420156.758409,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752420752.266313,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752421646.9097738,60.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752421722.4987168,900.0,True,Unterhaltung,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752421861.417881,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752421863.803719,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752421865.940582,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752421961.451326,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752422542.424034,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752422644.701302,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752423004.275089,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752423543.471235,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752424167.485141,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752424542.021511,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752425337.258281,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752425562.9351258,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752425702.957707,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752426151.78319,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752426482.8804,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752426552.299046,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752426647.208218,900.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752427024.249607,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752428279.572783,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752428341.242981,240.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752428996.35759,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752429331.701405,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752429544.068933,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,1.5,breathingExercise,1752430214.735368,600.0,False,Unterhaltung,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752430264.4782748,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752430759.3313498,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752431019.1794028,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752431564.993742,600.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752432460.595279,300.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752434392.013667,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752434512.100984,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752434861.535441,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752435954.701509,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752436456.014944,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752437054.785677,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752437097.71375,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752438199.7967901,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752438496.194396,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752438967.841876,300.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752439057.279736,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752439109.20428,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752439130.7345018,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752462171.92528,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752463514.739116,240.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752463717.042804,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752464650.46284,60.0,False,,jodel
Europe/Berlin,dismissedAppOpening,,journaling,1752469044.603578,,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752469168.372669,540.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752469242.325666,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752469342.444608,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752478998.4190469,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752480023.396657,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752480631.0286942,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752481722.184363,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752481726.44432,180.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752482957.811862,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752483535.272845,900.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752484593.900542,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752485246.1196089,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752487089.163447,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752487688.84094,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752492035.794522,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752493327.541352,60.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752496438.080869,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752498252.381382,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752499638.8586879,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752500632.496253,900.0,True,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752500984.054198,780.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752501709.6267881,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752501904.7088351,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752502068.301085,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752502506.551495,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752502533.937268,60.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752502612.327083,300.0,True,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752503120.5676079,360.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752503455.872302,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752504081.1005511,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752504804.906116,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752505660.835095,720.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752506166.083473,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752506556.377538,720.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752506651.7458792,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752506654.167093,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752506656.162166,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752506660.692558,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752506690.9740648,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752506694.270325,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752506701.47663,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752507161.6126661,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752507745.730087,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508010.996912,780.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508334.874363,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508453.681206,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508539.432843,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752508692.840369,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508696.175775,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508741.0766,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508804.7803311,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752508862.8837109,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752509604.560915,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752510631.153966,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752511296.350974,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752511557.284525,780.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752511661.333632,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752511664.4235559,660.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752512017.608889,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752512514.582107,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752513070.646422,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752513544.731101,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752513828.391763,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752514141.060149,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752514316.54208,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752514452.6063418,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752514726.347718,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752514836.55297,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752514916.761605,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515040.652553,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515164.202584,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515195.82126,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515485.207631,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515704.788467,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515940.808064,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752515978.894768,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752516003.629784,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752516007.797017,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752516090.144958,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752516627.533689,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752517162.08669,60.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752517289.248763,840.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752518494.3939981,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752518588.000208,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752518665.4244661,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752518743.226766,660.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752518851.367054,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752519801.351855,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752520351.301165,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752520848.559044,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752521638.832536,300.0,False,Unterhaltung,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752521728.460474,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752521882.553421,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752521932.857254,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752521993.869272,,False,,facebook
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752522327.165625,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752549168.721959,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752549314.8134289,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752549503.2814999,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752550534.4605,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752562644.9902859,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752563136.416041,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752563219.828891,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752564167.779451,900.0,False,Unterhaltung,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752564421.71273,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752566476.19574,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752566523.086473,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752566807.958857,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752567256.927219,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752567811.978788,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752568891.152684,180.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752569413.828494,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752569717.445478,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752569781.2294102,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752570004.902889,900.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752570306.948983,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752573544.592633,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752574690.926312,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752575480.227618,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752576723.197095,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752577162.356091,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752577731.3740501,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752578031.179058,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752578317.4110441,660.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752578916.358361,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752578995.9549809,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752582506.666415,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752582511.879963,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752583346.376638,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752587939.797917,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752597153.259963,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752607139.284127,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752645749.348098,840.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752647127.790416,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752647466.288651,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752647481.804121,,False,Unterhaltung,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752647666.14763,,False,,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752647668.564939,,False,,facebook
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752647984.231842,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752648801.869843,900.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752649048.097976,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752649586.2150102,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752653751.870883,,False,,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752654165.610289,600.0,False,Unterhaltung,tikTok
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752655053.52596,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752656657.424244,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752671327.593627,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752671350.4505439,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752671476.926615,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752673362.7062268,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752673600.675786,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752673992.697094,660.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752677982.1027021,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,1.5,breathingExercise,1752678115.202434,,False,Ablenkung,facebook
