app,interventionType,isReIntervention,interventionDuration,resolution,timestamp,timezone,timeIntervalUntilReIntervention
instagram,askForTimeLimit,False,1.5,openedApp,1751525717.363709,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751525759.204658,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751526532.947567,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751526822.14718,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751527477.40084,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751527605.0154982,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751527741.490412,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751528328.8308501,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751528432.441957,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751528577.182403,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751528616.6449208,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751528682.9160872,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751528795.1504722,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751528857.254703,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751528943.484919,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751529108.285686,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751529170.010592,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751529267.496073,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751530335.598419,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751530481.281303,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751530527.659315,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751530604.878765,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751530904.7820358,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751531075.779582,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751531120.021504,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751531364.437005,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751531395.751524,Europe/Berlin,480.0
instagram,askForTimeLimit,False,1.5,openedApp,1751531779.252407,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751532246.203826,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751533136.995873,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751533240.9587069,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751533748.861522,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751533808.635047,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751534072.350092,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751534448.591166,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751534738.423616,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751534887.366379,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751535124.1066241,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751535322.473043,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751535846.996906,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751535956.303626,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751535994.556004,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751536162.3466802,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751536493.956114,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751537114.610182,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751537740.961652,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751539830.779285,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751540056.1958752,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751540562.2684069,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751541981.8023539,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751542084.310638,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751542316.830761,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751542728.5978432,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751543014.48147,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751543215.158162,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751543267.946456,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751543391.729666,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751543442.0863771,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751543794.058923,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751544523.070229,Europe/Berlin,180.0
instagram,breathingExercise,True,1.5,openedApp,1751544717.1223512,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751546241.161666,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751548087.2177129,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751550691.7987661,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751552805.767704,Europe/Berlin,1200.0
instagram,breathingExercise,True,1.5,openedApp,1751554018.721829,Europe/Berlin,1440.0
instagram,breathingExercise,True,1.5,openedApp,1751555467.935528,Europe/Berlin,1440.0
instagram,askForTimeLimit,False,1.5,openedApp,1751556692.690211,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751556852.470531,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751556911.8989491,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751556955.641231,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751556960.2905989,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751557095.552791,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751558042.974082,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751558966.514944,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751559583.752905,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751560238.003937,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751561995.59671,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751562232.528553,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751562288.957154,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751562293.5405521,Europe/Berlin,1560.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751563367.866664,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751563802.873209,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751564278.955621,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751564932.8737469,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751565163.5705671,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751565624.920749,Europe/Berlin,1440.0
instagram,askForTimeLimit,False,1.5,openedApp,1751565738.69401,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751566058.009574,Europe/Berlin,840.0
instagram,breathingExercise,True,1.5,dismissedAppOpening,1751566907.751505,Europe/Berlin,
instagram,breathingExercise,False,1.5,openedApp,1751566924.456421,Europe/Berlin,2580.0
instagram,askForTimeLimit,False,1.5,openedApp,1751569396.9108539,Europe/Berlin,480.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751569857.434263,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751570865.98392,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751571121.183076,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751571334.459074,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751572118.592355,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751572659.6851459,Europe/Berlin,1380.0
instagram,askForTimeLimit,False,1.5,openedApp,1751572951.362575,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751572989.620446,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573054.533873,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573099.3252048,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573167.2354832,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573237.516653,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573394.531167,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573863.1192079,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751573968.372391,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751576149.575938,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751576211.033091,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751576830.052003,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751576857.723763,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751576883.795158,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751577022.9397058,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751577204.297571,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751577257.401547,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751578315.2546558,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751579158.085949,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751583071.047967,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751598946.07198,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751607652.901999,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751607871.443811,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751609119.7822819,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751609594.458499,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751611054.9920878,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751612147.715455,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751612238.9539819,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751612959.6618872,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751613169.806457,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751613269.1180139,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751613364.203291,Europe/Berlin,180.0
instagram,askForTimeLimit,False,1.5,openedApp,1751613719.273563,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751614178.551338,Europe/Berlin,780.0
instagram,breathingExercise,True,1.5,openedApp,1751614971.50242,Europe/Berlin,1440.0
instagram,askForTimeLimit,False,1.5,openedApp,1751615302.2229629,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751615346.872802,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751615937.309519,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751616207.6846209,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751617272.435384,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751617426.9829888,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751617973.206356,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751618092.709657,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751618284.908873,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751618305.239965,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751618555.772066,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751619020.915796,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751619200.361661,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751619484.893556,Europe/Berlin,1560.0
instagram,askForTimeLimit,False,1.5,openedApp,1751619743.648635,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751620165.4396691,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751620261.15765,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751620461.899864,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751620764.560875,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751621063.887216,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751621093.804453,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751621202.274401,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751621511.0156589,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751621858.775425,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751622119.125928,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751622608.353002,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751623661.819721,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751624590.330652,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751624948.344868,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751626247.89506,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751627105.97222,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751627875.34881,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751628432.640528,Europe/Berlin,1020.0
instagram,breathingExercise,True,1.5,openedApp,1751629464.807434,Europe/Berlin,1440.0
instagram,askForTimeLimit,False,1.5,openedApp,1751630788.833502,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751631169.490652,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751631229.460567,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751631428.730762,Europe/Berlin,420.0
instagram,askForTimeLimit,False,1.5,openedApp,1751631484.623818,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751631609.613986,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751631613.403836,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751631774.185938,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751631846.400873,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751631893.2956839,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751632020.470758,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751632299.7414331,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751632350.317052,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751632731.514946,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751632813.218617,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751632939.066001,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751633136.326494,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751633421.285818,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751633575.838718,Europe/Berlin,1380.0
instagram,askForTimeLimit,False,1.5,openedApp,1751633846.48561,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751633955.589653,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751634521.500235,Europe/Berlin,1440.0
instagram,askForTimeLimit,False,1.5,openedApp,1751634726.732111,Europe/Berlin,420.0
instagram,askForTimeLimit,False,1.5,openedApp,1751634867.896141,Europe/Berlin,1500.0
instagram,askForTimeLimit,False,1.5,openedApp,1751635060.986436,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751636106.682435,Europe/Berlin,540.0
instagram,askForTimeLimit,False,1.5,openedApp,1751636411.158152,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751637207.0037231,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751637768.7327042,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751637840.872025,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638012.595971,Europe/Berlin,1380.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638099.7724252,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638151.2550979,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638248.176728,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638439.523478,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638511.7682471,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638635.0243568,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751638992.073598,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751639082.914415,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751639087.868806,Europe/Berlin,1620.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751639286.861275,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751639748.062715,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751640621.9534879,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,openedApp,1751640760.368079,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751640923.487204,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751640971.3896542,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751640992.45912,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751644436.5358438,Europe/Berlin,1980.0
instagram,askForTimeLimit,False,1.5,openedApp,1751644633.75289,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751646720.992521,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751646779.784374,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751647139.48118,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751648525.571062,Europe/Berlin,1200.0
instagram,askForTimeLimit,False,1.5,openedApp,1751648848.0781431,Europe/Berlin,420.0
instagram,askForTimeLimit,False,1.5,openedApp,1751649359.2295818,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751649576.145802,Europe/Berlin,1140.0
instagram,askForTimeLimit,False,1.5,openedApp,1751649846.171767,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751649965.3042321,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751650723.451447,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751650817.111619,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751651062.705369,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751652541.2264209,Europe/Berlin,540.0
instagram,breathingExercise,True,1.5,openedApp,1751653095.1060271,Europe/Berlin,1680.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654062.697721,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654221.800232,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654270.91765,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654634.776667,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654664.4085832,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654774.454056,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751654805.3067598,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751654833.3257499,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751654869.190024,Europe/Berlin,540.0
instagram,askForTimeLimit,False,1.5,openedApp,1751655180.5515041,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751655800.816225,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751655929.106988,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751656079.892292,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751657068.2667289,Europe/Berlin,780.0
instagram,breathingExercise,True,1.5,openedApp,1751657861.454576,Europe/Berlin,1860.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751658922.868137,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751660032.0270262,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751661216.313229,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751662458.125757,Europe/Berlin,1140.0
instagram,breathingExercise,True,1.5,openedApp,1751663610.209805,Europe/Berlin,1620.0
instagram,askForTimeLimit,False,1.5,openedApp,1751665048.958551,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751665219.712006,Europe/Berlin,660.0
instagram,breathingExercise,True,1.5,openedApp,1751665891.3081179,Europe/Berlin,1860.0
instagram,askForTimeLimit,False,1.5,openedApp,1751666566.613328,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751667147.813546,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751667434.301649,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751690630.273106,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751698960.676714,Europe/Berlin,720.0
instagram,breathingExercise,True,1.5,openedApp,1751699812.767488,Europe/Berlin,2640.0
instagram,askForTimeLimit,False,1.5,openedApp,1751701784.595531,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751703361.432005,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751704466.0335789,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751704545.330768,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751705208.933167,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751705784.555743,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751705939.069456,Europe/Berlin,420.0
instagram,askForTimeLimit,False,1.5,openedApp,1751707064.077698,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751708528.2367048,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751708577.359251,Europe/Berlin,1320.0
instagram,askForTimeLimit,False,1.5,openedApp,1751708839.945095,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751708893.8350492,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751709055.622995,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751709213.621019,Europe/Berlin,900.0
instagram,askForTimeLimit,False,1.5,openedApp,1751709304.420298,Europe/Berlin,960.0
instagram,askForTimeLimit,False,1.5,openedApp,1751709815.993572,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751712273.240447,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751712922.839361,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751713210.418013,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751713647.009686,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751713950.72816,Europe/Berlin,660.0
instagram,askForTimeLimit,False,1.5,openedApp,1751714086.4210129,Europe/Berlin,720.0
instagram,askForTimeLimit,False,1.5,openedApp,1751714166.7194161,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751714234.3164139,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751714654.242525,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751714788.906488,Europe/Berlin,240.0
instagram,breathingExercise,True,1.5,openedApp,1751715040.957439,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751716211.470121,Europe/Berlin,240.0
instagram,askForTimeLimit,False,1.5,openedApp,1751716412.1264539,Europe/Berlin,840.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751716529.36116,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751716927.270016,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751717139.328846,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,openedApp,1751718047.538708,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,openedApp,1751719360.1991382,Europe/Berlin,1080.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751719501.137,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751719530.5636048,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,openedApp,1751719979.100288,Europe/Berlin,780.0
instagram,askForTimeLimit,False,1.5,openedApp,1751720233.751672,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751720889.893497,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751720893.772005,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751721067.277683,Europe/Berlin,600.0
instagram,askForTimeLimit,False,1.5,openedApp,1751721293.120511,Europe/Berlin,1260.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751721598.058827,Europe/Berlin,
instagram,askForTimeLimit,False,1.5,openedApp,1751721990.340833,Europe/Berlin,1020.0
instagram,askForTimeLimit,False,1.5,dismissedAppOpening,1751722035.5587978,Europe/Berlin,
