isReIntervention,timezone,timestamp,resolution,app,interventionDuration,interventionType
False,America/Toronto,1750441485.344877,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750443301.494055,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750448544.629133,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750466377.639137,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750477463.684958,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750477552.945524,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750477591.72134,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750478049.500504,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750480412.284724,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750480620.00318,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750480713.509577,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750481052.3152208,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750481473.2354121,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750481697.221187,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750482513.027519,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750482599.6964378,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750483093.6244211,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750483150.590767,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750484353.485064,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750505009.412578,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750506697.546246,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750506977.936897,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750509150.02213,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750510432.1698442,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750511820.759186,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750513005.511959,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750517089.250262,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750518695.948927,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750519047.899119,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750519799.309002,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750520543.063421,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750520807.341339,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750520921.7229772,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750521041.225096,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750521187.698961,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750522402.8788729,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750523031.7973971,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750523552.447885,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750523752.681754,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750523768.776195,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750523773.992495,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750524212.246587,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750524831.233649,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750534524.787427,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750539529.990716,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750543802.663189,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750543898.214559,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750544084.4423928,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750544536.707413,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750545996.769068,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750546043.771555,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750546126.366025,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750547873.2868,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750549268.4777179,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750549379.568705,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750549442.057942,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750549649.762296,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750551198.353183,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750551510.639817,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750554935.0973039,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750555267.837858,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750555846.287428,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750556296.5284019,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750556396.4298558,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750592783.341261,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750592958.279986,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750596157.6977181,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750598760.3761082,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750601930.727216,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750603994.7769241,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750605374.1971412,dismissedAppOpening,instagram,1.5,breathingExercise
False,America/Toronto,1750607461.0394812,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750612148.8159409,openedApp,instagram,1.5,breathingExercise
False,America/Toronto,1750615483.080828,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Toronto,1750618757.972155,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750624368.795055,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750630332.186366,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750632154.819882,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750632417.838406,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750637552.893095,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750637889.345453,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750638665.460387,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750641764.30076,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750678199.37715,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750680184.604522,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750683754.0350971,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750683862.452312,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750684057.3857899,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750686590.6308532,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750686899.647585,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750688132.734402,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750688605.358515,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Toronto,1750689489.511695,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750690068.006769,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Toronto,1750694870.4046369,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750700374.930963,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750700651.468261,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750701707.4632301,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750702369.11139,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750702569.2003841,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750703684.56452,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750725002.227044,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750725118.944238,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750725406.27144,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750726272.4845948,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750729821.572176,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750752022.401093,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750760403.447365,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Toronto,1750760632.077423,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750761834.249528,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750762964.6211,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750764560.609201,openedApp,instagram,6.0,breathingExercise
False,America/Toronto,1750782922.93348,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Toronto,1750782940.108175,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750815851.502605,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750815871.005631,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750818649.70825,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750818881.6237779,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750859993.288291,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750863836.273188,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750870389.148807,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750875614.689997,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750875631.507917,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750941699.722024,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750942045.531754,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750942058.8770761,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750942234.7499552,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750944140.034236,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750944219.484957,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750945111.703876,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750946172.982372,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750949942.685044,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750954187.430769,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750954225.674833,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750963373.478675,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750970773.31582,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750971271.632158,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750973259.6284928,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750975771.61745,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750980642.993623,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750981447.5333838,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750982042.186685,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750982139.951501,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750983814.919564,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750993704.442827,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750993830.374063,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750994011.114036,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750995657.957758,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750997075.743881,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750997625.442522,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1750997940.9199162,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751033849.794567,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751040336.444098,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751040563.5257711,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751045675.263125,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751047100.370607,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751047914.03756,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751049206.6204891,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751066362.571059,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751067113.917723,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751067192.871449,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751074525.804775,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751080032.445891,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751082763.799117,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751086511.677075,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751121078.3872929,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751128255.458204,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751132967.738409,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751138119.428193,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751139808.256114,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751140554.492347,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751142709.387227,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751142711.930632,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751144995.222646,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751147336.276637,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751147778.6959748,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751150828.997303,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751150858.8531609,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751152260.3146029,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751152467.303581,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751160958.635256,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751161213.610683,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751166961.629139,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751167078.954237,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751169949.2693229,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751171076.60431,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751171121.6937919,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751208070.135541,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751208093.18815,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751220138.2374182,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751220161.597687,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751220749.7327352,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751221116.253175,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751222202.332725,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751224286.780974,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751226196.1934838,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751226214.590616,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751227121.379508,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751230704.525794,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751246427.7818708,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751246511.854083,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751256738.575791,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751291694.9816298,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751295831.093937,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751300120.2529001,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751301993.679572,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751308030.7237148,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751316203.21875,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751316220.632148,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751324683.0416431,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751325022.97234,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751327783.560089,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751327864.750772,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751330055.740059,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751330463.036312,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751332883.087913,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751335534.920829,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751335557.857448,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751337605.476743,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751339382.59901,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751343308.796157,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751344430.659618,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751378982.105809,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751385615.6426868,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751400302.283114,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751404466.734998,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751413452.777298,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751417151.0421062,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751420040.92346,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751423313.704023,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751424675.634822,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751427607.880844,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751427633.2308269,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751427849.279091,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751433763.065332,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751435362.220786,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751467769.949938,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751471788.4160519,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751474065.163241,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751474309.446408,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751476636.687309,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751494912.568758,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751495081.358244,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751498923.4919639,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751499108.672091,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751499217.910962,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751499252.938983,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751500912.063559,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751503998.427277,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751504118.6245198,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751504784.2937732,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751505186.573526,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751505364.075436,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751513985.420878,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751514640.492419,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751554182.853732,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751556904.052973,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751558606.7622418,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751558629.1680021,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751563335.007255,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751563616.528885,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751563903.230504,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751574073.506104,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751576744.652938,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751577810.958406,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751578993.072676,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751586450.649383,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751586567.737803,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751591844.591352,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751592056.684595,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751593987.359498,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751595794.3535151,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751595807.5657082,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751599353.0473971,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751640114.6016731,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751642950.047528,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751646711.1349611,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751646724.294643,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751648234.675039,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751649593.999435,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751657928.594686,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751665566.086866,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751674855.530167,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751674917.613374,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751676325.143073,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751692063.655417,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751730231.700437,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751730813.24598,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751735343.8261561,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751736538.380528,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751738896.75214,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751739376.003014,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751741445.158313,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751744417.6454039,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751745457.5167298,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751745817.045313,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751746723.106165,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751748257.001594,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751752760.872612,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751754927.995143,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751757322.18337,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751760733.499011,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751770055.1684918,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751771312.4486542,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751814259.5744839,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751814335.179455,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751818699.132312,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751822566.796473,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751824194.429872,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751824275.820061,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751824695.387439,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751825439.106662,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751826836.774415,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751827527.5256329,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751828458.312793,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751833478.477817,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751846006.2185202,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751850094.651797,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751863451.83289,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751863572.340812,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751865163.536419,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751900683.27931,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751900886.150151,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751904235.951987,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751904368.775063,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751904695.641485,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751908751.4370542,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751910215.3689408,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751913434.050895,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751916907.896542,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751918026.210236,dismissedAppOpening,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751921266.726006,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751922122.08398,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751923509.459305,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751924573.3506808,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751927081.217982,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751942050.61327,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751946399.527401,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751987888.823616,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751987944.30233,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751993171.399555,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1751994453.9306998,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1752016363.077863,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1752016541.8269129,openedApp,instagram,6.0,breathingExercise
False,America/Los_Angeles,1752017623.216423,openedApp,instagram,6.0,breathingExercise
