timezone,interventionDuration,timestamp,app,resolution,interventionType,isReIntervention
Europe/London,6.0,1753695130.579836,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753695296.8584461,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753697190.373087,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753697277.294794,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753697999.777275,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753698164.2667022,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753698575.379725,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753699609.520437,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753699749.96907,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753700220.943466,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753700243.990127,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753702330.323989,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753703401.300362,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753703482.9217339,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753703586.906137,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753703848.7604818,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753703934.4736218,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753705702.0082521,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753705954.2787719,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753706397.0267081,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753706661.0164928,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753708809.972733,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753709344.588375,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753709403.807928,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753720722.960716,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753721030.8098211,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753723455.27004,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753724961.839542,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753724987.286086,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753728087.713768,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753729304.122401,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753735409.4357738,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753735634.4103,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753770120.518712,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753773750.0679011,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753773976.4026752,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753774048.8838,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753775251.663517,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753775628.182301,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753779017.2809749,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753781565.603189,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753784106.061977,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753785016.831839,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753785535.882365,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753786525.718744,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753787666.9880528,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753787669.42591,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753789617.243083,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753789622.518269,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753789626.932365,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753790036.8943481,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753791338.870981,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753791461.205764,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753795985.411675,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753797687.4337401,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753798364.019916,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753798435.736352,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753803233.917762,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753806166.941339,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753807266.663079,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753808513.5451999,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753809264.70357,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753809643.586876,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753814494.142587,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753814549.524685,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753814818.952136,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753815277.9036698,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753815635.6189399,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753816148.990776,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753816323.65865,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753817288.1944718,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753817488.059442,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753817504.044009,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753817597.58107,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753817906.187418,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753818155.708993,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753818155.846908,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753818217.758727,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753819016.585979,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753822326.674782,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753855254.510009,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753855533.660078,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753857054.9481559,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753857072.876221,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753857361.1341481,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753865757.377822,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753866460.130594,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753866784.544918,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753869684.740022,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753869849.049099,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753869961.11899,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753870222.830179,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753870672.0265899,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753870701.908653,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753871011.385027,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753871061.024262,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753871553.518431,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753872031.1322908,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753872627.456723,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753872816.8639588,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753873030.569333,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753873030.697806,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753873612.965588,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753873792.9197621,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753874788.278708,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753874924.202653,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753875365.751453,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753877197.0586429,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753877437.241487,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753879570.356131,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753880227.511313,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753880306.025058,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753881078.4740582,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753881613.78981,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753882299.729002,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753882299.875712,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753883111.92037,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753883645.954997,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753889565.294369,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753895214.021504,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753895614.828711,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753897257.005007,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753899361.570195,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753900123.663337,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753900452.4506721,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753900986.736022,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753901222.019328,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753901341.186054,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753901629.3409271,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753901908.817328,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753902013.087899,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753902141.357466,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753903224.737266,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753903447.797089,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753904513.448207,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753905448.442508,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753905816.837244,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753906909.57166,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753947984.372155,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753952569.564005,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753952885.526737,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753953096.224122,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753953411.4845638,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753954915.9328089,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753958514.98697,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753958858.161983,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753960575.132843,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753962194.354416,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753962601.295601,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753963000.78483,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753963665.57428,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753968707.929595,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753970028.812041,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753970328.081677,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753971830.5648398,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753972009.052061,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753972162.159151,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753974764.009008,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753977877.0691109,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753978074.736325,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753979230.6363192,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753979331.5103168,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753979763.012001,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753985100.970889,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753985752.892602,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753985856.682672,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753987792.603869,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753988095.611535,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1753988248.288655,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1753992669.39674,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754027210.3978229,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754027811.934989,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754032217.722591,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754039154.366183,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754040834.900978,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754040968.736065,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754042923.054599,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754044606.82282,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754045681.691955,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754051732.1172872,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754052069.1200361,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754052256.7357059,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754054132.8123422,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754057071.40972,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754060839.592701,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754061146.975116,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754062442.399534,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754065497.229712,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754067372.955859,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754067772.1726441,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754073479.2319221,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754074906.334825,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754074981.388912,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754074981.474002,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754076030.416494,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754077020.4298592,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754078593.606543,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754078732.627849,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754081619.216175,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754082881.46257,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754083005.8047872,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754083246.024157,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754084128.196351,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754114726.970876,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754115343.2169209,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754119442.04758,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754120230.631731,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754121378.7666469,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754123807.779635,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754124458.771333,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754124744.812533,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754125928.383189,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754126829.617206,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754127279.201319,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754127910.3448281,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754128399.026974,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754129320.310653,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754129736.8803282,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754131657.996457,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754131756.226358,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754132470.37164,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754132690.247092,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754133233.517826,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754134531.314283,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754134567.6368818,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754137116.621615,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754139429.234829,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754142105.15867,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754147185.0069818,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754147754.991194,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754148209.365127,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754148345.151647,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754148518.4420881,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754148518.602583,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754148793.924591,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754148903.901845,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754149108.57183,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754149178.679393,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754149406.620249,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754149495.871002,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754149785.099122,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754150857.538003,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754151441.664289,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754151808.245555,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754152774.680753,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754153978.31757,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754154355.457205,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754154594.175579,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754154611.889899,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754154692.633883,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754157260.0986362,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754157332.7795138,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754158667.0498738,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754158794.412212,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754170106.698914,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754170389.055994,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754172491.756021,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754174200.696937,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754177604.1999202,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754178102.648844,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754178564.981976,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754178567.281612,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754179137.436301,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754180341.601239,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754180516.3984241,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754180827.843647,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754181884.260215,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754183312.9235048,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754183652.029158,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754208879.279921,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754210436.6020942,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754210602.57613,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754211160.946058,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754211176.710429,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754212604.22856,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754212755.5106301,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754212881.449053,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754214625.7670522,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754214627.809181,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754214629.893924,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754214632.5780668,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754230442.6158528,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754235169.6289349,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754235199.419244,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754235475.040247,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754237136.7161021,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754243108.881788,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754247777.4083462,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754248111.065593,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754249451.2026,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754252027.174718,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754254224.818893,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754254383.4749532,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754291754.691472,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754292015.953848,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754292098.7689319,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754292582.824595,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754293101.375812,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754293574.07685,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754294665.369556,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754295812.381194,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754297165.78251,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754298669.778764,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754299216.971607,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754299470.143022,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754300775.229368,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754303624.2581968,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754303748.57914,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754305727.027042,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754312072.678129,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754313204.0276299,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754314871.65646,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754317159.423747,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754317825.024252,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754320979.728859,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754324988.367975,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754325911.676769,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754328592.960422,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754328747.815236,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754329530.55615,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754330180.64357,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754330649.619899,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754330836.7436829,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754334640.541826,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754335433.7549381,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754337371.417681,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754337530.98037,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754342953.163571,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754342953.316362,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754346274.624724,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754388437.225933,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754392389.516047,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754393061.88447,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,6.0,1754397065.894697,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754397569.23034,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754398349.185697,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754398402.1224499,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754404331.024558,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754404421.949844,instagram,openedApp,breathingExercise,False
Europe/London,6.0,1754405112.481048,instagram,openedApp,breathingExercise,False
