timezone,app,interventionType,resolution,interventionDuration,timestamp,isReIntervention
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751553459.2339082,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751557018.443917,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751562356.549685,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751562415.9766421,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751563324.90311,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751582185.008731,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751583209.117982,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751583496.957787,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751583724.0911,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751613587.74136,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751624328.223947,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751624739.6778998,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751628175.241265,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751631018.3788018,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751631633.1458411,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751641726.928298,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751641875.791825,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751646894.410962,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751651110.2268791,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751653824.839367,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751654129.652576,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751655178.023035,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751656088.1560059,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751666000.480437,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751670004.3498821,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751670921.767245,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751691895.465009,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751705775.983526,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751708069.172199,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751708435.756598,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751711273.562299,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751711835.736329,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751714445.570143,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751716476.3307939,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751717395.23954,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751718132.8001208,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751718673.841701,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751721312.781776,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751736740.4862552,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751737872.3279371,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751738431.006887,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751740252.1313338,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751747422.302594,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751780128.9749088,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751784125.953284,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751811821.0695481,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751818442.8164191,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751819208.2797089,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751823667.9658551,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751829763.795267,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751861511.776612,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751870586.387594,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751872596.566094,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751873071.501183,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751880330.291434,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751881509.4924412,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751890400.2807941,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751893846.017267,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751893865.8474212,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751896001.1872501,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751901334.957964,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751909684.607652,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751909919.263531,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751910791.916212,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751910962.350545,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751913043.4289389,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751913518.828294,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751915137.562199,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751915501.4495292,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751952396.026788,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751956766.8694959,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751964501.490278,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751968800.6047158,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751974041.205997,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751977624.223147,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751977991.787312,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1751981816.292109,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751982274.018454,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751985651.2595181,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751986206.3702111,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751986542.060145,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751993165.768522,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1751999827.8040261,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752010014.5783648,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752010033.142787,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752039514.5530381,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752040700.8105412,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752049446.384653,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752054008.513974,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752056347.150173,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752065759.1119041,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752068372.468777,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752070956.037739,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752073928.305433,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752074555.643121,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752079394.168388,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752080933.055367,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752086139.129713,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752090560.051738,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752093566.083694,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752093610.433682,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752126094.1374788,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752129664.959021,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752135594.688294,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752138686.728154,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752142362.3328118,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752150980.56356,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752155236.086153,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752157333.392087,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752160639.598374,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752162169.9083529,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752162406.340711,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752177762.238935,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752179063.84706,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752179673.500101,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752181019.079475,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752212133.3221312,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752216248.028662,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752223191.7967138,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752226959.3552,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752232165.2207541,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752232294.2867498,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752233378.016451,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752238455.1188688,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752240481.555328,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752241129.399405,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752242853.100054,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752245884.26911,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752247428.3516731,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752248982.205577,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752251415.706239,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752253301.1022081,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752255039.876076,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752259457.628491,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752261890.291214,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752264261.254457,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752298339.8668761,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752303771.046183,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752309446.888072,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752333871.9821072,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752336937.497205,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752338987.148284,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752343058.29181,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752348322.5198588,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752352762.646235,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752352951.598944,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752388673.294097,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752402556.533932,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752405383.856052,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752408547.6873,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752408563.486058,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752415105.149588,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752415351.893207,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752427839.5029821,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752433002.185363,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752470874.39791,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752473859.207543,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752479848.297194,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752485501.350955,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752499113.114218,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752503688.308372,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752505387.687696,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752511437.826921,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752513164.455027,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752516270.4103498,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752520623.3500361,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752557131.764622,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752557152.77733,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752565095.7040858,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752571567.8788872,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752571572.86299,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752572122.094841,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752575462.402432,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752575483.4830709,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752576395.722797,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752580801.586495,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752584369.659411,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752587684.8914351,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752587727.502079,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752590197.493363,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752593565.984044,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752598437.6175551,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752604014.55933,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752606326.525395,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752607298.574518,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752608760.043272,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752609245.106042,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752612781.933272,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752643585.848552,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752645347.582335,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752646508.07449,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752647132.402752,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752648183.4981132,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752648520.062743,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752648624.99692,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752655148.464531,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752658487.322699,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752660708.651432,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752661184.063909,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752665251.897439,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752667828.639652,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752672675.736363,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752676317.4593902,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752676335.177155,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752690047.0647678,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752691491.8285918,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752692217.970356,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752697833.0613909,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752730462.322654,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752736780.414569,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752736899.2303162,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752738563.1602368,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752755124.6888309,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752757404.3502722,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752757809.6956491,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752760754.560628,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752764330.059733,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752765404.385707,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752767006.172429,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752767690.739939,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752771536.38446,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752777241.3344002,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752781432.79162,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752785772.088365,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752816756.218131,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752822589.70942,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752824911.8213649,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752830956.809592,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752831051.379354,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752840111.633243,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752840258.734467,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752842030.83554,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752848946.628372,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752849947.698392,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752851136.160743,False
Europe/Amsterdam,instagram,breathingExercise,dismissedAppOpening,6.0,1752853352.499877,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752853415.475873,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752857231.190789,False
Europe/Amsterdam,instagram,breathingExercise,openedApp,6.0,1752857266.890513,False
