app,resolution,interventionDuration,timestamp,interventionType,timezone,isReIntervention
instagram,openedApp,3.0,1753128949.415948,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753128991.402614,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753129150.424025,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753135027.29428,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753135875.88334,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753135879.071069,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753135889.887855,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753182496.027035,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753188973.5966659,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753195369.248335,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753195800.001319,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753195803.131176,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753199943.7284899,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753200157.608969,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753207225.462352,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753208634.51634,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753214158.9985452,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753218279.761178,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753259721.487267,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753267935.080328,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753280368.430404,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753284483.867399,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753284633.896702,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753296260.005832,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753296270.511527,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753296446.675494,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753302069.456034,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753302102.938741,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753302117.264686,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753303084.729212,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753309843.4497318,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753310011.556104,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753310577.96243,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753310605.3763719,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753311179.7567282,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753312245.101317,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753358395.858945,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753363484.415875,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753365973.332316,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753376974.773964,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753440828.17611,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753452587.50743,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753459745.919764,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753459797.920228,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753464055.544128,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753465657.0452719,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753466110.993912,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753467801.562325,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753468286.803163,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753470162.94025,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753470163.121789,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753479901.189548,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753480714.38264,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753480811.2205172,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753480860.6096401,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753480934.467685,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753481133.906434,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753482009.266245,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753486077.865871,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753486165.763678,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753488971.046125,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753526599.490178,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753532435.812376,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753536010.990423,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753536498.086575,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753537133.523706,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753538331.9569721,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753538547.862037,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753542974.6176949,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753543572.758583,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753553361.322291,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753561146.4156098,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753565089.6817322,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753566510.557625,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753607441.990356,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753611524.624961,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753619856.407734,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753622851.5816998,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753623205.592723,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753623768.27058,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753624339.7505012,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753637365.899199,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753641845.376142,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753648668.5892,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753648930.998125,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753651817.78247,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753651830.08232,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753651988.311537,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753652810.839489,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753653942.168649,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753703325.921171,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753703640.124031,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753710935.60889,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753720499.711555,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753722674.079217,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753725240.347228,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753726987.497427,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753732449.573626,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753736437.288616,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753736532.263778,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753740227.253718,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753806457.369574,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753812778.3221889,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753815261.442721,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753816107.4208422,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753818524.9053159,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753819537.976369,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753819541.316904,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753822538.964466,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753822569.684118,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753825702.7520518,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753833499.123719,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753833578.438387,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753833590.2856011,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753834850.201133,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753875715.395658,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753875737.4615211,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876464.509595,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876528.880214,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876601.624315,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.079217,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.102217,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.111623,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.1176229,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.122614,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.1271749,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876607.132072,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753876796.466783,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753953787.4733338,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753953897.219774,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753967022.33995,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753976616.451538,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753981989.954619,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753985595.725299,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753985679.806559,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753988177.091732,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753990580.24297,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753992310.004242,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753993119.4386458,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753993139.137094,breathingExercise,Europe/Berlin,False
instagram,openedApp,3.0,1753995662.302486,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,3.0,1753996760.486901,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754000970.7486491,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754001053.385184,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754001257.857584,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754002573.539308,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754002576.844975,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754011451.0996141,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754016240.937152,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754016399.8312368,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754043694.956139,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754044216.4083982,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754044242.9670339,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754044783.9548101,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754045404.759937,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754054273.039579,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754054344.972955,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754058201.716661,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754058798.5462599,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754060164.8450022,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754128236.9831219,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754128572.907063,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754138570.178896,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754138696.391854,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754140608.245131,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754140968.331285,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754140969.585703,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754140971.9404302,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754144683.56741,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754144683.719496,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754155980.582406,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754156564.66079,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754156766.002379,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754158520.234839,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754165353.77313,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754165369.633719,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754165928.444065,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754165928.64342,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754166013.2056332,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754166562.149579,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754166657.569521,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754168648.39809,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754168763.275347,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754169968.17067,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754170136.812541,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754171255.181511,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754215397.2698321,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754216754.80477,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754219342.068536,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754221362.446913,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754221362.609932,breathingExercise,Europe/Berlin,False
instagram,openedApp,6.0,1754222444.372167,breathingExercise,Europe/Berlin,False
instagram,dismissedAppOpening,6.0,1754222534.01004,breathingExercise,Europe/Berlin,False
