isReIntervention,interventionDuration,interventionType,resolution,app,timestamp,timezone
False,3.0,breathingExercise,openedApp,instagram,1751956875.229128,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751957421.96861,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751966026.106339,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751966912.169213,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751971012.306675,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751978344.530319,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751983174.2394629,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751983964.7683458,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1751989972.343498,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752002607.3599858,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752005746.153153,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752039695.64007,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752042551.888433,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752047488.528029,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752048144.301262,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752048409.603133,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752048413.618799,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752057626.3524399,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752058732.880641,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752060398.937385,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752060463.061881,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752072285.402751,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752075040.633089,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752080528.7151241,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752091889.300899,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752092861.836266,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752126186.839206,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752131891.7410421,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752134632.084096,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752134877.295539,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752135361.092644,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752135495.1871262,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752139382.027839,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752140067.803143,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752143827.1954021,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752152253.632103,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752160251.3911939,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752174318.421586,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752179936.818886,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752208539.478156,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752208770.889473,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752225050.2771,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752225951.765074,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752230737.888411,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752242912.953999,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752244246.8841128,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752244266.458366,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752244553.609417,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752244719.0641751,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752244952.3525991,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752245162.613581,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752245970.666965,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752248910.892494,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752264179.244762,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752309715.220629,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752310495.362067,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752318860.154664,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752328984.5417619,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752395305.088911,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752396413.48001,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752396575.920426,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752399258.4542499,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752400251.165544,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752400990.411545,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752403913.598346,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752403982.020162,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752406509.586477,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752412589.621377,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752416326.181505,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752426193.432169,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752427399.158115,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752428199.8465528,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752428314.651479,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752428498.08174,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752429380.901898,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752430852.387947,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752431062.943637,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752436053.2714992,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752466561.6151881,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752467359.0234032,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752469268.98042,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752470746.501821,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752474960.79037,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752475828.587857,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752476055.580893,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752476111.810349,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752476466.413625,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752476603.289645,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752476689.4004788,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752476784.334701,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752476819.237217,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752477112.852613,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752478012.3724852,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752478199.916675,Europe/Berlin
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752479308.278318,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752482608.474166,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752482778.492842,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752482949.603273,Europe/Berlin
False,3.0,breathingExercise,openedApp,instagram,1752487707.687608,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752497892.8688111,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752499902.83077,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752500013.954186,Europe/Warsaw
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752500104.916226,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752502128.50015,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752502304.805227,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752502340.170299,Europe/Warsaw
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752502471.800771,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752502544.221929,Europe/Warsaw
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752504283.300919,Europe/Warsaw
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752504287.122685,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752505071.05833,Europe/Warsaw
False,3.0,breathingExercise,openedApp,instagram,1752506808.152358,Europe/Warsaw
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752507130.54631,Europe/Warsaw
False,3.0,breathingExercise,dismissedAppOpening,instagram,1752507142.197444,Europe/Warsaw
