resolution,interventionType,isReIntervention,timestamp,interventionDuration,app,timezone,purpose
dismissedAppOpening,breathingExercise,False,1750621800.0319839,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750621963.466593,3.0,instagram,Europe/Zurich,Bored
dismissedAppOpening,breathingExercise,False,1750622581.715188,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750627794.1067119,3.0,instagram,Europe/Zurich,Stalk crush
openedApp,breathingExercise,False,1750627826.814081,3.0,instagram,Europe/Zurich,Stalk crush
openedApp,breathingExercise,False,1750628466.2152262,3.0,instagram,Europe/Zurich,Bored
openedApp,breathingExercise,False,1750630633.2137961,3.0,instagram,Europe/Zurich,Stalk crush
dismissedAppOpening,breathingExercise,False,1750630884.894608,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750630886.777409,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750660340.745275,3.0,instagram,Europe/Zurich,Bored
openedApp,breathingExercise,False,1750664857.0124059,3.0,instagram,Europe/Zurich,Stay In the Loop
openedApp,breathingExercise,False,1750676512.1570659,3.0,instagram,Europe/Zurich,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1750676562.787024,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750677647.7296472,3.0,instagram,Europe/Zurich,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1750682148.3280401,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750682151.3025022,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750705247.729645,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750748119.652882,3.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1750748192.5388432,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750755928.9923959,3.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1750762122.706939,3.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1750763576.979477,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750769780.408222,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750777941.938842,3.0,instagram,Europe/Zurich, Work
openedApp,breathingExercise,False,1750778064.881274,3.0,instagram,Europe/Zurich, Work
openedApp,breathingExercise,False,1750782165.121666,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750782612.191822,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750798985.9001899,3.0,instagram,Europe/Zurich,Message
dismissedAppOpening,breathingExercise,False,1750799064.019146,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750799097.463231,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750799486.656183,3.0,instagram,Europe/Zurich,Message
dismissedAppOpening,breathingExercise,False,1750799538.2163749,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750799559.8442922,3.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1750799684.3860059,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750799974.59871,3.0,instagram,Europe/Zurich,Message
dismissedAppOpening,breathingExercise,False,1750800114.7982101,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750801492.599783,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750802109.299546,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750804649.9158158,3.0,instagram,Europe/Zurich,Search Info
dismissedAppOpening,breathingExercise,False,1750804664.92574,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750807459.016953,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750807713.437333,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750807821.821511,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750808017.386663,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750839216.8837929,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750839498.939409,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750839562.432761,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750853495.994413,3.0,instagram,Europe/Zurich,Message
openedApp,breathingExercise,False,1750889231.4368339,3.0,instagram,Europe/Zurich,Bored
dismissedAppOpening,breathingExercise,False,1750889625.8796859,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750891951.2082071,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750892722.199072,3.0,instagram,Europe/Zurich,Stalk crush
dismissedAppOpening,breathingExercise,False,1750923562.62997,3.0,instagram,Europe/Zurich,
dismissedAppOpening,breathingExercise,False,1750937331.445802,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750942042.274473,3.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1750948474.696581,3.0,instagram,Europe/Zurich,Bored
dismissedAppOpening,breathingExercise,False,1750948540.936781,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750948597.3545141,3.0,instagram,Europe/Zurich,Bored
dismissedAppOpening,breathingExercise,False,1750949978.312623,3.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1750950957.771422,3.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1750958465.029973,3.0,instagram,Europe/Vienna,Search Info
dismissedAppOpening,breathingExercise,False,1750958719.582655,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1750958833.367125,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750958947.790694,3.0,instagram,Europe/Vienna, Work
dismissedAppOpening,breathingExercise,False,1750959215.009592,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1750959246.022128,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750959268.9377918,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750960712.7054,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750961576.4777532,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750961614.470662,3.0,instagram,Europe/Vienna, Work
dismissedAppOpening,breathingExercise,False,1750963533.576518,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1750964300.951161,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750965436.464633,3.0,instagram,Europe/Berlin, Work
openedApp,breathingExercise,False,1750965461.1964269,3.0,instagram,Europe/Berlin, Work
openedApp,breathingExercise,False,1750965483.0762,3.0,instagram,Europe/Berlin, Work
openedApp,breathingExercise,False,1750965598.964861,3.0,instagram,Europe/Berlin, Work
openedApp,breathingExercise,False,1750968031.685441,3.0,instagram,Europe/Berlin, Work
dismissedAppOpening,breathingExercise,False,1750968399.6150231,3.0,instagram,Europe/Berlin,
openedApp,breathingExercise,False,1750969428.773487,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1750969493.329235,3.0,instagram,Europe/Vienna, Work
dismissedAppOpening,breathingExercise,False,1750970131.869577,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1750970892.504822,3.0,instagram,Europe/Vienna,Message
dismissedAppOpening,breathingExercise,False,1750971035.662139,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1750975702.989001,3.0,instagram,Europe/Vienna,Bored
openedApp,breathingExercise,False,1750978203.754806,3.0,instagram,Europe/Vienna,Bored
openedApp,breathingExercise,False,1750978749.138792,3.0,instagram,Europe/Vienna,Bored
dismissedAppOpening,breathingExercise,False,1750979723.208384,3.0,instagram,Europe/Vienna,
dismissedAppOpening,breathingExercise,False,1751008589.944295,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1751014597.4421148,3.0,instagram,Europe/Vienna, Work
dismissedAppOpening,breathingExercise,False,1751014746.053787,3.0,instagram,Europe/Vienna,
dismissedAppOpening,breathingExercise,False,1751014890.5995622,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1751031629.503526,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1751032045.1160321,3.0,instagram,Europe/Vienna,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1751033143.402592,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1751045295.3018699,3.0,instagram,Europe/Vienna,Bored
dismissedAppOpening,breathingExercise,False,1751055374.25366,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1751055387.5525398,3.0,instagram,Europe/Vienna, Work
openedApp,breathingExercise,False,1751056522.826019,3.0,instagram,Europe/Vienna,Entertainment
openedApp,breathingExercise,False,1751065269.240488,3.0,instagram,Europe/Vienna,Entertainment
openedApp,breathingExercise,False,1751148649.52321,3.0,instagram,Europe/Vienna,Entertainment
dismissedAppOpening,breathingExercise,False,1751160480.53352,3.0,instagram,Europe/Vienna,
openedApp,breathingExercise,False,1751160781.792623,3.0,instagram,Europe/Vienna,Entertainment
dismissedAppOpening,breathingExercise,False,1751160867.394631,3.0,instagram,Europe/Vienna,
dismissedAppOpening,breathingExercise,False,1751200191.313411,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751200527.660042,3.0,instagram,Europe/Stockholm,Message
dismissedAppOpening,breathingExercise,False,1751203527.513313,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751204417.129015,3.0,instagram,Europe/Stockholm, Work
dismissedAppOpening,breathingExercise,False,1751205549.5953531,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751207169.796185,3.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751216076.340662,3.0,instagram,Europe/Stockholm,Search Info
openedApp,breathingExercise,False,1751229193.6752539,3.0,instagram,Europe/Stockholm, Work
openedApp,breathingExercise,False,1751236787.1349,3.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751252704.176305,3.0,instagram,Europe/Stockholm,Entertainment
openedApp,breathingExercise,False,1751260220.8731961,3.0,instagram,Europe/Stockholm,Can’t sleep
dismissedAppOpening,breathingExercise,False,1751265507.833672,3.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751287471.446916,3.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751298640.969759,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751307332.457706,3.0,instagram,Europe/Stockholm,Entertainment
openedApp,breathingExercise,False,1751308120.080133,3.0,instagram,Europe/Stockholm,Entertainment
dismissedAppOpening,breathingExercise,False,1751309090.9498081,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751345009.53309,3.0,instagram,Europe/Stockholm,Search Info
dismissedAppOpening,breathingExercise,False,1751345108.594188,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751349355.8863049,3.0,instagram,Europe/Stockholm,Entertainment
dismissedAppOpening,breathingExercise,False,1751372143.000154,3.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751391635.172943,6.0,instagram,Europe/Stockholm,Bored
openedApp,breathingExercise,False,1751411320.085715,6.0,instagram,Europe/Stockholm,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1751411442.667489,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751430793.925087,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751431537.9054332,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751434088.068789,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751434216.392096,6.0,instagram,Europe/Stockholm,Bored
openedApp,breathingExercise,False,1751444042.4849072,6.0,instagram,Europe/Stockholm,Bored
dismissedAppOpening,breathingExercise,False,1751448061.1414819,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751448340.943841,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751462840.6279721,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751472161.1799269,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751476594.419812,6.0,instagram,Europe/Stockholm,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1751476876.535668,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751482837.082316,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751483713.681004,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751520798.879205,6.0,instagram,Europe/Stockholm,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1751521006.51702,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751521009.845634,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751524250.096974,6.0,instagram,Europe/Stockholm,Search Info
openedApp,breathingExercise,False,1751524330.9690819,6.0,instagram,Europe/Stockholm,Post something
openedApp,breathingExercise,False,1751545758.711327,6.0,instagram,Europe/Stockholm,Stay In the Loop
openedApp,breathingExercise,False,1751545847.8671741,6.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751547493.327169,6.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751547731.844555,6.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751549121.461056,6.0,instagram,Europe/Stockholm,Message
dismissedAppOpening,breathingExercise,False,1751552901.951992,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751553907.687303,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751561202.984478,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751561218.705661,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751567520.757143,6.0,instagram,Europe/Stockholm,Bored
dismissedAppOpening,breathingExercise,False,1751567949.407115,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751568230.188518,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751568243.5054789,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751568263.590522,6.0,instagram,Europe/Stockholm,Search Info
openedApp,breathingExercise,False,1751569832.8365412,6.0,instagram,Europe/Stockholm,Message
dismissedAppOpening,breathingExercise,False,1751582539.910811,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751606326.2253041,6.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751614914.0874019,6.0,instagram,Europe/Stockholm,Search Info
openedApp,breathingExercise,False,1751620371.8533192,6.0,instagram,Europe/Stockholm,Message
dismissedAppOpening,breathingExercise,False,1751626116.7496939,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751630840.710196,6.0,instagram,Europe/Stockholm,Stay In the Loop
openedApp,breathingExercise,False,1751643568.349601,6.0,instagram,Europe/Stockholm,Bored
dismissedAppOpening,breathingExercise,False,1751644805.167537,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751648041.55893,6.0,instagram,Europe/Stockholm,Bored
openedApp,breathingExercise,False,1751649192.500766,6.0,instagram,Europe/Stockholm,Search Info
dismissedAppOpening,breathingExercise,False,1751650038.539116,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751654552.625417,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751661413.706265,6.0,instagram,Europe/Stockholm,Search Info
openedApp,breathingExercise,False,1751694092.544055,6.0,instagram,Europe/Stockholm,Bored
dismissedAppOpening,breathingExercise,False,1751699244.208558,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751718606.137986,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751729264.684838,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751754028.838416,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751761557.20175,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751761658.937527,6.0,instagram,Europe/Stockholm,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1751801652.903388,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751824737.9384642,6.0,instagram,Europe/Stockholm,Toilet
openedApp,breathingExercise,False,1751830654.379451,6.0,instagram,Europe/Stockholm,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1751866601.111238,6.0,instagram,Europe/Stockholm,
dismissedAppOpening,breathingExercise,False,1751885496.783169,6.0,instagram,Europe/Stockholm,
openedApp,breathingExercise,False,1751899740.25295,6.0,instagram,Europe/Stockholm,Message
openedApp,breathingExercise,False,1751899983.6790009,6.0,instagram,Europe/Stockholm,Search Info
openedApp,breathingExercise,False,1751900486.398978,6.0,instagram,Europe/Stockholm,Stay In the Loop
openedApp,breathingExercise,False,1752062408.5830832,6.0,instagram,Europe/Copenhagen,Message
openedApp,breathingExercise,False,1752062663.569251,6.0,instagram,Europe/Copenhagen,Message
openedApp,breathingExercise,False,1752069880.929673,6.0,instagram,Europe/Copenhagen,Message
openedApp,breathingExercise,False,1752070067.9588928,6.0,instagram,Europe/Copenhagen, Work
openedApp,breathingExercise,False,1752070142.877039,6.0,instagram,Europe/Copenhagen,Search Info
openedApp,breathingExercise,False,1752070188.980198,6.0,instagram,Europe/Copenhagen,Message
openedApp,breathingExercise,False,1752071091.10916,6.0,instagram,Europe/Copenhagen,Message
openedApp,breathingExercise,False,1752071369.13838,6.0,instagram,Europe/Copenhagen,Stay In the Loop
openedApp,breathingExercise,False,1752071644.92772,6.0,instagram,Europe/Copenhagen, Work
openedApp,breathingExercise,False,1752072206.6775,6.0,instagram,Europe/Copenhagen,Message
openedApp,breathingExercise,False,1752074562.488078,6.0,instagram,Europe/Copenhagen,Post something
openedApp,breathingExercise,False,1752077460.566325,6.0,instagram,Europe/Copenhagen,Search Info
openedApp,breathingExercise,False,1752079975.7101622,6.0,instagram,Europe/Copenhagen,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752082884.563803,6.0,instagram,Europe/Copenhagen,
dismissedAppOpening,breathingExercise,False,1752086341.3087611,6.0,instagram,Europe/Copenhagen,
openedApp,breathingExercise,False,1752086359.626494,6.0,instagram,Europe/Copenhagen,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752087142.1070719,6.0,instagram,Europe/Copenhagen,
openedApp,breathingExercise,False,1752138736.1744409,6.0,instagram,Europe/Copenhagen,Stay In the Loop
openedApp,breathingExercise,False,1752148169.0877972,6.0,instagram,Europe/Copenhagen,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752148498.8145761,6.0,instagram,Europe/Copenhagen,
openedApp,breathingExercise,False,1752155427.124593,6.0,instagram,Europe/Copenhagen,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752155576.181392,6.0,instagram,Europe/Berlin,
openedApp,breathingExercise,False,1752156237.0531368,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752164279.166393,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752164650.7880101,6.0,instagram,Europe/Berlin,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752165403.425626,6.0,instagram,Europe/Berlin,
dismissedAppOpening,breathingExercise,False,1752167777.808117,6.0,instagram,Europe/Berlin,
openedApp,breathingExercise,False,1752173256.055507,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752175606.842829,6.0,instagram,Europe/Berlin,Message
dismissedAppOpening,breathingExercise,False,1752179594.947075,6.0,instagram,Europe/Berlin,
dismissedAppOpening,breathingExercise,False,1752216174.383837,6.0,instagram,Europe/Berlin,
openedApp,breathingExercise,False,1752217485.89288,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752225435.934771,6.0,instagram,Europe/Berlin,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752227515.510154,6.0,instagram,Europe/Berlin,
openedApp,breathingExercise,False,1752229978.343076,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752231859.765043,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752232139.058679,6.0,instagram,Europe/Berlin,Message
dismissedAppOpening,breathingExercise,False,1752232262.717931,6.0,instagram,Europe/Berlin,
openedApp,breathingExercise,False,1752233094.150927,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752235449.994753,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752235780.959474,6.0,instagram,Europe/Berlin,Search Info
openedApp,breathingExercise,False,1752235882.716903,6.0,instagram,Europe/Berlin,Search Info
openedApp,breathingExercise,False,1752236940.184245,6.0,instagram,Europe/Berlin,Post something
openedApp,breathingExercise,False,1752237691.9141722,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752237738.63371,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752238554.613192,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752240078.6352072,6.0,instagram,Europe/Berlin,Stay In the Loop
openedApp,breathingExercise,False,1752241830.470275,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752243645.757339,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752245112.336368,6.0,instagram,Europe/Berlin,Message
openedApp,breathingExercise,False,1752255783.7520552,6.0,instagram,Europe/Zurich,Stay In the Loop
openedApp,breathingExercise,False,1752258699.6392589,6.0,instagram,Europe/Zurich,Stay In the Loop
openedApp,breathingExercise,False,1752261682.070291,6.0,instagram,Europe/Zurich,Search Info
openedApp,breathingExercise,False,1752269851.044588,6.0,instagram,Europe/Zurich,Stay In the Loop
dismissedAppOpening,breathingExercise,False,1752272202.69467,6.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1752272411.235756,6.0,instagram,Europe/Zurich,Search Info
dismissedAppOpening,breathingExercise,False,1752314088.055262,6.0,instagram,Europe/Zurich,
openedApp,breathingExercise,False,1752314108.738908,6.0,instagram,Europe/Zurich,Stay In the Loop
