interventionType,timestamp,resolution,interventionDuration,timezone,app,isReIntervention
breathingExercise,1750601709.01888,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750602364.475905,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750602460.785934,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750602683.577394,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750604826.084073,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750604917.9604921,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750604946.505663,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750605420.571498,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750606245.301317,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750606786.392613,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750606948.999319,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750606972.342308,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750607018.5747318,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750610386.472286,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750611970.576643,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750612504.210281,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750612533.103859,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750612697.8234801,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750613260.115344,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750613279.818112,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750613285.779388,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750613579.470815,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750614057.047851,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750614526.4646459,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750614564.0310879,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750614737.124537,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750615399.149629,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750615733.9371681,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750615857.6374888,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750615975.675681,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750616523.365322,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750620849.857677,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750625443.243431,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750626929.1995869,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750628232.204924,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750629142.436716,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750630578.691708,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750632549.8660622,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750635205.650486,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750635511.954778,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750635929.560256,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750636334.4670038,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750636422.14364,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750636576.944715,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750636687.725028,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750636717.838062,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750636757.843522,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750636852.622762,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750638286.857096,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750638389.708221,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750638580.9833121,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750638666.321022,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750639108.5733309,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750639157.245317,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750639657.95086,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750640093.600163,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750640297.175329,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750641135.094108,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750641228.064781,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750642458.759125,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750643591.982063,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750648631.086331,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750648667.87153,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750648839.519826,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750650697.981735,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750650879.521387,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750651216.721575,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750651418.193049,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750651435.332487,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750718020.845891,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750719528.706397,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750722247.25401,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750723762.6753922,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750723829.021049,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750723835.1627998,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750724090.2132258,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750724353.00932,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750725572.335913,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750726081.753522,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750727004.756041,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750727733.3991609,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750727953.7850518,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750728302.7427192,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750728533.864945,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750728961.037137,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750729068.837947,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750729088.302623,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750730308.198679,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750731806.319488,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750731961.0415292,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750731987.005945,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750733001.044977,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750734844.688236,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750735086.6661282,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750735875.094403,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750735886.234744,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750735931.397387,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750736057.127459,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750736072.169678,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750736077.35611,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750736287.4360929,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750736427.827139,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750736505.525023,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750737717.183361,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750737828.540265,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750737907.1957378,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750737913.398046,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750738461.086214,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750765922.3366919,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750769895.898271,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750769904.822725,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750771662.0552979,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750771750.4075189,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750772029.572372,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750773900.074041,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750775526.587148,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750776544.737156,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750776644.177654,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750776677.469933,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750776736.445485,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750778131.422182,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750778245.253372,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750778954.277954,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750778958.80652,dismissedAppOpening,1.5,America/New_York,instagram,False
breathingExercise,1750779562.685889,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750782002.074882,openedApp,1.5,America/New_York,instagram,False
breathingExercise,1750782953.133867,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750783095.493309,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750783917.839442,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750784552.39685,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750785044.7226028,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750785262.0765328,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750785581.3970242,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750785730.755999,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750785843.064776,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750786259.606847,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750787582.812926,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750787620.395949,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750787674.933693,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750787813.021999,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750788466.257595,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750788493.3277512,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750789044.888948,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750789103.147141,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750790226.3966,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750791326.3198252,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750791439.0992079,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750791453.163074,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750792708.835528,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750792724.2634149,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750792785.772606,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750792915.297738,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750794594.915927,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750795341.095129,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750796041.373169,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750796089.823569,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750796550.417564,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750797977.383982,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750798115.654506,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750798202.306128,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750798471.083915,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750798537.9857268,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750799006.479875,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750799330.464375,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750799392.2583299,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750799966.9734468,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750800681.149545,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750800725.103822,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750800767.8379269,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750800894.8894758,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750801002.575293,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750801184.9026608,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750801320.271816,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750801816.7668009,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750802398.9213781,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750803267.669855,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750804210.907537,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750804240.364146,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750804410.6050658,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750804460.422571,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750806227.4908772,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750806796.0847611,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750810481.3693419,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750810714.9975681,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750811410.86198,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750811693.6714458,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750812446.9671211,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750812611.483762,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750812844.9483109,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750812978.534869,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750813170.9708471,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750813232.273977,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750813296.618814,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750814819.6286201,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750814881.885216,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750814958.6544352,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750815292.804352,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750815303.0182772,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750815343.726321,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750815446.9156098,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750815528.227246,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750815624.0687041,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750815655.82758,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750815660.713705,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750818251.939441,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750818283.468261,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750818294.36941,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750819367.7471209,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750822370.179785,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750823416.112371,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750824226.847677,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750824243.747462,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750824866.7425451,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750825782.133307,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750826307.730304,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750828582.7506142,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750829062.879556,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750854809.548511,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750854900.335609,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750855010.668756,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750855174.7259889,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750855222.5174131,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750855353.433776,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750855925.275116,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750856462.903028,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750857906.042947,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750857968.6755161,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750858195.452857,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750859020.108633,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750860168.376395,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750862330.075725,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750863757.569991,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750863902.305694,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750864017.621995,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750864773.4459472,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750864981.4353452,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750865087.434859,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750866220.625648,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750868074.8225908,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750868992.560034,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750869376.8745031,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750869849.993757,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750870240.167719,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750871578.2409039,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750871803.965168,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750873628.5440922,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750873941.0436668,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750874287.062654,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750874365.7604961,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750874638.299932,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750874662.1249208,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750903050.257401,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750903305.001988,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750903346.809592,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750903382.833674,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750903586.8026109,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750903780.483134,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750904096.1300159,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750905141.158324,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750908000.893196,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750908410.394195,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750958425.737341,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750958823.007524,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750959267.9993181,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750960275.6768808,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750960608.450025,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750963597.903075,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750963734.0688648,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750964950.591514,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750965041.764899,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750965444.499433,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750966614.15175,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750967279.7380319,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750968575.885292,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750968685.965476,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750968877.20345,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750969080.3958611,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750970112.655272,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750970188.869673,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750970283.726184,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750972395.7872748,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750973132.892117,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750973687.778174,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750975570.593998,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750977559.406595,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750978209.852617,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750982868.594626,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750982872.5587301,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750982877.734047,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750982888.8788729,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750986378.17154,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750986380.705878,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750986389.511454,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750986940.6595922,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750988533.525459,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750988607.0352612,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750989221.344043,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750989625.067007,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750989776.4815469,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750991156.5165849,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750993659.541359,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750993960.718169,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750994029.12515,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750994067.7199922,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1750994747.77283,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750994810.340873,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750998148.2655149,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750998952.7089581,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1750999948.102334,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751000086.7471828,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751027711.589,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751031878.410531,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751032383.041467,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751033166.839258,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751033485.1471028,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751037661.06039,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751038021.059567,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751038950.8837662,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751039059.63871,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751039451.286251,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751039611.50438,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751039618.890297,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751039960.31219,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751040928.4670448,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751041298.961158,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751041327.89925,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751042992.4306521,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751044410.319051,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751045096.0973248,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751045614.897393,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751046055.2496672,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751047271.812839,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751048128.346942,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751048441.023507,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751049096.464632,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751050777.293325,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751051076.153275,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751051775.703547,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751054339.1151938,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751057775.986302,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751061224.001843,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751063314.800633,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751063438.8511481,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751063619.702234,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751063963.409106,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751064069.9959378,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751064503.239891,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751064555.964458,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751065897.903331,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751066073.054542,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751066953.227761,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751067127.854064,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751067529.4813452,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751069076.758713,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751069666.847291,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751069881.8619099,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751069890.22477,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751069923.41623,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751069999.692349,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751070031.7543612,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751070257.892688,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751070291.240974,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751070748.1841311,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751070793.7632298,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751070795.960768,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751071833.775432,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751072611.158366,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751073107.358911,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751073539.603626,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751073839.75423,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751074005.5758471,dismissedAppOpening,3.0,America/New_York,instagram,False
breathingExercise,1751074016.364048,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751074216.7054281,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751074297.126941,openedApp,3.0,America/New_York,instagram,False
breathingExercise,1751075258.6011472,openedApp,3.0,America/New_York,instagram,False
