isReIntervention,interventionType,app,resolution,timestamp,timezone,interventionDuration,purpose
False,breathingExercise,instagram,openedApp,1750339833.666523,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750340807.637212,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750340814.062756,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750342689.61954,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750342799.943009,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1750343832.562242,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750344187.91852,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750344200.944335,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750344798.733235,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750345387.7979,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750345954.6392221,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750346095.9814482,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750346211.150275,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750346950.9118562,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750348099.17332,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750348378.769758,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1750348766.1018891,America/Chicago,1.5,
False,breathingExercise,tikTok,dismissedAppOpening,1750348769.1177,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750348789.4814138,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750349068.335985,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750349287.2728739,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750349596.2720141,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750350490.957861,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750350928.810113,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750350960.894394,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750351186.6420941,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750351199.490155,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750355658.509933,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750355667.174564,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750357254.9045029,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750357326.669788,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750357688.1491299,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750357890.945365,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750360242.3226209,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750361615.285438,America/Chicago,1.5,
False,breathingExercise,tikTok,dismissedAppOpening,1750370433.033747,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750370441.008292,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1750373300.2466989,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750373303.643172,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750373914.560234,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750374931.895479,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750376041.077584,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750376106.171783,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750377605.5478868,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750378084.8761559,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750378497.863138,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750379178.74749,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750380885.4544659,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750381125.347735,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750383387.902947,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750383649.677088,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750384533.783561,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750386372.338968,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750386724.8733702,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750387327.466228,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750419559.5962,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750443491.99931,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750445504.2819982,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750448769.259392,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750451230.90294,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750451933.9540071,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750454474.0057678,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750456833.361493,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750458091.543865,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750459020.7024632,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750459033.254771,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750461380.004852,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750463033.8253841,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750464789.80822,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750466573.132848,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750466828.225078,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750467663.662335,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750469041.413772,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750469051.105074,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750469994.079126,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750470397.384654,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750491701.262416,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750503111.2715092,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750503803.613714,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750505834.120919,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750506037.935077,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750506389.193901,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750506396.248322,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750509996.925868,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750519587.0206199,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750531659.028654,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750535506.2988858,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750538183.9099588,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750546972.912668,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750552663.998383,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750552929.563525,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750552948.662333,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750556536.350473,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750557344.337442,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750557680.033402,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750558718.7268472,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750558729.019778,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750559394.9434218,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750560507.787352,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750589256.958056,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750591601.5104918,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750592418.18413,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750592748.061092,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750595481.2165508,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750601146.022377,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750607388.3850079,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750616207.605411,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750619644.887311,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750621871.8062391,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750628089.027348,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,tikTok,dismissedAppOpening,1750633758.131005,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750633773.2223191,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750634902.09151,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750637843.0091372,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750638202.076542,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750638933.6388268,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750639131.5250301,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750639840.911762,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750640431.192713,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750640996.4288,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750641534.323986,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750643054.9815578,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750643697.864469,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750643756.43265,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750643899.388517,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750646057.8062801,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750648236.5082989,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750678922.5597792,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750679827.4120622,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750680674.0050569,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750686496.241746,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750689491.578549,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750694582.947932,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750695864.324353,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750697786.375993,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750699476.9319491,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750699668.673637,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750699941.250246,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750699948.828476,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750700351.158009,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750700914.881043,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750701149.9559078,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750702083.834999,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750703231.625885,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750703908.645045,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750704223.260772,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750705865.361202,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750706498.000852,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750707372.1358109,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1750709820.520992,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750709830.326344,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750710407.393749,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750711453.787177,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750716477.188118,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750721222.227751,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750721259.353231,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750721696.5015001,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750722042.600908,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750722183.664259,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750722901.339324,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750723085.8422751,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750723458.981673,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750724048.4760752,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750726822.9557,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750726871.805768,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750726885.9868999,America/Chicago,1.5,
False,breathingExercise,instagram,dismissedAppOpening,1750726912.108649,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750727009.871804,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750727147.991148,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750727489.747798,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750728441.1681461,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750728648.654367,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750728654.774763,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750728784.7957869,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750730708.739263,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750733370.312258,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750733892.414582,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750734123.4199939,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750734788.5704942,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750773667.610007,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750773996.136442,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750774256.796669,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750774270.051568,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750778540.55866,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750778911.220951,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750779280.4305549,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750779845.22981,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750780127.22364,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750780582.6781569,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750780834.937004,America/Chicago,1.5,
False,breathingExercise,tikTok,openedApp,1750780949.199115,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750781312.344964,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750781456.416741,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750783533.05914,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750784202.223631,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750798515.329967,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750798838.406508,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750799416.284064,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750799456.3885589,America/Chicago,1.5,Escape / Avoid
False,breathingExercise,instagram,openedApp,1750800140.57619,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750800545.932022,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750801521.446056,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750802101.954565,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750805934.058325,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750806083.117484,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750806279.552476,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750806858.4948711,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750807593.7241678,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750809413.231063,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750809747.3942819,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750810825.846688,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750811066.469698,America/Chicago,1.5,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750811331.867255,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750811339.9359279,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750814960.186326,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750815962.2047129,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750816409.8116179,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750816703.213461,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750816994.407498,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750817295.2779179,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750818024.727773,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750818340.025032,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750820741.190763,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750844944.9602861,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750845196.500922,America/Chicago,1.5,Relax
False,breathingExercise,instagram,openedApp,1750846844.6659632,America/Chicago,1.5,Entertainment
False,breathingExercise,tikTok,openedApp,1750847034.943653,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750847564.185643,America/Chicago,1.5,Relax
False,breathingExercise,tikTok,openedApp,1750848764.806355,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750849152.921349,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750851804.938462,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750858336.361817,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750867041.9409919,America/Chicago,1.5,
False,breathingExercise,instagram,openedApp,1750867683.479702,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,openedApp,1750868686.363724,America/Chicago,1.5,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750880620.0418239,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750882571.380989,America/Chicago,3.0,Relax
False,breathingExercise,instagram,dismissedAppOpening,1750882874.805084,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750882892.245892,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750883186.744143,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750883675.343797,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750883874.09157,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750901704.119999,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750901934.99459,America/Chicago,3.0,Escape / Avoid
False,breathingExercise,instagram,dismissedAppOpening,1750902219.4013739,America/Chicago,3.0,
False,breathingExercise,tikTok,openedApp,1750902381.8086271,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750902857.7793941,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,openedApp,1750902893.66861,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1750903326.486683,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750903525.938669,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750903930.986576,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750904127.472487,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750904220.354245,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1750904320.839689,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1750905307.740769,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750905592.814348,America/Chicago,3.0,Respond 
False,breathingExercise,instagram,openedApp,1750905981.5793881,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750906223.6687179,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750907225.978226,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750908405.651705,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1750908566.427936,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1750926199.778121,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750933593.811429,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750933794.90745,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750937616.091514,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750937910.323007,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750942832.168261,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750952876.638293,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750961647.0542068,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750962546.743785,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750963015.5329409,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750963213.6225939,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750963419.6572242,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750978495.823864,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750979692.7790952,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750979722.486772,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750981507.941465,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750987257.280025,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1750988619.066936,America/Chicago,3.0,
False,breathingExercise,instagram,dismissedAppOpening,1750988674.6251721,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1750989117.207411,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1750989477.7972221,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750989908.836316,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750990187.044608,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1750990581.211779,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,openedApp,1750990728.5495229,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,openedApp,1750991475.321461,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1751006122.227953,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1751035070.124836,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1751035315.8650432,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1751035439.624885,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1751035616.8397899,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1751037052.4541621,America/Chicago,3.0,Respond 
False,breathingExercise,instagram,openedApp,1751037647.5385098,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1751038051.966788,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1751039973.5544481,America/Chicago,3.0,Relax
False,breathingExercise,instagram,dismissedAppOpening,1751040248.922473,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1751040258.652673,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1751040902.083446,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1751041179.069117,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1751041260.7227159,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1751042902.9700909,America/Chicago,3.0,Relax
False,breathingExercise,instagram,dismissedAppOpening,1751053239.5993319,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1751053253.8755631,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1751053403.720752,America/Chicago,3.0,
False,breathingExercise,tikTok,openedApp,1751053452.472856,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1751054217.358292,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,openedApp,1751054367.646028,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,openedApp,1751054837.010793,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,dismissedAppOpening,1751055331.763136,America/Chicago,3.0,
False,breathingExercise,tikTok,openedApp,1751055379.735436,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1751056400.811949,America/Chicago,3.0,Relax
False,breathingExercise,tikTok,openedApp,1751056733.151437,America/Chicago,3.0,Relax
False,breathingExercise,instagram,openedApp,1751057264.852107,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,dismissedAppOpening,1751057627.90358,America/Chicago,3.0,
False,breathingExercise,instagram,dismissedAppOpening,1751057637.689475,America/Chicago,3.0,
False,breathingExercise,instagram,dismissedAppOpening,1751057659.164227,America/Chicago,3.0,
False,breathingExercise,instagram,openedApp,1751057909.232767,America/Chicago,3.0,Entertainment
False,breathingExercise,instagram,openedApp,1751058226.952362,America/Chicago,3.0,Entertainment
False,breathingExercise,tikTok,dismissedAppOpening,1751058447.88905,America/Chicago,3.0,
False,breathingExercise,tikTok,openedApp,1751058492.157305,America/Chicago,3.0,Escape / Avoid
False,breathingExercise,tikTok,openedApp,1751058809.105482,America/Chicago,3.0,Entertainment
