timestamp,app,resolution,isReIntervention,interventionDuration,interventionType,timezone,purpose
1752272331.82969,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752272770.125183,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752272946.092186,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752273041.941561,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752273107.8357558,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752273447.438017,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752298281.829793,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752298685.586983,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752299121.042805,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752299289.0457811,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752299722.838949,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752299846.517693,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752299979.994237,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752300083.352408,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752300909.4591532,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752300952.2659922,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752302830.687885,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752302905.10621,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752303063.8062968,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752309712.9880161,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752310069.325995,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752310391.607018,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752310408.004369,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752311238.4444652,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752311259.960763,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752311772.380296,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752312202.334095,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752312206.4532251,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752320732.6800961,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752320787.397073,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752321377.985917,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752322354.8488622,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752323337.031753,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752323337.698694,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752324563.580627,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752328501.524941,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752330413.360508,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752330420.8160958,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752331277.828536,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752331933.1341228,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752333987.78132,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752334512.44271,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752373274.943379,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752384026.5621262,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752384033.8595,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752384597.0891252,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Post something
1752385076.429795,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752385402.62502,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752385527.0369449,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752386003.700944,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752386262.078176,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752386367.623949,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752386434.8270469,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752386452.467057,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752387098.8291311,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752387104.111911,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752387208.871982,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752395213.653287,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752396141.591453,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752397417.937254,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752397747.819655,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752397754.727448,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752397837.746697,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752397879.4122071,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752398302.538785,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752398833.992989,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752399215.236047,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752399364.36725,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752399498.801738,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752399499.263188,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752399690.4028702,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752399736.845356,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752400064.975586,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752400370.795627,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752401131.789239,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752401146.882344,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752401494.456653,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752401816.557242,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752401839.755651,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752402266.6588311,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752402952.964072,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752404536.074171,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752405210.059788,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752405803.8354359,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752405878.3035731,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752406099.4568958,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752406268.99054,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752406722.466224,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752406738.096562,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752407400.521523,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752407559.809928,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752407882.272038,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752408113.844033,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752408149.075217,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752408351.860076,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752411271.689351,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752412360.9999418,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752413141.436267,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752416488.1886659,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752417069.905174,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752417072.437463,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752419625.912426,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752422078.452855,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752422568.071135,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752422603.01453,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752424161.685577,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752424910.719696,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752425322.9016042,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752426488.257958,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752427808.3425732,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752428446.247401,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752429796.8739529,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752430100.3540602,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752430103.142895,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752431288.705545,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752432687.256491,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752433103.2915158,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752436046.524493,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752436063.596367,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752436143.373034,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752436321.64288,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752436583.216749,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752436750.936297,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752437254.840609,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752437452.748061,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752437920.114841,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Entertainment
1752438645.336844,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752479723.725119,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752493537.107115,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752510006.768052,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752511836.66797,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752511882.043355,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752512749.155014,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752512784.8445349,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752513754.490272,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752520566.4037771,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752520677.777371,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752520701.972207,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752520764.625128,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752520993.688993,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752521134.76947,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752521654.579417,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752521778.105732,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752521944.9696112,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522178.0784888,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522205.788364,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522417.1756248,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522484.581507,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522524.4526892,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522549.2649488,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752522812.1298308,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752523014.5828528,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752523090.480301,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752523504.206017,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752523575.2598839,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752524053.33751,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752524212.820592,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752524473.751562,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752524552.793841,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752525052.944323,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752525053.3431401,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752526288.69936,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752528147.666868,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752528150.202168,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752528152.268434,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752528164.677027,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752560707.8596191,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752594974.3962312,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752595031.6600199,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752600153.7815108,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752600222.504321,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752600315.3716202,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752601058.416898,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752601099.234765,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752605559.192704,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752609789.330662,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752609953.414528,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752611763.240759,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752644885.8548431,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752680421.3720388,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752689590.660877,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752696325.089993,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752702874.132868,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752702909.277471,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752702909.963447,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752718345.678143,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752719335.575612,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Message
1752719417.6595569,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752719424.987189,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752719478.869035,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752721891.015135,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752721997.904423,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752732948.82676,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752734115.09828,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752741175.962512,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752753512.228444,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752766618.6429272,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752768142.4590259,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752785866.566794,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752786169.1077409,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752786185.2850928,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752786211.4098082,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752786216.766302,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752786244.724162,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752786550.122027,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752816100.405572,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752816421.887584,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752816768.555666,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752817336.209887,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752818558.1593351,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752830207.098153,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752834998.515376,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752851725.506268,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752851741.4807038,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752851751.0147371,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752851868.5262442,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752853933.733769,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752853998.904077,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752854005.186574,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752856280.9191542,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752857808.951013,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752857819.66838,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752870395.5129519,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752871757.740952,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752872709.914635,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752872887.7757301,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752877326.550075,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752888087.665814,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752888299.859805,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752888415.2513251,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752888748.5475001,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752903794.054419,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752903801.905758,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752904612.998365,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752904876.4536529,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752905437.218237,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752905779.41466,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752905866.3980222,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752906716.978853,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752907083.220992,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752908510.926488,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752909239.0690951,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752910262.23591,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752910511.471036,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752910916.422779,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752910923.609109,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752911031.9675689,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752911608.0092359,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752911667.1514258,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752911731.6963649,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752911860.761969,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752911958.4837608,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752912284.493823,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752912297.1911268,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752912794.942734,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752912852.136425,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752912960.275914,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752913208.34775,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752913257.8399692,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752914236.2475271,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752914253.442008,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752914261.342259,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752914572.756357,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752914639.38487,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752914775.6832972,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752915160.874759,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752915419.850472,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752920514.452816,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752921770.910565,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752922977.875084,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752925404.0452719,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752925981.685725,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752927963.807801,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752928389.138988,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752949064.7535071,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752965649.121142,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752965659.558986,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752968968.558158,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752975476.44072,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752976373.724924,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Post something
1752977061.0299559,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752997507.708506,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752998172.027484,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752998793.176966,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752998984.710939,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752998987.25464,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1752999720.323728,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1752999958.343151,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753000102.75069,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753000421.1741009,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753000911.48975,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753001489.146311,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753001510.7788172,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753002331.140187,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753002420.635495,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753002575.142266,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1753002581.279743,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753002685.752067,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753002812.518853,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753003452.0502229,tikTok,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
1753003456.744821,instagram,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753003493.0712109,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753004110.833488,tikTok,openedApp,False,1.5,breathingExercise,Europe/Amsterdam,Bored
1753004857.0321012,instagram,dismissedAppOpening,False,1.5,breathingExercise,Europe/Amsterdam,
