resolution,timezone,timestamp,isReIntervention,interventionType,app,interventionDuration
dismissedAppOpening,Europe/Berlin,1749665564.743866,False,breathingExercise,instagram,1.5
dismissedAppOpening,Europe/Berlin,1749666404.218011,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749676473.868773,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749676511.0541391,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749676751.379529,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749676806.6429548,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749676877.551193,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749702020.832209,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749702881.810925,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749723313.379508,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749723406.9823031,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749726356.316833,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749787260.6386871,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749819656.926429,False,breathingExercise,instagram,1.5
dismissedAppOpening,Europe/Berlin,1749819725.243783,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749819734.893261,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749826271.680375,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749826443.8002892,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749829279.783018,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749829338.4427938,False,breathingExercise,instagram,1.5
dismissedAppOpening,Europe/Berlin,1749830039.1162639,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749838283.392245,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749840483.1409168,False,breathingExercise,instagram,1.5
dismissedAppOpening,Europe/Berlin,1749842434.570276,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749847543.832653,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749919181.626869,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749921646.259515,False,breathingExercise,instagram,1.5
dismissedAppOpening,Europe/Berlin,1749927783.712978,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749932363.664583,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749932493.818289,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1749991751.687813,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1750005362.386704,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1750006075.639565,False,breathingExercise,instagram,1.5
openedApp,Europe/Berlin,1750021754.687052,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750029070.6448479,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750029137.529279,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750048304.696048,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750067902.243896,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750069028.486228,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750069114.942874,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750073248.323612,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750073307.2992601,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750073585.2568011,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750073741.247457,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750074603.4849591,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750076035.175571,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750077305.806528,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750077375.2798061,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750077499.992692,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750077609.388828,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750077742.298089,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750078037.575354,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750078337.242268,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750078645.5643392,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750081507.941431,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750089393.201733,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750094079.794075,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750158023.4908218,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750158081.275371,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750158578.2268438,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750158580.523954,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750158582.578909,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750158593.897023,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750176124.523514,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750176138.331078,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750176147.569566,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750183431.609511,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750188706.4115992,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750192305.90204,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750232687.956044,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750248369.455346,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750248479.9897509,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750262332.857071,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750276977.3380408,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750277458.772815,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750363297.316183,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750363360.520325,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750397941.606272,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750398155.648762,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750398746.317636,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750418205.7100601,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750418564.600205,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750437899.3907819,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750446611.04456,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750451691.126369,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750451718.02148,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750486873.388624,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750587330.2024941,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750590048.90295,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750590359.751965,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750590466.704444,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750590486.5637941,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750590964.446865,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750592058.200901,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750601812.1323252,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750717267.6327682,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750871443.358388,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1750871455.8992991,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750871467.99264,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750873469.6505861,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750873838.750331,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750874103.0941591,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750876480.6086001,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750886365.802156,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750966154.5050821,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1750976150.6291308,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751021256.097415,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751029347.452563,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751108618.33634,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751120080.390376,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751120363.75028,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751124780.030988,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751125104.106223,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751126833.021295,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751127294.1100311,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751139868.2656112,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751152365.589363,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1751219929.691344,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751219946.103798,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751220031.870192,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751220116.488164,False,breathingExercise,instagram,3.0
openedApp,Europe/Berlin,1751220860.110692,False,breathingExercise,instagram,3.0
dismissedAppOpening,Europe/Berlin,1751225857.186943,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751284861.2281961,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751298773.8317761,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751300610.2055879,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751300767.0431929,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751304090.553308,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751318740.54876,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751351027.6789122,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751351083.97451,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751433506.638221,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751439783.4094238,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751441607.498352,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751464434.887702,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751466015.93568,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751466842.017622,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751466882.997793,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751494832.4770079,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751496238.234597,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751496238.394775,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751496672.851252,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751534121.383398,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751542732.686942,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751638774.242408,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751642257.8548942,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751642272.020169,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751657476.6181998,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751658112.018169,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751659094.0110211,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751659189.1953158,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751659450.32108,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751659467.08127,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751659727.118799,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751660924.41958,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751661158.0359569,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751697501.793055,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751703235.778617,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751704161.356093,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751744963.463179,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751745332.5197868,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751754421.6272101,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751811834.693999,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751814175.359782,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751814373.122532,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751815232.559111,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751819195.471313,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751819209.6984138,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751821554.5040212,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751830041.964993,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751834115.0667238,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751880064.330268,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751880066.828372,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751880083.8975968,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751895058.570321,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751908366.961751,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1751923965.662341,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1751997495.857226,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752012700.493946,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752048920.493029,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752079447.7978668,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752086423.4432402,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752100856.059557,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1752182722.228389,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752182878.96735,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Berlin,1752219118.73054,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752219132.0473309,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752270868.211413,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752275331.339612,False,breathingExercise,instagram,6.0
openedApp,Europe/Berlin,1752386776.07109,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Vienna,1752402191.077678,False,breathingExercise,instagram,6.0
openedApp,Europe/Vienna,1752411837.554397,False,breathingExercise,instagram,6.0
dismissedAppOpening,Europe/Ljubljana,1752426131.652989,False,breathingExercise,instagram,6.0
