interventionDuration,timezone,interventionType,timestamp,resolution,isReIntervention,app
3.0,Europe/Berlin,breathingExercise,1751810680.016722,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751811028.599524,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751814435.859706,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751816306.401619,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751817170.265907,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751817472.817896,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751817478.4464889,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751818670.869564,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751826992.126203,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751831596.997311,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751836264.887457,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751836435.785616,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751836481.300659,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751836787.197598,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751837251.5404701,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751837766.397486,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751838808.375897,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751840553.3038049,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751841624.2667289,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751841686.2303529,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751841800.8884358,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751842021.733317,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751842892.770483,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751844194.9181828,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751844883.311592,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751845028.669149,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751867195.590987,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751870065.5510979,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751874650.754806,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751885105.1279259,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751885381.382102,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751886371.379883,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751890296.326421,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751897139.665427,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751897310.011301,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751909206.93819,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751936243.107955,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751937238.005101,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751971137.369265,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751971547.423481,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1751972318.194565,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1751977780.912591,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752001334.1631,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752008081.760356,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752008951.173996,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752019955.363253,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752022926.337596,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752046593.224482,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752047970.299687,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752048553.294905,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752070677.353298,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752071116.8650808,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752081710.791181,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752084119.1136389,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752084333.071676,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752084445.533896,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752084976.551054,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752084995.517363,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752095052.275701,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752096674.887893,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752098068.6850262,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752102782.5343041,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752104165.6372108,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752118104.893077,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752139705.598755,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752140603.41641,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752161879.553016,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752162087.611058,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752179108.145081,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752184729.363947,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752185527.991189,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752186496.210392,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752190892.623604,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752192851.1617699,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752192859.681927,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752195673.595317,dismissedAppOpening,False,instagram
3.0,Europe/Berlin,breathingExercise,1752196196.558115,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752228299.9773788,openedApp,False,instagram
3.0,Europe/Berlin,breathingExercise,1752251097.48227,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752269453.570061,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752278462.88707,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752279604.8937469,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752281167.9617,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752281374.9504318,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752314119.6488051,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752316065.1053,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752342446.8407621,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752344148.644557,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752344194.047286,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752347386.733603,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752347570.292872,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752348468.801324,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752351906.634719,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752351989.07533,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752353035.379103,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752355744.6385798,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752378362.339222,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752383118.375776,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752385273.108708,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752385861.8703651,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752386055.586487,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752397420.040938,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752398458.519675,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752399344.351599,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752399743.9897919,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752410090.04389,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752411050.4039521,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752416446.653331,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752417382.578505,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752417531.5120878,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752431195.764258,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752441315.212062,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752441592.2579598,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752446390.281013,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752456141.606839,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752457010.644462,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752487885.322576,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752496763.2141829,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752502209.496787,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752503368.471071,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752503371.074893,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752509597.2565598,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752513181.9219642,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752523337.539576,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752529021.319323,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752530638.412839,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752531140.473207,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752531540.701376,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752533877.299062,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752534736.4898129,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752535442.1079369,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752539592.051875,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752539851.072548,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752562449.29078,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752562926.721817,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752564890.465769,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752565486.416213,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752565804.334817,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752566074.936737,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752566174.6453261,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752566266.0404968,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752566339.116622,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752566628.320675,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752566759.901927,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752572025.447297,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752573644.896306,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752575017.66411,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752576788.619474,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752577025.418693,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752589474.503053,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752609617.2533689,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752611288.666637,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752613264.628601,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752614475.113824,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752617357.44156,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752623661.528357,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752623957.954504,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752624142.611833,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752624950.7215219,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752626908.643248,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752649376.702569,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752650898.824954,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752652815.569687,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752653255.015829,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752653325.771182,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752659677.007345,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752660809.368,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752660953.116797,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752664188.923831,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752670091.0826612,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752673948.790783,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752674906.706003,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752677870.459649,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752683246.4886808,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752693535.105928,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752694104.110333,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752695816.442782,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752696278.083987,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752696718.207398,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752703711.177671,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752706245.988461,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752707232.089406,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752715345.908217,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752738661.788017,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752749647.345218,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752750469.056534,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752750860.07779,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752753918.636338,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752754001.968382,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752754207.322771,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752754223.711251,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752774817.836864,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752774942.448771,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752775091.088381,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752775419.342188,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752775527.289706,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752777747.239167,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752777918.283365,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752780678.9924412,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752794899.605414,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752800711.3844619,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752803526.308086,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752803589.818591,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752827896.342597,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752837673.3181581,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752838995.843435,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752839710.413762,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752868751.245775,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752870939.57061,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752871344.9469938,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752874898.013917,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752875400.588138,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752887291.410094,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752892462.964106,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752916783.150837,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752919786.5567079,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1752925189.4562411,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752926566.864959,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752927674.742856,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752942516.382514,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752942564.865357,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752942735.138393,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752947686.46117,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752956684.819814,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752958304.585319,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752959233.703264,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752971429.864449,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752972427.837527,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752973673.993281,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752977855.520029,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752978833.746908,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752979626.484836,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752979945.1357641,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752981826.4339519,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1752982174.070442,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753006905.2981691,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753007079.533095,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753016114.245657,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753017280.572573,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753024253.930348,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753024892.026622,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753025299.397665,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753026541.7021,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753027112.1902242,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753027482.89823,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753027557.676919,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753027576.710989,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753027795.2738318,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753038131.838725,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753040002.380096,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753040290.859658,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753040345.094763,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753040946.9919271,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753041249.7221122,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753041603.959354,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753045766.972312,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753047577.75771,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753049263.0345821,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753057780.551559,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753057812.049665,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753064204.980078,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753085166.8339481,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753094682.338574,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753094868.4879541,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753096168.606885,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753099506.525951,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753104743.1062279,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753105647.966826,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753137810.055834,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753142283.373826,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753144066.3020592,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753149702.987838,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753177326.761955,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753177593.748101,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753178112.30141,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753181824.714899,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753181921.477467,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753206842.01109,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753217187.203608,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753217974.3561811,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753218437.951466,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753218949.334069,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753218965.747086,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753219060.756343,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753219247.942478,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753219453.942378,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753219848.9740062,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753219905.8292131,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753223335.084507,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753226360.497158,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753227306.782202,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753227678.750723,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753227915.29929,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753228502.855901,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753231723.334876,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753232451.9908981,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753234181.615213,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753234642.426559,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753234917.946286,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753235105.4437342,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753238690.7421222,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753259540.460853,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753266197.777242,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753266320.255461,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753266635.1552,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753290134.475482,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753291357.3879151,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753293213.274084,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753293515.3935208,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753314255.072353,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753315874.61482,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753317285.569378,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753319792.313231,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753319840.825262,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753322334.3297691,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753352696.719255,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753352758.363811,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753359480.353438,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753359554.299022,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753364798.87035,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753365321.1687942,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753365357.170439,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753371546.903026,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753372692.723602,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753377042.673026,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753377513.4718451,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753389337.053894,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753389886.301042,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753390140.646033,dismissedAppOpening,False,instagram
6.0,Europe/Berlin,breathingExercise,1753390566.511664,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753391325.608104,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753401199.807293,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753401575.441671,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753407822.120305,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753408003.683389,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753408507.93958,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753410581.070502,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753411629.740113,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753431253.730046,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753436961.152697,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753439114.94084,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753455756.17227,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753471670.077724,openedApp,False,instagram
6.0,Europe/Berlin,breathingExercise,1753472910.479888,openedApp,False,instagram
