isReIntervention,app,interventionDuration,resolution,timestamp,interventionType,timezone
False,safari,1.5,openedApp,1752184390.501913,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752184533.822593,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752204980.652123,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205284.0931969,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205424.3547978,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205542.15568,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205667.2369828,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205756.9071221,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205866.291133,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752205942.692586,breathingExercise,America/Toronto
False,safari,1.5,dismissedAppOpening,1752206094.251482,breathingExercise,America/Toronto
False,safari,1.5,openedApp,1752206817.640936,breathingExercise,America/Toronto
