timezone,app,interventionType,timestamp,interventionDuration,isReIntervention,resolution,timeIntervalUntilReIntervention
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962712.2193608,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962714.106933,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962777.481814,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962887.411965,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962905.452358,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962906.501725,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962908.142509,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748962935.9658852,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963110.10759,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963111.8258529,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963113.4071941,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963145.6544151,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963160.457368,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963162.244813,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963199.1406279,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1748963275.9610481,6.0,False,openedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963369.629572,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1748963346.988491,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963372.913787,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963443.8095121,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963727.091111,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748963803.437945,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748965595.650917,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748968316.249189,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748968379.974781,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748968794.512598,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748968799.572068,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748968804.163795,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748971874.921444,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748994939.788821,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748995407.8740292,6.0,False,openedApp,300.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748995721.932808,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748995745.176369,6.0,False,openedApp,600.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748995971.0610151,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748996206.620717,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748996215.925023,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748996375.106351,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748996397.208349,6.0,False,openedApp,600.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1748997522.1857882,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749000539.477137,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749001788.28484,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748996431.030424,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748996674.2753859,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748997001.324596,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748997552.388665,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1748998250.538904,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749000506.518759,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749001792.149039,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749001796.383157,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749002171.247614,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749002035.630015,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749002137.3419762,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749002161.5000792,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749002175.111098,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749002415.839505,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749002459.388473,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749002478.8590589,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749003765.343236,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047259.067167,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749047296.913878,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047578.8634648,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047582.0312428,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047584.1493149,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047587.259811,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047593.954208,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749047627.0311298,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048035.3216949,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048161.9792352,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048164.3264189,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048166.586604,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048169.717293,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048356.3853369,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048360.7700171,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048616.304667,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048659.242137,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048664.944258,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749048883.830542,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749048901.111027,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749049060.262313,6.0,False,openedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049126.530336,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749048953.242037,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049298.612431,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049303.19415,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049385.5286012,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049390.8207722,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049395.523319,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049441.5045362,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049444.488009,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049447.383718,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749049451.831954,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749050319.597136,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749050614.92165,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749050680.433991,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749050712.629261,6.0,False,openedApp,120.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749050748.421739,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749050883.869431,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749051143.698338,6.0,False,openedApp,180.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749051232.835003,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749051289.3793511,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749051365.261816,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749051463.5100698,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749051532.2715402,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749054654.3076,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749059359.701205,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749054673.707669,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749055055.784068,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749055103.948821,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749059385.192986,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749059564.739379,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749059634.0354362,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749082655.418544,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749084363.198495,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749084429.001514,6.0,False,openedApp,600.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749084449.883529,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749085862.858831,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749085864.947968,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749085887.3881779,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749086459.548874,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749086539.395628,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749086543.22908,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749086679.8006558,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749090230.491488,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749090305.6306229,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749090317.2631412,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749090405.9692311,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749128269.7663112,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749129474.829321,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749129556.4460459,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749131125.041734,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749131284.3448029,6.0,False,openedApp,180.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749131289.94108,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749131471.409103,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749131348.351956,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749135343.290442,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749135583.908465,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749138295.6785688,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749135411.326326,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749172123.830742,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749172141.81759,6.0,False,openedApp,960.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749172518.154388,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749172522.00002,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749173266.995784,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749174116.308713,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749216959.945665,6.0,False,openedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749217923.26804,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749217124.337572,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749229041.603615,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749229272.3494349,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749229444.6981568,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749240584.243328,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749240615.14082,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749240642.270325,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749253274.973479,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749300772.831459,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749300995.980397,6.0,False,openedApp,300.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301595.4484448,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301598.904324,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301645.623137,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749300804.0259938,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749300840.690036,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301063.099868,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301120.735086,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301151.958105,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301168.902653,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301238.49304,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301336.544186,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301337.224155,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301486.244899,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749301561.97794,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301647.613803,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301652.3821,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749301715.618054,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749301719.562393,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749301723.143272,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749301725.885145,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301841.580562,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749301883.0742788,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302025.543607,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302028.8402328,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302035.957377,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302047.931845,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749302083.827029,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302087.634066,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749302105.302012,6.0,False,openedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302329.9917989,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302390.221187,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749302283.725463,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749302407.892421,6.0,False,openedApp,300.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749302441.684542,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749302494.693812,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749302607.3935351,6.0,False,openedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749302960.583571,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749303139.13539,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749303141.198629,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749303157.5996032,6.0,False,dismissedAppOpening,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,breathingExercise,1749303265.1690469,6.0,False,openedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749303753.474648,6.0,False,openedApp,300.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304084.781012,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749304061.8469481,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749304128.887045,,False,closedApp,
America/New_York,5185A8A2-D581-4C12-8F4B-E013391B3C0C,,1749303727.556385,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304227.36371,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304529.202771,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304556.8771892,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304559.895379,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304648.322814,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749304703.887577,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749305015.96383,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749305194.822669,6.0,False,openedApp,180.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749305337.32708,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749305265.645148,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749334841.351049,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749335424.245623,6.0,False,openedApp,840.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749335440.060391,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749336037.010796,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749346953.8589768,6.0,False,openedApp,300.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749347338.345344,6.0,False,openedApp,420.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749347107.7680569,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749347318.47676,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749347470.840702,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749347675.6998081,,False,closedApp,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749348935.361193,6.0,False,openedApp,360.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749348939.352176,6.0,False,dismissedAppOpening,
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,breathingExercise,1749390771.649447,6.0,False,openedApp,60.0
America/New_York,E952BBB0-E07E-42AE-853C-1B0DBE6B9941,,1749390807.954753,,False,closedApp,
