resolution,timestamp,interventionDuration,app,timezone,isReIntervention,interventionType,purpose,timeIntervalUntilReIntervention
dismissedAppOpening,1750872535.2518091,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1750872543.162866,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1750893948.214028,6.0,whastapp,Asia/Singapore,False,breathingExercise,Idk,180.0
openedApp,1750897553.705676,6.0,whastapp,Asia/Singapore,False,breathingExercise,michelle,60.0
closedApp,1750893927.1403751,,whastapp,Asia/Singapore,False,,,
closedApp,1750893995.42854,,whastapp,Asia/Singapore,False,,,
closedApp,1750897609.542671,,whastapp,Asia/Singapore,False,,,
closedApp,1750898734.139077,,whastapp,Asia/Singapore,False,,,
openedApp,1750902199.3031921,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy mummy,180.0
closedApp,1750902223.8095741,,whastapp,Asia/Singapore,False,,,
openedApp,1750902245.620935,6.0,outlook,Asia/Singapore,False,breathingExercise,google docs,
closedApp,1750902268.423264,,outlook,Asia/Singapore,False,,,
openedApp,1750902430.829712,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy,60.0
closedApp,1750902450.333016,,whastapp,Asia/Singapore,False,,,
closedApp,1750902979.5870209,,whastapp,Asia/Singapore,False,,,
closedApp,1750902984.670232,,whastapp,Asia/Singapore,False,,,
closedApp,1750903162.215709,,whastapp,Asia/Singapore,False,,,
openedApp,1750903185.4487681,6.0,whastapp,Asia/Singapore,True,breathingExercise,xy,180.0
closedApp,1750903292.159916,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1750903362.17189,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1750903476.118431,6.0,outlook,Asia/Singapore,False,breathingExercise,wc,
dismissedAppOpening,1750905550.022289,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1750905667.749697,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy mummy,60.0
closedApp,1750905723.820353,,whastapp,Asia/Singapore,False,,,
openedApp,1750908019.7918959,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy,60.0
closedApp,1750908330.895607,,whastapp,Asia/Singapore,False,,,
closedApp,1750908612.7672172,,whastapp,Asia/Singapore,False,,,
openedApp,1750910117.383895,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy,300.0
closedApp,1750910427.929565,,whastapp,Asia/Singapore,False,,,
closedApp,1750910821.1318622,,whastapp,Asia/Singapore,False,,,
openedApp,1750910841.475378,6.0,whastapp,Asia/Singapore,True,breathingExercise,hbhb,180.0
closedApp,1750910894.1054301,,whastapp,Asia/Singapore,False,,,
openedApp,1750912210.768992,6.0,whastapp,Asia/Singapore,False,breathingExercise,wini,300.0
closedApp,1750912785.5182781,,whastapp,Asia/Singapore,False,,,
closedApp,1750913722.390899,,whastapp,Asia/Singapore,False,,,
openedApp,1750917646.6124759,6.0,whastapp,Asia/Singapore,False,breathingExercise,wini,180.0
closedApp,1750917678.111494,,whastapp,Asia/Singapore,False,,,
closedApp,1750917809.3181849,,whastapp,Asia/Singapore,False,,,
closedApp,1750917860.68534,,whastapp,Asia/Singapore,False,,,
openedApp,1750917880.470924,6.0,outlook,Asia/Singapore,False,breathingExercise,wini,
closedApp,1750917909.355709,,outlook,Asia/Singapore,False,,,
openedApp,1750921546.7851892,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy,300.0
closedApp,1750921683.077407,,whastapp,Asia/Singapore,False,,,
openedApp,1750921706.100978,6.0,outlook,Asia/Singapore,False,breathingExercise,wini,
closedApp,1750921765.8272228,,outlook,Asia/Singapore,False,,,
closedApp,1750921818.8782902,,outlook,Asia/Singapore,False,,,
closedApp,1750921878.8830671,,outlook,Asia/Singapore,False,,,
openedApp,1750922002.379846,6.0,whastapp,Asia/Singapore,False,breathingExercise,hb,300.0
closedApp,1750922061.12507,,whastapp,Asia/Singapore,False,,,
closedApp,1750922191.873071,,whastapp,Asia/Singapore,False,,,
closedApp,1750922305.2046762,,whastapp,Asia/Singapore,False,,,
closedApp,1750923194.072386,,whastapp,Asia/Singapore,False,,,
closedApp,1750923353.804174,,whastapp,Asia/Singapore,False,,,
openedApp,1750923370.686674,6.0,whastapp,Asia/Singapore,True,breathingExercise,no,300.0
closedApp,1750923543.00301,,whastapp,Asia/Singapore,False,,,
closedApp,1750923628.407017,,whastapp,Asia/Singapore,False,,,
closedApp,1750923671.851921,,whastapp,Asia/Singapore,False,,,
closedApp,1750924853.863484,,whastapp,Asia/Singapore,False,,,
openedApp,1750924871.99663,6.0,whastapp,Asia/Singapore,True,breathingExercise,print,300.0
openedApp,1750936643.064625,6.0,outlook,Asia/Singapore,False,breathingExercise,boss,
closedApp,1750936668.965849,,outlook,Asia/Singapore,False,,,
closedApp,1750936902.3446898,,outlook,Asia/Singapore,False,,,
closedApp,1750936624.165165,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1750924892.916203,,whastapp,Asia/Singapore,False,,,
closedApp,1750925000.3449922,,whastapp,Asia/Singapore,False,,,
closedApp,1750925161.564067,,whastapp,Asia/Singapore,False,,,
closedApp,1750927830.9758492,,whastapp,Asia/Singapore,False,,,
closedApp,1750927831.106528,,whastapp,Asia/Singapore,False,,,
closedApp,1750934514.970724,,whastapp,Asia/Singapore,False,,,
closedApp,1750934515.194316,,whastapp,Asia/Singapore,False,,,
closedApp,1750934534.397132,,whastapp,Asia/Singapore,False,,,
closedApp,1750936624.992825,,whastapp,Asia/Singapore,False,,,
openedApp,1750940888.999243,6.0,whastapp,Asia/Singapore,False,breathingExercise,gu,60.0
dismissedAppOpening,1750945000.487175,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
closedApp,1750942871.100123,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1750945401.176415,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1750952152.879283,6.0,whastapp,Asia/Singapore,False,breathingExercise,again,60.0
closedApp,1750952176.557621,,whastapp,Asia/Singapore,False,,,
openedApp,1750952197.549691,6.0,facebook,Asia/Singapore,False,breathingExercise,whats so terrible,
closedApp,1750952313.739044,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1750952316.374969,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1750952322.042491,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1750952342.1684341,6.0,whastapp,Asia/Singapore,False,breathingExercise,sh,300.0
closedApp,1750952463.9185061,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1750952489.00171,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1750952514.5478039,6.0,instagram,Asia/Singapore,False,breathingExercise,gungho,
dismissedAppOpening,1750952701.45466,6.0,instagram,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1750952707.4414139,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1750984803.158657,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1750984831.0526161,,whastapp,Asia/Singapore,False,,,
openedApp,1750985539.120014,6.0,instagram,Asia/Singapore,False,breathingExercise,ndp,
dismissedAppOpening,1750986477.7935739,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1750986611.176508,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,remote ,
closedApp,1750986692.868888,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1750987968.067905,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1750996847.754554,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1750996901.356911,6.0,whastapp,Asia/Singapore,False,breathingExercise,catch up,300.0
closedApp,1750996975.4289799,,whastapp,Asia/Singapore,False,,,
closedApp,1750997119.709409,,whastapp,Asia/Singapore,False,,,
closedApp,1750997133.877664,,whastapp,Asia/Singapore,False,,,
openedApp,1750999768.203588,6.0,whastapp,Asia/Singapore,False,breathingExercise,mama,300.0
closedApp,1750999844.429843,,whastapp,Asia/Singapore,False,,,
closedApp,1751000066.941543,,whastapp,Asia/Singapore,False,,,
closedApp,1751000141.107164,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751000334.738157,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751000359.330792,6.0,whastapp,Asia/Singapore,False,breathingExercise,mama,300.0
closedApp,1751000372.796968,,whastapp,Asia/Singapore,False,,,
openedApp,1751000594.662788,6.0,whastapp,Asia/Singapore,False,breathingExercise,wini,300.0
closedApp,1751000694.521294,,whastapp,Asia/Singapore,False,,,
closedApp,1751000819.177403,,whastapp,Asia/Singapore,False,,,
closedApp,1751001203.989114,,whastapp,Asia/Singapore,False,,,
openedApp,1751002280.094348,6.0,whastapp,Asia/Singapore,False,breathingExercise,wini,300.0
dismissedAppOpening,1751002287.893537,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1751002308.449801,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,jacq,
closedApp,1751002639.4159951,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1751003581.038332,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751003846.7402492,6.0,whastapp,Asia/Singapore,False,breathingExercise,No,120.0
closedApp,1751003863.498699,,whastapp,Asia/Singapore,False,,,
openedApp,1751005246.291651,6.0,whastapp,Asia/Singapore,False,breathingExercise,wini,180.0
closedApp,1751005431.552751,,whastapp,Asia/Singapore,False,,,
openedApp,1751005479.105005,6.0,whastapp,Asia/Singapore,True,breathingExercise,comm nursing ,300.0
closedApp,1751005606.552232,,whastapp,Asia/Singapore,False,,,
openedApp,1751006623.729391,6.0,whastapp,Asia/Singapore,False,breathingExercise,mandy,180.0
closedApp,1751006702.790148,,whastapp,Asia/Singapore,False,,,
openedApp,1751010868.0368428,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,60.0
closedApp,1751010891.192378,,whastapp,Asia/Singapore,False,,,
openedApp,1751013614.583396,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751013810.009404,,whastapp,Asia/Singapore,False,,,
openedApp,1751013829.155157,6.0,whastapp,Asia/Singapore,True,breathingExercise,check,300.0
closedApp,1751014132.931765,,whastapp,Asia/Singapore,False,,,
openedApp,1751015133.161767,6.0,whastapp,Asia/Singapore,False,breathingExercise,nursing,180.0
closedApp,1751015365.487884,,whastapp,Asia/Singapore,False,,,
closedApp,1751017811.697892,,whastapp,Asia/Singapore,False,,,
closedApp,1751017922.2333121,,whastapp,Asia/Singapore,False,,,
closedApp,1751018261.2886682,,whastapp,Asia/Singapore,False,,,
openedApp,1751018506.394218,6.0,whastapp,Asia/Singapore,False,breathingExercise,sh,120.0
dismissedAppOpening,1751019565.834578,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751021152.818675,6.0,whastapp,Asia/Singapore,False,breathingExercise,check?,180.0
openedApp,1751021186.6765242,6.0,outlook,Asia/Singapore,False,breathingExercise,check,
closedApp,1751021205.730873,,outlook,Asia/Singapore,False,,,
closedApp,1751021422.283772,,outlook,Asia/Singapore,False,,,
closedApp,1751021439.5412111,,outlook,Asia/Singapore,False,,,
dismissedAppOpening,1751025545.943902,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751027124.863797,6.0,outlook,Asia/Singapore,False,breathingExercise,check,
dismissedAppOpening,1751031454.886437,6.0,outlook,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751034906.340538,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751035941.577169,6.0,whastapp,Asia/Singapore,False,breathingExercise,fahmie,300.0
closedApp,1751035977.4392009,,whastapp,Asia/Singapore,False,,,
closedApp,1751036143.7200022,,whastapp,Asia/Singapore,False,,,
closedApp,1751036290.039218,,whastapp,Asia/Singapore,False,,,
openedApp,1751037338.370683,6.0,whastapp,Asia/Singapore,False,breathingExercise,p p o,300.0
closedApp,1751037377.659893,,whastapp,Asia/Singapore,False,,,
closedApp,1751037625.7930021,,whastapp,Asia/Singapore,False,,,
openedApp,1751037645.356474,6.0,instagram,Asia/Singapore,False,breathingExercise,mandy,
openedApp,1751037891.297065,6.0,whastapp,Asia/Singapore,False,breathingExercise,mandy,300.0
closedApp,1751037963.163463,,whastapp,Asia/Singapore,False,,,
closedApp,1751038133.936358,,whastapp,Asia/Singapore,False,,,
closedApp,1751038335.4611301,,whastapp,Asia/Singapore,False,,,
openedApp,1751038382.918147,6.0,instagram,Asia/Singapore,False,breathingExercise,wk,
openedApp,1751038638.533782,6.0,whastapp,Asia/Singapore,False,breathingExercise,ppo,300.0
closedApp,1751038654.7174978,,whastapp,Asia/Singapore,False,,,
openedApp,1751038669.933014,6.0,instagram,Asia/Singapore,False,breathingExercise,wk,
openedApp,1751038819.6038198,6.0,outlook,Asia/Singapore,False,breathingExercise,boss,
openedApp,1751038957.288714,6.0,whastapp,Asia/Singapore,False,breathingExercise,ppo,300.0
closedApp,1751038834.0575972,,outlook,Asia/Singapore,False,,,
closedApp,1751038731.4866881,,whastapp,Asia/Singapore,False,,,
closedApp,1751039184.748269,,whastapp,Asia/Singapore,False,,,
closedApp,1751039372.497583,,whastapp,Asia/Singapore,False,,,
closedApp,1751039531.8359509,,whastapp,Asia/Singapore,False,,,
openedApp,1751039549.039678,6.0,whastapp,Asia/Singapore,True,breathingExercise,mandy,300.0
closedApp,1751039610.24998,,whastapp,Asia/Singapore,False,,,
closedApp,1751040938.38869,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751072225.9008431,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751080332.709659,6.0,whastapp,Asia/Singapore,False,breathingExercise,see,180.0
closedApp,1751080356.272232,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751083233.131507,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751087521.670549,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751089842.3099298,6.0,outlook,Asia/Singapore,False,breathingExercise,boss,
closedApp,1751089866.455694,,outlook,Asia/Singapore,False,,,
closedApp,1751090408.148978,,outlook,Asia/Singapore,False,,,
openedApp,1751092788.936003,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,180.0
closedApp,1751092836.594528,,whastapp,Asia/Singapore,False,,,
closedApp,1751094224.5635772,,whastapp,Asia/Singapore,False,,,
closedApp,1751094382.876353,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751097128.2438521,6.0,facebook,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751099907.112,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751100721.196619,6.0,whastapp,Asia/Singapore,False,breathingExercise,wk,120.0
closedApp,1751100790.091014,,whastapp,Asia/Singapore,False,,,
closedApp,1751100904.7923698,,whastapp,Asia/Singapore,False,,,
openedApp,1751100931.228617,6.0,facebook,Asia/Singapore,False,breathingExercise,zzz,
openedApp,1751101260.289397,6.0,whastapp,Asia/Singapore,False,breathingExercise,insta nurse,120.0
openedApp,1751101288.7931619,6.0,facebook,Asia/Singapore,False,breathingExercise,insta nurse,
closedApp,1751101324.016794,,whastapp,Asia/Singapore,False,,,
openedApp,1751101711.521816,6.0,whastapp,Asia/Singapore,False,breathingExercise,ppo,120.0
closedApp,1751101743.390377,,whastapp,Asia/Singapore,False,,,
closedApp,1751104917.46622,,whastapp,Asia/Singapore,False,,,
closedApp,1751105846.180039,,whastapp,Asia/Singapore,False,,,
openedApp,1751107503.185252,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,120.0
closedApp,1751107519.6491451,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751108448.8513,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751108777.817099,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1751117673.387181,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751117750.951302,,whastapp,Asia/Singapore,False,,,
openedApp,1751117775.675572,6.0,facebook,Asia/Singapore,False,breathingExercise,check,
dismissedAppOpening,1751117934.123836,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1751117975.638476,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,180.0
closedApp,1751118041.0889978,,whastapp,Asia/Singapore,False,,,
closedApp,1751118076.4298038,,whastapp,Asia/Singapore,False,,,
closedApp,1751118173.1076078,,whastapp,Asia/Singapore,False,,,
openedApp,1751118241.025576,6.0,whastapp,Asia/Singapore,True,breathingExercise,222,180.0
closedApp,1751118283.958168,,whastapp,Asia/Singapore,False,,,
closedApp,1751118437.8411489,,whastapp,Asia/Singapore,False,,,
closedApp,1751118566.081466,,whastapp,Asia/Singapore,False,,,
openedApp,1751118604.271689,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,300.0
closedApp,1751118663.5404181,,whastapp,Asia/Singapore,False,,,
closedApp,1751120071.804367,,whastapp,Asia/Singapore,False,,,
openedApp,1751120122.112205,6.0,facebook,Asia/Singapore,False,breathingExercise,zj,
dismissedAppOpening,1751120491.112945,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751124069.004651,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy party,180.0
closedApp,1751124118.1301808,,whastapp,Asia/Singapore,False,,,
closedApp,1751124189.3117461,,whastapp,Asia/Singapore,False,,,
openedApp,1751148507.155559,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,120.0
closedApp,1751148557.830079,,whastapp,Asia/Singapore,False,,,
openedApp,1751150832.029074,6.0,whastapp,Asia/Singapore,False,breathingExercise,bea,180.0
closedApp,1751150853.357661,,whastapp,Asia/Singapore,False,,,
closedApp,1751151558.003543,,whastapp,Asia/Singapore,False,,,
closedApp,1751151570.703713,,whastapp,Asia/Singapore,False,,,
closedApp,1751151630.165019,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751151647.5792642,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751153072.5943499,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751153094.703483,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,120.0
closedApp,1751153168.397455,,whastapp,Asia/Singapore,False,,,
closedApp,1751154383.585568,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751154861.389295,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751155154.11837,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,60.0
closedApp,1751155190.528038,,whastapp,Asia/Singapore,False,,,
closedApp,1751155547.074877,,whastapp,Asia/Singapore,False,,,
openedApp,1751157826.2775102,6.0,whastapp,Asia/Singapore,False,breathingExercise,nick,180.0
closedApp,1751157858.243254,,whastapp,Asia/Singapore,False,,,
closedApp,1751158182.117965,,whastapp,Asia/Singapore,False,,,
closedApp,1751158212.5344381,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751158692.188745,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751163637.267268,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751163754.753494,,whastapp,Asia/Singapore,False,,,
openedApp,1751166283.646277,6.0,whastapp,Asia/Singapore,False,breathingExercise,cheek,180.0
closedApp,1751166297.35061,,whastapp,Asia/Singapore,False,,,
closedApp,1751168434.073334,,whastapp,Asia/Singapore,False,,,
openedApp,1751170121.679574,6.0,outlook,Asia/Singapore,False,breathingExercise,check,
closedApp,1751170141.007228,,outlook,Asia/Singapore,False,,,
openedApp,1751170442.378111,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,180.0
closedApp,1751170455.591185,,whastapp,Asia/Singapore,False,,,
closedApp,1751170620.926218,,whastapp,Asia/Singapore,False,,,
closedApp,1751170742.1839318,,whastapp,Asia/Singapore,False,,,
closedApp,1751170768.666379,,whastapp,Asia/Singapore,False,,,
closedApp,1751170955.035538,,whastapp,Asia/Singapore,False,,,
closedApp,1751171048.8061209,,whastapp,Asia/Singapore,False,,,
openedApp,1751171612.106238,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,120.0
openedApp,1751173586.554445,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,180.0
closedApp,1751171659.853934,,whastapp,Asia/Singapore,False,,,
closedApp,1751173633.889258,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751173671.0974488,6.0,facebook,Asia/Singapore,False,breathingExercise,,
closedApp,1751173747.7974792,,whastapp,Asia/Singapore,False,,,
closedApp,1751173919.946622,,whastapp,Asia/Singapore,False,,,
closedApp,1751177154.094836,,whastapp,Asia/Singapore,False,,,
openedApp,1751181472.604148,6.0,facebook,Asia/Singapore,False,breathingExercise,rnj,
openedApp,1751181499.637097,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,300.0
closedApp,1751181568.268497,,whastapp,Asia/Singapore,False,,,
openedApp,1751185036.770731,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy daddy,300.0
closedApp,1751185080.071176,,whastapp,Asia/Singapore,False,,,
openedApp,1751185589.28934,6.0,whastapp,Asia/Singapore,False,breathingExercise,rnj,300.0
closedApp,1751185627.137755,,whastapp,Asia/Singapore,False,,,
openedApp,1751185920.6623821,6.0,whastapp,Asia/Singapore,False,breathingExercise,xy,300.0
closedApp,1751185940.94166,,whastapp,Asia/Singapore,False,,,
closedApp,1751186031.6583261,,whastapp,Asia/Singapore,False,,,
openedApp,1751194785.05436,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,120.0
closedApp,1751194810.2962499,,whastapp,Asia/Singapore,False,,,
closedApp,1751197990.918407,,whastapp,Asia/Singapore,False,,,
closedApp,1751198027.331119,,whastapp,Asia/Singapore,False,,,
openedApp,1751199232.755364,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
openedApp,1751202286.3839278,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,120.0
openedApp,1751202675.324308,6.0,whastapp,Asia/Singapore,False,breathingExercise,No,300.0
closedApp,1751202734.005847,,whastapp,Asia/Singapore,False,,,
closedApp,1751202840.9069428,,whastapp,Asia/Singapore,False,,,
closedApp,1751202917.918047,,whastapp,Asia/Singapore,False,,,
closedApp,1751202981.287672,,whastapp,Asia/Singapore,False,,,
openedApp,1751202998.9086561,6.0,whastapp,Asia/Singapore,True,breathingExercise,no,300.0
closedApp,1751203025.089036,,whastapp,Asia/Singapore,False,,,
closedApp,1751203050.313668,,whastapp,Asia/Singapore,False,,,
openedApp,1751208760.4479651,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751208774.10354,,whastapp,Asia/Singapore,False,,,
openedApp,1751208800.603302,6.0,outlook,Asia/Singapore,False,breathingExercise,check,
dismissedAppOpening,1751210598.963928,6.0,outlook,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751247870.8873138,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1751247889.7476869,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,120.0
closedApp,1751247904.730081,,whastapp,Asia/Singapore,False,,,
closedApp,1751247957.112516,,whastapp,Asia/Singapore,False,,,
openedApp,1751250950.7063289,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,continuity with work,
closedApp,1751251034.94646,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1751251283.712157,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751255008.085935,6.0,whastapp,Asia/Singapore,False,breathingExercise,apo,300.0
closedApp,1751255314.379823,,whastapp,Asia/Singapore,False,,,
openedApp,1751255333.131638,6.0,whastapp,Asia/Singapore,True,breathingExercise,boys,300.0
closedApp,1751255407.79672,,whastapp,Asia/Singapore,False,,,
openedApp,1751256404.9311519,6.0,whastapp,Asia/Singapore,False,breathingExercise,boys,300.0
closedApp,1751256453.335271,,whastapp,Asia/Singapore,False,,,
openedApp,1751257396.31594,6.0,whastapp,Asia/Singapore,False,breathingExercise,boys,300.0
closedApp,1751257467.343035,,whastapp,Asia/Singapore,False,,,
openedApp,1751258460.6937199,6.0,whastapp,Asia/Singapore,False,breathingExercise,apo,300.0
closedApp,1751258789.914259,,whastapp,Asia/Singapore,False,,,
closedApp,1751259221.471301,,whastapp,Asia/Singapore,False,,,
openedApp,1751261537.051574,6.0,whastapp,Asia/Singapore,False,breathingExercise,mama,180.0
openedApp,1751261787.334362,6.0,whastapp,Asia/Singapore,False,breathingExercise,share pack,180.0
closedApp,1751261837.368774,,whastapp,Asia/Singapore,False,,,
closedApp,1751261879.792675,,whastapp,Asia/Singapore,False,,,
openedApp,1751268468.314846,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751268527.0717568,,whastapp,Asia/Singapore,False,,,
openedApp,1751269038.939913,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751269121.150801,,whastapp,Asia/Singapore,False,,,
closedApp,1751269140.548167,,whastapp,Asia/Singapore,False,,,
openedApp,1751272705.247871,6.0,whastapp,Asia/Singapore,False,breathingExercise,apo,180.0
openedApp,1751277068.614605,6.0,whastapp,Asia/Singapore,False,breathingExercise,wf,180.0
closedApp,1751277437.8386989,,whastapp,Asia/Singapore,False,,,
closedApp,1751277760.509542,,whastapp,Asia/Singapore,False,,,
openedApp,1751277821.893672,6.0,whastapp,Asia/Singapore,False,breathingExercise,wf,300.0
closedApp,1751278157.135037,,whastapp,Asia/Singapore,False,,,
closedApp,1751278924.304591,,whastapp,Asia/Singapore,False,,,
openedApp,1751282145.72933,6.0,whastapp,Asia/Singapore,False,breathingExercise,ccf,180.0
openedApp,1751282168.047501,6.0,outlook,Asia/Singapore,False,breathingExercise,wf,
closedApp,1751282189.611281,,outlook,Asia/Singapore,False,,,
closedApp,1751282205.861022,,whastapp,Asia/Singapore,False,,,
openedApp,1751289495.491905,6.0,instagram,Asia/Singapore,False,breathingExercise,bouldering,
openedApp,1751289972.184719,6.0,instagram,Asia/Singapore,False,breathingExercise,wu du,
openedApp,1751295909.002102,6.0,facebook,Asia/Singapore,False,breathingExercise,zj,
openedApp,1751296001.451878,6.0,whastapp,Asia/Singapore,False,breathingExercise,eggs,180.0
openedApp,1751328651.0821319,6.0,whastapp,Asia/Singapore,False,breathingExercise, check,180.0
closedApp,1751296080.198752,,whastapp,Asia/Singapore,False,,,
closedApp,1751297810.048053,,whastapp,Asia/Singapore,False,,,
openedApp,1751328675.711827,6.0,outlook,Asia/Singapore,False,breathingExercise,boss,
openedApp,1751341294.669825,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,60.0
closedApp,1751341364.2001638,,whastapp,Asia/Singapore,False,,,
openedApp,1751341386.778105,6.0,whastapp,Asia/Singapore,True,breathingExercise,yiggie,180.0
closedApp,1751341405.447432,,whastapp,Asia/Singapore,False,,,
closedApp,1751341927.638884,,whastapp,Asia/Singapore,False,,,
openedApp,1751345495.19048,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751345548.818645,,whastapp,Asia/Singapore,False,,,
closedApp,1751345585.078775,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751345917.350476,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751351770.973003,6.0,whastapp,Asia/Singapore,False,breathingExercise,xm,180.0
dismissedAppOpening,1751352222.88749,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
closedApp,1751351820.819703,,whastapp,Asia/Singapore,False,,,
closedApp,1751351841.403105,,whastapp,Asia/Singapore,False,,,
openedApp,1751352454.8790522,6.0,whastapp,Asia/Singapore,False,breathingExercise,cm,120.0
closedApp,1751352580.8404288,,whastapp,Asia/Singapore,False,,,
closedApp,1751353438.4043741,,whastapp,Asia/Singapore,False,,,
