interventionType,timestamp,timezone,app,isReIntervention,resolution,interventionDuration,timeIntervalUntilReIntervention,purpose
askForTimeLimit,1753211721.837397,America/Vancouver,brave,False,openedApp,6.0,540.0,
askForTimeLimit,1753217007.960299,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753217826.317927,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753220048.232726,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753220051.015252,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753220676.751114,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753221001.786942,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753221007.835371,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753221217.477591,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753221442.548695,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753222312.405895,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753224839.287562,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753226009.6335912,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753228717.638523,America/Vancouver,brave,False,openedApp,6.0,1140.0,
askForTimeLimit,1753232453.462043,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753233211.2964191,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753233278.277079,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753233332.170615,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753233867.439615,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753238016.094482,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753240523.93401,America/Vancouver,brave,False,openedApp,6.0,780.0,
breathingExercise,1753280074.006946,America/Vancouver,brave,False,openedApp,6.0,480.0,Search Info
askForTimeLimit,1753284500.4030871,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753286034.600456,America/Vancouver,brave,False,openedApp,6.0,960.0,
askForTimeLimit,1753286398.770422,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753286737.4994988,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753289635.8941112,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753294402.534441,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753295488.373044,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753296851.9752789,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753296888.474093,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753296900.200317,America/Vancouver,brave,False,openedApp,6.0,60.0,
askForTimeLimit,1753297986.499611,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753298103.427647,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753298364.717496,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753302042.792491,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753303273.6961641,America/Vancouver,brave,False,openedApp,6.0,1320.0,
askForTimeLimit,1753303325.8723211,America/Vancouver,brave,False,openedApp,6.0,60.0,
breathingExercise,1753303486.521771,America/Vancouver,brave,False,openedApp,6.0,,Escape / Avoid
askForTimeLimit,1753303778.686913,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753303784.612679,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753303791.5388908,America/Vancouver,brave,False,openedApp,6.0,2520.0,
askForTimeLimit,1753303881.25197,America/Vancouver,brave,False,openedApp,6.0,60.0,
askForTimeLimit,1753304464.585791,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753304555.395329,America/Vancouver,brave,False,openedApp,6.0,1080.0,
askForTimeLimit,1753305347.84514,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753305995.6179318,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753305998.631287,America/Vancouver,brave,False,openedApp,6.0,900.0,
breathingExercise,1753306911.869626,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753306917.733037,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753307313.152584,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753307347.0986629,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753307788.448474,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753308126.1975389,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753309959.0977979,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753310460.143238,America/Vancouver,brave,False,openedApp,6.0,1020.0,
askForTimeLimit,1753310552.352282,America/Vancouver,brave,False,openedApp,6.0,1200.0,
askForTimeLimit,1753312288.45933,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753312531.0949721,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753312550.95737,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753320082.9450688,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753321930.942718,America/Vancouver,brave,False,openedApp,6.0,1380.0,
askForTimeLimit,1753321962.8510141,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753322182.356488,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753322236.448786,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753322325.5846229,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753325292.280767,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753326183.8032188,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753326227.9400291,America/Vancouver,brave,False,openedApp,6.0,960.0,
askForTimeLimit,1753326254.6693769,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753333627.210557,America/Vancouver,brave,False,openedApp,6.0,60.0,
breathingExercise,1753364046.217287,America/Vancouver,brave,False,openedApp,6.0,660.0,Stay In the Loop
journaling,1753366354.03753,America/Vancouver,brave,False,dismissedAppOpening,,,
breathingExercise,1753366364.224354,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753366386.19952,America/Vancouver,brave,False,openedApp,6.0,720.0,Search Info
breathingExercise,1753366650.3655128,America/Vancouver,brave,False,openedApp,6.0,600.0,Stay In the Loop
breathingExercise,1753368725.002305,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753380851.8604832,America/Vancouver,brave,False,openedApp,6.0,780.0,Stay In the Loop
breathingExercise,1753383167.289304,America/Vancouver,brave,False,openedApp,6.0,600.0,Search Info
journaling,1753383235.323677,America/Vancouver,brave,False,dismissedAppOpening,,,
breathingExercise,1753383247.765221,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753383497.7432241,America/Vancouver,brave,False,openedApp,6.0,1140.0,Stay In the Loop
journaling,1753385487.880018,America/Vancouver,brave,False,dismissedAppOpening,,,
breathingExercise,1753388153.697702,America/Vancouver,brave,False,openedApp,6.0,780.0,Stay In the Loop
askForTimeLimit,1753388503.7773108,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753388678.327104,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753389621.972856,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753391768.942799,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753391829.231172,America/Vancouver,brave,False,openedApp,6.0,720.0,
breathingExercise,1753392567.947535,America/Vancouver,brave,False,openedApp,6.0,720.0,Stay In the Loop
askForTimeLimit,1753394274.062152,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753394795.4035301,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753395048.301416,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753403435.763236,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753404578.69304,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753404594.319879,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753406303.745287,America/Vancouver,brave,False,openedApp,6.0,480.0,
askForTimeLimit,1753406356.6702762,America/Vancouver,brave,False,openedApp,6.0,420.0,
askForTimeLimit,1753412107.861959,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753419015.514452,America/Vancouver,brave,False,openedApp,6.0,540.0,
askForTimeLimit,1753419201.472278,America/Vancouver,brave,False,openedApp,6.0,480.0,
askForTimeLimit,1753419392.5594978,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753422181.7959518,America/Vancouver,brave,False,openedApp,6.0,420.0,
breathingExercise,1753450656.115032,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753450851.995043,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753451363.096966,America/Vancouver,brave,False,openedApp,6.0,660.0,Stay In the Loop
breathingExercise,1753455524.6116052,America/Vancouver,brave,False,openedApp,6.0,660.0,Search Info
breathingExercise,1753458490.038842,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753458501.030353,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753468594.4024692,America/Vancouver,brave,False,openedApp,6.0,480.0,Stay In the Loop
breathingExercise,1753476118.0145059,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753478104.998488,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753478144.916434,America/Vancouver,brave,False,openedApp,6.0,660.0,Stay In the Loop
breathingExercise,1753482686.65479,America/Vancouver,brave,False,openedApp,6.0,660.0,Stay In the Loop
breathingExercise,1753483027.129897,America/Vancouver,brave,False,openedApp,6.0,660.0,Search Info
breathingExercise,1753483152.424059,America/Vancouver,brave,False,openedApp,6.0,600.0,Search Info
askForTimeLimit,1753495640.97808,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753499074.062948,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753502163.7802138,America/Vancouver,brave,False,openedApp,6.0,540.0,
breathingExercise,1753540252.1769109,America/Vancouver,brave,False,openedApp,6.0,540.0,Search Info
breathingExercise,1753540527.284955,America/Vancouver,brave,False,openedApp,6.0,660.0,Search Info
breathingExercise,1753540756.849716,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753540878.640851,America/Vancouver,brave,False,openedApp,6.0,720.0,Stay In the Loop
breathingExercise,1753546587.6577291,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753546931.981567,America/Vancouver,brave,False,openedApp,6.0,960.0,Search Info
breathingExercise,1753547418.5681782,America/Vancouver,brave,False,openedApp,6.0,660.0,Search Info
breathingExercise,1753547576.965022,America/Vancouver,brave,False,openedApp,6.0,1320.0,Stay In the Loop
breathingExercise,1753547974.589826,America/Vancouver,brave,False,openedApp,6.0,720.0,Stay In the Loop
journaling,1753548048.526684,America/Vancouver,brave,False,dismissedAppOpening,,,
breathingExercise,1753548338.513047,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753549412.617281,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753550644.810925,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753550780.4019752,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753550808.3407102,America/Vancouver,brave,False,openedApp,6.0,540.0,
askForTimeLimit,1753551609.213951,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753551784.361501,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753555726.269886,America/Vancouver,brave,False,openedApp,6.0,960.0,
askForTimeLimit,1753571100.072808,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753571674.8411698,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753572056.517492,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753582747.061805,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753583724.593396,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753583733.659786,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753585942.862122,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753585945.155035,America/Vancouver,brave,False,openedApp,6.0,660.0,
breathingExercise,1753622251.938365,America/Vancouver,brave,False,openedApp,6.0,600.0,Stay In the Loop
breathingExercise,1753636652.8137121,America/Vancouver,brave,False,openedApp,6.0,660.0,Stay In the Loop
breathingExercise,1753640887.299566,America/Vancouver,brave,False,openedApp,6.0,600.0,Search Info
askForTimeLimit,1753641101.4982991,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753641146.40085,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753647754.44353,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753648141.10561,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753650176.789854,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753650312.6012821,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753650408.412117,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753650495.771658,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753650711.012854,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753650817.0971122,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753650988.731923,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753651156.507607,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753651350.069714,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753651461.316442,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753651551.3478231,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753651589.638175,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753651741.580473,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753653855.4486542,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753653985.629231,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753654101.017554,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753654534.2598438,America/Vancouver,brave,False,openedApp,6.0,840.0,
askForTimeLimit,1753654631.183572,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753655344.69643,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753655746.531487,America/Vancouver,brave,False,openedApp,6.0,1020.0,
askForTimeLimit,1753656558.535438,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753656631.023196,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753657067.772431,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753657532.926896,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753657767.1113858,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753658945.76443,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753666422.012559,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753666711.558103,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753667306.364469,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753672060.7456589,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753674704.699895,America/Vancouver,brave,False,openedApp,6.0,660.0,
breathingExercise,1753730124.259507,America/Vancouver,brave,False,openedApp,6.0,1320.0,Search Info
askForTimeLimit,1753730181.108777,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753735977.5838351,America/Vancouver,brave,False,openedApp,6.0,540.0,
askForTimeLimit,1753736096.1683679,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753736116.922709,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753737363.380147,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753737588.4829001,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753737606.3983378,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753737610.9195051,America/Vancouver,brave,False,openedApp,6.0,540.0,
askForTimeLimit,1753739901.971778,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753740614.8996282,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753743157.906927,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753749386.217637,America/Vancouver,brave,False,openedApp,6.0,1020.0,
askForTimeLimit,1753751847.937818,America/Vancouver,brave,False,openedApp,6.0,1080.0,
askForTimeLimit,1753754099.460491,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753755986.476995,America/Vancouver,chrome,False,dismissedAppOpening,6.0,,
breathingExercise,1753756083.263684,America/Vancouver,chrome,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753761713.889329,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753761723.074185,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753761736.537033,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753761854.4928598,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753762521.033175,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753763007.513339,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753765700.82795,America/Vancouver,brave,False,openedApp,6.0,1020.0,
askForTimeLimit,1753766824.043941,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753766844.647583,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753766847.539118,America/Vancouver,brave,False,openedApp,6.0,720.0,
breathingExercise,1753767589.367653,America/Vancouver,brave,False,openedApp,6.0,960.0,Stay In the Loop
askForTimeLimit,1753768070.780633,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753768105.056614,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753768294.771811,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753768334.286922,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753768793.163831,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753768854.970768,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753768884.159871,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753768969.813747,America/Vancouver,brave,False,openedApp,6.0,540.0,
askForTimeLimit,1753769020.2563329,America/Vancouver,brave,False,openedApp,6.0,900.0,
askForTimeLimit,1753769124.48496,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753769173.730118,America/Vancouver,brave,False,openedApp,6.0,660.0,
askForTimeLimit,1753769469.662847,America/Vancouver,brave,False,openedApp,6.0,780.0,
askForTimeLimit,1753770391.012439,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753770613.08103,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753770874.285927,America/Vancouver,brave,False,openedApp,6.0,720.0,
askForTimeLimit,1753770988.982923,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753771014.817357,America/Vancouver,brave,False,openedApp,6.0,600.0,
askForTimeLimit,1753771764.2475529,America/Vancouver,brave,False,openedApp,6.0,780.0,
breathingExercise,1753772693.383661,America/Vancouver,brave,False,openedApp,6.0,,Search Info
breathingExercise,1753799541.6955209,America/Vancouver,brave,False,openedApp,6.0,600.0,Stay In the Loop
breathingExercise,1753813268.0828838,America/Vancouver,brave,False,openedApp,6.0,660.0,Stay In the Loop
breathingExercise,1753820353.407961,America/Vancouver,brave,False,openedApp,6.0,600.0,Stay In the Loop
breathingExercise,1753820509.3229508,America/Vancouver,brave,False,openedApp,6.0,720.0,Stay In the Loop
breathingExercise,1753821253.5665832,America/Vancouver,brave,False,openedApp,6.0,2040.0,Stay In the Loop
breathingExercise,1753822688.711822,America/Vancouver,brave,False,openedApp,6.0,480.0,Stay In the Loop
breathingExercise,1753825611.58027,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753827313.328789,America/Vancouver,brave,False,openedApp,6.0,,Stay In the Loop
breathingExercise,1753827313.53474,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
breathingExercise,1753828652.245048,America/Vancouver,brave,False,dismissedAppOpening,6.0,,
askForTimeLimit,1753838041.494289,America/Vancouver,brave,False,openedApp,6.0,540.0,
