app,timezone,timestamp,interventionDuration,interventionType,resolution,isReIntervention
instagram,Europe/Berlin,1749620919.419822,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749621008.470097,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749621014.758399,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749621444.591111,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749621501.426158,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749621504.060293,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749621648.123184,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749622029.744349,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749622043.861714,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749631303.691695,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749631338.451085,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749631420.2367759,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749631434.626604,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749632444.21453,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749634341.788022,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749634357.130466,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749634480.121861,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749634495.4093041,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749636634.074347,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749636650.342667,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749636678.593349,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749636703.244063,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749636736.2904549,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749636768.182975,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749637121.871057,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749637336.386601,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749637610.5986261,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749637765.485028,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749638194.2802582,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749638212.372838,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749638299.116665,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749638464.39132,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749641468.085702,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749641660.80479,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749643857.259647,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749646258.6819139,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749648641.691669,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749650019.2082062,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749652831.518091,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749652847.7130408,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749661468.0841022,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749661517.263891,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749661559.642949,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749661655.175107,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749666341.085017,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749666357.269473,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749667593.1382132,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749668962.5548549,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749668966.688899,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749671428.9848871,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749710329.017192,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749730561.5125098,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749730665.426978,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749732098.188233,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749732265.202316,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749734108.283119,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749736592.9707031,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749738106.359508,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749746136.7611098,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749746218.8074188,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749747239.718038,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749748188.246325,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749748279.301225,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749749027.565172,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749749154.831347,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749751229.32268,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749751653.1394439,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749752187.9190202,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749752193.3154511,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749752606.78807,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749752810.3228211,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749754265.8801742,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749754274.5286489,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749756754.224424,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749757162.74808,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749800390.387289,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749800391.737831,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749800408.0921412,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749803482.244619,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749803896.764319,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749803911.409653,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749803955.23892,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749804006.337802,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749804014.764793,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749805198.123368,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749806034.003127,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749806128.22617,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749806168.927079,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749806917.112383,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749808860.1016889,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749808873.185554,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749810132.868294,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749811576.393811,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749813194.538239,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749813219.8911939,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749815333.128553,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749815349.346713,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749816410.771809,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749816419.4100971,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749816773.055406,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749819792.513035,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749823459.762216,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749823474.697865,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749824675.295783,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749828979.577402,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749838106.263294,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749849714.1247091,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749886159.444244,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749886740.777431,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749887395.2488608,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749929211.9111109,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749932856.9373,6,breathingExercise,openedApp,False
instagram,Europe/Zurich,1749934369.623306,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749980614.892377,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749980795.5453339,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749981705.333068,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749982022.956857,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749982314.7075028,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749982682.314877,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749982685.308721,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749982973.264419,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749982988.69924,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749984094.3980742,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749984202.710624,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749984717.4596028,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749984720.510242,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749984743.618118,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749984790.050524,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749985509.4982882,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749985525.076851,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749986393.499517,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749996347.07929,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749996360.9198442,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749997018.184987,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749999053.963747,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1749999367.0427542,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749999391.0565639,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1749999393.928303,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750001632.842845,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750002868.7534919,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750002871.550915,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750003405.215215,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750003417.633517,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750006730.018773,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750007032.2514849,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750007168.6111689,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750007174.900238,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750008695.448849,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750009189.0284262,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750009209.5163732,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750010526.978833,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750011544.5167089,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750011765.144809,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750011785.957627,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750060757.489608,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750062686.930872,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750062711.3573642,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750066395.884663,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750066410.5688019,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750066582.199534,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750066606.901006,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750068543.747387,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750068556.8189359,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750069432.893697,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750084102.996742,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750087401.424761,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750087805.0280108,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750090533.346952,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750090553.122206,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750091034.10667,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750093156.328998,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750093169.385503,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750094733.281454,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750097605.08376,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750101712.3200421,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750148913.144518,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750151261.387953,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750151280.303098,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750151750.0223699,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750152053.990982,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750154623.514789,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750154866.281197,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750154868.3741012,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750154881.3747911,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750154996.589756,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750155159.994014,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750156084.293055,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750156099.601634,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750158154.780906,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750171889.0932589,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750171898.6717901,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750172556.831404,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750174194.8534799,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750178862.962257,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750178877.650622,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750179615.787056,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750180015.146891,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750180974.0422292,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750182382.174676,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750183793.639739,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750183807.9268131,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750186326.4770808,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750186367.571992,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750187961.375548,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750189680.465681,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750189684.053222,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750189702.434304,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750193415.1085649,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750196143.449839,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750196247.040523,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750197372.63113,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750197663.225224,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750197680.499995,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750242577.9256911,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750270356.059095,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750270370.490978,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750270824.867045,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750270880.004654,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750271585.477237,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750273873.015373,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750273887.909628,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750275733.1081882,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750278370.962943,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750278385.038141,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750279393.689139,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750279523.26608,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750279536.956339,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750316575.5073252,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750316576.9855108,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750318088.630824,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750319023.9648972,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750320394.151712,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750320408.585123,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750320588.286069,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750322029.402864,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750328244.6615129,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750328258.124734,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750329750.6114302,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750330349.3605251,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750330363.187694,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750330837.423589,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750330841.966558,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750334239.7030149,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750334255.314865,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750337248.197476,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750345163.42801,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750345291.5216599,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750345344.1850471,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750346321.851752,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750346335.45232,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750357920.6144829,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750362664.929384,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750364993.556048,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750365784.422494,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750365810.413653,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750405822.799747,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750421676.79176,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750421689.9444618,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750425870.508717,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750437544.934051,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750437559.5347629,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750439018.49504,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750439042.652282,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750440823.082258,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750440838.156476,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750442035.18343,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750442079.8782701,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750442272.7497869,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750442450.308632,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750442465.196029,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750449884.883017,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750488787.6613069,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750488802.651509,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750495166.629953,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750495179.61838,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750499588.791844,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750504417.910991,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750504496.655133,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750505390.634336,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750505393.2247062,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750511390.133739,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750517569.189433,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750517584.585312,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750517894.570167,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750519144.702024,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750519153.975874,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750519331.561719,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750520799.2603378,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750520812.598001,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750524584.102583,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750524599.466965,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750529750.22296,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750529763.5373511,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750530653.783351,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750531365.906086,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750574062.2469702,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750575058.9189959,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750575218.379879,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750579036.1748981,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750580110.8100739,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750580124.188281,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750580234.727662,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750580981.2752728,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750581954.446538,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750581968.069632,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750582560.670115,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750583098.381608,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750583338.4243522,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750584877.662311,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750584890.99298,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750585188.1519508,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750586495.338543,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750587361.924463,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750590494.8915482,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750594039.459008,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750594054.07731,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750594441.964621,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750596678.201606,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750596680.133758,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750596697.088719,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750599558.675612,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750599969.092812,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750603328.321855,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750603341.792866,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750603347.826402,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750603361.85848,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750603834.1306338,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750604424.99236,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750604439.3475242,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750608377.583065,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750608392.059496,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750610665.24804,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750611767.68259,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750611781.779244,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750617929.715303,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750617942.986815,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750619921.7395349,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750621330.469569,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750622612.0171762,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750626827.9040642,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750655720.9053202,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750655736.102868,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750685355.3577662,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750686594.725132,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750687765.488452,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750688667.6530309,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750688682.863581,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750690815.727046,6,breathingExercise,dismissedAppOpening,False
instagram,Europe/Berlin,1750691052.514985,6,breathingExercise,openedApp,False
instagram,Europe/Berlin,1750693166.751322,6,breathingExercise,openedApp,False
