interventionDuration,interventionType,timestamp,timezone,app,isReIntervention,resolution,timeIntervalUntilReIntervention
6,breathingExercise,1752409732.41189,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752410152.621006,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752410646.1943989,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752411328.703882,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752411458.962923,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752413742.580258,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752413964.711436,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752441942.2468538,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752442635.635134,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752443475.770973,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752443660.878224,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752446914.785845,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752448956.50449,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752455008.253283,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752455026.259121,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752455836.189863,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752461379.931007,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752493710.874404,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752494675.905189,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752495298.95008,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752508747.3207998,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752513470.422548,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752526795.368629,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752528865.450371,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752528916.141252,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752531618.0888739,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752532518.42361,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752533002.739068,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752548593.437468,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752548812.060522,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752576827.154827,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752577004.788969,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752577022.8717499,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752577344.118876,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752577632.3251429,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752577650.6448622,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752578089.893746,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1752578635.9719582,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752578940.879346,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752582426.256678,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752590241.948554,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752590406.8444118,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1752592738.7501822,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752593057.6490011,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752593060.356601,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752593309.140342,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752593742.037593,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752595641.397073,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752597815.095364,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752637244.029992,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752637663.2007089,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752664491.6580172,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752664756.456684,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752670869.950768,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752672045.5539188,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752672672.181796,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752711125.711125,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752716207.4184,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752716344.950121,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752716668.799366,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752758221.7841768,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752758374.405046,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752760178.286885,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752767229.722177,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752767688.907775,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752768436.893159,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752785799.100035,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752786345.6593962,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752791273.2986321,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752799185.324984,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752809572.853919,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752838206.235519,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752847845.742365,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752850572.2174659,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752856500.4437819,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752858059.829383,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752858127.233657,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752858250.8439121,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752858401.674532,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752858461.714394,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752858610.358787,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752858954.066216,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752859343.2125878,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1752863884.9742398,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752864066.3177118,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752864880.920388,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752869137.828329,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752885940.299125,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752933064.173626,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752933378.836555,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752935657.589085,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752935988.7774692,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1752939538.444333,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752941437.388653,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1752946649.933326,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752950392.315788,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752950432.5054379,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752950722.083097,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1752950739.2493072,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752950742.212953,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1752967448.47188,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752980051.960505,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752983223.46108,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1752985518.452851,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1753014774.840183,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753015300.775526,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753015704.72766,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753017730.351762,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753017858.1402411,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753021919.693713,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753024589.0814319,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753024651.829943,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753025891.65063,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1753028281.1111522,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753028866.2561278,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753028961.316822,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753036418.230274,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753074114.388997,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753098238.283513,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753109254.1299229,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753111788.0856209,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753116009.784525,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753116758.806514,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753125550.427791,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753128967.620785,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753129119.880769,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753129136.873664,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753132860.784862,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753154498.882547,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1753157113.6607451,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753184253.585661,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753186474.0042958,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753207924.905839,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1753208107.686646,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753208516.5234962,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753211400.907199,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753215842.151794,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753216251.990196,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753219044.882354,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1753219070.400646,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1753219536.38312,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753219791.219018,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753220512.478149,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753220883.487208,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753222503.209044,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753222521.8078918,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753222557.809988,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753224372.0726871,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753242668.740098,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753242936.074786,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753243280.222561,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753272911.423326,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753275946.743808,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753281260.399363,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753292012.997886,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753292030.377293,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753294629.988614,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753294648.47048,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753299067.362361,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753299241.440619,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753299336.1803222,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753299353.8538132,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753300117.895441,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753301873.637123,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753307848.625033,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753320249.319467,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753320587.983992,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753378458.731595,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753378495.0575662,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753391793.2450929,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753392831.535888,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753392873.7449322,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753403030.512786,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753403360.558844,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753403689.2469459,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753408809.1336598,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753416267.457502,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753461395.0436459,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753461480.476369,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753473722.835372,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753476396.5043101,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753476522.131192,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753476539.365078,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1753476579.882061,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753477289.918102,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753477561.832727,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753481253.6779761,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753492078.034323,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753493424.449301,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753499376.8864388,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753499787.099399,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753535481.410403,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753559738.1166239,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753560199.940912,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753571137.580986,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753582060.533673,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753582076.745339,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753587288.32685,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753590285.302897,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753627619.837297,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753656677.561235,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753656707.589562,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753675137.613329,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753738795.706742,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753739515.399925,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753791851.20169,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753821759.509172,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1753838467.6484752,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753845241.368361,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1753845266.236871,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753847655.1400619,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753879333.318527,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753884705.433336,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753904555.05001,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753909067.4333692,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753909840.7461638,America/Chicago,instagram,False,openedApp,240.0
6,breathingExercise,1753911846.396065,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753912274.092057,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753912730.128405,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753913971.554754,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1753916306.080744,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753963570.8053188,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1753997832.427197,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754001506.273135,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754004497.6495662,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754004591.947871,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754004665.2048202,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754005690.033101,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1754005773.6057029,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754010230.079145,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754011830.13013,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754012474.093948,America/Chicago,tikTok,False,dismissedAppOpening,
6,breathingExercise,1754067434.948139,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754068080.701535,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754068264.6837292,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754069094.867638,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754069448.5228992,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754071323.712568,America/Chicago,instagram,False,dismissedAppOpening,
6,breathingExercise,1754071489.966879,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754074404.011442,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754075265.2417269,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754075288.470391,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754075716.197133,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754076137.3721871,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754077518.350556,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754078045.048133,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754078224.258054,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754079602.434294,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754096254.5953941,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754096274.109321,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754101558.008925,America/Chicago,tikTok,False,openedApp,300.0
6,breathingExercise,1754162972.666765,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754182688.929805,America/Chicago,instagram,False,openedApp,300.0
6,breathingExercise,1754189210.383092,America/Chicago,tikTok,False,openedApp,240.0
6,breathingExercise,1754237106.130769,America/Chicago,instagram,False,dismissedAppOpening,
