isReIntervention,timezone,timestamp,interventionType,app,resolution,interventionDuration,timeIntervalUntilReIntervention
False,Europe/Berlin,1751834421.527234,,instagram,closedApp,,
False,Europe/Berlin,1751834777.691107,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1751835045.70068,,instagram,closedApp,,
False,Europe/Berlin,1751870891.043333,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1751870920.440382,,instagram,closedApp,,
False,Europe/Berlin,1751882313.32263,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1751882741.5168,,instagram,closedApp,,
False,Europe/Berlin,1751889175.0394812,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751895999.711862,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751902352.016295,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751905567.801867,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1751905593.179745,,instagram,closedApp,,
False,Europe/Berlin,1751905614.612656,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1751905648.844661,,youtube,closedApp,,
False,Europe/Berlin,1751906067.1506,,youtube,closedApp,,
False,Europe/Berlin,1751906106.8348,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1751906587.438395,,instagram,closedApp,,
False,Europe/Berlin,1751952758.362608,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751953388.938333,breathingExercise,instagram,openedApp,6.0,60.0
True,Europe/Berlin,1751953470.454894,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1751953458.5352612,,instagram,closedApp,,
False,Europe/Berlin,1751953536.176022,,instagram,closedApp,,
False,Europe/Berlin,1751953638.741047,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751954505.743558,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751960569.594095,breathingExercise,instagram,openedApp,6.0,660.0
False,Europe/Berlin,1751961016.295227,,instagram,closedApp,,
False,Europe/Berlin,1751961807.997119,breathingExercise,instagram,openedApp,6.0,60.0
True,Europe/Berlin,1751961909.568294,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1751961898.069965,,instagram,closedApp,,
False,Europe/Berlin,1751961977.376807,,instagram,closedApp,,
False,Europe/Berlin,1751964249.8893142,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1751964466.079732,,instagram,closedApp,,
False,Europe/Berlin,1751972910.4858708,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1751972935.0740418,,instagram,closedApp,,
False,Europe/Berlin,1751973596.7692552,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1751973787.1445742,,instagram,closedApp,,
False,Europe/Berlin,1751974105.3872628,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1751974542.730372,,youtube,closedApp,,
False,Europe/Berlin,1751980772.829591,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1751980928.4341512,,instagram,closedApp,,
False,Europe/Berlin,1751983563.829493,breathingExercise,instagram,openedApp,6.0,720.0
False,Europe/Berlin,1751983980.555769,,instagram,closedApp,,
False,Europe/Berlin,1751985234.85162,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1751985292.840579,,youtube,closedApp,,
False,Europe/Berlin,1751985720.094421,,youtube,closedApp,,
False,Europe/Berlin,1751994834.9239988,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751994964.190387,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1751997596.968225,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1751995117.972142,,instagram,closedApp,,
False,Europe/Berlin,1752030788.6595368,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1752030903.632519,,instagram,closedApp,,
False,Europe/Berlin,1752053482.312314,breathingExercise,instagram,openedApp,6.0,540.0
False,Europe/Berlin,1752053518.856426,,instagram,closedApp,,
False,Europe/Berlin,1752055327.505694,,instagram,closedApp,,
False,Europe/Berlin,1752055338.522596,,instagram,closedApp,,
False,Europe/Berlin,1752072076.591924,breathingExercise,instagram,openedApp,6.0,540.0
False,Europe/Berlin,1752074904.013538,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1752074921.60672,,instagram,closedApp,,
False,Europe/Berlin,1752075759.768724,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1752075987.1988158,,youtube,closedApp,,
False,Europe/Berlin,1752076678.347789,,youtube,closedApp,,
False,Europe/Berlin,1752076775.673353,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752078148.675288,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752078812.610917,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752079071.559093,,instagram,closedApp,,
False,Europe/Berlin,1752079132.50085,,instagram,closedApp,,
False,Europe/Berlin,1752079549.368411,,instagram,closedApp,,
True,Europe/Berlin,1752079749.307853,breathingExercise,instagram,openedApp,6.0,720.0
False,Europe/Berlin,1752079732.474886,,instagram,closedApp,,
False,Europe/Berlin,1752079826.164095,,instagram,closedApp,,
False,Europe/Berlin,1752086949.098093,breathingExercise,instagram,openedApp,6.0,300.0
True,Europe/Berlin,1752087276.96573,breathingExercise,instagram,openedApp,6.0,660.0
False,Europe/Berlin,1752087259.757256,,instagram,closedApp,,
False,Europe/Berlin,1752087304.1199532,,instagram,closedApp,,
False,Europe/Berlin,1752087332.403111,,instagram,closedApp,,
False,Europe/Berlin,1752118936.86205,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1752119186.488869,,instagram,closedApp,,
False,Europe/Berlin,1752132131.217603,breathingExercise,instagram,openedApp,6.0,540.0
False,Europe/Berlin,1752132184.7178888,,instagram,closedApp,,
False,Europe/Berlin,1752132317.0518289,,instagram,closedApp,,
False,Europe/Berlin,1752132558.372236,breathingExercise,instagram,openedApp,6.0,780.0
False,Europe/Berlin,1752132624.550833,,instagram,closedApp,,
False,Europe/Berlin,1752133135.760253,,instagram,closedApp,,
False,Europe/Berlin,1752135339.533732,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1752135431.572044,,instagram,closedApp,,
False,Europe/Berlin,1752144938.734157,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752144988.92765,,instagram,closedApp,,
False,Europe/Berlin,1752149334.348367,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752154368.190191,breathingExercise,instagram,openedApp,6.0,960.0
False,Europe/Berlin,1752154386.1916919,,instagram,closedApp,,
False,Europe/Berlin,1752154523.6650782,,instagram,closedApp,,
False,Europe/Berlin,1752158107.5948858,breathingExercise,instagram,openedApp,6.0,540.0
False,Europe/Berlin,1752158656.3243241,,instagram,closedApp,,
False,Europe/Berlin,1752159091.4827309,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752159464.915458,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1752159573.074071,,instagram,closedApp,,
False,Europe/Berlin,1752163627.531732,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752167085.8547,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752177909.861758,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752214861.5297961,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1752214880.271769,,instagram,closedApp,,
False,Europe/Berlin,1752214916.25809,,instagram,closedApp,,
False,Europe/Berlin,1752215044.364717,,instagram,closedApp,,
False,Europe/Berlin,1752219834.0867271,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752233001.768221,breathingExercise,instagram,openedApp,6.0,420.0
True,Europe/Berlin,1752233478.4364939,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752233436.397141,,instagram,closedApp,,
False,Europe/Berlin,1752239391.510237,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1752239437.208181,,instagram,closedApp,,
False,Europe/Berlin,1752239852.14635,breathingExercise,instagram,openedApp,6.0,540.0
False,Europe/Berlin,1752240117.1410341,,instagram,closedApp,,
False,Europe/Berlin,1752240314.017891,,instagram,closedApp,,
False,Europe/Berlin,1752244180.823241,breathingExercise,instagram,openedApp,6.0,420.0
True,Europe/Berlin,1752244626.154356,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1752244609.4554548,,instagram,closedApp,,
False,Europe/Berlin,1752244642.39426,,instagram,closedApp,,
False,Europe/Berlin,1752250915.321996,breathingExercise,instagram,openedApp,6.0,480.0
True,Europe/Berlin,1752251415.573251,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1752251403.314812,,instagram,closedApp,,
True,Europe/Berlin,1752251857.170815,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1752251845.070098,,instagram,closedApp,,
False,Europe/Berlin,1752252310.097632,,instagram,closedApp,,
False,Europe/Berlin,1752252345.563595,,instagram,closedApp,,
False,Europe/Berlin,1752258994.334307,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752259328.552576,,instagram,closedApp,,
False,Europe/Berlin,1752263803.623636,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752264635.1818352,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752264173.2123098,,instagram,closedApp,,
False,Europe/Berlin,1752268116.90275,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752270380.148758,breathingExercise,instagram,openedApp,6.0,600.0
True,Europe/Berlin,1752271002.005937,breathingExercise,instagram,openedApp,6.0,1440.0
False,Europe/Berlin,1752270989.319938,,instagram,closedApp,,
False,Europe/Berlin,1752271566.823003,,instagram,closedApp,,
False,Europe/Berlin,1752300602.2935581,breathingExercise,instagram,openedApp,6.0,660.0
False,Europe/Berlin,1752300921.6284661,,instagram,closedApp,,
False,Europe/Berlin,1752301718.582746,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752301736.863893,breathingExercise,instagram,openedApp,6.0,780.0
False,Europe/Berlin,1752302188.9860191,,instagram,closedApp,,
False,Europe/Berlin,1752302467.1832929,,instagram,closedApp,,
False,Europe/Berlin,1752302581.861648,,instagram,closedApp,,
False,Europe/Berlin,1752306346.158277,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752306387.029809,,instagram,closedApp,,
False,Europe/Berlin,1752320872.09006,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752337496.8578491,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752338367.73279,breathingExercise,instagram,openedApp,6.0,660.0
False,Europe/Berlin,1752338400.176431,,instagram,closedApp,,
False,Europe/Berlin,1752354988.097834,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752355014.808609,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752355156.580765,,instagram,closedApp,,
True,Europe/Berlin,1752355400.697057,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1752355389.2870421,,instagram,closedApp,,
False,Europe/Berlin,1752355474.36357,,instagram,closedApp,,
False,Europe/Berlin,1752387274.5017052,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752392074.5520968,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752392290.18008,,instagram,closedApp,,
False,Europe/Berlin,1752394531.090588,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752394789.209117,,instagram,closedApp,,
False,Europe/Berlin,1752410558.3532538,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752410874.0983238,,instagram,closedApp,,
False,Europe/Berlin,1752411184.966385,,instagram,closedApp,,
False,Europe/Berlin,1752411395.192227,breathingExercise,instagram,openedApp,6.0,600.0
True,Europe/Berlin,1752412017.618037,breathingExercise,instagram,openedApp,6.0,720.0
False,Europe/Berlin,1752412009.557843,,instagram,closedApp,,
False,Europe/Berlin,1752412753.8926811,,instagram,closedApp,,
False,Europe/Berlin,1752413728.548054,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752413752.7232609,breathingExercise,instagram,openedApp,6.0,1020.0
False,Europe/Berlin,1752413878.0982919,,instagram,closedApp,,
False,Europe/Berlin,1752414214.617183,breathingExercise,instagram,openedApp,6.0,480.0
True,Europe/Berlin,1752414719.724494,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1752414707.8094501,,instagram,closedApp,,
False,Europe/Berlin,1752415011.506897,,instagram,closedApp,,
False,Europe/Berlin,1752418769.164548,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752419378.477973,,instagram,closedApp,,
False,Europe/Berlin,1752420730.941268,breathingExercise,instagram,openedApp,6.0,540.0
False,Europe/Berlin,1752421093.9707751,,instagram,closedApp,,
False,Europe/Berlin,1752426186.186228,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1752426665.850154,,instagram,closedApp,,
False,Europe/Berlin,1752436650.271836,breathingExercise,instagram,openedApp,6.0,720.0
False,Europe/Berlin,1752436691.276768,,instagram,closedApp,,
False,Europe/Berlin,1752437835.54993,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1752438242.49536,,instagram,closedApp,,
False,Europe/Berlin,1752440017.1524792,breathingExercise,instagram,openedApp,6.0,600.0
False,Europe/Berlin,1752474538.9692059,breathingExercise,instagram,openedApp,6.0,480.0
False,Europe/Berlin,1752440626.815794,,instagram,closedApp,,
False,Europe/Berlin,1752474760.096714,,instagram,closedApp,,
False,Europe/Berlin,1752476713.6089559,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1752477047.4003382,,instagram,closedApp,,
False,Europe/Berlin,1752483702.294454,breathingExercise,instagram,openedApp,6.0,420.0
False,Europe/Berlin,1752484310.339837,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1752483909.446245,,instagram,closedApp,,
False,Europe/Berlin,1752484547.54949,,instagram,closedApp,,
False,Europe/Berlin,1752484976.808443,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752485241.376328,,instagram,closedApp,,
False,Europe/Berlin,1752485346.43372,,instagram,closedApp,,
False,Europe/Berlin,1752485360.358469,breathingExercise,tikTok,openedApp,6.0,
False,Europe/Berlin,1752485769.314611,,tikTok,closedApp,,
False,Europe/Berlin,1752495730.60322,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752495943.75554,,instagram,closedApp,,
False,Europe/Berlin,1752496105.560597,,instagram,closedApp,,
False,Europe/Berlin,1752503147.943534,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752503433.3001971,,instagram,closedApp,,
False,Europe/Berlin,1752503629.775405,,instagram,closedApp,,
False,Europe/Berlin,1752503867.481408,,instagram,closedApp,,
False,Europe/Berlin,1752504340.349551,,instagram,closedApp,,
False,Europe/Berlin,1752508397.176525,breathingExercise,instagram,openedApp,6.0,720.0
False,Europe/Berlin,1752508622.026922,,instagram,closedApp,,
False,Europe/Berlin,1752514448.621848,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752514452.546897,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752514470.748158,breathingExercise,instagram,openedApp,6.0,360.0
False,Europe/Berlin,1752514549.426906,,instagram,closedApp,,
False,Europe/Berlin,1752514682.39147,,instagram,closedApp,,
False,Europe/Berlin,1752517213.1537108,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1752517329.3248448,,youtube,closedApp,,
False,Europe/Berlin,1752517647.382626,,youtube,closedApp,,
False,Europe/Berlin,1752517717.773017,,youtube,closedApp,,
False,Europe/Berlin,1752517743.06755,breathingExercise,tikTok,openedApp,6.0,
False,Europe/Berlin,1752517876.353682,,tikTok,closedApp,,
False,Europe/Berlin,1752518174.3222609,,tikTok,closedApp,,
False,Europe/Berlin,1752518263.632664,,tikTok,closedApp,,
False,Europe/Berlin,1752518377.512658,,tikTok,closedApp,,
False,Europe/Berlin,1752518780.082849,,tikTok,closedApp,,
False,Europe/Berlin,1752518896.567435,,tikTok,closedApp,,
False,Europe/Berlin,1752519155.763407,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752519187.3691878,,instagram,closedApp,,
False,Europe/Berlin,1752519431.677953,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752519445.76069,,tikTok,closedApp,,
False,Europe/Berlin,1752519585.679657,,tikTok,closedApp,,
False,Europe/Berlin,1752559182.426581,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752559267.792556,,instagram,closedApp,,
False,Europe/Berlin,1752559393.145263,,instagram,closedApp,,
False,Europe/Berlin,1752559861.3281388,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752565808.356508,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752565874.419074,,instagram,closedApp,,
True,Europe/Berlin,1752565978.7182899,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752565966.9282541,,instagram,closedApp,,
False,Europe/Berlin,1752566106.334105,,instagram,closedApp,,
False,Europe/Berlin,1752571008.588985,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752571066.984586,,instagram,closedApp,,
False,Europe/Berlin,1752571131.169262,,instagram,closedApp,,
False,Europe/Berlin,1752573722.552277,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752573762.364639,,instagram,closedApp,,
False,Europe/Berlin,1752573956.89005,,instagram,closedApp,,
False,Europe/Berlin,1752583642.080909,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752592324.307224,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752592370.184372,,instagram,closedApp,,
True,Europe/Berlin,1752592475.244269,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752592462.561791,,instagram,closedApp,,
False,Europe/Berlin,1752592604.566536,,instagram,closedApp,,
False,Europe/Berlin,1752593066.4704618,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752593088.9566422,breathingExercise,instagram,openedApp,6.0,120.0
True,Europe/Berlin,1752593227.7900848,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752593215.29481,,instagram,closedApp,,
False,Europe/Berlin,1752593335.548476,,instagram,closedApp,,
False,Europe/Berlin,1752596569.467737,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752596777.734134,,instagram,closedApp,,
False,Europe/Berlin,1752598374.269349,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752598437.447386,,instagram,closedApp,,
False,Europe/Berlin,1752598474.85443,breathingExercise,tikTok,openedApp,6.0,120.0
False,Europe/Berlin,1752598537.865787,,tikTok,closedApp,,
False,Europe/Berlin,1752598556.7810512,,tikTok,closedApp,,
False,Europe/Berlin,1752598584.83378,,tikTok,closedApp,,
False,Europe/Berlin,1752598755.790866,,tikTok,closedApp,,
True,Europe/Berlin,1752598769.758823,breathingExercise,tikTok,openedApp,6.0,120.0
False,Europe/Berlin,1752598877.617064,,tikTok,closedApp,,
False,Europe/Berlin,1752598909.127174,,tikTok,closedApp,,
True,Europe/Berlin,1752598921.984479,breathingExercise,tikTok,openedApp,6.0,120.0
False,Europe/Berlin,1752599054.354136,,tikTok,closedApp,,
False,Europe/Berlin,1752599067.194114,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1752599112.045632,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752599163.208283,,tikTok,closedApp,,
False,Europe/Berlin,1752599253.582468,,tikTok,closedApp,,
False,Europe/Berlin,1752599292.987772,,tikTok,closedApp,,
False,Europe/Berlin,1752601177.229558,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752601220.4177442,,instagram,closedApp,,
False,Europe/Berlin,1752603836.720902,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752604586.571718,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752603924.867163,,instagram,closedApp,,
False,Europe/Berlin,1752603950.5485802,,instagram,closedApp,,
False,Europe/Berlin,1752604024.702351,,instagram,closedApp,,
False,Europe/Berlin,1752605899.078279,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752605985.893177,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752606117.8462029,,instagram,closedApp,,
False,Europe/Berlin,1752606133.723521,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752606323.177034,,instagram,closedApp,,
False,Europe/Berlin,1752607678.439789,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752607697.503447,,instagram,closedApp,,
False,Europe/Berlin,1752608130.901648,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752608208.9626122,,instagram,closedApp,,
True,Europe/Berlin,1752608280.311919,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752608267.721132,,instagram,closedApp,,
False,Europe/Berlin,1752608344.780726,,instagram,closedApp,,
False,Europe/Berlin,1752610347.6577039,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752612535.2251039,breathingExercise,tikTok,openedApp,6.0,120.0
True,Europe/Berlin,1752612679.911587,breathingExercise,tikTok,openedApp,6.0,300.0
False,Europe/Berlin,1752612666.180696,,tikTok,closedApp,,
False,Europe/Berlin,1752612985.809579,,tikTok,closedApp,,
True,Europe/Berlin,1752613000.646842,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752613322.057085,breathingExercise,tikTok,openedApp,6.0,300.0
True,Europe/Berlin,1752613646.061102,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752613632.657692,,tikTok,closedApp,,
False,Europe/Berlin,1752613833.885417,,tikTok,closedApp,,
False,Europe/Berlin,1752614742.053654,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1752615135.6585932,,youtube,closedApp,,
False,Europe/Berlin,1752645524.773906,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752647970.962891,breathingExercise,instagram,openedApp,6.0,120.0
True,Europe/Berlin,1752648123.241349,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752648110.775233,,instagram,closedApp,,
False,Europe/Berlin,1752648258.4598432,,instagram,closedApp,,
False,Europe/Berlin,1752648418.254571,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752648440.777957,,tikTok,closedApp,,
False,Europe/Berlin,1752648623.395648,,tikTok,closedApp,,
False,Europe/Berlin,1752653278.306685,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752653396.649466,,instagram,closedApp,,
True,Europe/Berlin,1752653647.301628,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752653633.884694,,instagram,closedApp,,
False,Europe/Berlin,1752653675.122188,,instagram,closedApp,,
False,Europe/Berlin,1752670914.793376,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752671119.353245,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752671103.2837958,,instagram,closedApp,,
False,Europe/Berlin,1752671252.1439319,,instagram,closedApp,,
False,Europe/Berlin,1752675798.698862,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752677354.822619,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752675928.798574,,instagram,closedApp,,
False,Europe/Berlin,1752677374.3062901,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752677573.949994,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752677561.6685948,,instagram,closedApp,,
False,Europe/Berlin,1752677679.431548,,instagram,closedApp,,
False,Europe/Berlin,1752684077.516378,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1752684510.1028671,,youtube,closedApp,,
False,Europe/Berlin,1752689608.509305,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752689697.0559158,,instagram,closedApp,,
False,Europe/Berlin,1752689761.056371,,instagram,closedApp,,
True,Europe/Berlin,1752689824.9704309,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752689958.918391,,instagram,closedApp,,
False,Europe/Berlin,1752690330.456073,,instagram,closedApp,,
False,Europe/Berlin,1752694947.4736118,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752695065.067126,,instagram,closedApp,,
False,Europe/Berlin,1752695983.246664,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752698280.171443,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752698350.946918,,instagram,closedApp,,
True,Europe/Berlin,1752698495.2927709,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752698481.799917,,instagram,closedApp,,
False,Europe/Berlin,1752698542.482405,,instagram,closedApp,,
True,Europe/Berlin,1752698714.7244968,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1752698700.8877702,,instagram,closedApp,,
False,Europe/Berlin,1752698965.08862,,instagram,closedApp,,
False,Europe/Berlin,1752698981.804389,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1752699227.688659,,instagram,closedApp,,
False,Europe/Berlin,1752699238.5178561,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752699277.47198,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1752699345.129058,,instagram,closedApp,,
False,Europe/Berlin,1752699509.3323731,breathingExercise,tikTok,openedApp,6.0,60.0
True,Europe/Berlin,1752699590.644946,breathingExercise,tikTok,openedApp,6.0,60.0
False,Europe/Berlin,1752699578.277934,,tikTok,closedApp,,
False,Europe/Berlin,1752699659.160036,,tikTok,closedApp,,
True,Europe/Berlin,1752699672.831013,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752699785.3957958,,tikTok,closedApp,,
False,Europe/Berlin,1752699955.551176,,tikTok,closedApp,,
False,Europe/Berlin,1752699968.334558,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1752732774.800136,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752732977.8168092,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752732965.098361,,instagram,closedApp,,
True,Europe/Berlin,1752733178.132647,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752735505.24612,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752733164.707433,,instagram,closedApp,,
False,Europe/Berlin,1752733307.7889051,,instagram,closedApp,,
False,Europe/Berlin,1752739873.678082,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1752739909.925075,,instagram,closedApp,,
True,Europe/Berlin,1752739958.176468,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752739943.847614,,instagram,closedApp,,
False,Europe/Berlin,1752740033.053977,,instagram,closedApp,,
False,Europe/Berlin,1752741382.427371,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752741512.4619842,,instagram,closedApp,,
False,Europe/Berlin,1752741911.569555,breathingExercise,instagram,dismissedAppOpening,6.0,
