interventionType,interventionDuration,timezone,resolution,purpose,isReIntervention,timestamp,app
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753031963.8368149,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753032142.753306,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753046784.835758,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753080772.210732,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753106458.034797,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753108600.592324,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753109726.501193,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753111529.9744968,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753127818.514769,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753187065.540532,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753187126.286691,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753256710.03925,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753431103.722662,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753449761.6164799,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753468543.643358,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753468552.44698,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753468637.9255838,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753511162.418353,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753511753.550949,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753517477.4516149,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753518196.753121,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753533156.6647801,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753534548.925139,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753565751.434525,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753603023.491327,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753615542.945291,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753630622.5332808,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753630841.5003471,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753630858.535964,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753631033.4616408,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753703940.807507,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753730310.1944342,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753771014.289805,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753771547.8843431,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753794355.858675,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753801039.1436949,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753808232.9767761,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753819221.193622,twitter
breathingExercise,6,Europe/London,openedApp,Stay In the Loop,False,1753819998.143007,safari
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753855829.7185411,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753862848.592513,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753874797.711701,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753907792.427119,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753907832.245349,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753907954.936702,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753908061.4048018,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753942209.545998,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753944577.735527,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753946413.7370849,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753946917.128707,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753947737.420035,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753947978.897297,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753950111.574716,twitter
breathingExercise,6,Europe/London,dismissedAppOpening,,False,1753950143.894246,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1753956778.9393148,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1753958590.128408,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1753958710.387432,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754030745.04817,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754031287.565794,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754031488.436798,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754031843.762519,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754050148.40515,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754058926.169491,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754059195.263335,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754059846.7726731,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754060146.563023,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754060223.990814,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754061407.253475,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754123917.148644,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754124429.005342,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754124524.673044,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754124580.728605,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754128869.046284,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754129253.89731,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754148223.16674,safari
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754154806.138258,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754154959.91364,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754216771.133966,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754217620.150842,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754219508.336654,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754233439.540138,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754238276.969001,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754238929.1473799,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754304374.3853211,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754307047.1056318,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754307924.14712,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754312219.648203,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754319084.800302,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754319302.055379,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754319398.592207,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754321161.538136,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754323261.644635,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754326572.7603679,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754332899.70699,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754336572.3799639,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754339479.4757152,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754375716.2336369,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754391753.8946981,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754405060.640668,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754405327.61975,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754406447.689259,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754411379.787153,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754424807.0927582,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754427741.1155028,twitter
breathingExercise,6,Europe/Paris,dismissedAppOpening,,False,1754428692.561274,twitter
