isReIntervention,timezone,timestamp,interventionType,interventionDuration,resolution,app
False,America/New_York,1750556654.3622131,,,closedApp,instagram
False,America/New_York,1750561236.291366,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750561291.394402,,,closedApp,instagram
False,America/New_York,1750561363.176646,,,closedApp,instagram
False,America/New_York,1750562781.092134,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750564497.135929,,,closedApp,instagram
False,America/New_York,1750565177.208146,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750565447.959656,,,closedApp,instagram
False,America/New_York,1750565483.0377321,,,closedApp,instagram
False,America/New_York,1750566084.37817,,,closedApp,instagram
False,America/New_York,1750566737.930252,,,closedApp,instagram
False,America/New_York,1750566769.596026,,,closedApp,instagram
False,America/New_York,1750567490.853953,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750567709.423522,,,closedApp,instagram
False,America/New_York,1750568365.3396869,,,closedApp,instagram
False,America/New_York,1750571230.045383,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750572002.815656,,,closedApp,instagram
False,America/New_York,1750597379.034698,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750597582.932997,,,closedApp,instagram
False,America/New_York,1750598156.369952,,,closedApp,instagram
False,America/New_York,1750598355.724598,,,closedApp,instagram
False,America/New_York,1750598503.244993,,,closedApp,instagram
False,America/New_York,1750600005.065449,,,closedApp,instagram
False,America/New_York,1750601470.05074,,,closedApp,instagram
False,America/New_York,1750601857.993509,,,closedApp,instagram
False,America/New_York,1750602244.169409,,,closedApp,instagram
False,America/New_York,1750603712.520234,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750603820.1062732,,,closedApp,instagram
False,America/New_York,1750605522.5301142,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750606244.527827,,,closedApp,instagram
False,America/New_York,1750606754.5260491,,,closedApp,instagram
False,America/New_York,1750606941.292529,,,closedApp,instagram
False,America/New_York,1750607109.677712,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750607188.12713,,,closedApp,instagram
False,America/New_York,1750607222.534586,,,closedApp,instagram
False,America/New_York,1750610983.031286,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750611067.9113421,,,closedApp,instagram
False,America/New_York,1750611201.075745,,,closedApp,instagram
False,America/New_York,1750611315.797904,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750611432.1185632,,,closedApp,instagram
False,America/New_York,1750611634.7537398,,,closedApp,instagram
False,America/New_York,1750621838.788207,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750622139.7084851,,,closedApp,instagram
False,America/New_York,1750622276.074946,,,closedApp,instagram
False,America/New_York,1750624313.850521,,,closedApp,instagram
False,America/New_York,1750630932.976455,,,closedApp,instagram
False,America/New_York,1750631668.336698,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750631914.1349092,,,closedApp,instagram
False,America/New_York,1750632066.3254619,,,closedApp,instagram
False,America/New_York,1750632528.379445,,,closedApp,instagram
False,America/New_York,1750632734.582432,,,closedApp,instagram
False,America/New_York,1750633397.292776,,,closedApp,instagram
False,America/New_York,1750636118.542235,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750636850.843611,,,closedApp,instagram
False,America/New_York,1750637997.330029,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750638108.9752831,,,closedApp,instagram
False,America/New_York,1750643252.682293,,,closedApp,instagram
False,America/New_York,1750675094.474509,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750675301.715133,,,closedApp,instagram
False,America/New_York,1750675725.345295,,,closedApp,instagram
False,America/New_York,1750676018.968902,,,closedApp,instagram
False,America/New_York,1750676368.365199,,,closedApp,instagram
False,America/New_York,1750677541.24491,,,closedApp,instagram
False,America/New_York,1750680493.256629,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750680503.18015,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750682080.827495,,,closedApp,instagram
False,America/New_York,1750682566.768892,,,closedApp,instagram
False,America/New_York,1750682726.106195,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750682764.186507,,,closedApp,instagram
False,America/New_York,1750682892.392961,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750682926.631278,,,closedApp,instagram
False,America/New_York,1750683640.956847,,,closedApp,instagram
False,America/New_York,1750687392.949342,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750687551.106851,,,closedApp,instagram
False,America/New_York,1750687600.489345,,,closedApp,instagram
False,America/New_York,1750690054.9075909,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750690093.803996,,,closedApp,instagram
False,America/New_York,1750690110.80464,,,closedApp,instagram
False,America/New_York,1750705967.649668,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750705981.887279,,,closedApp,instagram
False,America/New_York,1750706431.949109,,,closedApp,instagram
False,America/New_York,1750709162.0423222,,,closedApp,instagram
False,America/New_York,1750709470.772058,,,closedApp,instagram
False,America/New_York,1750709960.682723,,,closedApp,instagram
False,America/New_York,1750715439.3641648,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750715614.770485,,,closedApp,instagram
False,America/New_York,1750716220.0863981,,,closedApp,instagram
False,America/New_York,1750716303.828875,,,closedApp,instagram
False,America/New_York,1750718584.9735599,,,closedApp,instagram
False,America/New_York,1750720155.811439,,,closedApp,instagram
False,America/New_York,1750721727.4942908,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750721926.035042,,,closedApp,instagram
False,America/New_York,1750723367.6856542,,,closedApp,instagram
False,America/New_York,1750734490.543563,,,closedApp,instagram
False,America/New_York,1750761599.6848578,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750762430.073646,,,closedApp,instagram
False,America/New_York,1750765943.951603,,,closedApp,instagram
False,America/New_York,1750767148.546095,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750767489.174881,,,closedApp,instagram
False,America/New_York,1750768541.42022,,,closedApp,instagram
False,America/New_York,1750768825.646976,,,closedApp,instagram
False,America/New_York,1750769115.01419,,,closedApp,instagram
False,America/New_York,1750769220.643313,,,closedApp,instagram
False,America/New_York,1750769561.119577,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750769577.415999,,,closedApp,instagram
False,America/New_York,1750776921.754688,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750777295.142959,,,closedApp,instagram
False,America/New_York,1750781104.1127958,,,closedApp,instagram
False,America/New_York,1750781206.7641978,,,closedApp,instagram
False,America/New_York,1750781760.545209,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750782014.267065,,,closedApp,instagram
False,America/New_York,1750782043.737375,,,closedApp,instagram
False,America/New_York,1750785805.65093,,,closedApp,instagram
False,America/New_York,1750785852.090575,,,closedApp,instagram
False,America/New_York,1750785898.697686,,,closedApp,instagram
False,America/New_York,1750785931.114198,,,closedApp,instagram
False,America/New_York,1750786098.731436,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750786936.436018,,,closedApp,instagram
False,America/New_York,1750787448.7277741,,,closedApp,instagram
False,America/New_York,1750788260.072453,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750788682.810771,,,closedApp,instagram
False,America/New_York,1750790608.7935228,,,closedApp,instagram
False,America/New_York,1750790674.534929,,,closedApp,instagram
False,America/New_York,1750790729.6759691,,,closedApp,instagram
False,America/New_York,1750791535.059458,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750791635.2716088,,,closedApp,instagram
False,America/New_York,1750792135.1913018,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750794063.1682348,,,closedApp,instagram
False,America/New_York,1750851851.590444,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750852046.263651,,,closedApp,instagram
False,America/New_York,1750852956.724294,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750854275.8683782,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750853664.042389,,,closedApp,instagram
False,America/New_York,1750854401.534315,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750855658.197808,,,closedApp,instagram
False,America/New_York,1750855741.132792,,,closedApp,instagram
False,America/New_York,1750855925.172351,,,closedApp,instagram
False,America/New_York,1750869734.431713,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750869794.220994,,,closedApp,instagram
False,America/New_York,1750870020.777101,,,closedApp,instagram
False,America/New_York,1750871013.033412,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750871306.708434,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750871568.372433,,,closedApp,instagram
False,America/New_York,1750871866.698094,,,closedApp,instagram
False,America/New_York,1750873374.188223,,,closedApp,instagram
False,America/New_York,1750874816.291354,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750874980.219678,,,closedApp,instagram
False,America/New_York,1750877088.8647618,,,closedApp,instagram
False,America/New_York,1750877253.548569,,,closedApp,instagram
False,America/New_York,1750880100.890341,,,closedApp,instagram
False,America/New_York,1750881276.914452,,,closedApp,instagram
False,America/New_York,1750883435.890987,,,closedApp,instagram
False,America/New_York,1750883902.47874,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750884209.434641,,,closedApp,instagram
False,America/New_York,1750884634.2760959,,,closedApp,instagram
False,America/New_York,1750889671.6371632,,,closedApp,instagram
False,America/New_York,1750894793.70577,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750904878.3942409,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750904965.451398,,,closedApp,instagram
False,America/New_York,1750905409.585566,,,closedApp,instagram
False,America/New_York,1750905657.527278,,,closedApp,instagram
False,America/New_York,1750905870.1289148,breathingExercise,3.0,openedApp,instagram
False,America/New_York,1750905935.8526201,,,closedApp,instagram
False,America/New_York,1750906155.897828,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750906598.970724,breathingExercise,3.0,dismissedAppOpening,instagram
False,America/New_York,1750939917.7972121,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750941329.26938,,,closedApp,instagram
False,America/New_York,1750941990.228653,,,closedApp,instagram
False,America/New_York,1750942751.246591,,,closedApp,instagram
False,America/New_York,1750950388.5573602,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750950515.56947,,,closedApp,instagram
False,America/New_York,1750950758.85108,,,closedApp,instagram
False,America/New_York,1750956857.220438,,,closedApp,instagram
False,America/New_York,1750956988.897212,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750957333.4557881,,,closedApp,instagram
False,America/New_York,1750958051.654469,,,closedApp,instagram
False,America/New_York,1750958202.665753,,,closedApp,instagram
False,America/New_York,1750960704.650558,,,closedApp,instagram
False,America/New_York,1750965794.513123,,,closedApp,instagram
False,America/New_York,1750970887.0035028,,,closedApp,instagram
False,America/New_York,1750979019.676739,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750979400.506428,,,closedApp,instagram
False,America/New_York,1750980009.657099,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750980110.960104,,,closedApp,instagram
False,America/New_York,1750980279.382695,,,closedApp,instagram
False,America/New_York,1750985834.454369,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750986285.681316,,,closedApp,instagram
False,America/New_York,1750986594.7562652,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750986722.571867,,,closedApp,instagram
False,America/New_York,1750994943.131783,,,closedApp,instagram
False,America/New_York,1750995419.216115,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1750995680.522272,,,closedApp,instagram
False,America/New_York,1750995684.448882,,,closedApp,instagram
False,America/New_York,1751022138.58281,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751022468.751717,,,closedApp,instagram
False,America/New_York,1751026623.755464,,,closedApp,instagram
False,America/New_York,1751026714.045236,,,closedApp,instagram
False,America/New_York,1751027775.522818,,,closedApp,instagram
False,America/New_York,1751028408.921675,,,closedApp,instagram
False,America/New_York,1751028441.830707,,,closedApp,instagram
False,America/New_York,1751032697.59228,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751032820.4748812,,,closedApp,instagram
False,America/New_York,1751032889.873677,,,closedApp,instagram
False,America/New_York,1751035751.780133,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751035790.428335,,,closedApp,instagram
False,America/New_York,1751041898.625272,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751041991.8286839,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751042226.257509,,,closedApp,instagram
False,America/New_York,1751044882.8272161,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751045757.708724,,,closedApp,instagram
False,America/New_York,1751046940.7257628,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751047077.2396789,,,closedApp,instagram
False,America/New_York,1751052134.2229118,,,closedApp,instagram
False,America/New_York,1751052480.0850391,,,closedApp,instagram
False,America/New_York,1751052982.3141189,,,closedApp,instagram
False,America/New_York,1751054122.29808,,,closedApp,instagram
False,America/New_York,1751065237.265998,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751065352.368839,,,closedApp,instagram
False,America/New_York,1751066237.88945,,,closedApp,instagram
False,America/New_York,1751067035.330185,,,closedApp,instagram
False,America/New_York,1751067652.539612,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751068340.5908399,,,closedApp,instagram
False,America/New_York,1751068455.760778,,,closedApp,instagram
False,America/New_York,1751068532.274956,,,closedApp,instagram
False,America/New_York,1751068603.842721,,,closedApp,instagram
False,America/New_York,1751069304.029475,,,closedApp,instagram
False,America/New_York,1751077136.994585,breathingExercise,6.0,dismissedAppOpening,tikTok
False,America/New_York,1751077167.6228151,breathingExercise,6.0,openedApp,tikTok
False,America/New_York,1751077320.464726,,,closedApp,tikTok
False,America/New_York,1751085285.7349539,,,closedApp,tikTok
False,America/New_York,1751085802.5391479,,,closedApp,tikTok
False,America/New_York,1751089389.774376,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751089567.585091,,,closedApp,instagram
False,America/New_York,1751090409.041594,breathingExercise,6.0,openedApp,tikTok
False,America/New_York,1751090487.6554608,,,closedApp,tikTok
False,America/New_York,1751120125.456073,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751120950.809856,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751121137.078749,,,closedApp,instagram
False,America/New_York,1751124481.515671,,,closedApp,instagram
False,America/New_York,1751127155.977958,,,closedApp,instagram
False,America/New_York,1751127407.270138,,,closedApp,instagram
False,America/New_York,1751128409.347089,,,closedApp,instagram
False,America/New_York,1751128947.20676,,,closedApp,instagram
False,America/New_York,1751134458.926964,,,closedApp,instagram
False,America/New_York,1751135473.915652,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751136289.190463,,,closedApp,instagram
False,America/New_York,1751137938.599479,,,closedApp,instagram
False,America/New_York,1751140208.0110378,,,closedApp,instagram
False,America/New_York,1751148606.169137,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751148721.972394,,,closedApp,instagram
False,America/New_York,1751149425.69879,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751149440.479042,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751149520.0744262,,,closedApp,instagram
False,America/New_York,1751166401.644388,,,closedApp,instagram
False,America/New_York,1751169104.697428,,,closedApp,instagram
False,America/New_York,1751169696.444024,,,closedApp,instagram
False,America/New_York,1751171485.2873468,,,closedApp,instagram
False,America/New_York,1751173534.4984632,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751173858.9010282,,,closedApp,instagram
False,America/New_York,1751173876.5363588,,,closedApp,instagram
False,America/New_York,1751205845.078932,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751205880.60268,,,closedApp,instagram
False,America/New_York,1751208309.1808329,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751208666.660606,,,closedApp,instagram
False,America/New_York,1751208707.355575,,,closedApp,instagram
False,America/New_York,1751209147.739025,,,closedApp,instagram
False,America/New_York,1751214521.7178679,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751215115.3541331,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751222697.007042,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751223691.394902,,,closedApp,instagram
False,America/New_York,1751223858.787942,,,closedApp,instagram
False,America/New_York,1751224840.504167,,,closedApp,instagram
False,America/New_York,1751225362.914052,,,closedApp,instagram
False,America/New_York,1751226589.092194,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751226809.329663,,,closedApp,instagram
False,America/New_York,1751227244.998163,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751227259.901752,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751227827.00694,,,closedApp,instagram
False,America/New_York,1751228574.441777,,,closedApp,instagram
False,America/New_York,1751232070.345533,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751232261.156719,,,closedApp,instagram
False,America/New_York,1751232559.5322552,,,closedApp,instagram
False,America/New_York,1751237072.773694,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751237638.126221,,,closedApp,instagram
False,America/New_York,1751238107.601912,,,closedApp,instagram
False,America/New_York,1751238331.8159242,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751238766.626498,,,closedApp,instagram
False,America/New_York,1751239305.222503,,,closedApp,instagram
False,America/New_York,1751240087.858891,,,closedApp,instagram
False,America/New_York,1751242474.180357,,,closedApp,instagram
False,America/New_York,1751244004.074928,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751244248.50351,,,closedApp,instagram
False,America/New_York,1751247858.723143,,,closedApp,instagram
False,America/New_York,1751279534.651723,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751279832.0401978,,,closedApp,instagram
False,America/New_York,1751282324.985379,,,closedApp,instagram
False,America/New_York,1751284307.503056,,,closedApp,instagram
False,America/New_York,1751284805.0796561,,,closedApp,instagram
False,America/New_York,1751284906.943307,,,closedApp,instagram
False,America/New_York,1751285325.634552,,,closedApp,instagram
False,America/New_York,1751287486.435761,,,closedApp,instagram
False,America/New_York,1751287642.637415,,,closedApp,instagram
False,America/New_York,1751288420.5487819,,,closedApp,instagram
False,America/New_York,1751292299.635998,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751292643.954125,,,closedApp,instagram
False,America/New_York,1751292964.767237,,,closedApp,instagram
False,America/New_York,1751293193.872711,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751293732.472996,,,closedApp,instagram
False,America/New_York,1751293828.6164021,,,closedApp,instagram
False,America/New_York,1751294807.319175,,,closedApp,instagram
False,America/New_York,1751294895.712352,,,closedApp,instagram
False,America/New_York,1751298115.6179671,,,closedApp,instagram
False,America/New_York,1751300912.255447,,,closedApp,instagram
False,America/New_York,1751300993.754004,,,closedApp,instagram
False,America/New_York,1751301146.777689,,,closedApp,instagram
False,America/New_York,1751301297.594075,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751301366.628666,,,closedApp,instagram
False,America/New_York,1751307983.661778,,,closedApp,instagram
False,America/New_York,1751308083.221963,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751311251.680747,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751311589.899993,,,closedApp,instagram
False,America/New_York,1751311711.3938541,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751312234.709811,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751312409.7024121,,,closedApp,instagram
False,America/New_York,1751313716.9465408,,,closedApp,instagram
False,America/New_York,1751315201.1964478,,,closedApp,instagram
False,America/New_York,1751315638.9990602,,,closedApp,instagram
False,America/New_York,1751316831.4529939,,,closedApp,instagram
False,America/New_York,1751316904.793536,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751316908.3569798,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751316946.993679,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751316950.1901488,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751317357.697057,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751321557.5833511,breathingExercise,6.0,openedApp,tikTok
False,America/New_York,1751322050.784792,,,closedApp,tikTok
False,America/New_York,1751326261.462103,,,closedApp,tikTok
False,America/New_York,1751329977.112976,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751330089.8510609,,,closedApp,instagram
False,America/New_York,1751330624.8658671,,,closedApp,instagram
False,America/New_York,1751331853.6647,,,closedApp,instagram
False,America/New_York,1751332059.999947,,,closedApp,instagram
False,America/New_York,1751333779.944103,,,closedApp,instagram
False,America/New_York,1751334195.957862,,,closedApp,instagram
False,America/New_York,1751336102.495884,,,closedApp,instagram
False,America/New_York,1751367012.262599,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751367916.1427689,,,closedApp,instagram
False,America/New_York,1751368046.519785,,,closedApp,instagram
False,America/New_York,1751372049.5833411,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751372396.167633,,,closedApp,instagram
False,America/New_York,1751373008.5433168,,,closedApp,instagram
False,America/New_York,1751373905.419143,,,closedApp,instagram
False,America/New_York,1751374054.024482,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751374126.416521,,,closedApp,instagram
False,America/New_York,1751378729.641597,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751379198.8597941,,,closedApp,instagram
False,America/New_York,1751379858.461551,,,closedApp,instagram
False,America/New_York,1751379984.952513,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751390671.5613651,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751390954.109937,,,closedApp,instagram
False,America/New_York,1751391437.017098,,,closedApp,instagram
False,America/New_York,1751392355.0147839,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751392441.010293,,,closedApp,instagram
False,America/New_York,1751392593.7003632,,,closedApp,instagram
False,America/New_York,1751395378.672965,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751395585.096905,,,closedApp,instagram
False,America/New_York,1751410992.680197,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751411256.900254,,,closedApp,instagram
False,America/New_York,1751411325.072509,,,closedApp,instagram
False,America/New_York,1751411746.2894359,,,closedApp,instagram
False,America/New_York,1751411867.697177,,,closedApp,instagram
False,America/New_York,1751414254.4466372,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751414741.360919,,,closedApp,instagram
False,America/New_York,1751415162.477875,,,closedApp,instagram
False,America/New_York,1751416869.926276,,,closedApp,instagram
False,America/New_York,1751417605.635488,,,closedApp,instagram
False,America/New_York,1751417671.498374,,,closedApp,instagram
False,America/New_York,1751417874.362808,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751417889.801958,,,closedApp,instagram
False,America/New_York,1751417985.503354,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751418125.562776,,,closedApp,instagram
False,America/New_York,1751418154.884556,,,closedApp,instagram
False,America/New_York,1751418208.516506,,,closedApp,instagram
False,America/New_York,1751418401.3687181,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751418513.9741611,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751418685.176789,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751418955.855937,,,closedApp,instagram
False,America/New_York,1751419851.010432,,,closedApp,instagram
False,America/New_York,1751420213.464664,,,closedApp,instagram
False,America/New_York,1751420488.6995258,,,closedApp,instagram
False,America/New_York,1751421758.3095279,,,closedApp,instagram
False,America/New_York,1751456486.098534,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751457115.690679,,,closedApp,instagram
False,America/New_York,1751457362.250627,,,closedApp,instagram
False,America/New_York,1751457917.634476,,,closedApp,instagram
False,America/New_York,1751458419.8601289,,,closedApp,instagram
False,America/New_York,1751458982.053763,,,closedApp,instagram
False,America/New_York,1751459202.5066562,,,closedApp,instagram
False,America/New_York,1751459283.322315,,,closedApp,instagram
False,America/New_York,1751459736.843647,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751459994.740903,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751466528.750236,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751460419.429229,,,closedApp,instagram
False,America/New_York,1751461237.487627,,,closedApp,instagram
False,America/New_York,1751461297.880292,,,closedApp,instagram
False,America/New_York,1751461358.566335,,,closedApp,instagram
False,America/New_York,1751461398.99961,,,closedApp,instagram
False,America/New_York,1751466560.3242168,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751466981.373837,,,closedApp,instagram
False,America/New_York,1751468103.905822,,,closedApp,instagram
False,America/New_York,1751468333.74628,,,closedApp,instagram
False,America/New_York,1751468938.886976,,,closedApp,instagram
False,America/New_York,1751469468.3018851,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751469598.953748,,,closedApp,instagram
False,America/New_York,1751469683.343099,,,closedApp,instagram
False,America/New_York,1751471086.868051,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751471123.269506,,,closedApp,instagram
False,America/New_York,1751472499.145611,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751475297.245055,,,closedApp,instagram
False,America/New_York,1751475450.172031,,,closedApp,instagram
False,America/New_York,1751475864.0883799,,,closedApp,instagram
False,America/New_York,1751476155.5570679,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751476512.718923,,,closedApp,instagram
False,America/New_York,1751476601.623043,,,closedApp,instagram
False,America/New_York,1751476762.6295362,,,closedApp,instagram
False,America/New_York,1751476774.901499,,,closedApp,instagram
False,America/New_York,1751480883.545638,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751480887.181495,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751481291.823093,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751481368.424017,,,closedApp,instagram
False,America/New_York,1751482015.22324,,,closedApp,instagram
False,America/New_York,1751483217.209346,breathingExercise,6.0,dismissedAppOpening,instagram
False,America/New_York,1751484718.754039,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751485104.354968,,,closedApp,instagram
False,America/New_York,1751487639.027631,,,closedApp,instagram
False,America/New_York,1751488149.2696161,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751488315.475966,,,closedApp,instagram
False,America/New_York,1751493135.674408,,,closedApp,instagram
False,America/New_York,1751493298.781225,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751493648.345501,,,closedApp,instagram
False,America/New_York,1751495001.092536,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751495147.1700249,,,closedApp,instagram
False,America/New_York,1751511975.8367229,,,closedApp,instagram
False,America/New_York,1751516557.6518888,,,closedApp,instagram
False,America/New_York,1751518161.135769,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751518411.127306,,,closedApp,instagram
False,America/New_York,1751518978.4031758,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751519262.149167,,,closedApp,instagram
False,America/New_York,1751554060.7483768,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751554335.6973162,,,closedApp,instagram
False,America/New_York,1751555376.162953,,,closedApp,instagram
False,America/New_York,1751555901.161022,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751556063.457253,,,closedApp,instagram
False,America/New_York,1751565407.225572,,,closedApp,instagram
False,America/New_York,1751569982.583733,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751570146.4775538,,,closedApp,instagram
False,America/New_York,1751570503.903147,breathingExercise,6.0,openedApp,instagram
False,America/New_York,1751570720.0325751,,,closedApp,instagram
False,America/New_York,1751574187.621869,,,closedApp,instagram
False,America/New_York,1751601155.257427,,,closedApp,instagram
False,America/New_York,1751602450.490654,breathingExercise,6.0,openedApp,instagram
