interventionType,timezone,timeIntervalUntilReIntervention,timestamp,interventionDuration,isReIntervention,app,resolution
breathingExercise,Australia/Sydney,,1753060304.359017,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1753060386.455467,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753060490.727807,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753061677.442288,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753062813.769676,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753063122.9935079,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753068047.251492,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753068980.007627,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753070225.384654,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753071138.062206,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753073282.5689569,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753076954.64077,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753078801.008908,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753079057.550408,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753079311.67374,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753082590.4713202,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753093857.1803808,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753094669.474757,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753097354.2716231,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753097673.304389,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,120.0,1753097942.038454,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753131707.227624,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753132984.77479,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753139833.2242398,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753148932.297504,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,120.0,1753149403.151237,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,120.0,1753168181.627403,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753168651.855187,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753168760.625093,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753169547.7561789,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753169596.7807941,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753178707.066653,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753178859.09029,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753179118.3336968,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753182243.894717,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753182270.3214478,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753182294.414957,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,840.0,1753182373.0784202,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753183608.768221,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753218369.333023,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753241944.000815,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753244624.603162,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753251866.841275,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,360.0,1753254966.1578588,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,780.0,1753255347.911041,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753260852.7052932,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753260852.835154,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,360.0,1753261523.5509,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753261890.301111,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,720.0,1753261907.770591,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753262675.8923368,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,960.0,1753262936.6479049,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753263883.336182,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753264383.826826,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753264926.720073,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753265430.299189,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753268944.461597,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,480.0,1753268962.820091,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753268987.7632542,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753270306.504334,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753270634.5274,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753270853.198889,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753270931.100902,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753307790.7971191,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753307994.170306,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753308514.9758182,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753308515.309077,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753312053.595994,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753314392.903091,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753314721.193492,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753315386.381151,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753316608.481131,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753316866.657958,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753322609.122037,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753322869.3445191,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753323694.5470672,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753325528.367655,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753327092.602697,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753327092.901272,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753330440.5052671,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753330441.0513182,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753333816.006318,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753334105.480001,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753334184.978437,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753336580.305203,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,120.0,1753337035.030472,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753337660.8959289,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753338021.2687101,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753340464.6088638,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,600.0,1753361122.9732609,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,900.0,1753361749.092647,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753394577.61075,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753395188.037842,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753403858.6073952,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753406524.290771,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753406592.845782,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753406651.2256122,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753406654.474335,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753406656.0031672,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,360.0,1753406794.041471,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753411566.9194021,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753413849.5864592,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753427031.616063,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753427031.711894,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,480.0,1753427295.80339,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753427994.586458,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753435996.589686,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753438041.745707,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753438481.0126019,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,660.0,1753438930.201843,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753443736.740937,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753443754.784764,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753444075.97123,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,960.0,1753444799.922111,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753445447.477628,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,480.0,1753480992.570287,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753481468.019036,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753481978.853307,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753486211.456249,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753489258.065346,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753489698.8841472,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753490312.73424,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753490553.5267591,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753493074.884805,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753493625.77358,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753514597.670687,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753527872.596096,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753531732.539757,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753532653.9124951,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753534088.0290399,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753535225.303246,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753535239.6776729,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,480.0,1753537530.3447871,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753537791.177939,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753537793.211513,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753570565.554503,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753577037.429872,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1753577495.217016,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753580155.608549,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,600.0,1753587805.065661,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753602266.538913,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753602753.029539,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753604106.078895,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753604124.3494658,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753604570.557183,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,1020.0,1753604646.083179,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753604955.352701,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753651437.608824,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753657417.16454,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753659290.303184,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753661132.382979,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753662363.013856,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753665356.316983,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753668634.4128141,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,540.0,1753669410.9769669,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753670855.159725,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753672537.6142669,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753673378.658535,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753674754.4703112,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,120.0,1753675537.4568381,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753682615.763475,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,120.0,1753685446.6940742,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753688525.628696,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753689596.093843,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1753691350.198827,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753694249.069569,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753694575.456139,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753698816.1259131,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753700036.039479,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753700285.540028,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,600.0,1753700356.640101,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1753737641.849093,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753738890.143414,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753756488.8420591,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753761156.632121,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753761236.728219,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753773949.631637,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753780360.564219,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,1020.0,1753780379.268275,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,900.0,1753781423.467822,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753784835.5759358,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,900.0,1753785824.253837,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753834489.9215012,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753839146.031903,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753839163.1382542,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753840548.802583,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753843047.4765658,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753843867.108021,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753851654.051863,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753853974.843122,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753854055.7390618,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1753859330.925201,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,1020.0,1753859592.785599,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753860830.770687,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753862723.202352,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,360.0,1753868200.355832,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753869125.305979,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1753870557.1791,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753871091.335465,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753871200.7685409,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753872489.9396858,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753872810.746856,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1753874159.407948,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,360.0,1753874278.2849932,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1753874641.4208279,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,120.0,1753912763.992789,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753912915.700141,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1753915559.314733,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753916724.356834,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753918675.139952,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753919379.419244,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753928205.9995441,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753937557.7314348,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753937809.010117,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1753937835.9164472,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753937903.706567,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753938076.7624002,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753940376.827839,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753940734.574967,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1753944815.77317,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1753945908.108457,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,840.0,1753946290.352332,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753947140.970135,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1753947160.884306,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753998733.088595,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,240.0,1753998750.8735409,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1753998981.7821422,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,360.0,1754004268.088753,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1754010901.8849092,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754012719.494092,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754013608.9322681,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754017930.48487,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754017931.0325751,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1754024692.694361,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754026913.372927,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754026993.827135,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1754038709.823041,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754038811.829146,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,420.0,1754086299.23413,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1754089423.60977,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1754099759.015647,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,600.0,1754100112.476544,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754100784.048959,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754107108.964133,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754107407.9607558,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1754108528.415144,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1754110375.736857,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754111098.433702,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754111099.116146,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1754111194.058811,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,60.0,1754115415.3624492,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,960.0,1754115493.742738,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,720.0,1754116752.628253,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1754129427.084863,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754130205.2253861,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754180257.776392,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754181417.39952,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1754181768.1638842,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,480.0,1754182246.091641,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754197812.949013,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754198007.436377,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1754200176.5319219,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,180.0,1754200556.3640652,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754203895.637178,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,60.0,1754203935.045865,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1754204714.343042,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,780.0,1754206128.843264,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754206984.525934,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1754207622.484503,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1754208751.934869,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,300.0,1754209885.243087,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,420.0,1754212745.8660722,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,540.0,1754213287.221194,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,180.0,1754213909.213901,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,780.0,1754214444.366807,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1754215581.582133,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,240.0,1754217447.537915,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,,1754217581.474174,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1754217585.381659,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1754217587.532589,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,,1754218169.811883,6,False,instagram,dismissedAppOpening
breathingExercise,Australia/Sydney,300.0,1754221214.47043,6,False,instagram,openedApp
breathingExercise,Australia/Sydney,360.0,1754225693.612763,6,False,instagram,openedApp
