resolution,timezone,app,isReIntervention,interventionDuration,timestamp,interventionType,purpose,timeIntervalUntilReIntervention
closedApp,Europe/Vilnius,telegram,False,,1750410355.312632,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750410642.789754,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750410658.479717,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750411187.369915,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750411275.06735,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750411697.30127,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750412482.789177,,,
closedApp,Europe/Vilnius,telegram,False,,1750412496.388514,,,
closedApp,Europe/Vilnius,telegram,False,,1750412504.5669231,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750413329.120075,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750413361.992038,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750413386.1827788,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750413499.922622,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750413521.758737,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750413851.8425698,,,
closedApp,Europe/Vilnius,tikTok,False,,1750413953.385056,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750413967.121295,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750414280.746778,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750414294.7511492,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750414380.631495,,,
closedApp,Europe/Vilnius,telegram,False,,1750414492.005046,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750417371.453964,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750417392.147408,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750417446.05233,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750417551.6993132,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1750417693.72665,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750417731.557581,breathingExercise,Написать сообщение,600.0
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750418218.0429,breathingExercise,,
closedApp,Europe/Vilnius,instagram,False,,1750417775.771059,,,
closedApp,Europe/Vilnius,instagram,False,,1750417851.127407,,,
closedApp,Europe/Vilnius,telegram,False,,1750417809.3266969,,,
closedApp,Europe/Vilnius,telegram,False,,1750417989.31171,,,
closedApp,Europe/Vilnius,telegram,False,,1750418013.05715,,,
closedApp,Europe/Vilnius,telegram,False,,1750418120.23486,,,
closedApp,Europe/Vilnius,telegram,False,,1750418198.5090098,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750418278.268615,breathingExercise,В туалете,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750418866.664,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1750418302.803973,,,
closedApp,Europe/Vilnius,tikTok,False,,1750418540.4549298,,,
closedApp,Europe/Vilnius,telegram,False,,1750418329.102504,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750420748.740147,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750420777.68995,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750421635.8398519,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750421734.990086,,,
closedApp,Europe/Vilnius,telegram,False,,1750422046.37588,,,
closedApp,Europe/Vilnius,telegram,False,,1750422370.404269,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750423490.825927,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750423527.229228,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750424818.8680449,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750424837.0446239,,,
closedApp,Europe/Vilnius,telegram,False,,1750425267.765948,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750425283.617289,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750425324.704358,,,
closedApp,Europe/Vilnius,instagram,False,,1750425360.188787,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750427249.271122,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750428680.971951,,,
closedApp,Europe/Vilnius,telegram,False,,1750429162.8016481,,,
closedApp,Europe/Vilnius,telegram,False,,1750429479.282237,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750429481.9904308,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750430377.745403,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750430961.497611,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750431037.8766131,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750431571.195994,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,telegram,False,6.0,1750433059.829331,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750433089.6945,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750433214.879674,,,
closedApp,Europe/Vilnius,tikTok,False,,1750433708.735553,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750434199.497706,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750434249.4707499,,,
closedApp,Europe/Vilnius,telegram,False,,1750434275.95573,,,
closedApp,Europe/Vilnius,telegram,False,,1750434360.084178,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750434405.1502318,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750450803.777269,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750452372.669167,breathingExercise,,
closedApp,Europe/Vilnius,instagram,False,,1750451539.9043078,,,
closedApp,Europe/Vilnius,instagram,False,,1750451753.724839,,,
closedApp,Europe/Vilnius,telegram,False,,1750434468.053587,,,
closedApp,Europe/Vilnius,telegram,False,,1750434634.959158,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750452440.516344,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750452607.8236508,,,
closedApp,Europe/Vilnius,telegram,False,,1750452425.661941,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750452622.399005,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750452665.830759,,,
closedApp,Europe/Vilnius,telegram,False,,1750452759.8287659,,,
openedApp,Europe/Vilnius,threads,False,6.0,1750452776.503611,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750453087.86783,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1750453079.3676481,,,
closedApp,Europe/Vilnius,threads,False,,1750452812.396957,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750453110.815702,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750453137.323821,,,
closedApp,Europe/Vilnius,instagram,False,,1750484186.6349921,,,
closedApp,Europe/Vilnius,instagram,False,,1750484267.313719,,,
closedApp,Europe/Vilnius,instagram,False,,1750484443.61905,,,
closedApp,Europe/Vilnius,instagram,False,,1750484541.5112329,,,
closedApp,Europe/Vilnius,instagram,False,,1750484587.590395,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750484684.948577,breathingExercise,Написать сообщение,600.0
openedApp,Europe/Vilnius,tikTok,True,6.0,1750485308.103252,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750485293.8474622,,,
closedApp,Europe/Vilnius,tikTok,False,,1750485624.099434,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750485637.470818,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750485654.752311,,,
closedApp,Europe/Vilnius,tikTok,False,,1750485910.28478,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1750485924.4550838,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750486383.500389,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750486399.292972,breathingExercise,Поискать информацию,420.0
closedApp,Europe/Vilnius,instagram,False,,1750486551.5439029,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750486558.485718,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750486582.783187,breathingExercise,Написать сообщение,480.0
closedApp,Europe/Vilnius,tikTok,False,,1750486968.158852,,,
closedApp,Europe/Vilnius,tikTok,False,,1750487138.046174,,,
closedApp,Europe/Vilnius,tikTok,False,,1750487300.9321852,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750487680.61584,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750487874.936075,,,
closedApp,Europe/Vilnius,telegram,False,,1750487997.083456,,,
closedApp,Europe/Vilnius,telegram,False,,1750488076.6198711,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750488293.982698,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750488316.952158,,,
closedApp,Europe/Vilnius,telegram,False,,1750488417.887506,,,
closedApp,Europe/Vilnius,telegram,False,,1750488497.543198,,,
closedApp,Europe/Vilnius,telegram,False,,1750488515.4822059,,,
closedApp,Europe/Vilnius,telegram,False,,1750489456.81269,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750489706.124712,breathingExercise,Скука,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750489812.839457,,,
closedApp,Europe/Vilnius,tikTok,False,,1750489918.6197948,,,
closedApp,Europe/Vilnius,tikTok,False,,1750490071.588335,,,
closedApp,Europe/Vilnius,threads,False,,1750490150.506864,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750492241.1451058,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750492274.610317,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750492486.643256,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750492501.920788,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750495803.470858,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750495824.117711,,,
closedApp,Europe/Vilnius,telegram,False,,1750495864.671186,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750496171.044081,breathingExercise,Написать сообщение,600.0
openedApp,Europe/Vilnius,tikTok,False,6.0,1750496198.329907,breathingExercise,В туалете,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750496226.852655,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750500696.1641688,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750500980.0020719,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750501105.1418371,,,
closedApp,Europe/Vilnius,telegram,False,,1750501149.66575,,,
closedApp,Europe/Vilnius,telegram,False,,1750501174.193866,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750501203.910155,breathingExercise,Написать сообщение,420.0
closedApp,Europe/Vilnius,tikTok,False,,1750501220.397228,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1750501652.078182,breathingExercise,Развлечься,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750502289.2645211,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1750501639.8729172,,,
closedApp,Europe/Vilnius,tikTok,False,,1750501697.970477,,,
closedApp,Europe/Vilnius,tikTok,False,,1750502285.57449,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750502459.028449,breathingExercise,Написать сообщение,540.0
openedApp,Europe/Vilnius,telegram,False,6.0,1750505718.951744,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,tikTok,False,,1750502984.637683,,,
closedApp,Europe/Vilnius,tikTok,False,,1750503007.513558,,,
closedApp,Europe/Vilnius,telegram,False,,1750505755.3129082,,,
closedApp,Europe/Vilnius,telegram,False,,1750506135.3568711,,,
closedApp,Europe/Vilnius,telegram,False,,1750506162.940127,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750507183.4559321,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750508006.450845,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750508083.386709,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1750508100.48624,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750508322.620593,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750508356.965622,,,
closedApp,Europe/Vilnius,instagram,False,,1750514861.776667,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750515442.633671,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750515510.3184872,,,
closedApp,Europe/Vilnius,telegram,False,,1750516111.142672,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750520398.227699,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750520613.08384,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750520615.653702,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1750521009.8218951,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1750521026.665186,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750521443.987667,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750521458.4128141,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750521492.292279,,,
closedApp,Europe/Vilnius,telegram,False,,1750521520.6913428,,,
closedApp,Europe/Vilnius,telegram,False,,1750521790.7898731,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750522181.231956,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750522250.7493858,,,
closedApp,Europe/Vilnius,telegram,False,,1750522293.579134,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750523373.232726,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750523432.0811129,,,
closedApp,Europe/Vilnius,telegram,False,,1750523497.0323029,,,
closedApp,Europe/Vilnius,telegram,False,,1750524260.982063,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750526243.084307,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750527189.097389,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750527241.427355,,,
closedApp,Europe/Vilnius,tikTok,False,,1750527609.738422,,,
dismissedAppOpening,Europe/Vilnius,tikTok,True,6.0,1750527943.214184,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1750527928.038227,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750527958.763556,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750527986.705809,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750528004.6618052,breathingExercise,Развлечься,600.0
dismissedAppOpening,Europe/Vilnius,tikTok,True,6.0,1750528649.222609,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1750528152.5323749,,,
closedApp,Europe/Vilnius,tikTok,False,,1750528648.3322191,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750530091.233203,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750530112.8086782,breathingExercise,Оставайтесь в курсе событий,
closedApp,Europe/Vilnius,telegram,False,,1750530126.3547711,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750530180.778522,breathingExercise,Расслабиться,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750530306.011595,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750530320.257588,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750530353.967435,,,
dismissedAppOpening,Europe/Vilnius,tikTok,True,6.0,1750530859.079426,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1750530840.595694,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750530884.599155,breathingExercise,В туалете,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750531134.065137,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750534703.981822,breathingExercise,Не могу уснуть,600.0
closedApp,Europe/Vilnius,instagram,False,,1750534737.009253,,,
closedApp,Europe/Vilnius,tikTok,False,,1750531407.779216,,,
closedApp,Europe/Vilnius,tikTok,False,,1750533652.3459191,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750535017.836825,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750535060.219969,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750535829.886519,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750535966.094274,,,
closedApp,Europe/Vilnius,telegram,False,,1750535986.877284,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750536003.0954552,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,threads,False,6.0,1750536626.991473,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,tikTok,False,,1750536109.685435,,,
closedApp,Europe/Vilnius,tikTok,False,,1750536610.362887,,,
closedApp,Europe/Vilnius,telegram,False,,1750536125.2736669,,,
closedApp,Europe/Vilnius,telegram,False,,1750536610.360055,,,
closedApp,Europe/Vilnius,threads,False,,1750536934.654722,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750578689.226409,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750578709.22325,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750578778.78983,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750578803.090765,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750578822.141113,,,
closedApp,Europe/Vilnius,telegram,False,,1750579213.111124,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750582704.550273,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750582726.45653,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750584834.786982,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750584878.077549,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750584916.6012201,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750584943.103911,,,
closedApp,Europe/Vilnius,telegram,False,,1750584967.243132,,,
closedApp,Europe/Vilnius,telegram,False,,1750585024.205676,,,
closedApp,Europe/Vilnius,telegram,False,,1750585134.9043589,,,
closedApp,Europe/Vilnius,telegram,False,,1750585271.9494271,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750586922.862216,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750586947.682962,,,
closedApp,Europe/Vilnius,telegram,False,,1750587015.2088199,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750599159.223429,breathingExercise,Расслабиться,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750599744.59979,,,
closedApp,Europe/Vilnius,tikTok,False,,1750599839.8918009,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1750599859.7743258,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750599921.499376,,,
closedApp,Europe/Vilnius,tikTok,False,,1750600147.593552,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750600170.751477,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750600379.945761,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750603437.8998609,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750603492.070399,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750603901.1339421,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750603987.514145,,,
closedApp,Europe/Vilnius,telegram,False,,1750604000.0337749,,,
closedApp,Europe/Vilnius,telegram,False,,1750604034.239619,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750604235.371543,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750604622.012996,,,
closedApp,Europe/Vilnius,telegram,False,,1750604677.688494,,,
closedApp,Europe/Vilnius,telegram,False,,1750605779.8818011,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750606228.248211,breathingExercise,В туалете,600.0
closedApp,Europe/Vilnius,instagram,False,,1750606311.366688,,,
closedApp,Europe/Vilnius,instagram,False,,1750606529.450988,,,
dismissedAppOpening,Europe/Vilnius,threads,False,6.0,1750606533.247796,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750612076.050947,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750612218.53236,,,
closedApp,Europe/Vilnius,telegram,False,,1750612303.116035,,,
closedApp,Europe/Vilnius,telegram,False,,1750612424.054503,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750612483.162363,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1750612499.363023,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750612508.452832,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750612790.323748,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750612826.33956,,,
closedApp,Europe/Vilnius,instagram,False,,1750612883.6428242,,,
closedApp,Europe/Vilnius,instagram,False,,1750612922.838733,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750613265.563868,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750613346.408434,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750613561.180594,breathingExercise,В туалете,
closedApp,Europe/Vilnius,telegram,False,,1750613665.427964,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750614162.2119179,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750614266.219732,,,
openedApp,Europe/Vilnius,threads,False,6.0,1750614463.4018068,breathingExercise,Проверять лайки,
closedApp,Europe/Vilnius,instagram,False,,1750614415.8687758,,,
closedApp,Europe/Vilnius,instagram,False,,1750614448.846966,,,
closedApp,Europe/Vilnius,threads,False,,1750614987.343576,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750615095.558113,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750615101.099776,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750615889.192569,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750616157.140142,,,
closedApp,Europe/Vilnius,tikTok,False,,1750616520.157222,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750616841.738062,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750616856.219167,breathingExercise,В туалете,
closedApp,Europe/Vilnius,telegram,False,,1750616873.381304,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750617281.884894,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750617352.288785,,,
closedApp,Europe/Vilnius,telegram,False,,1750617425.808442,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750617442.663035,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750617468.586602,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1750617517.164125,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750617668.986975,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750617726.805058,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750617751.760227,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750618171.219047,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750618185.382015,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750618307.092956,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750618374.128506,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750618429.096817,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750618479.172875,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750618665.494873,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750618747.816545,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750618764.418416,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750618878.499624,,,
closedApp,Europe/Vilnius,tikTok,False,,1750618985.76545,,,
closedApp,Europe/Vilnius,tikTok,False,,1750619041.020238,,,
closedApp,Europe/Vilnius,tikTok,False,,1750619348.879616,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750619352.538002,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1750619366.491138,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1750619639.901525,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750619625.6950731,,,
closedApp,Europe/Vilnius,tikTok,False,,1750620252.412535,,,
closedApp,Europe/Vilnius,tikTok,False,,1750620492.0033112,,,
closedApp,Europe/Vilnius,tikTok,False,,1750620917.9633079,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750650796.87086,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1750650843.323744,,,
closedApp,Europe/Vilnius,telegram,False,,1750651074.954461,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750651091.0951018,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1750651123.833957,,,
closedApp,Europe/Vilnius,instagram,False,,1750651203.207471,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750651230.655448,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750653033.525125,breathingExercise,Проверять лайки,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1750653612.867257,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1750653767.197095,breathingExercise,Написать сообщение,600.0
openedApp,Europe/Vilnius,telegram,False,6.0,1750653899.3183,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750653937.974848,,,
closedApp,Europe/Vilnius,telegram,False,,1750654007.7356992,,,
closedApp,Europe/Vilnius,telegram,False,,1750654051.372241,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750655557.564637,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750655686.9915829,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1750655599.4319859,,,
closedApp,Europe/Vilnius,telegram,False,,1750655682.261479,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1750655690.451899,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1750655714.1703029,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1750655839.6788368,,,
closedApp,Europe/Vilnius,telegram,False,,1750655853.749661,,,
closedApp,Europe/Vilnius,telegram,False,,1750655935.9846048,,,
closedApp,Europe/Vilnius,telegram,False,,1750656023.322732,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750658438.4867182,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1750658476.053576,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1750658984.078604,breathingExercise,Написать сообщение,
