timestamp,timezone,resolution,interventionType,isReIntervention,app,interventionDuration
1753226920.902714,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753341748.886726,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753343197.426568,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753343332.358712,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753372589.7598438,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753375743.513124,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753380717.08343,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753381570.5410872,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753382169.403847,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753383338.962369,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753385661.929354,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753395494.0292702,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753396153.777835,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753402697.662703,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753403574.785414,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753404305.7708158,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753404418.7896829,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753404741.676357,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753405034.85954,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753405263.61636,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753405580.681602,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753405858.949384,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753406149.5214581,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753406885.249501,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753407363.603825,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753408082.168576,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753408703.0115628,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753409323.932775,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753409373.459508,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753409886.405589,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753410270.981662,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753410888.522668,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753412239.094174,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753412517.0710669,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753414562.736784,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753414642.363881,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753414855.448657,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753414870.77536,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753415076.905626,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753416103.330895,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753416855.201581,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753418575.698577,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753418911.2657042,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753452734.19487,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753454793.34168,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753459518.432438,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753460932.183116,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753461234.9303188,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753462084.7723022,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753465252.412224,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753466076.170467,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753467767.896019,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753467905.358623,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753468908.248065,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753470276.231535,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753472210.0264568,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753472414.793256,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753474776.951071,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753476275.7583342,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753477675.40677,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753478145.394504,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753479367.971319,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753479657.08988,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753479831.6170669,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753480766.2051659,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753481950.481804,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753484238.6299691,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753484837.861969,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753485227.000143,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753487823.227169,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753496686.163203,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753497011.094857,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753497848.065102,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753498887.153891,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753499932.937292,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753507590.9412751,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753511808.2802439,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753511826.662154,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753558915.21918,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753562569.277158,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753569097.863778,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753569269.0016642,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753569450.037043,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753570285.876931,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753570305.010339,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753571381.758587,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753574551.3837361,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753576059.451288,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753576077.049368,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753576432.072102,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753578468.111417,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753585363.511045,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753585436.98951,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753590020.7409601,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753590037.048465,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753591999.0143728,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753592427.355496,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753593672.5678449,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753594056.274107,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753628195.6734462,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753630386.361579,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753633165.951525,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753635587.479532,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753636820.624953,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753637895.420908,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753638037.44795,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753641346.401093,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753642062.507215,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753649902.347928,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753650910.465973,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753658313.1073852,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753661017.43959,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753662485.217492,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753662547.636592,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753672576.6610951,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753673321.686761,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753673679.766488,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753673921.63411,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753802142.2231178,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753802395.7649941,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753803603.669549,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753804578.0195541,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753804881.567521,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753805184.66344,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753806339.03602,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753806638.243095,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753807489.471933,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753809440.903692,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753811888.457725,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753812621.46487,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753817116.8120399,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753817187.857065,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753817469.715121,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753817918.421993,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753818091.938174,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753818319.754521,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753819185.238651,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753819254.420586,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753819441.386909,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753819765.035696,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753823268.5827,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753824548.629482,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753824701.417581,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753831463.920089,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753843479.478919,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753887535.3384728,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753888502.993737,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753890120.674852,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753890124.036783,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1753891493.41389,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753896730.082955,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753903348.168392,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753905279.677321,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753913302.820137,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753926288.860276,America/Chicago,openedApp,breathingExercise,False,instagram,6
1753930170.0181708,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754053440.429357,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754053911.661762,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754054016.3489618,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754055043.964428,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754068811.8886452,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754074963.6047,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754086200.5124822,America/Chicago,dismissedAppOpening,breathingExercise,False,instagram,6
1754086834.2355762,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754094569.5175319,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754111620.523817,America/Chicago,openedApp,breathingExercise,False,instagram,6
1754111945.1474528,America/Chicago,openedApp,breathingExercise,False,instagram,6
