isReIntervention,interventionType,timezone,timestamp,resolution,interventionDuration,app
False,breathingExercise,Europe/Berlin,1752074931.5579162,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752086893.926228,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752087505.883659,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752087690.819716,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752087830.941155,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752088017.558381,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752088118.5605989,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752094250.947081,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752097180.799086,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752097280.332267,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752097441.7935839,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752097451.692785,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752097813.6405392,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752099284.1304178,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752099303.5354052,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752099714.887209,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752101855.681168,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752135002.610557,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752135117.745916,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752135784.636942,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752135923.524177,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752136212.557924,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752137657.46855,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752138009.3217921,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752138505.280987,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752138621.813009,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752138642.9549708,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752138732.927226,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752139685.87958,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752140293.5106559,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752140457.630878,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752140734.418931,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752140842.7662659,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752140874.545586,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752143976.4986439,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752144074.869365,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752146980.230843,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752147014.238852,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752147264.844983,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752147900.723479,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752148487.200614,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752150270.567939,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752153648.1298351,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752153782.331136,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752155170.325945,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752155402.0843081,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752155845.773615,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752155899.5271258,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752156237.7255979,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752156358.005612,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752157996.282254,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752165330.408564,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752165708.469325,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752165947.107768,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752166442.148162,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752167554.864052,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752169153.8316932,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752170688.8092608,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752170906.2973208,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752170918.53457,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752171958.103925,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752172230.5922918,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752172789.049128,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752174109.8309,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752174669.020009,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752174951.689326,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752175131.575221,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752178962.124321,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752183735.270197,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752183875.650824,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752212683.702656,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752214868.320653,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752216287.1273952,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752216546.432414,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752217631.384826,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752219809.486071,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752220117.715482,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752229088.400233,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752243557.741395,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752243866.3013592,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752243881.281824,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752244303.006877,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752244742.304154,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752245098.943618,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752245106.934935,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752246135.4070668,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752246939.034136,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752256316.427285,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752256417.2028298,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752257238.1070971,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752257755.7384229,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752258869.48249,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752260341.167355,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752262241.65976,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752265993.9913979,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752266355.274963,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752267813.807385,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752267884.6735048,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752268904.301487,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752283975.327588,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752310412.834413,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752310669.353365,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752310671.135597,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752310707.029583,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752310885.679138,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752311663.903326,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752311686.440839,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752312011.4830508,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752312701.504075,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752312864.193369,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752315345.472512,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752315383.247696,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752316433.421432,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752316708.2515001,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752320860.088012,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752322733.95682,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752326314.8475308,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752326709.8852139,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752327461.002345,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752330433.667389,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752331287.304775,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752331318.814149,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752331349.134797,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752332627.100256,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752335887.655396,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752337458.916548,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752338694.721329,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752338793.61975,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752340601.8055139,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752366652.4092789,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752366743.074318,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752394374.984336,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752394522.302374,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752394810.793824,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752396612.724351,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752396774.169129,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752397359.389813,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752397393.296943,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752397464.956387,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752397757.45653,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752398844.743164,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752399158.0837789,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752399704.8474932,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752401639.738914,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752406502.189914,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752407926.66481,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752408148.276445,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752408176.2700958,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752409773.6233978,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752420992.007131,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752421119.239366,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752421433.772788,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752423159.14366,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752423869.289709,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752424173.233176,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752424653.2609072,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752425435.0309029,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752428743.863772,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752429194.240114,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752430536.6968231,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752430925.087153,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752431682.130505,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752432246.107905,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752434077.44551,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752435072.854326,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752435662.4532108,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752437010.883096,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752437839.5169702,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752437933.661995,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752438429.892894,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752439223.949751,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752441189.366257,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752441242.377596,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752441311.926256,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752441330.518842,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752441734.191186,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752449195.71772,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752449448.036319,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752451649.1603708,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752469251.750027,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752469432.9635181,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752470015.580859,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752483020.301642,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752483783.674858,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752483898.607856,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752487449.755137,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752495338.852783,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752495535.070353,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752495740.915092,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752510318.992574,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752510591.261435,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752510681.44086,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752510787.782816,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752511175.314907,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752512815.510737,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752518230.051785,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752518737.362924,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752519053.338592,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752521961.5112882,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752554775.092392,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752555353.176416,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752555611.635092,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752555798.770337,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752555915.290575,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752556853.223777,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752558420.013287,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752559428.94422,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752559532.779681,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752559575.0570421,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752559924.0111399,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752560499.381397,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752560828.6889071,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752560933.90879,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752564081.6815472,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752571068.6826658,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752574024.432342,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752577041.245069,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752577279.642776,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752579640.5666928,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752580967.42628,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752582906.559998,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752583072.008343,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752583591.888885,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752583620.558344,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752583762.827779,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752583764.769922,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752583874.043617,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752583881.375455,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752584240.0930262,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752585105.341028,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752585144.354228,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752585207.8654861,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752586216.024529,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752588922.263917,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752589329.1603389,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752589922.353148,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752591103.4609509,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752591350.76476,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752591531.3256512,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752592620.6136642,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752596130.299545,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752596716.7443938,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752601382.841861,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752601585.7889218,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752601857.261619,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752602543.4096231,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752602910.000196,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752604413.745817,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752605034.593663,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752605881.281225,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752607645.4393148,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752608110.879973,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752608755.482216,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752611906.844403,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752616552.942778,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752616599.232759,dismissedAppOpening,3,instagram
False,breathingExercise,Europe/Berlin,1752616861.924895,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752643254.427892,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752644961.5410209,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752645047.971126,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752645498.2306871,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752652550.351717,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752656821.0679421,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752661008.1786761,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752676632.0384521,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752678950.54648,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752679870.661097,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752679962.302841,openedApp,3,instagram
False,breathingExercise,Europe/Berlin,1752680678.592649,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752682207.3614469,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752682416.517618,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752682465.894123,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752682508.841792,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752683725.351822,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752683900.5107331,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752684485.348,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752688696.5714421,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752689840.604384,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752692343.4943361,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752697722.8212562,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752700313.991455,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752731331.545903,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752732268.694201,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752737375.6727781,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752740024.444721,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752743094.724131,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752746289.754556,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752746680.819346,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752750303.632141,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752750670.370786,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752754132.935756,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752761850.894318,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752763655.042182,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752764050.832372,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752764165.2048779,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752764620.286735,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752765409.753504,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752765438.287842,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752768206.501523,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752773820.906748,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752819071.74619,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752819438.882885,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752819612.958173,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752819806.724447,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752840306.266666,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752841894.107732,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752841905.693322,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752841930.611758,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752847063.301342,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752847268.4855452,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752847995.983105,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752848175.423238,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752848429.992192,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752850548.769342,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752850980.3406281,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752851291.717664,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752854936.8872309,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752859362.280031,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752860101.704387,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752868369.367255,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752868528.274574,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752869009.345727,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752869879.284471,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752870276.356457,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752872727.091922,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752877356.482607,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752879748.092243,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752879801.86623,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752882608.974859,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752914811.277224,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752916640.943464,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752919865.0302339,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752920489.938143,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752923725.676285,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752924144.544187,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752924435.1402311,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752942575.217529,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752942997.208211,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752945439.9973679,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752946667.594929,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752956081.8578858,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752956096.953814,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752965452.2908611,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752969515.532907,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752993093.801115,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752993123.0702128,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1752993137.4711409,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1752993853.593137,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753006596.996389,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753006619.51423,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753011884.6818252,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753013076.138947,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753013090.479136,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753014320.031486,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753014336.301584,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753014951.3118482,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753015247.185601,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753015409.6892982,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753016021.072566,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753016044.105678,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753016047.0093389,dismissedAppOpening,6,instagram
False,breathingExercise,Europe/Berlin,1753016078.5148149,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753016160.313144,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753016604.628607,openedApp,6,instagram
False,breathingExercise,Europe/Berlin,1753017814.1941981,openedApp,6,instagram
