interventionDuration,resolution,isReIntervention,timezone,timeIntervalUntilReIntervention,interventionType,app,timestamp
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751444432.798091
6,openedApp,False,Europe/Berlin,540.0,breathingExercise,instagram,1751445112.003172
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751445180.153122
6,openedApp,False,Europe/Berlin,720.0,breathingExercise,instagram,1751445741.0274138
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751446186.332937
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751446966.717743
6,openedApp,False,Europe/Berlin,1200.0,askForTimeLimit,instagram,1751447195.745576
6,openedApp,False,Europe/Berlin,960.0,askForTimeLimit,instagram,1751447274.638246
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751451987.223846
6,openedApp,False,Europe/Berlin,1020.0,breathingExercise,instagram,1751452545.1455688
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751453293.69979
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751453856.312285
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751454335.8637872
6,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751458674.178957
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751459849.137898
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751459914.189252
6,openedApp,False,Europe/Berlin,900.0,askForTimeLimit,instagram,1751466390.0970001
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751466432.802294
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751466901.642702
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751476609.153709
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751476710.0018601
6,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751484643.741286
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751484817.0156531
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751485641.115522
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751498916.263966
6,openedApp,False,Europe/Berlin,900.0,breathingExercise,instagram,1751499602.594023
6,openedApp,False,Europe/Berlin,540.0,breathingExercise,instagram,1751500523.586975
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751517767.787685
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751518241.4700708
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751527991.63625
6,openedApp,False,Europe/Berlin,420.0,askForTimeLimit,instagram,1751530282.834544
6,openedApp,False,Europe/Berlin,540.0,breathingExercise,instagram,1751530737.7586021
6,openedApp,False,Europe/Berlin,720.0,breathingExercise,instagram,1751531304.572331
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751533145.57825
6,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751533168.945719
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751533624.712153
6,openedApp,False,Europe/Berlin,1260.0,askForTimeLimit,instagram,1751534310.8141599
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751535712.3169842
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751540456.6200008
6,openedApp,False,Europe/Berlin,840.0,breathingExercise,instagram,1751541014.3682098
6,openedApp,False,Europe/Berlin,900.0,askForTimeLimit,instagram,1751541240.219126
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751543102.091322
6,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751543123.89987
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751543237.182485
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751544376.643255
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751544402.020596
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751544432.9292998
6,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751547050.075313
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751547182.1682339
6,dismissedAppOpening,False,Europe/Berlin,,breathingExercise,instagram,1751549162.809667
6,openedApp,False,Europe/Berlin,660.0,breathingExercise,instagram,1751549191.6558661
6,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751549242.8420339
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751549328.1851768
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751549531.052186
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751549619.9917378
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751549720.337383
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751549963.864229
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751564399.137986
6,openedApp,False,Europe/Berlin,480.0,askForTimeLimit,instagram,1751567193.203041
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751567723.7920551
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751567963.091916
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751569124.755097
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751573784.022966
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751573866.980795
6,openedApp,False,Europe/Berlin,1320.0,askForTimeLimit,instagram,1751578666.741214
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751579954.422318
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751608513.4884028
6,openedApp,False,Europe/Berlin,1200.0,askForTimeLimit,instagram,1751609808.6401749
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751614142.009615
6,openedApp,False,Europe/Berlin,660.0,askForTimeLimit,instagram,1751614185.893701
6,openedApp,False,Europe/Berlin,360.0,askForTimeLimit,instagram,1751628147.889861
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751628265.546788
6,openedApp,False,Europe/Berlin,600.0,askForTimeLimit,instagram,1751628269.955437
6,openedApp,False,Europe/Berlin,720.0,askForTimeLimit,instagram,1751629711.686356
6,openedApp,False,Europe/Berlin,540.0,askForTimeLimit,instagram,1751629875.05707
6,dismissedAppOpening,False,Europe/Berlin,,askForTimeLimit,instagram,1751639471.0693889
6,openedApp,False,Europe/Berlin,780.0,askForTimeLimit,instagram,1751639476.4132252
6,openedApp,False,Europe/Luxembourg,600.0,askForTimeLimit,instagram,1751653006.1916199
6,openedApp,False,Europe/Luxembourg,660.0,askForTimeLimit,instagram,1751659888.782528
6,openedApp,False,Europe/Luxembourg,660.0,askForTimeLimit,instagram,1751705107.412949
6,openedApp,False,Europe/Luxembourg,600.0,askForTimeLimit,instagram,1751705181.974164
6,openedApp,False,Europe/Luxembourg,600.0,askForTimeLimit,instagram,1751705227.487764
6,openedApp,False,Europe/Luxembourg,1320.0,askForTimeLimit,instagram,1751706210.6172662
6,dismissedAppOpening,False,Europe/Luxembourg,,askForTimeLimit,instagram,1751712484.659593
6,openedApp,False,Europe/Luxembourg,600.0,askForTimeLimit,instagram,1751713013.987232
6,openedApp,False,Europe/Luxembourg,480.0,askForTimeLimit,instagram,1751713412.9239001
6,openedApp,False,Europe/Luxembourg,720.0,askForTimeLimit,instagram,1751739110.552238
6,openedApp,False,Europe/Luxembourg,540.0,askForTimeLimit,instagram,1751754857.477065
6,openedApp,False,Europe/Luxembourg,420.0,askForTimeLimit,instagram,1751755051.513196
6,openedApp,False,Europe/Luxembourg,600.0,askForTimeLimit,instagram,1751781290.200315
6,dismissedAppOpening,False,Europe/Luxembourg,,askForTimeLimit,instagram,1751781394.96989
6,dismissedAppOpening,False,Europe/Luxembourg,,askForTimeLimit,instagram,1751783404.171533
6,dismissedAppOpening,False,Europe/Luxembourg,,askForTimeLimit,instagram,1751794029.175029
6,openedApp,False,Europe/Luxembourg,60.0,askForTimeLimit,instagram,1751797201.138483
6,dismissedAppOpening,False,Europe/Luxembourg,,breathingExercise,instagram,1751797273.9221559
6,openedApp,False,Europe/Luxembourg,720.0,askForTimeLimit,instagram,1751804497.99775
6,openedApp,False,Europe/Luxembourg,720.0,askForTimeLimit,instagram,1751807059.605825
6,openedApp,False,Europe/Luxembourg,480.0,askForTimeLimit,instagram,1751811312.401225
6,openedApp,False,Europe/Luxembourg,540.0,askForTimeLimit,instagram,1751813070.578469
6,openedApp,False,Europe/Luxembourg,540.0,askForTimeLimit,instagram,1751813101.372058
6,openedApp,False,Europe/Luxembourg,660.0,breathingExercise,instagram,1751813717.311955
6,openedApp,False,Europe/Luxembourg,600.0,askForTimeLimit,instagram,1751813838.067049
6,openedApp,False,Europe/Luxembourg,660.0,askForTimeLimit,instagram,1751814856.3126369
6,openedApp,False,Europe/Luxembourg,540.0,askForTimeLimit,instagram,1751815313.2114549
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751822996.864593
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1751824373.693987
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751825067.675772
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751826712.886138
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1751826788.273366
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1751828274.82325
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1751837246.776048
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1751837818.3720179
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1751839323.413183
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1751866405.290941
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1751869998.6531348
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1751870244.988219
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751870326.371533
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1751870419.029089
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1751927753.283424
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1751927773.783243
6,openedApp,False,Europe/Madrid,1020.0,askForTimeLimit,instagram,1751928872.168278
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1751955323.0099401
6,openedApp,False,Europe/Madrid,420.0,askForTimeLimit,instagram,1751955706.69836
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1751956496.263469
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1751980392.356955
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1751993596.4564939
6,openedApp,False,Europe/Madrid,960.0,askForTimeLimit,instagram,1751996137.8526402
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751996207.783452
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751996414.50052
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1751996507.932526
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1751996684.372396
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1751996882.925029
6,openedApp,False,Europe/Madrid,300.0,askForTimeLimit,instagram,1752000074.6242728
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752012287.462566
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752057144.07231
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752071118.468577
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752087238.8933492
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752087486.46031
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752087810.429353
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752095309.554637
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752129709.717859
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752135018.147116
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752135037.79566
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752136043.7447438
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752141822.8870301
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752144404.958714
6,openedApp,False,Europe/Madrid,360.0,askForTimeLimit,instagram,1752145102.2874231
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752145229.30264
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752154090.783722
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752162829.638412
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752162886.3598309
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752162951.454701
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752163229.329031
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752163356.705056
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752163391.083737
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752164297.3908029
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752164468.723352
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752166649.691237
6,openedApp,False,Europe/Madrid,420.0,askForTimeLimit,instagram,1752166666.0846438
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752172039.1630921
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752173876.9418368
6,openedApp,False,Europe/Madrid,540.0,breathingExercise,instagram,1752174902.581804
6,openedApp,False,Europe/Madrid,600.0,breathingExercise,instagram,1752176801.909051
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752178350.07992
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752178356.350529
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752179177.9743671
6,openedApp,False,Europe/Madrid,240.0,breathingExercise,instagram,1752179800.335249
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752181057.373335
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752211679.186182
6,openedApp,False,Europe/Madrid,300.0,askForTimeLimit,instagram,1752215007.922676
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752232600.480463
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752235048.972035
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752246037.38195
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752246371.164885
6,openedApp,False,Europe/Madrid,420.0,askForTimeLimit,instagram,1752250414.091851
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752250904.6632571
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752252377.0706692
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752252797.7169409
6,openedApp,False,Europe/Madrid,780.0,askForTimeLimit,instagram,1752256141.70619
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752258626.644145
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752259111.086946
6,openedApp,False,Europe/Madrid,780.0,askForTimeLimit,instagram,1752267016.516896
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752270349.531999
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752277038.522169
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752277146.04839
6,openedApp,False,Europe/Madrid,420.0,askForTimeLimit,instagram,1752278071.2108588
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752278092.34811
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752281037.2950668
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752325228.0221338
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752325710.0906382
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752326678.870125
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752326976.594212
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752327657.983903
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752331226.384217
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752335553.977942
6,openedApp,False,Europe/Madrid,360.0,askForTimeLimit,instagram,1752338806.017067
6,openedApp,False,Europe/Madrid,300.0,askForTimeLimit,instagram,1752339112.740617
6,openedApp,False,Europe/Madrid,360.0,askForTimeLimit,instagram,1752339140.9049978
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752339845.47652
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752340325.440728
6,openedApp,False,Europe/Madrid,300.0,askForTimeLimit,instagram,1752344555.845508
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752346160.505035
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752346336.931131
6,openedApp,False,Europe/Madrid,420.0,askForTimeLimit,instagram,1752346395.876319
6,openedApp,False,Europe/Madrid,300.0,askForTimeLimit,instagram,1752346446.712967
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752346675.961704
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752347802.59593
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752349865.702097
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752349998.319285
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752354257.513165
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752354707.176563
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752354866.805155
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752356363.062402
6,openedApp,False,Europe/Madrid,600.0,breathingExercise,instagram,1752357043.5579371
6,openedApp,False,Europe/Madrid,900.0,breathingExercise,instagram,1752357667.689887
6,openedApp,False,Europe/Madrid,540.0,breathingExercise,instagram,1752358569.180705
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752392110.541905
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752392439.7565389
6,openedApp,False,Europe/Madrid,600.0,breathingExercise,instagram,1752393059.233549
6,openedApp,False,Europe/Madrid,480.0,breathingExercise,instagram,1752393733.989083
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752394217.45279
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752394230.069642
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752394233.914587
6,openedApp,False,Europe/Madrid,1200.0,breathingExercise,instagram,1752394255.860995
6,openedApp,False,Europe/Madrid,540.0,breathingExercise,instagram,1752395476.178897
6,openedApp,False,Europe/Madrid,480.0,breathingExercise,instagram,1752396020.014257
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752396500.1419911
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752396507.726479
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752400306.9206
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752401571.271624
6,dismissedAppOpening,False,Europe/Madrid,,breathingExercise,instagram,1752402276.676588
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752413920.598722
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752413954.756785
6,openedApp,False,Europe/Madrid,1140.0,askForTimeLimit,instagram,1752415366.848489
6,openedApp,False,Europe/Madrid,660.0,breathingExercise,instagram,1752416533.317885
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752416827.2628632
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752417003.576993
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752417787.9926128
6,openedApp,False,Europe/Madrid,1200.0,askForTimeLimit,instagram,1752417857.943365
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752421870.893615
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752422502.860434
6,openedApp,False,Europe/Madrid,1080.0,askForTimeLimit,instagram,1752422543.535213
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752423162.892355
6,openedApp,False,Europe/Madrid,900.0,breathingExercise,instagram,1752423842.521494
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752424607.238223
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752427184.356948
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752427257.79185
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752427412.954622
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752429725.303416
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752429922.3645968
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752439060.223116
6,openedApp,False,Europe/Madrid,780.0,askForTimeLimit,instagram,1752439093.40527
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752439372.5323591
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752443330.193622
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752485242.8527079
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752486026.326802
6,openedApp,False,Europe/Madrid,60.0,askForTimeLimit,instagram,1752487009.63281
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752487418.523653
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752499255.96159
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752510492.433794
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752513480.528613
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752513680.26157
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752513755.4560199
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752513902.082378
6,openedApp,False,Europe/Madrid,720.0,breathingExercise,instagram,1752514407.7994561
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752515063.991586
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752520417.139873
6,openedApp,False,Europe/Madrid,780.0,askForTimeLimit,instagram,1752521015.772674
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752521397.135202
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752525088.489789
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752526916.628224
6,openedApp,False,Europe/Madrid,840.0,askForTimeLimit,instagram,1752555739.198256
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752556812.242419
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752564229.6261559
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752564582.8464088
6,openedApp,False,Europe/Madrid,840.0,askForTimeLimit,instagram,1752565311.8304272
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752565843.510056
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752575285.491205
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752578659.0495238
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752584543.304297
6,openedApp,False,Europe/Madrid,420.0,askForTimeLimit,instagram,1752600444.916909
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752600864.3984299
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752601163.266073
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752601230.876504
6,openedApp,False,Europe/Madrid,540.0,askForTimeLimit,instagram,1752613221.284698
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752642784.567222
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752646743.085223
6,openedApp,False,Europe/Madrid,900.0,askForTimeLimit,instagram,1752647206.949616
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752647310.545189
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752647563.045608
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752647600.787442
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752657142.120017
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752657144.687489
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752665172.5650759
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752666758.8587298
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752682118.001721
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752682939.88234
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752683289.013516
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752683445.3119612
6,openedApp,False,Europe/Madrid,780.0,askForTimeLimit,instagram,1752683549.142683
6,openedApp,False,Europe/Madrid,360.0,askForTimeLimit,instagram,1752683618.111679
6,openedApp,False,Europe/Madrid,1320.0,askForTimeLimit,instagram,1752684701.377044
6,openedApp,False,Europe/Madrid,1020.0,askForTimeLimit,instagram,1752685718.703391
6,openedApp,False,Europe/Madrid,300.0,askForTimeLimit,instagram,1752685740.362531
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752685860.475734
6,openedApp,False,Europe/Madrid,660.0,breathingExercise,instagram,1752686093.544985
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752688840.276942
6,openedApp,False,Europe/Madrid,780.0,breathingExercise,instagram,1752689605.3166928
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752689983.085974
6,openedApp,False,Europe/Madrid,900.0,breathingExercise,instagram,1752691061.1619492
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752691099.519021
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752693981.452821
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752694011.332578
6,dismissedAppOpening,False,Europe/Madrid,,askForTimeLimit,instagram,1752694016.018918
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752694116.605523
6,openedApp,False,Europe/Madrid,720.0,askForTimeLimit,instagram,1752697918.046152
6,openedApp,False,Europe/Madrid,660.0,askForTimeLimit,instagram,1752699615.459012
6,openedApp,False,Europe/Madrid,600.0,askForTimeLimit,instagram,1752699667.664695
6,openedApp,False,Europe/Madrid,600.0,breathingExercise,instagram,1752700698.2683449
6,openedApp,False,Europe/Madrid,480.0,askForTimeLimit,instagram,1752701204.260038
