resolution,interventionDuration,app,timestamp,timezone,isReIntervention,interventionType
dismissedAppOpening,6,instagram,1753536232.413316,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753536691.829749,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753536828.384224,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753537171.483636,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753538621.081224,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753540881.07037,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753548574.954771,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753608191.730109,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753608230.071485,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753614439.187609,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753615736.892957,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753617890.524006,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753618404.730887,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753619050.542862,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753621475.259334,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753624965.255766,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753627120.875768,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753628955.896482,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753629475.201458,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753629832.1437402,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753630659.9764261,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753642884.997398,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753642939.402564,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645503.284342,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645505.5058389,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645508.484266,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645510.7337608,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645511.905964,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645513.019845,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753645515.3767738,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753645527.718727,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753680164.1094441,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753681069.75389,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753682003.882193,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753704700.751083,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753706890.116691,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753709608.744358,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753711476.789878,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753714783.3144422,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753719705.511382,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753720285.148133,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753723008.8818521,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753723877.878473,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753724043.69948,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753724381.042352,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753741907.5084481,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753742291.411078,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753742329.95366,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753742345.446394,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753742347.292396,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753768138.760964,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753769462.647486,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753771025.239661,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753784642.140146,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753784827.156619,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753785665.163669,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753795699.9263601,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753797903.339828,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753798311.550993,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753799715.107533,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753799858.43572,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753800019.2903008,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753800202.137533,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753800363.7673368,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753804291.467105,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753821062.095049,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753821110.726155,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753821112.3828092,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753821194.002363,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753823220.0576,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753823365.089514,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753823464.366741,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753828530.6841578,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753857005.188754,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753857177.445558,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753857215.552915,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753871268.726954,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753871598.073194,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753872682.075292,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753872913.4356952,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753872927.5950608,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753874202.1211162,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753876727.4710789,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753880726.952137,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753886038.216838,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753886488.4324322,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753888126.480061,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753893595.3416119,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753895318.229064,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753900204.3133059,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753900218.013006,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753905263.8669991,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753907472.691293,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753944725.991949,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753950969.274508,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753956742.506629,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753961712.538131,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753962672.716092,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753962677.990279,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753962704.529216,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1753974515.437842,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753974594.281414,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753978292.2251248,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753981241.089061,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1753981675.881608,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754003084.120585,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754006305.400183,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754007331.496813,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009929.68503,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009932.1748319,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009933.895716,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009935.38906,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009936.7698479,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009938.153475,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009939.730484,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009942.007447,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009944.4833589,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009953.04527,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009959.595309,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009964.438995,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009966.3778281,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754009967.345418,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754033823.984175,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754034190.012459,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754038985.2053862,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754040262.501266,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754042440.58881,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754044810.5366921,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754045170.219623,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754047294.619931,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754054993.1314569,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754055498.155232,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754056065.4840798,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754058151.468143,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754062949.7614012,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754064156.2103438,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754064376.8789,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754070504.229459,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754073699.354875,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754093972.3782191,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754093992.157515,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754094437.288577,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754094455.134829,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754094876.369975,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754123994.565979,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754124063.302528,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754125072.01511,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754125636.593571,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754147919.28792,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754149783.0712051,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754154824.991667,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754155100.1452389,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754156522.2673202,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754156768.258678,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754156771.249465,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754157988.8593922,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754160280.629221,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754160409.7250981,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754160445.476244,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754160964.71938,Europe/Berlin,False,breathingExercise
dismissedAppOpening,6,instagram,1754162940.855593,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754164093.3682241,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754167779.433576,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754194692.9237452,Europe/Berlin,False,breathingExercise
openedApp,6,instagram,1754236389.7421498,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754236634.864444,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754236870.953075,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754237562.64656,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754239157.597865,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754255036.941032,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754257302.558432,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754258379.894366,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754297737.7148418,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754297764.679755,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754298758.0809522,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754311204.7347078,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754313847.683167,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754317351.66404,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754317510.858108,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754317819.047186,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754322467.398947,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754322801.5276,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754339468.026688,Europe/Rome,False,breathingExercise
openedApp,6,instagram,1754341579.410102,Europe/Rome,False,breathingExercise
