timestamp,isReIntervention,app,interventionType,interventionDuration,timezone,resolution,purpose
1750124447.596245,False,youtube,,,Europe/Zurich,closedApp,
1750124815.5265698,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750126789.7292352,False,youtube,,,Europe/Zurich,closedApp,
1750127079.417004,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750127617.2175632,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750130432.432421,False,youtube,,,Europe/Zurich,closedApp,
1750132127.4169688,False,youtube,,,Europe/Zurich,closedApp,
1750147353.344722,False,youtube,,,Europe/Zurich,closedApp,
1750154441.646555,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750157214.050884,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750157310.0636492,False,youtube,,,Europe/Zurich,closedApp,
1750157522.1900291,False,youtube,,,Europe/Zurich,closedApp,
1750159861.305079,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750159899.011642,False,youtube,,,Europe/Zurich,closedApp,
1750159934.7994308,False,youtube,,,Europe/Zurich,closedApp,
1750160047.7269058,False,youtube,,,Europe/Zurich,closedApp,
1750160534.918748,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750160807.2763228,False,youtube,,,Europe/Zurich,closedApp,
1750161348.251543,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750164121.752222,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750166102.6173081,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750167604.161216,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750186503.067755,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750186525.612307,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750189607.6507459,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750192917.9564981,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750192932.045265,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750195647.7342029,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750195671.334176,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750197418.39495,False,youtube,,,Europe/Zurich,closedApp,
1750197466.2224379,False,youtube,,,Europe/Zurich,closedApp,
1750197691.138139,False,youtube,,,Europe/Zurich,closedApp,
1750197756.101007,False,youtube,,,Europe/Zurich,closedApp,
1750197781.425087,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1750198253.5370421,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750203107.766407,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750203607.875056,False,youtube,,,Europe/Zurich,closedApp,
1750204038.497212,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750204355.880272,False,youtube,,,Europe/Zurich,closedApp,
1750205058.738806,False,youtube,,,Europe/Zurich,closedApp,
1750205534.8511,False,youtube,,,Europe/Zurich,closedApp,
1750248551.397386,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750249684.108793,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750252120.14856,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750252840.3182092,False,youtube,,,Europe/Zurich,closedApp,
1750252952.411786,False,youtube,,,Europe/Zurich,closedApp,
1750253261.0394,False,youtube,,,Europe/Zurich,closedApp,
1750253485.2120218,False,youtube,,,Europe/Zurich,closedApp,
1750258477.161403,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750264199.278778,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
