timeIntervalUntilReIntervention,interventionType,timezone,resolution,timestamp,interventionDuration,app,isReIntervention
,breathingExercise,America/Los_Angeles,openedApp,1752077761.2874599,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752078219.190785,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752078547.6169,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752079480.4966831,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752079883.867865,6.0,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752080062.271824,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752080042.2836199,,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752080428.081688,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752090602.988025,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752094523.096704,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752094603.153555,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752095009.5654411,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752095047.973484,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752098928.478411,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752099806.407075,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752100253.60047,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752104160.727118,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752104175.385213,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752104475.321329,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752105241.4701219,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752105262.9138598,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752105296.922696,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752108553.2999039,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752109067.625547,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752109122.011447,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752115210.737866,,instagram,False
,,America/Los_Angeles,closedApp,1752109143.028548,,facebook,False
,,America/Los_Angeles,closedApp,1752114549.722952,,facebook,False
,,America/Los_Angeles,closedApp,1752123096.8038611,,facebook,False
,,America/Los_Angeles,closedApp,1752123159.2592049,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752154091.039556,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752154094.646552,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752154464.094943,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752154652.1923342,,facebook,False
,,America/Los_Angeles,closedApp,1752154769.871436,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752154799.4136229,6.0,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752161304.861124,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752161307.530548,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752163351.060066,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752163394.852318,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752170818.649334,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752170832.973182,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752170858.888832,,facebook,False
,,America/Los_Angeles,closedApp,1752171099.6665,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752171512.7961922,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752171563.306459,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752171715.671094,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752173041.243444,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752173709.661508,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752173749.546076,,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752177786.966088,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752178543.511464,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752178546.2925382,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752178549.743711,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752178911.258937,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752178983.0796251,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752192996.416037,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752193087.891983,,instagram,False
,,America/Los_Angeles,closedApp,1752198083.020272,,facebook,False
,,America/Los_Angeles,closedApp,1752205097.664964,,facebook,False
,,America/Los_Angeles,closedApp,1752207322.380536,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752238691.69001,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752238728.994811,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752240661.699058,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752241539.881602,,facebook,False
,,America/Los_Angeles,closedApp,1752241658.381709,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752242629.4895182,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752243032.074202,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752243559.517874,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752243591.4151092,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752243652.610546,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752244458.9896631,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752244585.9752111,,facebook,False
,,America/Los_Angeles,closedApp,1752245257.6367168,,facebook,False
,,America/Los_Angeles,closedApp,1752245345.283941,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752247634.510405,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752250368.587617,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752250371.4559212,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752250483.431746,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752250486.803977,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752258756.57109,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752258770.794654,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752258858.193394,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752263774.4697518,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752265974.798038,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752265977.981246,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752266639.674396,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752266869.867206,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752266928.9151201,,facebook,False
,,America/Los_Angeles,closedApp,1752266947.957022,,facebook,False
,,America/Los_Angeles,closedApp,1752267167.411322,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752267785.769599,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752267890.260833,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752267910.322052,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752269782.192065,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752269890.294214,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752270084.952493,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752270684.3850741,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752270707.2800121,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752274822.430067,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752274913.9757829,,facebook,False
,,America/Los_Angeles,closedApp,1752275359.9782228,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752275568.5546951,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752275598.917953,,facebook,False
,,America/Los_Angeles,closedApp,1752275727.2596378,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752278675.666346,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752278781.9690108,,facebook,False
,,America/Los_Angeles,closedApp,1752288238.839889,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752326676.81866,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752326741.4930549,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752327206.7183099,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752327227.407136,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752327509.407525,,instagram,False
,,America/Los_Angeles,closedApp,1752327798.5537171,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752328222.810996,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752328281.398597,,facebook,False
,,America/Los_Angeles,closedApp,1752328531.424121,,facebook,False
,,America/Los_Angeles,closedApp,1752328566.295268,,facebook,False
,,America/Los_Angeles,closedApp,1752328640.548317,,facebook,False
,,America/Los_Angeles,closedApp,1752328923.205727,,facebook,False
,,America/Los_Angeles,closedApp,1752328968.517858,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752329304.967939,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752329554.142253,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752329668.2787728,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752331721.728204,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752331748.897643,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752332362.508564,,facebook,False
,,America/Los_Angeles,closedApp,1752332506.837697,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752338893.966747,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752339499.120301,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752339761.511747,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752340158.961471,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752344306.997653,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752344399.003694,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752346109.180853,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752346136.979985,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752349269.041234,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752349285.325028,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752351698.16787,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752351700.867028,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752351972.141529,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752352037.592133,,facebook,False
,,America/Los_Angeles,closedApp,1752352293.091054,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752352670.6588411,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752352971.378959,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752353035.119106,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752354335.8499842,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752354831.11027,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752355233.0706692,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752356111.6680942,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752357900.770674,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752358198.946132,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752358267.464345,,facebook,False
,,America/Los_Angeles,closedApp,1752362622.792031,,instagram,False
,,America/Los_Angeles,closedApp,1752362759.305887,,instagram,False
,,America/Los_Angeles,closedApp,1752363190.8807359,,instagram,False
,,America/Los_Angeles,closedApp,1752363628.221077,,instagram,False
,,America/Los_Angeles,closedApp,1752364140.1945372,,instagram,False
,,America/Los_Angeles,closedApp,1752380542.596462,,instagram,False
,,America/Los_Angeles,closedApp,1752380596.701247,,instagram,False
,,America/Los_Angeles,closedApp,1752380683.9321141,,instagram,False
,,America/Los_Angeles,closedApp,1752359815.2082891,,facebook,False
,,America/Los_Angeles,closedApp,1752360049.804661,,facebook,False
,,America/Los_Angeles,closedApp,1752360122.851363,,facebook,False
,,America/Los_Angeles,closedApp,1752362890.69284,,facebook,False
,,America/Los_Angeles,closedApp,1752365034.420745,,facebook,False
,,America/Los_Angeles,closedApp,1752365662.1226602,,facebook,False
,,America/Los_Angeles,closedApp,1752367429.534409,,facebook,False
,,America/Los_Angeles,closedApp,1752368721.342156,,facebook,False
,,America/Los_Angeles,closedApp,1752368899.530565,,facebook,False
,,America/Los_Angeles,closedApp,1752370147.075695,,facebook,False
,,America/Los_Angeles,closedApp,1752379719.281296,,facebook,False
,,America/Los_Angeles,closedApp,1752379836.3467789,,facebook,False
,,America/Los_Angeles,closedApp,1752384574.3011131,,facebook,False
,,America/Los_Angeles,closedApp,1752384640.213707,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752413182.512113,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752413890.3134751,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752413942.059937,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752415018.03472,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752415199.317679,,facebook,False
,,America/Los_Angeles,closedApp,1752415371.015724,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752415949.559185,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752415986.004422,,facebook,False
,,America/Los_Angeles,closedApp,1752416150.223929,,facebook,False
,,America/Los_Angeles,closedApp,1752416211.852127,,facebook,False
,,America/Los_Angeles,closedApp,1752416775.00648,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752417429.0838242,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752418325.2927098,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752418696.41907,,facebook,False
,,America/Los_Angeles,closedApp,1752419017.9349442,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752421682.252703,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752421756.141838,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752421993.2701879,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752421998.231031,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752422014.8641381,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752422229.5617452,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752422571.131151,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752422613.42577,,facebook,False
,,America/Los_Angeles,closedApp,1752422661.469819,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752423243.709245,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752423270.2292771,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752423465.6757479,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752423636.4612699,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752424090.452441,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752424208.608455,,facebook,False
,,America/Los_Angeles,closedApp,1752424271.855972,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752424976.804892,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752430877.62216,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752438250.0880709,,instagram,False
,,America/Los_Angeles,closedApp,1752430912.8602529,,facebook,False
,,America/Los_Angeles,closedApp,1752430973.823995,,facebook,False
,,America/Los_Angeles,closedApp,1752431051.5874329,,facebook,False
,,America/Los_Angeles,closedApp,1752434703.2496119,,facebook,False
,,America/Los_Angeles,closedApp,1752434764.2316442,,facebook,False
,,America/Los_Angeles,closedApp,1752438063.3139591,,facebook,False
,,America/Los_Angeles,closedApp,1752439455.940949,,facebook,False
,,America/Los_Angeles,closedApp,1752450646.0183492,,facebook,False
,,America/Los_Angeles,closedApp,1752451174.879181,,facebook,False
,,America/Los_Angeles,closedApp,1752452066.114478,,facebook,False
,,America/Los_Angeles,closedApp,1752453441.561996,,facebook,False
,,America/Los_Angeles,closedApp,1752459171.906024,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752498182.600734,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752498215.201752,,facebook,False
,,America/Los_Angeles,closedApp,1752498368.37041,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752498370.848804,6.0,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752499170.419962,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752499244.4269118,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752499600.9219189,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752499633.318699,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752502044.633469,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752502171.424444,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752502458.206501,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752504956.208056,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752504971.542282,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752505042.311408,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752505327.4565492,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752505411.944333,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752505705.675714,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752506115.673785,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752508502.375886,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752508678.8275099,,facebook,False
,,America/Los_Angeles,closedApp,1752508906.5001621,,facebook,False
,,America/Los_Angeles,closedApp,1752509011.447597,,facebook,False
,,America/Los_Angeles,closedApp,1752509055.937992,,facebook,False
,,America/Los_Angeles,closedApp,1752509220.023275,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752514754.223788,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752514772.503195,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752515621.497797,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752515777.4689798,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752516056.035986,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752516059.2780108,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752517004.087579,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752517334.227911,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752518182.706651,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752518229.044508,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752519337.381394,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752526730.2731462,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752526751.222035,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752527404.9454489,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752528849.269659,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752528869.520611,,facebook,False
,,America/Los_Angeles,closedApp,1752528923.850638,,facebook,False
,,America/Los_Angeles,closedApp,1752528951.855976,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752531178.709529,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752531264.2952728,,instagram,False
,,America/Los_Angeles,closedApp,1752531818.601171,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752531839.192562,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752531961.559012,,instagram,False
,,America/Los_Angeles,closedApp,1752532347.72471,,instagram,False
,,America/Los_Angeles,closedApp,1752531882.164263,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752532439.131462,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752533596.431812,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752533602.846849,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752533798.585408,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752534118.1369739,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752534316.2673059,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752534320.633594,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752534756.253061,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752534945.7080479,,facebook,False
,,America/Los_Angeles,closedApp,1752536188.204263,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752537194.315168,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752537219.120832,,facebook,False
,,America/Los_Angeles,closedApp,1752537320.3461251,,facebook,False
,,America/Los_Angeles,closedApp,1752541366.74128,,facebook,False
,,America/Los_Angeles,closedApp,1752545267.3519812,,facebook,False
,,America/Los_Angeles,closedApp,1752545502.081056,,facebook,False
,,America/Los_Angeles,closedApp,1752545604.533896,,facebook,False
,,America/Los_Angeles,closedApp,1752551311.162397,,facebook,False
,,America/Los_Angeles,closedApp,1752551412.3825722,,facebook,False
,,America/Los_Angeles,closedApp,1752551575.0999599,,facebook,False
,,America/Los_Angeles,closedApp,1752551730.610249,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752583871.99034,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752583927.686269,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752586603.6101708,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752587720.106674,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752588002.355248,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752588034.230952,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752590338.126781,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752590497.064426,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752595429.417062,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752595475.814858,,facebook,False
,,America/Los_Angeles,closedApp,1752595523.558063,,facebook,False
,,America/Los_Angeles,closedApp,1752595820.4372559,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752598434.07336,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752598584.325187,,facebook,False
,,America/Los_Angeles,closedApp,1752598784.2774749,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752605954.597104,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752606379.1650438,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752612606.123794,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752612823.857547,,facebook,False
,,America/Los_Angeles,closedApp,1752612867.552702,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752612908.011307,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752613208.010281,,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752613226.703686,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752613229.8355088,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752613933.395718,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752614270.046694,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752614292.660486,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752614366.8537579,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752619684.571712,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752619726.933774,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752622249.226507,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752622374.0264292,,facebook,False
,,America/Los_Angeles,closedApp,1752622513.123847,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752623236.598826,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752623407.744821,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752623688.4095712,,instagram,False
,,America/Los_Angeles,closedApp,1752628256.0468678,,facebook,False
,,America/Los_Angeles,closedApp,1752629051.849822,,facebook,False
,,America/Los_Angeles,closedApp,1752632628.0777512,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752672210.037905,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752672406.461715,,facebook,False
,,America/Los_Angeles,closedApp,1752672445.890981,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752672833.279856,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752672884.102396,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752673858.9194288,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752674015.645412,,facebook,False
,,America/Los_Angeles,closedApp,1752674036.268569,,facebook,False
,,America/Los_Angeles,closedApp,1752674095.9065871,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752674329.224297,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752675779.1233,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752675962.693248,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752677710.4352121,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752679565.036524,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752679578.570329,,facebook,False
,,America/Los_Angeles,closedApp,1752679761.2279549,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752680204.0234919,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752680255.3169842,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752680669.2885962,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752680767.570148,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752680794.908382,,facebook,False
,,America/Los_Angeles,closedApp,1752681814.211801,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752682401.969555,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752682888.2416239,,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752687381.053307,6.0,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752688067.932219,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752688076.3169389,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752691966.228401,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752692014.858968,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752692041.927413,,facebook,False
,,America/Los_Angeles,closedApp,1752692396.0486112,,facebook,False
,,America/Los_Angeles,closedApp,1752692437.988281,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752692916.662869,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752693016.321478,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752693454.644854,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752695104.221267,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752695214.0041552,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752695958.5738978,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752695961.4932342,6.0,facebook,False
