timeIntervalUntilReIntervention,isReIntervention,interventionType,app,resolution,timezone,interventionDuration,timestamp
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749404539.99539
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749405147.243264
300.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749405525.9509768
,False,breathingExercise,instagram,dismissedAppOpening,America/Phoenix,6,1749405781.495724
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749405798.043075
360.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749406236.472323
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749408221.549137
540.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749409066.113416
,False,breathingExercise,youtube,openedApp,America/Phoenix,6,1749411416.215928
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749411926.8099
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749421002.567898
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749421096.1263762
,False,breathingExercise,instagram,dismissedAppOpening,America/Phoenix,6,1749423440.472999
,False,breathingExercise,instagram,dismissedAppOpening,America/Phoenix,6,1749423529.992023
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749423544.963194
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749423978.057417
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749426625.318754
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749427430.949784
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749428402.489985
480.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749434997.160593
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749435895.904079
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749443045.760366
600.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749445254.2205548
480.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749448314.6822991
420.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749448812.4828
240.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749449242.43297
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749449581.717636
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749449995.816774
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749480574.1167212
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749482544.891696
420.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749482923.9290981
60.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749483476.1092138
180.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749484496.722223
,False,breathingExercise,instagram,dismissedAppOpening,America/Phoenix,6,1749484577.381662
240.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749484618.5754008
,False,breathingExercise,instagram,dismissedAppOpening,America/Phoenix,6,1749484748.401764
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749487079.837779
480.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749487458.913049
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749487759.168621
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749488879.293666
540.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749491272.0535731
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749497286.562224
240.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749497809.0510678
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749498579.3635669
420.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749498826.076952
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749500135.098726
300.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749504710.355122
360.0,False,breathingExercise,instagram,openedApp,America/Phoenix,6,1749505904.4896731
540.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749506290.783372
360.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749506842.391522
240.0,True,breathingExercise,instagram,openedApp,America/Phoenix,6,1749507273.638066
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749521351.711627
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749523240.760182
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749523541.949349
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749523718.647481
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749523759.496598
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749526452.427984
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749528349.783041
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749528366.540906
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749530570.831286
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749532608.550332
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749532645.4738941
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749578616.149829
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749578977.322369
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749579294.042891
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749579335.728287
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749579937.06041
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749580892.782973
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749581305.918654
600.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749581861.35748
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749582213.952726
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749582710.691329
1260.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749584837.394804
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749589629.672202
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749590800.0427542
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749590923.1345592
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749591582.425997
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749592648.670685
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749594469.7853498
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749597573.5136309
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749598726.23717
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749601343.9748712
660.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749605786.462465
660.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749606464.6129189
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749607162.603825
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749615977.776114
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749616286.6155171
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749616846.492772
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749616856.807324
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749616859.292403
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749617024.875506
780.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749618891.512364
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749619561.4697971
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749619658.324048
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749653171.489079
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749654499.048359
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749656565.384293
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749657137.571362
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749657594.832405
720.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749658194.848659
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749658933.9563441
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749661533.811697
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749662566.412033
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749665640.762084
660.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749666017.767673
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749672802.207478
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749674965.247971
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749675463.1356149
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749680971.7784572
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749682577.747042
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749683179.8562732
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749698261.0872412
900.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749698882.0791302
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749700915.1167622
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749701640.526887
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749703620.4165769
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749743485.1061568
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749743757.464535
600.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749744374.477474
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749747087.230768
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749747137.705593
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749747153.642219
660.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749750687.6847548
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749753391.883626
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749756739.657731
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749757116.350585
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749758634.487941
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749768005.959296
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749770219.369175
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749772969.222389
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749773082.842114
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749773084.177284
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749773250.8252568
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749773403.998369
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749775659.96086
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749776178.47676
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749776563.481604
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749776578.50698
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749778918.667593
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749779080.739083
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749779579.186016
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749783271.55077
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749786791.404213
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749786945.266926
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749788344.388743
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749790781.333875
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749790970.8906069
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749791356.530788
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749792671.557383
660.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749793112.184579
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749829859.356746
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749830953.719707
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749832351.266252
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749832790.4371219
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749837745.572475
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749841187.8871
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749844791.047204
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749845293.3268309
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749847140.019454
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749847700.302186
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749851117.768865
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749853893.523903
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749854309.054151
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749855687.813137
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749857547.993558
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749858420.6178389
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749858499.334536
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749858811.275652
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749859195.1375651
660.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749859359.427028
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749860791.489491
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749861298.709631
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749861613.356678
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749862841.835277
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749866419.305707
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749866935.809694
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749867869.804484
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749871201.894263
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749871641.404984
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749871819.034762
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749872172.297504
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749872710.453891
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749874135.7213979
360.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749874631.9946508
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749910052.5121288
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1749912854.923285
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749918079.9875278
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749920919.818801
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749921439.1220942
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749921758.826487
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749928871.640154
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749932874.9063358
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749933180.553577
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749933380.2860022
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749934434.916216
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749934601.287146
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1749935143.2386
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749935724.058027
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749936267.907784
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749936330.702507
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1749936347.359973
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1749937058.1707659
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1749939046.247178
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749940497.251704
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749940540.801404
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749940898.8641129
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749940901.6324701
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749943506.992241
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749943893.99316
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749943974.4166322
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749944492.663327
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749952242.7426639
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749954463.9439502
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749954820.0939322
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749954822.630321
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749955828.406096
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1749955960.800935
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749958308.36763
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749958756.55877
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749962108.695823
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1749963417.79537
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1749964427.458044
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1749964784.512136
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750003300.3210878
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750003327.9241362
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750009083.635303
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750011904.8340201
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750013422.337072
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750013509.323657
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750013981.139525
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750016144.154873
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750017114.7201
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750017755.169601
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750017849.302113
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750017977.486366
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750017994.5476599
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750018693.878803
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750018714.1442652
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750019151.706558
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750020836.655067
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750027472.323501
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750030728.853312
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750037946.612571
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750038756.2623758
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750040808.5332599
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750045571.071953
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750049912.666274
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750049940.571347
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750049958.99284
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750050560.085836
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750086246.2217731
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750089620.594401
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750090580.654087
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750091019.655294
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750091441.5333428
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750091445.195695
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750091460.57687
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750092995.970881
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750093414.980074
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750093536.471782
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750093664.3798342
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750093982.5501308
720.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750094089.276579
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750094168.223125
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750094726.065278
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750095515.3897262
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750096342.5976338
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750098074.542084
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750098697.121841
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750099076.570033
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750099138.314262
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750101216.6898332
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750102416.03897
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750106019.7056708
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750108356.7933931
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750109513.634052
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750113112.262454
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750113417.067672
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750113814.826469
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750114186.547964
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750129523.1051068
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750130630.0383139
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750131126.833858
360.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750131262.118721
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750131664.809968
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750132606.579509
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750136148.59438
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750136851.164863
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750137671.551681
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750137724.8396769
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750174568.999119
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750175129.235958
360.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750175444.9806361
360.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750175818.723432
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750184471.724446
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750184710.5338001
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750185088.554854
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750185158.8302112
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750185271.641642
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750186858.722712
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750188848.6223931
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750189607.8539162
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750190423.1169782
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750190469.044489
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750193157.664209
600.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750193522.7120252
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750194010.660211
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750195228.623167
,False,breathingExercise,tikTok,dismissedAppOpening,America/Denver,6,1750195465.1447449
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750195546.9226542
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750197393.589102
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750197772.195863
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750200784.449109
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750205279.6654658
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750207994.18733
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750208592.509956
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750209184.7680268
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750213197.1785831
60.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750213637.310614
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750216146.9005032
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750217522.3374162
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750217952.486407
,True,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750218271.459584
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750218288.318699
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750220506.582965
660.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750221005.940143
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750221681.201004
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750260825.865316
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750262588.3600268
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750263094.014029
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750263477.425844
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750266162.3865628
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750266951.9356709
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750267450.5287042
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750267996.333476
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750268432.949718
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750269107.259062
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750269556.813977
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750270592.561033
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750270805.413064
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750273796.4320931
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750277549.8977718
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750281825.358191
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750285375.026062
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750286861.201377
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750287157.506562
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750287212.809647
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750288963.58993
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750289404.117732
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750291308.80215
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750291324.557558
,True,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750291694.854648
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750291710.9819741
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750294723.298048
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750295977.611188
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750297953.515366
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750299427.845645
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750302521.230348
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750303079.7718658
