app,timezone,timestamp,isReIntervention,interventionType,interventionDuration,resolution,timeIntervalUntilReIntervention
tikTok,America/New_York,1751714484.3891,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751715392.632154,False,,,closedApp,
tikTok,America/New_York,1751764393.576,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1751767503.191711,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751767634.900141,False,,,closedApp,
tikTok,America/New_York,1751768422.8031158,False,,,closedApp,
tikTok,America/New_York,1751768536.870682,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1751769003.31153,False,,,closedApp,
tikTok,America/New_York,1751856720.284323,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751857330.3246388,False,,,closedApp,
tikTok,America/New_York,1751857352.4459481,True,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1751857631.795346,False,,,closedApp,
tikTok,America/New_York,1751888018.330011,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751888384.246807,False,,,closedApp,
tikTok,America/New_York,1751986106.813545,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1751986716.332629,False,,,closedApp,
tikTok,America/New_York,1751986731.084941,True,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1751987098.73804,False,,,closedApp,
tikTok,America/New_York,1752062509.537198,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752062528.3741012,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752062835.606524,False,,,closedApp,
tikTok,America/New_York,1752062853.5995111,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1752063401.7792459,False,,,closedApp,
tikTok,America/New_York,1752095706.227426,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752096375.501464,False,,,closedApp,
tikTok,America/New_York,1752113970.110671,False,breathingExercise,6.0,openedApp,780.0
tikTok,America/New_York,1752114759.6418161,False,,,closedApp,
tikTok,America/New_York,1752114775.9634218,True,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752115445.823143,False,,,closedApp,
tikTok,America/New_York,1752145959.047916,False,breathingExercise,6.0,openedApp,1080.0
tikTok,America/New_York,1752146124.561438,False,,,closedApp,
tikTok,America/New_York,1752146767.87381,False,,,closedApp,
tikTok,America/New_York,1752146794.618104,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752147304.961252,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752147099.8728309,False,,,closedApp,
tikTok,America/New_York,1752163802.8955,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752165166.601701,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1752165182.1731858,False,,,closedApp,
tikTok,America/New_York,1752243474.032374,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752243780.1886249,False,,,closedApp,
tikTok,America/New_York,1752287893.3367472,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1752288801.005368,False,,,closedApp,
tikTok,America/New_York,1752288954.1408129,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752289623.913202,False,,,closedApp,
tikTok,America/New_York,1752289637.96696,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1752289863.737299,False,,,closedApp,
tikTok,America/New_York,1752329973.413124,False,breathingExercise,6.0,openedApp,1500.0
tikTok,America/New_York,1752331272.566401,False,,,closedApp,
tikTok,America/New_York,1752331483.051557,False,,,closedApp,
tikTok,America/New_York,1752331496.646793,True,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1752332042.7779288,False,,,closedApp,
tikTok,America/New_York,1752332096.5466418,False,breathingExercise,6.0,openedApp,1560.0
tikTok,America/New_York,1752333114.62943,False,,,closedApp,
tikTok,America/New_York,1752342341.1912122,False,breathingExercise,6.0,openedApp,960.0
tikTok,America/New_York,1752342600.378852,False,,,closedApp,
tikTok,America/New_York,1752342611.967623,False,,,closedApp,
tikTok,America/New_York,1752342632.379228,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752343297.972697,False,,,closedApp,
tikTok,America/New_York,1752347496.983886,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1752348105.458106,False,,,closedApp,
tikTok,America/New_York,1752355273.9857612,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1752356180.846565,False,,,closedApp,
tikTok,America/New_York,1752356218.488214,False,breathingExercise,6.0,openedApp,1020.0
tikTok,America/New_York,1752356849.524976,False,,,closedApp,
tikTok,America/New_York,1752363351.173317,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752363448.0058432,False,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1752363997.075179,False,,,closedApp,
tikTok,America/New_York,1752372623.09742,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1752373807.224576,False,,,closedApp,
tikTok,America/New_York,1752416372.9130669,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752416395.500879,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1752416648.3884912,False,,,closedApp,
tikTok,America/New_York,1752417690.2844071,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752418357.672647,False,,,closedApp,
tikTok,America/New_York,1752418372.425883,True,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1752418980.5941792,False,,,closedApp,
tikTok,America/New_York,1752418994.455785,True,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1752419272.9478621,False,,,closedApp,
tikTok,America/New_York,1752437018.341189,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1752437356.2863631,False,,,closedApp,
tikTok,America/New_York,1752438561.453227,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752439598.250407,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1752440915.978576,False,,,closedApp,
tikTok,America/New_York,1752441593.193723,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1752442441.646021,False,,,closedApp,
tikTok,America/New_York,1752442491.7011309,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752442511.0549731,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1752442701.907938,False,,,closedApp,
tikTok,America/New_York,1752459558.036279,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1752459740.655571,False,,,closedApp,
tikTok,America/New_York,1752459840.6764622,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1752460185.148744,False,,,closedApp,
tikTok,America/New_York,1752460267.462894,False,breathingExercise,6.0,openedApp,720.0
tikTok,America/New_York,1752460299.066313,False,,,closedApp,
tikTok,America/New_York,1752461001.8079262,False,,,closedApp,
tikTok,America/New_York,1752497698.6152248,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1752498305.3175611,False,,,closedApp,
tikTok,America/New_York,1752498319.4384341,True,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752498627.338985,False,,,closedApp,
tikTok,America/New_York,1752499326.741281,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1752499935.805639,False,,,closedApp,
tikTok,America/New_York,1752499952.663013,True,breathingExercise,6.0,openedApp,480.0
tikTok,America/New_York,1752500438.997559,False,,,closedApp,
tikTok,America/New_York,1752500639.85459,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752500643.616991,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752507104.245575,False,breathingExercise,6.0,openedApp,480.0
tikTok,America/New_York,1752513638.679021,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752507593.541219,False,,,closedApp,
tikTok,America/New_York,1752513637.304891,False,,,closedApp,
tikTok,America/New_York,1752513655.9460092,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1752513874.611819,False,,,closedApp,
tikTok,America/New_York,1752513957.0163078,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752514626.511996,False,,,closedApp,
tikTok,America/New_York,1752518997.5534859,False,breathingExercise,6.0,openedApp,1800.0
tikTok,America/New_York,1752520804.672694,False,,,closedApp,
tikTok,America/New_York,1752520819.5577521,True,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752521128.746533,False,,,closedApp,
tikTok,America/New_York,1752521146.709076,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1752521695.65506,False,,,closedApp,
tikTok,America/New_York,1752521711.705219,True,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1752522319.6514711,False,,,closedApp,
tikTok,America/New_York,1752528667.120754,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1752528853.163214,False,,,closedApp,
tikTok,America/New_York,1752528955.685821,False,,,closedApp,
tikTok,America/New_York,1752529828.4252992,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1752530218.4445481,False,,,closedApp,
tikTok,America/New_York,1752532079.6989899,False,breathingExercise,6.0,openedApp,1200.0
tikTok,America/New_York,1752533289.066678,False,,,closedApp,
tikTok,America/New_York,1752533304.15396,True,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752533972.4037662,False,,,closedApp,
tikTok,America/New_York,1752533986.457602,True,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752534295.186359,False,,,closedApp,
tikTok,America/New_York,1752545185.02315,False,breathingExercise,6.0,openedApp,840.0
tikTok,America/New_York,1752546034.8184361,False,,,closedApp,
tikTok,America/New_York,1752582685.476409,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752583355.381496,False,,,closedApp,
tikTok,America/New_York,1752583372.48833,True,breathingExercise,6.0,openedApp,540.0
tikTok,America/New_York,1752583920.6599069,False,,,closedApp,
tikTok,America/New_York,1752583939.037475,True,breathingExercise,6.0,openedApp,480.0
tikTok,America/New_York,1752584425.2924352,False,,,closedApp,
tikTok,America/New_York,1752586032.6695318,False,breathingExercise,6.0,openedApp,600.0
tikTok,America/New_York,1752586639.5513859,False,,,closedApp,
tikTok,America/New_York,1752586654.5566602,True,breathingExercise,6.0,openedApp,240.0
tikTok,America/New_York,1752586902.979548,False,,,closedApp,
tikTok,America/New_York,1752586918.604182,True,breathingExercise,6.0,openedApp,180.0
tikTok,America/New_York,1752587104.142529,False,,,closedApp,
tikTok,America/New_York,1752607161.384087,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752607831.300424,False,,,closedApp,
tikTok,America/New_York,1752607845.809904,True,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752608512.24208,False,,,closedApp,
tikTok,America/New_York,1752608532.484513,False,breathingExercise,6.0,openedApp,300.0
tikTok,America/New_York,1752608841.4900088,False,,,closedApp,
tikTok,America/New_York,1752619014.750513,False,breathingExercise,6.0,openedApp,660.0
tikTok,America/New_York,1752619681.76762,False,,,closedApp,
tikTok,America/New_York,1752619721.1275182,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1752620089.908561,False,,,closedApp,
tikTok,America/New_York,1752621012.672086,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752621161.024204,False,breathingExercise,6.0,openedApp,780.0
tikTok,America/New_York,1752621558.3594189,False,,,closedApp,
tikTok,America/New_York,1752621584.947003,False,breathingExercise,6.0,openedApp,420.0
tikTok,America/New_York,1752622012.688146,False,,,closedApp,
tikTok,America/New_York,1752631250.2743502,False,breathingExercise,6.0,openedApp,900.0
tikTok,America/New_York,1752631425.155476,False,,,closedApp,
tikTok,America/New_York,1752635256.215238,False,breathingExercise,6.0,openedApp,360.0
tikTok,America/New_York,1752685103.553242,False,breathingExercise,6.0,dismissedAppOpening,
tikTok,America/New_York,1752635433.8505,False,,,closedApp,
tikTok,America/New_York,1752685140.520183,False,breathingExercise,6.0,openedApp,600.0
