timezone,interventionType,isReIntervention,app,resolution,timestamp,interventionDuration,purpose,timeIntervalUntilReIntervention
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750806811.436027,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750806964.5920038,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750807581.918539,6.0,,
Europe/Brussels,breathingExercise,False,pinterest,dismissedAppOpening,1750808008.580843,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750808031.500156,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750839829.205731,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750842157.212112,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750842556.82867,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750844082.36502,6.0,Search Info,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750844318.181536,6.0,Search Info,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750848386.901846,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750848404.53509,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750851631.5357199,6.0,Message,60.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750856184.55352,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750861005.731336,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750861079.964474,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750861166.266238,6.0,Escape / Avoid,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750861596.200306,6.0,Escape / Avoid,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750864513.7702088,6.0,Message,60.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750864674.0651,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750865143.209904,6.0,Message,300.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750869682.1773229,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750869684.192558,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750872186.4370198,6.0,Message,300.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750874370.019366,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750878398.7516441,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750878659.695743,6.0,Search Info,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750878991.5898619,6.0,Search Info,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750879465.241857,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750881643.8158631,6.0,Message,60.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750884602.73172,6.0,Message,180.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750887495.4061332,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750889372.4205189,6.0,Message,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750889416.741218,6.0,Message,600.0
Europe/Brussels,breathingExercise,False,pinterest,openedApp,1750925510.300016,6.0,Search Info,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750928372.795445,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750928399.983484,6.0,Message,60.0
Europe/Brussels,structured,False,instagram,dismissedByStructuredIntervention,1750928400.696323,,,
Europe/Brussels,structured,False,instagram,dismissedByStructuredIntervention,1750928423.034772,,,
Europe/Brussels,structured,False,youtube,dismissedByStructuredIntervention,1750929473.148474,,,
Europe/Brussels,structured,False,youtube,dismissedByStructuredIntervention,1750929526.81461,,,
Europe/Brussels,structured,False,youtube,dismissedByStructuredIntervention,1750929533.589971,,,
Europe/Brussels,structured,False,youtube,dismissedByStructuredIntervention,1750929584.6245399,,,
Europe/Brussels,structured,False,youtube,dismissedByStructuredIntervention,1750929592.4969,,,
Europe/Brussels,structured,False,youtube,dismissedByStructuredIntervention,1750929608.577146,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750929763.6014528,6.0,Search Info,300.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750930869.682111,6.0,Search Info,480.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1750935867.5979939,6.0,Message,60.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750935922.562379,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1750936058.1441,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1750972919.706305,6.0,Entertainment,180.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1750973000.2046509,6.0,,
Europe/Brussels,breathingExercise,False,pinterest,dismissedAppOpening,1751008624.157874,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751022157.832422,6.0,,
Europe/Brussels,structured,False,instagram,dismissedByStructuredIntervention,1751041554.5822759,,,
Europe/Brussels,structured,False,instagram,dismissedByStructuredIntervention,1751041562.464839,,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751041577.166051,6.0,,
Europe/Brussels,structured,False,instagram,dismissedByStructuredIntervention,1751041577.218453,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751041606.496577,6.0,Post something,300.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751042031.300191,6.0,Post something,420.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751042326.387339,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751051803.2625952,6.0,Message,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751052968.13229,6.0,Post something,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751059546.532506,6.0,Entertainment,540.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751059979.449623,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751060668.525686,6.0,Entertainment,60.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751061449.4166799,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751061847.863323,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751062265.5086222,6.0,Entertainment,300.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751072223.1759539,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751072312.1443748,6.0,Can’t sleep,600.0
Europe/Brussels,breathingExercise,True,youtube,openedApp,1751072958.39355,6.0,Can’t sleep,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751095579.557405,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751095805.207583,6.0,Can’t sleep,600.0
Europe/Brussels,breathingExercise,True,youtube,openedApp,1751096435.9211211,6.0,Can’t sleep,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751103566.311531,6.0,Search Info,600.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751104143.761014,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751104294.1108022,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751104362.616945,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751156638.971102,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751157261.178203,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751157879.341157,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751158634.143578,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751159259.728447,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751159873.1585898,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751160674.2780452,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751161299.683353,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751161917.83603,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751162614.366183,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751163229.971839,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751163277.2866821,6.0,Entertainment,1800.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751179950.847382,6.0,Can’t sleep,1800.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751181201.828429,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751181231.808199,6.0,Entertainment,1800.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751186046.145513,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751186236.122141,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751186308.577205,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751187902.130274,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751187959.695375,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751187998.632566,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751193654.0034451,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751193657.9694428,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751193678.831675,6.0,Search Info,900.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751202345.2594419,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751210579.399082,6.0,Search Info,960.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751210913.8079882,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751217468.817168,6.0,Message,360.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751217620.693666,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751219756.11123,6.0,Message,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751221573.2085872,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751221596.075886,6.0,Message,240.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751223361.25033,6.0,Message,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751226136.98539,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751278730.1291718,6.0,Search Info,540.0
Europe/Brussels,breathingExercise,False,pinterest,openedApp,1751280949.977263,6.0,Search Info,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751287947.932904,6.0,Bored,300.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751288271.5324621,6.0,Search Info,180.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751295169.279458,6.0,Search Info,1800.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751295704.515317,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751300525.32976,6.0,Search Info,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751300750.222403,6.0,Message,600.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751301382.652695,6.0,Search Info,600.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751306296.995985,6.0,Search Info,1800.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751306508.640352,6.0,Search Info,1800.0
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751307148.611239,6.0,Search Info,1800.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751307590.113995,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751307689.5953689,6.0,Search Info,1800.0
Europe/Brussels,,False,youtube,closedApp,1751307789.032547,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751308060.7756062,6.0,Search Info,1800.0
Europe/Brussels,,False,youtube,closedApp,1751308447.996179,,,
Europe/Brussels,,False,youtube,closedApp,1751308704.5457401,,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751309509.243801,6.0,Search Info,900.0
Europe/Brussels,,False,youtube,closedApp,1751309642.7143989,,,
Europe/Brussels,,False,youtube,closedApp,1751309936.250764,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751310278.2449188,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751310481.751096,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751310494.8281121,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751310573.7292562,6.0,Search Info,1800.0
Europe/Brussels,,False,youtube,closedApp,1751311069.60183,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751311233.2400699,6.0,Message,180.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751311462.817847,6.0,,
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751321236.559328,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751325780.1958718,6.0,Can’t sleep,1800.0
Europe/Brussels,,False,youtube,closedApp,1751327616.271474,,,
Europe/Brussels,,False,youtube,closedApp,1751328714.4351811,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751328794.397016,6.0,Entertainment,180.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751355534.053,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751355636.252388,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751362345.723568,6.0,Entertainment,300.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751362670.7640471,6.0,Message,360.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751372614.827437,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751373890.188319,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751373917.764884,6.0,Search Info,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751381740.975018,6.0,,
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751392568.706493,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751392973.7268438,6.0,Entertainment,300.0
Europe/Brussels,breathingExercise,True,instagram,openedApp,1751393293.818059,6.0,Entertainment,60.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751408394.6993961,6.0,Entertainment,600.0
Europe/Brussels,breathingExercise,False,instagram,dismissedAppOpening,1751408712.2498112,6.0,,
Europe/Brussels,breathingExercise,False,youtube,openedApp,1751409602.564708,6.0,Entertainment,900.0
Europe/Brussels,,False,youtube,closedApp,1751410509.920898,,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751436927.513,6.0,Entertainment,420.0
Europe/Brussels,breathingExercise,False,youtube,dismissedAppOpening,1751447741.476739,6.0,,
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751461905.476664,6.0,Search Info,240.0
Europe/Brussels,breathingExercise,False,instagram,openedApp,1751463969.878658,6.0,Entertainment,240.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1751473517.347556,6.0,Entertainment,360.0
Europe/Paris,breathingExercise,False,youtube,openedApp,1751484023.789696,6.0,Entertainment,180.0
Europe/Paris,,False,youtube,closedApp,1751484100.187401,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751491166.4131432,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751527304.846756,6.0,Search Info,
Europe/Paris,breathingExercise,False,youtube,openedApp,1751529836.807378,6.0,Search Info,720.0
Europe/Paris,,False,youtube,closedApp,1751529873.5691,,,
Europe/Paris,,False,youtube,closedApp,1751529916.0384212,,,
Europe/Paris,,False,youtube,closedApp,1751529936.741529,,,
Europe/Paris,,False,youtube,closedApp,1751530014.503093,,,
Europe/Paris,,False,youtube,closedApp,1751530043.746398,,,
Europe/Paris,,False,youtube,closedApp,1751530215.313412,,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751545891.4078832,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751547117.858639,6.0,Search Info,
Europe/Paris,breathingExercise,False,youtube,openedApp,1751550129.831259,6.0,Search Info,900.0
Europe/Paris,structured,False,youtube,dismissedByStructuredIntervention,1751555104.1453772,,,
Europe/Paris,,False,youtube,closedApp,1751550954.0146651,,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751560422.1786609,6.0,Search Info,
Europe/Paris,structured,False,youtube,dismissedByStructuredIntervention,1751560422.8704162,,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751562323.744725,6.0,Search Info,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751563076.992147,6.0,Search Info,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751608886.295473,6.0,Entertainment,420.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1751631535.424331,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751631588.8711429,6.0,Entertainment,300.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1751631896.9355721,6.0,,
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1751635379.371718,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751642861.5155048,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,youtube,dismissedAppOpening,1751646828.5197291,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751655143.1535,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1751660879.135355,6.0,Entertainment,300.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1751664643.796883,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1751664881.565687,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,youtube,openedApp,1751665234.63325,6.0,Entertainment,360.0
Europe/Paris,,False,youtube,closedApp,1751665320.050385,,,
Europe/Paris,,False,youtube,closedApp,1751665494.6460261,,,
Europe/Paris,,False,youtube,closedApp,1751665829.284934,,,
Europe/Paris,,False,youtube,closedApp,1751665895.326706,,,
Europe/Paris,,False,youtube,closedApp,1751665980.0603929,,,
Europe/Paris,,False,youtube,closedApp,1751666101.311163,,,
Europe/Paris,,False,youtube,closedApp,1751666461.149929,,,
Europe/Paris,breathingExercise,False,youtube,openedApp,1751666480.21454,6.0,Escape / Avoid,60.0
Europe/Paris,,False,youtube,closedApp,1751666515.171925,,,
Europe/Paris,,False,youtube,closedApp,1751667108.385428,,,
Europe/Paris,breathingExercise,False,youtube,openedApp,1751667970.0887818,6.0,Post something,60.0
Europe/Paris,,False,youtube,closedApp,1751668035.529481,,,
Europe/Paris,breathingExercise,False,youtube,openedApp,1751668054.541016,6.0,Entertainment,240.0
Europe/Paris,,False,youtube,closedApp,1751668265.8355331,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751668293.909931,6.0,Entertainment,300.0
Europe/Paris,structured,False,instagram,dismissedByStructuredIntervention,1751702454.899473,,,
Europe/Paris,structured,False,instagram,dismissedByStructuredIntervention,1751702455.478675,,,
Europe/Paris,structured,False,instagram,dismissedByStructuredIntervention,1751702458.035599,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751702487.524838,6.0,Entertainment,600.0
Europe/Paris,structured,False,instagram,dismissedByStructuredIntervention,1751702487.670294,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751702898.9226809,6.0,Entertainment,300.0
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751737907.650779,6.0,Entertainment,
Europe/Paris,breathingExercise,False,youtube,dismissedAppOpening,1751807654.815062,6.0,,
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1751834398.643013,6.0,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751839845.908834,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751840469.974687,6.0,Entertainment,
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1751888453.400723,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751888474.528438,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,youtube,openedApp,1751891708.398694,6.0,Entertainment,1800.0
Europe/Paris,,False,youtube,closedApp,1751892409.074364,,,
Europe/Paris,,False,youtube,closedApp,1751893913.991385,,,
Europe/Paris,,False,youtube,closedApp,1751894128.24545,,,
Europe/Paris,breathingExercise,False,youtube,openedApp,1751894890.5347018,6.0,Entertainment,600.0
Europe/Paris,,False,youtube,closedApp,1751895059.632639,,,
Europe/Paris,,False,youtube,closedApp,1751895369.9060411,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751899877.531702,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1751917326.22909,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1751917346.213759,6.0,Entertainment,360.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1751956305.518461,6.0,Entertainment,300.0
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751960983.1765242,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751995328.1217132,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751995955.0015569,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1751996277.4420881,6.0,Entertainment,
Europe/Paris,breathingExercise,False,instagram,openedApp,1752004991.26573,6.0,Entertainment,420.0
Europe/Paris,breathingExercise,False,youtube,openedApp,1752008218.11379,6.0,Entertainment,300.0
Europe/Paris,,False,youtube,closedApp,1752008428.909136,,,
Europe/Paris,,False,youtube,closedApp,1752010047.4019818,,,
Europe/Paris,breathingExercise,True,youtube,openedApp,1752010067.086278,6.0,Entertainment,300.0
Europe/Paris,,False,youtube,closedApp,1752010158.628861,,,
Europe/Paris,,False,youtube,closedApp,1752010410.76596,,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752010735.74411,6.0,Entertainment,
Europe/Paris,breathingExercise,False,youtube,openedApp,1752011770.397598,6.0,Can’t sleep,780.0
Europe/Paris,,False,youtube,closedApp,1752012565.6080232,,,
Europe/Paris,breathingExercise,True,youtube,openedApp,1752012584.519325,6.0,Can’t sleep,1800.0
Europe/Paris,,False,youtube,closedApp,1752013369.39028,,,
Europe/Paris,breathingExercise,False,youtube,openedApp,1752043091.89752,6.0,Entertainment,660.0
Europe/Paris,,False,youtube,closedApp,1752043757.335685,,,
Europe/Paris,breathingExercise,False,youtube,dismissedAppOpening,1752049648.145566,6.0,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752100969.014553,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752162137.811625,6.0,Toilet,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752163097.7256021,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752163528.798836,6.0,Entertainment,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752164212.2781901,6.0,Entertainment,
Europe/Paris,breathingExercise,False,youtube,openedApp,1752232157.966852,6.0,Entertainment,600.0
Europe/Paris,,False,youtube,closedApp,1752232262.684164,,,
Europe/Paris,,False,youtube,closedApp,1752232296.576312,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1752232737.752892,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1752245897.3590832,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1752245929.239316,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752308408.288697,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752314453.289542,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,youtube,openedApp,1752351559.881392,6.0,Entertainment,1800.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752351582.1848722,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1752355228.974735,6.0,,
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1752355266.606433,6.0,,
Europe/Paris,breathingExercise,False,pinterest,openedApp,1752480911.792108,6.0,Entertainment,
Europe/Paris,breathingExercise,False,youtube,openedApp,1752492469.522414,6.0,Entertainment,960.0
Europe/Paris,,False,youtube,closedApp,1752492507.34407,,,
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1752524455.354815,6.0,,
Europe/Paris,breathingExercise,False,youtube,openedApp,1752581768.0537581,6.0,Entertainment,960.0
Europe/Paris,,False,youtube,closedApp,1752581969.366167,,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1752582656.55941,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752582881.434562,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1752600440.208015,6.0,,
Europe/Paris,breathingExercise,False,instagram,openedApp,1752661632.308619,6.0,Post something,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752662406.204373,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752664479.158876,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752687739.928543,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752688009.197949,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,openedApp,1752690909.709902,6.0,Entertainment,600.0
Europe/Paris,breathingExercise,False,instagram,dismissedAppOpening,1752691514.608344,6.0,,
