interventionType,interventionDuration,timezone,resolution,isReIntervention,timestamp,app,purpose
,,America/Sao_Paulo,closedApp,False,1753278139.742403,tikTok,
,,America/Sao_Paulo,dismissedAppOpening,False,1753278139.742403,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753283725.93226,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753285052.482826,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753285738.141829,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753323484.960217,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753370082.576813,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753371063.278039,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753372771.5207229,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753373721.6406069,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753373742.543717,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753377619.336108,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753378561.290224,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753383867.667064,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753384908.5512738,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753406472.5029612,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753452368.90396,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753454043.085341,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753468943.301406,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753471896.019516,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753473299.5172,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753475901.80166,instagram,Mensagem
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753476418.34639,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753484243.716845,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753484557.163944,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753492327.39892,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753493684.507607,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753497417.452565,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753543479.475493,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753548577.692905,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753553013.090961,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753558604.802803,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753564746.118798,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753569037.826952,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753624786.2836409,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753626433.651685,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753626914.555512,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753628256.6103802,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753629321.329262,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753638683.918334,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753643189.6916041,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753647313.2878551,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753647371.654035,tikTok,Entretenimento
,,America/Sao_Paulo,openedApp,False,1753650917.881237,tikTok,
,,America/Sao_Paulo,closedApp,False,1753651817.881237,tikTok,
,,America/Sao_Paulo,dismissedAppOpening,False,1753651817.881237,tikTok,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753655832.1276278,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753655837.191166,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753663559.296577,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753708200.997973,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753710348.472543,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753714590.237037,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753715275.687846,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753718313.523078,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753721774.2170281,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753726457.045243,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753731205.170205,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753732393.4204512,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753734579.400725,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753752226.549722,instagram,Entediado
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753753590.007761,tikTok,Entediado
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753760636.468988,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753798261.276304,instagram,Mensagem
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753807439.672515,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753808540.687211,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753809688.965646,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753821473.204463,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753821663.640202,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753822114.1688662,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753834615.24507,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753881792.643165,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753881792.774826,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753883533.701767,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753885809.393928,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753894811.5871592,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753895360.1327028,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753907611.5855808,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753907622.8809218,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753911842.92162,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753916533.3095179,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753918640.625705,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753977447.994359,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753978542.793705,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753982379.3054562,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753989266.7041302,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1753991590.989293,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1753998826.844454,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754003181.167383,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754006113.73982,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754052582.3764548,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754052606.0623178,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754054127.325614,tikTok,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754055176.43079,tikTok,Sanitário
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754062593.047058,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754063954.888149,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754064144.764622,instagram,Entretenimento
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754075719.2912831,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754078149.115803,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754081254.2465239,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754098807.685328,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754101103.620708,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754156292.685741,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754157935.1272159,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754163902.837661,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754165723.5364819,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754167201.8297858,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754167834.748172,instagram,Mensagem
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754182086.680451,tikTok,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754183722.2987099,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754184754.1255999,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754228520.961211,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754230530.1281319,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754240692.0682921,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754241438.685494,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754254586.0051389,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754255069.930053,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754258421.16649,instagram,Ficar por dentro
,,America/Sao_Paulo,openedApp,False,1754258403.74714,instagram,
,,America/Sao_Paulo,closedApp,False,1754258523.74714,instagram,
,,America/Sao_Paulo,dismissedAppOpening,False,1754258523.74714,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754261422.111168,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754261591.880908,instagram,Ficar por dentro
,,America/Sao_Paulo,openedApp,False,1754262004.413419,instagram,
,,America/Sao_Paulo,closedApp,False,1754262124.413419,instagram,
,,America/Sao_Paulo,dismissedAppOpening,False,1754262124.413419,instagram,
,,America/Sao_Paulo,openedApp,False,1754262006.176723,instagram,
,,America/Sao_Paulo,closedApp,False,1754262126.176723,instagram,
,,America/Sao_Paulo,dismissedAppOpening,False,1754262126.176723,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754262144.096164,instagram,Distração
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754268110.049697,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754271424.758642,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754311816.266561,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754317935.313572,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754319222.224551,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754320533.9510531,tikTok,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754320801.843326,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754322762.623282,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754328021.197702,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754331425.152234,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754332469.1956182,instagram,Postar algo
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754339065.263035,instagram,
breathingExercise,6.0,America/Sao_Paulo,dismissedAppOpening,False,1754355245.209348,instagram,
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754357245.74852,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754400049.119729,instagram,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754402102.475023,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754403320.817908,tikTok,Ficar por dentro
breathingExercise,6.0,America/Sao_Paulo,openedApp,False,1754413531.9423099,instagram,Postar algo
