app,interventionType,timezone,interventionDuration,timestamp,isReIntervention,resolution
instagram,breathingExercise,Europe/Berlin,6,1753370756.296822,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753371818.757452,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753372030.644911,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753375201.093643,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753417824.011374,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753513792.275729,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753537726.919022,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753640784.643478,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753641495.976437,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753641543.866658,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753641607.689465,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753641697.003165,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753644531.452389,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753644625.2445102,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753644642.166281,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753647618.7981958,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753649398.494205,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753681528.397773,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753692341.058054,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753724479.301441,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753724989.051108,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753725412.206856,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753727762.698947,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753727881.0293279,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753727895.277502,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753728037.087309,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753730820.7290668,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753735169.602246,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753736680.8757339,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753736733.771075,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753742326.790318,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753767796.720296,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753810969.9902549,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753811083.3212419,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753819536.280246,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753819951.875768,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753857762.293391,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753858689.250354,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753860149.251909,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753860750.6318998,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753884170.517005,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753890619.022036,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753894575.069168,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753894802.449985,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753895739.085474,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753897907.117128,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753906863.255632,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753908491.795078,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753909158.297237,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753914286.968488,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753916867.2777848,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753917237.577763,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753935210.898439,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753945518.455471,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753948962.412564,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1753972663.904601,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1753977236.6763802,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1754044475.33484,False,openedApp
instagram,breathingExercise,Europe/Berlin,6,1754045547.467822,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1754048664.369046,False,dismissedAppOpening
instagram,breathingExercise,Europe/Berlin,6,1754063492.705925,False,openedApp
