app,resolution,timestamp,interventionDuration,isReIntervention,timezone,interventionType
youtube,dismissedAppOpening,1751304624.4193559,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751306223.326157,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751306482.9412441,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751312476.057907,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751312590.589714,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751312736.4909449,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751316661.725151,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751348525.775146,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751354376.558115,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751358988.414829,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751359218.2313418,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751360035.110999,6,False,Europe/Berlin,breathingExercise
youtube,dismissedAppOpening,1751360036.288105,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751360829.31569,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751363928.8517408,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751368647.461916,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751369807.24232,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751374596.2873821,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751377523.563309,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751377615.409239,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751378521.1875591,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751381781.202693,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751389328.592386,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751416720.425774,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751440658.801169,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751443485.545385,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751449966.321424,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751450695.58197,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751451029.804671,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751469862.396513,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751470001.239845,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751471962.23842,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751471977.736158,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751479037.9219089,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751486991.474475,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751527275.948375,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751527668.634838,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751535066.677196,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751535089.92798,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751549158.757378,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751551638.282113,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751552481.412335,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751558445.312619,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751558619.464373,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751565406.327071,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751566567.5399342,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751578044.72822,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751578219.608222,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751578237.5979261,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751578481.544646,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751604050.2595038,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751610808.80233,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751610955.1718311,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751617325.7279491,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751617430.20807,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751618444.667321,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751618716.6609411,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751623095.5794039,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751633315.482568,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751638106.914863,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751639694.23941,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751639710.283566,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751647470.000962,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751647675.836582,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751655858.319345,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751660353.038789,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751666405.741994,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751668537.833251,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751698847.7949939,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751699352.565337,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751699615.884418,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751704450.654026,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751711229.879828,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751712791.18966,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751714030.6160789,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751715138.470784,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751726562.713023,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751751284.668251,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751783284.519267,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751786390.509852,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751788934.478867,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751793802.461028,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751797765.055136,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751805186.352205,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751810500.419317,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751810694.749908,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751829470.074562,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751831666.118505,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751835150.581142,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751869649.2181969,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751873873.414643,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751876140.891673,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751878199.244708,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751878499.9900398,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751882978.3597531,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751883872.686605,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751896884.784895,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751902366.173275,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751902910.066941,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751903631.798759,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751905648.148584,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751914152.778764,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751914193.724464,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751914502.234935,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751919303.243459,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1751925017.693461,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751925062.370225,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751958553.660541,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751958587.095674,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751960122.911237,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751977719.162179,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751979802.75065,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751986909.2440891,6,False,Europe/Berlin,breathingExercise
youtube,dismissedAppOpening,1751987156.999259,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751990042.152071,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751990321.210834,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1751996615.134324,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1751999570.427215,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752004882.430019,6,False,Europe/Berlin,breathingExercise
youtube,openedApp,1752007675.0029922,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752043035.5852618,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752047190.4405189,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752049861.0761662,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752945683.657419,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752955326.359795,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752959998.991652,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752963261.4566,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1752965852.284498,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1752965897.248162,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752965957.575714,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752967383.426152,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1752989928.7843971,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753028800.4521918,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753029129.8766642,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753033687.426947,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753048430.761588,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1753049122.4391909,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753049896.206646,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753050235.081929,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753076495.382401,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753093888.50002,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753093973.222305,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753112130.395164,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1753112821.086543,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1753112826.1193461,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1753132481.48611,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753132496.292616,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753133862.99876,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753139791.674566,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753141824.486693,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753169624.186547,6,False,Europe/Berlin,breathingExercise
instagram,dismissedAppOpening,1753171257.061897,6,False,Europe/Berlin,breathingExercise
instagram,openedApp,1753177846.085818,6,False,Europe/Berlin,breathingExercise
