isReIntervention,resolution,timezone,interventionType,app,timestamp,interventionDuration,timeIntervalUntilReIntervention
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753704977.4569612,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753712104.675529,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753719447.163243,6,540.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753720461.595087,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753728806.362766,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753729470.399286,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753730677.4650989,6,300.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753730995.548791,6,180.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753731179.456384,6,480.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753731510.567339,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753733662.398181,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753734219.235427,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753735541.1501489,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753738457.51795,6,240.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753741486.841106,6,540.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753742047.044664,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753748393.617103,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753748958.1085129,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753749590.944087,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753752536.828277,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753790965.109113,6,240.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753797172.577167,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753805429.551169,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753806590.764244,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753814081.185272,6,540.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753815023.2483702,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753815041.2502651,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753815217.1820211,6,480.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753815826.599854,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753816720.180033,6,360.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753817082.0663018,6,240.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753817326.953247,6,180.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753820387.115073,6,480.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753821221.040965,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753821243.98131,6,840.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753822950.192257,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1753823871.1627212,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753823889.111856,6,180.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753825143.668983,6,300.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753825463.8512769,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753830862.395915,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753832868.51354,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753834452.193898,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753834645.605754,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753835453.958836,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753836245.544606,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753837885.324048,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753869248.464274,6,480.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753877366.991488,6,360.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753892634.3107948,6,600.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753893471.968708,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753900417.147414,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753900904.8340058,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753901862.373121,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753902783.355345,6,240.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753903025.944244,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753904671.157889,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753907982.303338,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753909016.508109,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753911047.317912,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753912673.996543,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753914405.925469,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753923067.817256,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753925357.026777,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1753992021.496485,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754007743.077811,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754007848.961266,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754008013.434153,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754052027.455657,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754064761.3592958,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754065549.695791,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754073107.429277,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754073174.482257,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754074395.7870421,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754075322.4650521,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754077027.964192,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754080519.7128072,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754081033.0230742,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754081784.01735,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754084388.925478,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754086402.693389,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754087323.074728,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754089539.573542,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754089701.45785,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1754089984.172079,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754090488.706349,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754092424.8732882,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754093224.515164,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754093700.648261,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754094358.777192,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754098089.903171,6,660.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754145850.697756,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754146770.616091,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754148125.5722442,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754149218.729202,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754152313.180491,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754154171.978894,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754159969.932064,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754160344.1284862,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754161310.553942,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754162617.09613,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754163843.045672,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754176999.016232,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754177782.430077,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754195780.987726,6,900.0
False,dismissedAppOpening,America/Indiana/Indianapolis,breathingExercise,instagram,1754195823.986702,6,
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754195845.000709,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754196766.4328442,6,540.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754226280.956478,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754241148.563488,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754242068.849565,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754245112.290214,6,900.0
True,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754246053.298043,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754248405.357212,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754250118.868802,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754256053.446622,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754260326.7564502,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754262626.426307,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754262771.095667,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754263668.999018,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754264188.0158901,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754266238.504034,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754268154.777972,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754268703.745901,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754268780.007205,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754269817.4634972,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754300104.6092749,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754316033.1012259,6,900.0
False,openedApp,America/Indiana/Indianapolis,breathingExercise,instagram,1754323748.576602,6,900.0
