isReIntervention,timestamp,resolution,timezone,interventionType,interventionDuration,app,timeIntervalUntilReIntervention,purpose
False,1751732027.191792,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751732029.619071,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751733545.5295491,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751734917.867406,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751735919.691498,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,360.0,
False,1751736211.468567,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751736428.1684198,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
True,1751736551.873074,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,60.0,Crush stalken
False,1751736624.490962,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,360.0,
False,1751737103.522505,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751739308.3941178,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,480.0,
False,1751739950.678997,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751739975.267307,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751741079.782742,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,120.0,
False,1751741463.37515,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,480.0,
False,1751741785.951994,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751742691.206522,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751742731.106199,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751742805.0750031,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,300.0,
False,1751744639.320897,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751744913.210943,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,360.0,
False,1751745270.197948,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751745886.997957,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1751745914.622791,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751746233.732106,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,600.0,Crush stalken
False,1751746565.7851381,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751747249.126697,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,60.0,Crush stalken
False,1751747277.0190601,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751747285.268614,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751747302.5230079,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751747432.0134192,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1751748025.058444,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,600.0,
False,1751748069.728629,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,660.0,
False,1751752977.457947,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751753014.199156,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751754295.925088,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,360.0,
True,1751754854.400341,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,480.0,Crush stalken
True,1751755376.435124,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,540.0,Crush stalken
False,1751755611.9759688,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
True,1751756003.839517,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,480.0,Crush stalken
False,1751756521.810408,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
True,1751756582.812583,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,480.0,Crush stalken
True,1751757099.5052772,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,540.0,Crush stalken
False,1751758001.31129,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,240.0,
False,1751758026.7349958,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751758811.719691,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,660.0,
False,1751759051.1717448,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,780.0,
False,1751759440.081274,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751760094.7459621,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,1080.0,
False,1751782166.579534,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751782170.0003772,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751782441.029144,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751782556.10435,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,360.0,
False,1751783412.218278,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,480.0,
False,1751784293.824187,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,540.0,
False,1751784327.865118,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,900.0,
False,1751784996.3369842,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,720.0,
False,1751785145.510013,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,960.0,
False,1751785778.601157,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,600.0,
False,1751785832.6546478,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751786145.3069072,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751790463.070581,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751793731.367636,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751802465.403492,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1751810092.117927,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1751810727.7719588,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751810730.853153,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751817497.7837992,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,960.0,
False,1751818161.8261142,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751818332.313798,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,900.0,
False,1751828023.427685,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751828028.4099889,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,360.0,
False,1751828138.6885052,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751828903.925208,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751828955.836317,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1751829533.997415,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751830697.0306559,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,240.0,
False,1751830925.668469,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751830947.7930632,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751831672.115128,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751832380.330552,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751833220.741874,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751833437.558724,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751833442.3713531,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,480.0,
False,1751834207.858461,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751834213.701301,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751834217.312052,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,60.0,
False,1751834287.9381928,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Klo
False,1751835161.366209,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751836306.4444509,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751836321.13701,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751836359.509969,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751837749.537322,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751837809.4700298,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,900.0,
False,1751838023.526592,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,600.0,
False,1751838607.313554,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
True,1751838708.381212,openedApp,Europe/Berlin,breathingExercise,6.0,snapchat,540.0,Crush stalken
True,1751839317.868308,openedApp,Europe/Berlin,breathingExercise,6.0,snapchat,300.0,Crush stalken
False,1751839814.929378,openedApp,Europe/Berlin,breathingExercise,6.0,snapchat,660.0,Crush stalken
False,1751869835.6429272,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,300.0,
False,1751869894.1301022,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751874254.214242,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751876582.751313,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751876587.4792252,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751876612.714789,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751879475.9613628,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751888217.927798,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751888219.855431,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751888292.945864,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751888305.563334,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751888323.601587,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751889221.154128,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751889446.347163,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,780.0,
False,1751889935.062597,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751890089.5121698,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,600.0,
False,1751890927.34732,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,480.0,
False,1751891088.072501,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,540.0,
True,1751891659.689795,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,480.0,Crush stalken
False,1751891738.8202028,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751892053.650868,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,360.0,
True,1751892139.657371,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,360.0,Crush stalken
False,1751892368.824189,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751892392.4831061,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
True,1751892511.240776,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,780.0,Kann nicht schlafen
False,1751892764.4301739,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,540.0,
False,1751894791.142761,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751895949.626832,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,660.0,
False,1751896975.731073,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,420.0,
False,1751897023.536316,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751897040.881274,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751897054.366055,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,420.0,
True,1751897528.541689,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,660.0,Crush stalken
False,1751898062.0284219,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751898100.004322,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,420.0,
False,1751898153.6663918,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,480.0,
True,1751898664.382488,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,720.0,Crush stalken
False,1751898726.985859,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,540.0,
False,1751899279.258889,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,420.0,
False,1751899367.220027,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,540.0,
True,1751899934.67906,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,660.0,Crush stalken
False,1751899969.933155,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,840.0,
False,1751900561.9987621,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,420.0,
False,1751900635.3868098,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,720.0,
False,1751901071.361212,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
True,1751901167.518097,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,540.0,Crush stalken
False,1751901254.800257,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,romeo,,
False,1751901260.056998,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,600.0,
False,1751901793.035883,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,600.0,
False,1751901855.4490309,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Unterhaltung
False,1751902002.4002051,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,720.0,
False,1751903153.7422,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,romeo,,
False,1751903299.856911,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,600.0,
False,1751903335.762428,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751903943.116895,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,660.0,
False,1751903963.304774,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,840.0,Crush stalken
False,1751904565.959533,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,420.0,
False,1751904575.0667171,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,480.0,
True,1751905103.43431,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,840.0,Crush stalken
False,1751905203.9198909,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751906054.258541,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,romeo,,
False,1751906059.88078,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,420.0,
False,1751906259.518186,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,600.0,
False,1751906435.891821,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,480.0,
False,1751906617.74785,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,romeo,,
False,1751906637.311044,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,180.0,Crush stalken
True,1751906842.859282,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,300.0,Crush stalken
True,1751907186.790699,openedApp,Europe/Berlin,breathingExercise,6.0,romeo,480.0,Crush stalken
False,1751907222.651606,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751907840.788532,openedApp,Europe/Berlin,askForTimeLimit,6.0,romeo,420.0,
False,1751909446.684088,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751909561.831502,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,snapchat,,
False,1751911115.391382,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
True,1751911200.53174,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,720.0,Crush stalken
False,1751911790.6203132,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,420.0,
False,1751911850.537737,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1751912361.329345,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751912435.018503,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,360.0,
False,1751913007.852882,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751913025.346686,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,480.0,Crush stalken
False,1751913030.199276,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751913172.669685,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751914475.511131,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751914898.1486158,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,720.0,
False,1751916842.876346,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751917719.334505,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1751921536.639124,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,300.0,
False,1751921958.8986359,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,snapchat,,
False,1751927077.843003,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1751922057.497874,openedApp,Europe/Berlin,,,twitter,,
False,1751922357.497874,closedApp,Europe/Berlin,,,twitter,,
False,1751922357.497874,dismissedAppOpening,Europe/Berlin,,,twitter,,
False,1751927082.4676561,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
True,1751927098.9926329,openedApp,Europe/Berlin,breathingExercise,6.0,snapchat,60.0,Nachricht / Schreiben
False,1751927134.4673219,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,romeo,,
False,1751927730.454146,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751928119.453131,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1751928128.4049149,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,snapchat,,
False,1751928148.115483,openedApp,Europe/Berlin,breathingExercise,6.0,snapchat,300.0,Crush stalken
False,1751928856.8804421,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,480.0,
False,1751929623.231933,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751930121.202509,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751930126.296648,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1751930143.210456,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751930618.559758,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1751976592.5447788,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1751978596.190476,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1751979003.800832,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,420.0,
False,1751993240.811728,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1751998862.281146,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1751999121.8786411,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1751999746.495006,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1752000332.675565,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752001229.747836,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,600.0,
False,1752001766.2772799,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752001945.486405,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752005336.575064,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,300.0,
False,1752005587.652421,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,420.0,
False,1752005770.9965591,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752006001.269589,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,720.0,
False,1752007262.392432,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752008725.5067039,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752009519.813967,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752010116.453798,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752010832.804718,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752010851.5998569,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,420.0,
False,1752011567.201867,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752013028.566989,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,telegram,,
False,1752013037.19205,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,telegram,,
False,1752013055.4159532,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,240.0,Crush stalken
False,1752013801.4598532,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,telegram,,
False,1752015384.6776838,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752035172.474709,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752035181.920322,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752035816.634954,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752036474.361937,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1752037094.6852899,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1752037193.873708,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1752037774.196032,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752039209.1104321,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752040890.4486918,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752042206.432421,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752042232.452125,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752043270.402413,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752043747.839724,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752047500.217016,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752048758.951057,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752049517.95475,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752050681.033721,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752052726.4779658,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752060455.92558,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752062064.157145,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752070860.6780849,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752070863.256164,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752071070.117032,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752072362.080404,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752072378.138422,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752075206.003759,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752079086.604377,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752079165.783853,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752081394.061836,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752086300.405031,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752087043.143882,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752087092.925465,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752089130.739459,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752089545.754951,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
True,1752089632.101081,openedApp,Europe/Berlin,breathingExercise,6.0,jodel,300.0,Crush stalken
False,1752090409.863752,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752102262.149575,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752104289.139645,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,480.0,
False,1752127399.5433521,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752130094.3053699,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752134003.4630508,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752135146.153973,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752139313.330443,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752139680.706921,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752141503.602433,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,telegram,,
False,1752141517.8091478,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
True,1752173554.790317,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,60.0,Crush stalken
False,1752175289.206637,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752175511.290123,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752175519.981323,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,1140.0,
False,1752176628.1358562,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,600.0,
False,1752177286.308855,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
False,1752181761.652818,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
False,1752183455.2728071,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,660.0,
False,1752186013.195991,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,360.0,
False,1752210242.855056,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,480.0,
False,1752210934.394713,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
True,1752211043.928046,openedApp,Europe/Berlin,breathingExercise,6.0,jodel,60.0,Crush stalken
False,1752212980.8385859,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752213004.3090858,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752213752.1994328,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752214520.550551,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752214920.705854,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
False,1752222156.5558472,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,360.0,
