resolution,timezone,app,isReIntervention,interventionDuration,interventionType,timestamp,purpose,timeIntervalUntilReIntervention
closedApp,Europe/Zurich,youtube,False,,,1749076263.999247,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749076273.814165,Unterhaltung,300.0
closedApp,Europe/Zurich,youtube,False,,,1749076575.049742,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749076583.660095,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749076761.768196,,
closedApp,Europe/Zurich,youtube,False,,,1749077277.47208,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749077287.67969,Unterhaltung,480.0
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749114749.0160851,,
closedApp,Europe/Zurich,youtube,False,,,1749077338.460712,,
closedApp,Europe/Zurich,youtube,False,,,1749077451.945767,,
closedApp,Europe/Zurich,youtube,False,,,1749077551.0780501,,
closedApp,Europe/Zurich,youtube,False,,,1749077760.097491,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749115196.2660851,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749115198.046494,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749115202.459959,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749115204.470823,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749115231.399858,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749117147.473108,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749117345.951631,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749117360.5559769,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749117382.082749,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749117395.176783,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749117398.249738,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749117401.646823,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749118195.94531,,
closedApp,Europe/Zurich,youtube,False,,,1749117620.920816,,
closedApp,Europe/Zurich,youtube,False,,,1749117978.579109,,
closedApp,Europe/Zurich,youtube,False,,,1749118176.255186,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749118198.171845,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749118209.173568,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749118220.757628,Unterhaltung,300.0
closedApp,Europe/Zurich,youtube,False,,,1749118526.47439,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749118575.053822,Ablenkung,420.0
closedApp,Europe/Zurich,youtube,False,,,1749119001.22753,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749119009.780737,Unterhaltung,540.0
closedApp,Europe/Zurich,youtube,False,,,1749119552.591932,,
dismissedAppOpening,Europe/Zurich,youtube,True,3.0,breathingExercise,1749119566.23687,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749120383.285555,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749120486.6422892,Unterhaltung,420.0
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749120832.371347,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749121360.3675041,,
closedApp,Europe/Zurich,youtube,False,,,1749121498.318366,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749121510.017229,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749121523.550095,,
closedApp,Europe/Zurich,youtube,False,,,1749121553.399304,,
closedApp,Europe/Zurich,youtube,False,,,1749121592.30054,,
closedApp,Europe/Zurich,youtube,False,,,1749121804.6469002,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749122002.210413,Ablenkung,600.0
closedApp,Europe/Zurich,youtube,False,,,1749122173.635037,,
closedApp,Europe/Zurich,youtube,False,,,1749122606.588795,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749122615.520592,Unterhaltung,540.0
closedApp,Europe/Zurich,youtube,False,,,1749123149.197921,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749123158.746778,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749123811.319135,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749123821.6056628,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749124089.9765239,,
closedApp,Europe/Zurich,youtube,False,,,1749124485.3052502,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749124849.067862,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749124853.217969,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749124856.422233,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749129673.637315,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749129675.880422,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749129686.17339,Unterhaltung,540.0
closedApp,Europe/Zurich,instagram,False,,,1749130041.738511,,
closedApp,Europe/Zurich,instagram,False,,,1749130155.482178,,
closedApp,Europe/Zurich,instagram,False,,,1749130341.673959,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749130350.9825249,Unterhaltung,600.0
closedApp,Europe/Zurich,instagram,False,,,1749130602.920944,,
closedApp,Europe/Zurich,instagram,False,,,1749130721.64194,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749130796.684247,Unterhaltung,660.0
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749134820.422328,,
closedApp,Europe/Zurich,youtube,False,,,1749130886.244687,,
closedApp,Europe/Zurich,youtube,False,,,1749132474.729377,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749134892.146394,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749135101.5061169,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749135263.652433,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749135452.8665872,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749135646.128751,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749135648.129853,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749136890.3616672,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749136910.406565,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749142187.241364,Unterhaltung,600.0
closedApp,Europe/Zurich,youtube,False,,,1749142215.104852,,
closedApp,Europe/Zurich,youtube,False,,,1749142382.6515,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749143733.165024,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749143809.5595598,,
closedApp,Europe/Zurich,youtube,False,,,1749143863.140832,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749150985.1047711,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749153217.030291,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749153476.982068,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749153503.843132,,
closedApp,Europe/Zurich,youtube,False,,,1749153880.768314,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749155070.377758,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749155238.65939,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749155708.112842,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749155741.7787871,Unterhaltung,540.0
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749155911.129901,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749156019.713645,,
closedApp,Europe/Zurich,youtube,False,,,1749156071.226547,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749157296.839046,Unterhaltung,1080.0
closedApp,Europe/Zurich,youtube,False,,,1749157531.999099,,
closedApp,Europe/Zurich,youtube,False,,,1749157813.785907,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749158853.9891481,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749158856.164585,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749159021.8206139,Unterhaltung,720.0
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749167052.030029,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749167066.897579,,
closedApp,Europe/Zurich,youtube,False,,,1749167172.539834,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749198246.271024,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749198990.10329,Unterhaltung,540.0
closedApp,Europe/Zurich,youtube,False,,,1749199064.785675,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749203014.1664581,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749203058.144915,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749203390.153399,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749209457.4606981,Unterhaltung,360.0
closedApp,Europe/Zurich,youtube,False,,,1749209685.712913,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749209979.892311,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749209990.082592,Unterhaltung,540.0
closedApp,Europe/Zurich,instagram,False,,,1749210529.848809,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749210548.642867,Unterhaltung,420.0
closedApp,Europe/Zurich,instagram,False,,,1749210580.5756512,,
closedApp,Europe/Zurich,instagram,False,,,1749211008.792686,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749211017.521466,Unterhaltung,60.0
closedApp,Europe/Zurich,instagram,False,,,1749211077.194014,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749211085.451361,Unterhaltung,60.0
closedApp,Europe/Zurich,instagram,False,,,1749211115.3562589,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749216562.4429379,Unterhaltung,480.0
closedApp,Europe/Zurich,youtube,False,,,1749216590.639151,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749218310.147736,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749218312.777405,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749218315.152029,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749218317.2916222,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749220406.6763659,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749220409.35485,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749220411.4349241,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749220415.169057,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749220444.8172932,Unterhaltung,480.0
closedApp,Europe/Zurich,youtube,False,,,1749220465.6965141,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749223591.213161,Unterhaltung,540.0
closedApp,Europe/Zurich,youtube,False,,,1749224140.648165,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749224148.9437342,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749224731.009964,,
closedApp,Europe/Zurich,youtube,False,,,1749224770.790811,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749241587.306922,Unterhaltung,600.0
closedApp,Europe/Zurich,youtube,False,,,1749242189.0059152,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749242346.4786139,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749242348.708302,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749242360.670989,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749242378.330349,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749242561.4625301,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749242583.21879,Unterhaltung,600.0
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749243295.577379,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749243959.079644,Unterhaltung,600.0
closedApp,Europe/Zurich,youtube,False,,,1749243992.062539,,
closedApp,Europe/Zurich,youtube,False,,,1749244530.151225,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749245014.2092562,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749245062.335536,,
closedApp,Europe/Zurich,youtube,False,,,1749245432.097903,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749248624.235332,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749248642.6189818,Unterhaltung,480.0
closedApp,Europe/Zurich,instagram,False,,,1749248851.3057718,,
closedApp,Europe/Zurich,instagram,False,,,1749249131.597553,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749249140.172199,Unterhaltung,240.0
closedApp,Europe/Zurich,instagram,False,,,1749249379.77142,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749249583.035672,Unterhaltung,1620.0
closedApp,Europe/Zurich,youtube,False,,,1749249598.5887961,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749250644.292831,Unterhaltung,1380.0
closedApp,Europe/Zurich,youtube,False,,,1749251650.642792,,
closedApp,Europe/Zurich,youtube,False,,,1749251780.1103768,,
closedApp,Europe/Zurich,youtube,False,,,1749252074.381308,,
closedApp,Europe/Zurich,youtube,False,,,1749252243.806304,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749252252.235098,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749252539.131017,,
closedApp,Europe/Zurich,youtube,False,,,1749252583.206012,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749253584.6136441,Unterhaltung,720.0
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749283313.030828,Unterhaltung,1080.0
closedApp,Europe/Zurich,youtube,False,,,1749284309.8664908,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749284716.502551,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749284727.1074529,Unterhaltung,600.0
closedApp,Europe/Zurich,instagram,False,,,1749284798.012078,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749284807.311298,Unterhaltung,840.0
closedApp,Europe/Zurich,youtube,False,,,1749284888.711906,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749285255.3110619,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749285325.403316,,
closedApp,Europe/Zurich,youtube,False,,,1749285572.418645,,
closedApp,Europe/Zurich,youtube,False,,,1749285644.469857,,
closedApp,Europe/Zurich,youtube,False,,,1749285953.637002,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749286871.841599,Unterhaltung,480.0
closedApp,Europe/Zurich,youtube,False,,,1749287358.245047,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749287369.173435,Unterhaltung,840.0
closedApp,Europe/Zurich,youtube,False,,,1749287917.962277,,
closedApp,Europe/Zurich,youtube,False,,,1749288111.910003,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749288154.3725219,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749288156.136222,,
closedApp,Europe/Zurich,youtube,False,,,1749288289.165501,,
closedApp,Europe/Zurich,youtube,False,,,1749288416.730245,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749288424.952354,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749292653.1663918,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749292759.727844,,
closedApp,Europe/Zurich,youtube,False,,,1749293447.4072871,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749293456.1426458,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749293634.39203,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749296664.450212,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749297130.259853,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749297144.363023,Unterhaltung,360.0
closedApp,Europe/Zurich,youtube,False,,,1749297322.423414,,
closedApp,Europe/Zurich,youtube,False,,,1749297531.940956,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749297543.357101,Unterhaltung,480.0
closedApp,Europe/Zurich,youtube,False,,,1749297820.223556,,
closedApp,Europe/Zurich,youtube,False,,,1749298025.054062,,
closedApp,Europe/Zurich,youtube,False,,,1749298297.430165,,
dismissedAppOpening,Europe/Zurich,youtube,True,3.0,breathingExercise,1749298306.562253,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749298351.534576,Unterhaltung,540.0
closedApp,Europe/Zurich,youtube,False,,,1749298896.953383,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749298905.346812,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749299688.540894,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749299697.023272,Unterhaltung,840.0
closedApp,Europe/Zurich,youtube,False,,,1749299838.718128,,
closedApp,Europe/Zurich,youtube,False,,,1749299903.601937,,
closedApp,Europe/Zurich,youtube,False,,,1749300645.21668,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749300654.209138,Unterhaltung,660.0
closedApp,Europe/Zurich,youtube,False,,,1749301287.248395,,
closedApp,Europe/Zurich,youtube,False,,,1749301331.038834,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749301339.648114,Unterhaltung,600.0
closedApp,Europe/Zurich,youtube,False,,,1749301933.947365,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749301943.188415,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749302656.803761,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749302665.503459,Unterhaltung,780.0
closedApp,Europe/Zurich,youtube,False,,,1749303439.8964272,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749303448.1510139,Unterhaltung,1080.0
closedApp,Europe/Zurich,youtube,False,,,1749303731.5834398,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749306695.086854,Unterhaltung,540.0
closedApp,Europe/Zurich,instagram,False,,,1749306766.74982,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749308563.368171,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749308566.1628098,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749308568.899619,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749310118.756702,Unterhaltung,960.0
closedApp,Europe/Zurich,instagram,False,,,1749311087.2348619,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749311096.432347,Unterhaltung,840.0
closedApp,Europe/Zurich,instagram,False,,,1749311267.830398,,
closedApp,Europe/Zurich,instagram,False,,,1749311426.616743,,
closedApp,Europe/Zurich,instagram,False,,,1749311443.40865,,
closedApp,Europe/Zurich,instagram,False,,,1749311938.971806,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749311948.463522,Unterhaltung,960.0
closedApp,Europe/Zurich,instagram,False,,,1749312911.323941,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749312919.921844,Unterhaltung,660.0
closedApp,Europe/Zurich,instagram,False,,,1749312947.328712,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749313648.648525,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749313662.910492,Unterhaltung,480.0
closedApp,Europe/Zurich,instagram,False,,,1749313713.6371222,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749313993.272328,Unterhaltung,660.0
closedApp,Europe/Zurich,instagram,False,,,1749314008.122573,,
closedApp,Europe/Zurich,instagram,False,,,1749315329.563628,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749332146.438597,Unterhaltung,840.0
closedApp,Europe/Zurich,youtube,False,,,1749332301.257097,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749375369.72056,Unterhaltung,300.0
closedApp,Europe/Zurich,instagram,False,,,1749375674.050946,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749375684.956301,Unterhaltung,660.0
closedApp,Europe/Zurich,instagram,False,,,1749375949.4086719,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749387956.620892,Unterhaltung,780.0
closedApp,Europe/Zurich,instagram,False,,,1749387999.7459579,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749388767.719877,Unterhaltung,540.0
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749389171.043669,Unterhaltung,660.0
closedApp,Europe/Zurich,instagram,False,,,1749389653.9298248,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749390227.14813,Unterhaltung,780.0
closedApp,Europe/Zurich,instagram,False,,,1749390777.694421,,
closedApp,Europe/Zurich,instagram,False,,,1749390883.110492,,
closedApp,Europe/Zurich,instagram,False,,,1749391035.467297,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749391043.69983,Unterhaltung,780.0
closedApp,Europe/Zurich,instagram,False,,,1749391264.1432939,,
closedApp,Europe/Zurich,instagram,False,,,1749391682.504016,,
closedApp,Europe/Zurich,instagram,False,,,1749391892.725636,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749391901.0030031,Unterhaltung,840.0
closedApp,Europe/Zurich,instagram,False,,,1749392330.9216151,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749403395.9715118,Unterhaltung,240.0
closedApp,Europe/Zurich,youtube,False,,,1749403445.6137362,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749406811.708399,Ablenkung,900.0
closedApp,Europe/Zurich,instagram,False,,,1749406926.235805,,
closedApp,Europe/Zurich,instagram,False,,,1749407796.200777,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749407805.032216,Unterhaltung,540.0
closedApp,Europe/Zurich,instagram,False,,,1749407994.554443,,
closedApp,Europe/Zurich,instagram,False,,,1749408349.388665,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749408357.617091,Unterhaltung,780.0
closedApp,Europe/Zurich,instagram,False,,,1749409141.0910568,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749409149.7902179,Unterhaltung,540.0
closedApp,Europe/Zurich,instagram,False,,,1749409350.685247,,
closedApp,Europe/Zurich,instagram,False,,,1749409394.559403,,
closedApp,Europe/Zurich,instagram,False,,,1749409542.7109098,,
closedApp,Europe/Zurich,instagram,False,,,1749409705.837257,,
closedApp,Europe/Zurich,instagram,False,,,1749409913.382854,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749409923.099309,Unterhaltung,180.0
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749410271.6211991,Ablenkung,60.0
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749410915.009893,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749410919.1920218,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749410957.393776,Unterhaltung,720.0
closedApp,Europe/Zurich,instagram,False,,,1749411026.912792,,
closedApp,Europe/Zurich,instagram,False,,,1749411086.978949,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749411855.3210092,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749416571.013054,Unterhaltung,600.0
closedApp,Europe/Zurich,instagram,False,,,1749416590.850976,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749418491.040575,Unterhaltung,300.0
closedApp,Europe/Zurich,instagram,False,,,1749418519.07587,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749421754.161695,Unterhaltung,1380.0
closedApp,Europe/Zurich,instagram,False,,,1749422180.0828319,,
closedApp,Europe/Zurich,instagram,False,,,1749422435.997685,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749425507.894109,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749426167.993453,Ablenkung,540.0
closedApp,Europe/Zurich,instagram,False,,,1749426714.561763,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749426724.371427,Unterhaltung,480.0
closedApp,Europe/Zurich,instagram,False,,,1749426995.215112,,
closedApp,Europe/Zurich,instagram,False,,,1749427011.0850558,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749461694.347513,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749461705.64872,Unterhaltung,660.0
closedApp,Europe/Zurich,instagram,False,,,1749462369.164921,,
openedApp,Europe/Zurich,instagram,True,3.0,breathingExercise,1749462377.995408,Unterhaltung,780.0
closedApp,Europe/Zurich,instagram,False,,,1749463050.633576,,
closedApp,Europe/Zurich,instagram,False,,,1749463085.110883,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749463774.5092869,,
dismissedAppOpening,Europe/Zurich,instagram,False,3.0,breathingExercise,1749466205.078047,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749468983.374661,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749469121.671328,Unterhaltung,480.0
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749469121.727573,,
closedApp,Europe/Zurich,youtube,False,,,1749469153.116761,,
openedApp,Europe/Zurich,instagram,False,3.0,breathingExercise,1749469207.4082708,Unterhaltung,600.0
closedApp,Europe/Zurich,instagram,False,,,1749469557.853887,,
closedApp,Europe/Zurich,instagram,False,,,1749469863.397069,,
openedApp,Europe/Zurich,youtube,False,3.0,breathingExercise,1749469969.4232922,Unterhaltung,1020.0
closedApp,Europe/Zurich,youtube,False,,,1749470140.9600039,,
closedApp,Europe/Zurich,youtube,False,,,1749470319.040255,,
closedApp,Europe/Zurich,youtube,False,,,1749471132.701529,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749471141.16327,Unterhaltung,540.0
closedApp,Europe/Zurich,youtube,False,,,1749471673.764577,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749471683.61711,Unterhaltung,420.0
closedApp,Europe/Zurich,youtube,False,,,1749472097.4044352,,
openedApp,Europe/Zurich,youtube,True,3.0,breathingExercise,1749472108.326185,Unterhaltung,720.0
closedApp,Europe/Zurich,youtube,False,,,1749472456.527125,,
closedApp,Europe/Zurich,youtube,False,,,1749472553.042362,,
closedApp,Europe/Zurich,youtube,False,,,1749472721.168417,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749473955.271359,,
dismissedAppOpening,Europe/Zurich,youtube,False,3.0,breathingExercise,1749473994.0494561,,
