isReIntervention,resolution,interventionDuration,interventionType,timezone,timestamp,app,purpose
False,openedApp,6,breathingExercise,Europe/Berlin,1753891790.185591,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753892004.884471,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753892626.870823,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753893584.739246,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753897969.065977,tikTok,
False,openedApp,6,breathingExercise,Europe/Berlin,1753914973.486376,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753945684.8063002,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753969168.648868,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753970446.581485,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753970682.889135,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753970684.911312,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753970699.003179,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753970861.5737371,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1753997285.2608461,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753997990.116338,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1753997999.568768,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1753998080.0957608,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754001090.567953,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754035698.7471762,tikTok,
False,openedApp,6,breathingExercise,Europe/Berlin,1754036669.902306,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754042323.80472,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754055199.110022,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754055853.0497432,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754057114.1952171,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754057476.496707,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754084337.869231,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754084794.791842,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754084896.0364041,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754086267.424631,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754117320.74972,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754117472.867412,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754118695.600868,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754119968.464632,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754129671.9364061,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754142177.044547,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754143724.9581199,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754143726.379247,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754143900.280272,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754146529.8447142,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754147981.254459,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754157133.515214,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754157148.957644,tikTok,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754157330.73031,tikTok,
False,openedApp,6,breathingExercise,Europe/Berlin,1754157361.216981,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754157512.5610619,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754157665.305305,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754157805.717057,tikTok,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754158023.68658,instagram,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754158027.8278089,tikTok,
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754158029.888917,tikTok,
False,openedApp,6,breathingExercise,Europe/Berlin,1754158044.223443,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754158086.068645,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754158198.960762,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754165043.0103679,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754170273.568435,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754199659.2509918,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754200201.321693,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754200649.565551,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754204757.922596,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754221489.6148682,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754222515.2483292,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754231946.9930902,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754232704.0458999,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754241520.329469,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754242329.247716,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754242401.719028,instagram,
False,openedApp,6,breathingExercise,Europe/Berlin,1754242693.810944,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754242803.901688,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754250153.307729,tikTok,Nachricht / Schreiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754256260.569408,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754290173.2480989,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754291356.354794,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754291536.940489,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754296124.190473,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754297792.573106,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754299213.054132,instagram,Auf dem Laufenden bleiben
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754308710.0426102,tikTok,
False,openedApp,6,breathingExercise,Europe/Berlin,1754308727.694141,tikTok,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754348850.3815432,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754377505.2779942,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754378444.648511,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754380039.208569,instagram,Auf dem Laufenden bleiben
False,openedApp,6,breathingExercise,Europe/Berlin,1754386709.409065,instagram,Ablenkung
False,dismissedAppOpening,6,breathingExercise,Europe/Berlin,1754387629.5949368,instagram,
