timestamp,resolution,timezone,app,interventionType,interventionDuration,isReIntervention
1752265177.218656,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752265475.0941029,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752266670.314702,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752268684.964446,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752271117.459422,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752271522.304093,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752272840.6705542,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752320986.7146568,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752325577.239531,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752326380.54651,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752327136.223052,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752332993.667213,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752333495.7854939,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752334942.700609,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752335534.081119,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752336059.664278,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752336069.688889,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752361147.315476,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752401461.974948,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752401626.130384,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752403645.982432,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752404465.066474,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752408310.5302858,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752420816.5197902,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752421819.323134,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752426801.810636,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752429356.061815,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752429361.491013,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752429374.825413,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752430231.371778,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752430854.778244,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752431346.145976,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752434263.8915582,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752435481.094398,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752437652.544461,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752473428.225465,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752473430.8544269,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752473433.178347,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752473478.949471,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752477626.255285,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752477637.0215359,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752481767.183453,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752481776.577003,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752482192.538714,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752482202.826593,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752488190.979734,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752489088.6174068,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752489113.271646,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752493549.554617,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752493943.3106189,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752494346.582576,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752494374.197095,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752495407.794276,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752498969.1191459,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752499335.414644,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752499618.25731,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752500081.041031,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752509249.479037,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752509258.760839,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752517125.258853,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752521097.071209,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752522904.431947,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752523483.066057,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752523512.217914,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752523760.852798,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752523898.473151,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752558765.5202,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752558896.5691152,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752559112.0497189,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752559424.232108,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752561111.42424,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752575270.0808182,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,3,False
1752575279.9367108,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589416.303265,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589423.632235,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589423.653177,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589423.662353,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589423.667313,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589423.673846,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752589423.679548,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752590787.207319,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752594478.689908,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752596898.00354,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752597030.35342,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752599122.097743,openedApp,Europe/Luxembourg,instagram,breathingExercise,3,False
1752603666.7487512,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752606721.553822,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752609437.5664868,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752610191.9443998,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752610857.6132631,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752612208.663525,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752612326.35677,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752613107.8004,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752616065.104533,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752645893.568853,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752646738.474761,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752648112.286736,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752648141.537918,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752660345.1682038,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752660360.8194551,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752675422.737948,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752679210.948242,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752680883.027606,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752680895.353277,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752683022.650172,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752684390.4933028,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752685986.155263,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752686166.302783,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752686561.987622,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752687577.516955,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752688280.112163,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752696185.95469,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752698489.702705,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752730838.361218,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752730854.184243,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752732218.446154,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752748539.135137,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752749110.092513,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752749123.49023,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752749480.933861,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752749498.873273,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752750451.148656,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752750466.403183,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752753057.7075682,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752754210.1232471,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752754483.080986,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752755782.328837,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752755824.177639,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752766723.656261,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752768058.027781,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752768060.095072,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752771999.560961,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752772596.801959,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752773746.012891,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752783201.05969,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752783958.235011,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752784137.410403,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752785422.971883,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752786140.7578568,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752788208.699775,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752788656.79522,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752817719.359962,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752818017.4223452,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752820507.509488,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752833096.668158,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752851912.779469,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752854256.783972,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752855075.4694018,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752871754.674045,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752915164.970224,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752915246.657847,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752917362.996766,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752922870.562314,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752924064.706296,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752930420.707982,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752932873.803811,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752932935.7635999,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752936006.489184,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752939261.4090319,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752941675.3161201,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752942351.12328,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752942498.7452512,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752942646.845257,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752943290.171156,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752943546.770078,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752943886.43928,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752950883.321248,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752953877.7990608,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752955512.854197,dismissedAppOpening,Europe/Luxembourg,instagram,breathingExercise,6,False
1752957626.909514,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752959505.133441,openedApp,Europe/Luxembourg,instagram,breathingExercise,6,False
1752998818.862189,openedApp,Europe/Paris,instagram,breathingExercise,6,False
1753003275.063888,openedApp,Europe/Paris,instagram,breathingExercise,6,False
