app,timestamp,timezone,interventionType,interventionDuration,resolution,isReIntervention
instagram,1754049017.1377292,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754049793.131534,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754118606.3320398,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754118985.5963721,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754120145.869874,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754128363.493567,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754128550.0717,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754128773.584455,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754131357.98206,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754131600.4709039,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754133533.4812331,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754134449.377832,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754135052.964611,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754135303.762429,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754136239.8957438,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754137706.424982,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754143532.210427,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754143637.155083,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754146908.2939,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754147972.031787,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754149052.2251391,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754149172.597777,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754154813.968499,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754154825.482867,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754156975.0488482,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754162715.686891,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754206573.217479,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754207075.697176,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754207266.961978,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754208562.6863852,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754208702.1831012,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754209637.572236,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754210131.7770572,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754210400.894102,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754210956.27899,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754213582.3031511,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754289175.243051,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754289602.282357,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754289992.861723,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754291009.095306,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754291213.232557,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754291238.610896,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754291375.286841,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754313745.040941,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754314259.504445,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754314335.0403008,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754314351.215456,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754314366.162809,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754314430.190393,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754314897.047637,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754314947.277832,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754317329.363137,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754318646.547155,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754318649.964705,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754375545.328912,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754375621.596123,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754376438.976049,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754377464.7675428,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754377799.33568,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754378220.101793,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754378305.204602,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754378496.64885,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754389310.4457579,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754391144.61813,Europe/Berlin,breathingExercise,6,dismissedAppOpening,False
instagram,1754461897.460669,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754462693.8653998,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754462872.8837729,Europe/Berlin,breathingExercise,6,openedApp,False
instagram,1754463489.6442962,Europe/Berlin,breathingExercise,6,openedApp,False
