interventionType,resolution,timestamp,isReIntervention,interventionDuration,app,timezone,purpose
,closedApp,1753214395.131434,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753214633.516017,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753214790.018865,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753217605.752553,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753217612.3632278,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753217660.564666,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753217987.101409,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753218027.9945369,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753218200.783072,False,,instagram,America/New_York,
,closedApp,1753218489.27807,False,,instagram,America/New_York,
,closedApp,1753219748.583077,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753219774.223007,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753221247.9133239,False,3.0,instagram,America/New_York,Bored
,closedApp,1753221357.3390121,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753221389.957193,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753221992.036333,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753221994.328693,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753234019.671478,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753234030.6063828,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753234050.992733,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753234203.9247499,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753234220.270644,False,3.0,instagram,America/New_York,Post something
,closedApp,1753234393.3578792,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753237921.023217,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753277540.079687,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753277553.8668709,False,3.0,instagram,America/New_York,Message
,closedApp,1753277674.940218,False,,instagram,America/New_York,
,closedApp,1753277735.297334,False,,instagram,America/New_York,
,closedApp,1753279565.047529,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753281853.915858,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753283770.0803862,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753287451.660804,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753287524.1898432,False,,instagram,America/New_York,
breathingExercise,openedApp,1753292330.885659,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753292359.1073709,False,,instagram,America/New_York,
breathingExercise,openedApp,1753293219.423026,False,3.0,instagram,America/New_York,Post something
,closedApp,1753293284.926105,False,,instagram,America/New_York,
,closedApp,1753293506.373199,False,,instagram,America/New_York,
,closedApp,1753293613.485704,False,,instagram,America/New_York,
,closedApp,1753293799.3781729,False,,instagram,America/New_York,
,closedApp,1753294144.346208,False,,instagram,America/New_York,
,closedApp,1753294415.1696281,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753294422.6909451,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753295040.535855,False,3.0,instagram,America/New_York,Post something
,closedApp,1753295182.343978,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753295189.354299,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753295416.427274,False,3.0,instagram,America/New_York,Post something
,closedApp,1753295483.138799,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753295522.813918,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753295646.318605,False,3.0,instagram,America/New_York,Post something
,closedApp,1753295860.7890701,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753295872.033155,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753295874.3108392,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753295883.941961,False,3.0,instagram,America/New_York,Post something
,closedApp,1753295909.140504,False,,instagram,America/New_York,
,closedApp,1753295925.0319061,False,,instagram,America/New_York,
breathingExercise,openedApp,1753297902.267725,False,3.0,instagram,America/New_York,Bored
,closedApp,1753297931.885539,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753299041.225253,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753300006.168573,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753300019.818424,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753300029.9078178,False,3.0,instagram,America/New_York,Post something
breathingExercise,dismissedAppOpening,1753300046.827368,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753300111.651413,False,3.0,instagram,America/New_York,Post something
,closedApp,1753300315.284265,False,,instagram,America/New_York,
,closedApp,1753300716.326429,False,,instagram,America/New_York,
,closedApp,1753300908.8081021,False,,instagram,America/New_York,
breathingExercise,openedApp,1753300963.686602,False,3.0,instagram,America/New_York,Post something
,closedApp,1753301455.5259562,False,,instagram,America/New_York,
,closedApp,1753301497.016004,False,,instagram,America/New_York,
breathingExercise,openedApp,1753301605.360436,False,3.0,instagram,America/New_York,Post something
,closedApp,1753301699.667963,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753302269.961362,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753302284.018678,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753302338.969654,False,,instagram,America/New_York,
breathingExercise,openedApp,1753302367.847279,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753302540.4957628,False,,instagram,America/New_York,
,closedApp,1753302607.522985,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753303640.445963,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753304539.3741899,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753305898.57836,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753305984.263115,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753310506.960057,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753310678.149765,False,,instagram,America/New_York,
breathingExercise,openedApp,1753311961.1815882,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753312053.455827,False,,instagram,America/New_York,
breathingExercise,openedApp,1753312267.402658,False,3.0,instagram,America/New_York,Bored
breathingExercise,dismissedAppOpening,1753312596.788404,False,3.0,instagram,America/New_York,
,closedApp,1753312583.635587,False,,instagram,America/New_York,
breathingExercise,openedApp,1753314882.117756,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753314908.891317,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753314919.541429,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753314997.2431989,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315048.892648,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315050.552908,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315053.615522,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315054.9485521,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315116.162617,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315118.663416,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753315129.22101,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,dismissedAppOpening,1753315151.143423,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753315694.134835,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753316244.443708,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753316247.277739,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753316248.7612529,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753319473.33938,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753319485.383315,False,3.0,instagram,America/New_York,Bored
,closedApp,1753319508.717674,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753319590.732897,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753319591.701623,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753319593.8977652,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753320176.766262,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753324904.3019319,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753324958.984735,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753325255.829695,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753352356.9496841,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753352586.856583,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753352759.3409061,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753352817.997694,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753353124.1656609,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753353318.440912,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753353525.664016,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753353705.489205,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753353708.60433,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753360919.352855,False,3.0,instagram,America/New_York,Message
,closedApp,1753360992.433498,False,,instagram,America/New_York,
,closedApp,1753361312.283278,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753364135.153019,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753365171.175683,False,3.0,instagram,America/New_York,Post something
,closedApp,1753365405.386687,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753372413.765265,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753372512.594774,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,dismissedAppOpening,1753372615.315747,False,3.0,instagram,America/New_York,
,closedApp,1753372567.7053971,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753372622.59266,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753376743.136446,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753376753.201569,False,3.0,instagram,America/New_York,Post something
,closedApp,1753376839.215879,False,,instagram,America/New_York,
breathingExercise,openedApp,1753377436.669261,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753377482.0528321,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753378030.3824248,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753381449.827297,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753381646.680012,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753381742.9412122,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753381744.627631,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753381777.8705049,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753383490.773346,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753383547.59677,False,,instagram,America/New_York,
,closedApp,1753383591.685063,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753383683.078269,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753385350.7733989,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753385371.31992,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753386679.163717,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753386680.835578,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753386692.826116,False,3.0,instagram,America/New_York,Message
breathingExercise,dismissedAppOpening,1753386723.1460218,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753386725.423959,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753390089.5028272,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753390138.210902,False,,instagram,America/New_York,
,closedApp,1753390176.70713,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753391206.442819,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753391323.302,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753391368.881398,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753391397.479004,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753391572.864332,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753392636.574734,False,3.0,instagram,America/New_York,Post something
,closedApp,1753392681.450654,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753393238.4489632,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753393247.505643,False,3.0,instagram,America/New_York,Post something
,closedApp,1753393269.6322489,False,,instagram,America/New_York,
breathingExercise,openedApp,1753395744.627976,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753395802.264402,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753396135.099271,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753396146.966166,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753397705.7264972,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753397726.062584,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753408088.6862779,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753408090.168579,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753434657.11812,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753434758.8319159,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753434805.576954,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753434827.643156,False,3.0,instagram,America/New_York,Entertainment
,closedApp,1753435060.347278,False,,instagram,America/New_York,
breathingExercise,openedApp,1753436383.00766,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753437117.0195699,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753439211.721498,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753443093.4772,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753459433.846503,False,3.0,instagram,America/New_York,Bored
,closedApp,1753459450.560281,False,,instagram,America/New_York,
,closedApp,1753459560.774339,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753459755.897057,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753459757.7589889,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753459777.450012,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753465901.2957768,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753465963.958976,False,,instagram,America/New_York,
breathingExercise,openedApp,1753466073.73401,False,3.0,instagram,America/New_York,Bored
,closedApp,1753466255.884252,False,,instagram,America/New_York,
,closedApp,1753466526.5624042,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753466801.368733,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753466803.198415,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753466921.789757,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753476482.099427,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753476559.373343,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753476624.46578,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753477464.511767,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753478251.644055,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753478334.542027,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753478432.614002,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753478441.1678991,False,3.0,instagram,America/New_York,Post something
,closedApp,1753478587.6881719,False,,instagram,America/New_York,
breathingExercise,openedApp,1753478645.5195708,False,3.0,instagram,America/New_York,Post something
,closedApp,1753478775.343951,False,,instagram,America/New_York,
breathingExercise,openedApp,1753478850.783216,False,3.0,instagram,America/New_York,Post something
,closedApp,1753478898.9722672,False,,instagram,America/New_York,
breathingExercise,openedApp,1753478929.865075,False,3.0,instagram,America/New_York,Post something
,closedApp,1753479016.00108,False,,instagram,America/New_York,
breathingExercise,openedApp,1753479997.553288,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753480468.949141,False,,instagram,America/New_York,
,closedApp,1753480495.235721,False,,instagram,America/New_York,
breathingExercise,openedApp,1753480545.775066,False,3.0,instagram,America/New_York,Post something
breathingExercise,openedApp,1753481745.0535212,False,3.0,instagram,America/New_York,Post something
,closedApp,1753481891.368645,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753481912.538954,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753481950.457858,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753481966.6868238,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753483351.717517,False,3.0,instagram,America/New_York,Bored
,closedApp,1753483741.514262,False,,instagram,America/New_York,
,closedApp,1753483775.026521,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753484094.1608849,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753484486.240923,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753484676.970962,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753484920.651492,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753484931.4672089,False,3.0,instagram,America/New_York,Bored
,closedApp,1753485087.667458,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753485806.764598,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753486006.0985022,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753486914.516168,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753486917.171702,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753489141.447103,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753494868.6515908,False,3.0,instagram,America/New_York,Bored
,closedApp,1753494914.5472112,False,,instagram,America/New_York,
,closedApp,1753494935.08868,False,,instagram,America/New_York,
breathingExercise,openedApp,1753496943.798732,False,3.0,instagram,America/New_York,Bored
,closedApp,1753496976.577538,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753496994.625684,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753497033.850706,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753541079.72874,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,openedApp,1753541239.150418,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753541290.30298,False,,instagram,America/New_York,
,closedApp,1753541392.4936619,False,,instagram,America/New_York,
breathingExercise,openedApp,1753543074.792247,False,3.0,instagram,America/New_York,Stay In the Loop
breathingExercise,dismissedAppOpening,1753543302.534363,False,3.0,instagram,America/New_York,
,closedApp,1753543134.274527,False,,instagram,America/New_York,
breathingExercise,openedApp,1753544321.233036,False,3.0,instagram,America/New_York,Post something
,closedApp,1753544413.400269,False,,instagram,America/New_York,
,closedApp,1753544802.480566,False,,instagram,America/New_York,
breathingExercise,openedApp,1753547152.911312,False,3.0,instagram,America/New_York,Post something
,closedApp,1753547229.569485,False,,instagram,America/New_York,
breathingExercise,openedApp,1753549171.710691,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753549467.7392,False,,instagram,America/New_York,
breathingExercise,openedApp,1753549888.715632,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753550237.190779,False,,instagram,America/New_York,
breathingExercise,openedApp,1753552253.7894359,False,3.0,instagram,America/New_York,Post something
,closedApp,1753552415.2661328,False,,instagram,America/New_York,
breathingExercise,openedApp,1753555245.192648,False,3.0,instagram,America/New_York,Post something
,closedApp,1753555304.235667,False,,instagram,America/New_York,
,closedApp,1753555356.406806,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753556319.978382,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753556323.911203,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753556395.778605,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753557284.633363,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753558379.0785022,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753558570.799162,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753560519.156735,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753560521.4791121,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753562559.0588632,False,3.0,instagram,America/New_York,Post something
,closedApp,1753562669.689409,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753562676.176227,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753562882.6367779,False,3.0,instagram,America/New_York,Post something
,closedApp,1753563105.751555,False,,instagram,America/New_York,
breathingExercise,openedApp,1753563495.3501248,False,3.0,instagram,America/New_York,Post something
,closedApp,1753563721.498208,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753564427.936059,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753564461.7018409,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753564540.166792,False,,instagram,America/New_York,
breathingExercise,openedApp,1753567209.507571,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753567378.165412,False,,instagram,America/New_York,
breathingExercise,openedApp,1753567491.36011,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753567543.340932,False,,instagram,America/New_York,
breathingExercise,openedApp,1753567780.9210382,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753567828.477323,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753567882.660554,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753569015.407994,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753569027.272437,False,3.0,instagram,America/New_York,Bored
,closedApp,1753569109.150785,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753571995.182193,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753573930.3858972,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753573945.62672,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753574014.933831,False,,instagram,America/New_York,
breathingExercise,openedApp,1753583809.5475311,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753583952.804432,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753619086.275302,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753623324.3221378,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753624022.17489,False,,instagram,America/New_York,
breathingExercise,openedApp,1753624037.0101771,False,3.0,instagram,America/New_York,Post something
,closedApp,1753624276.427635,False,,instagram,America/New_York,
breathingExercise,openedApp,1753625669.636231,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753626011.4624438,False,,instagram,America/New_York,
breathingExercise,openedApp,1753629364.661172,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753629666.91186,False,,instagram,America/New_York,
breathingExercise,openedApp,1753635739.867064,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753636040.9007812,False,,instagram,America/New_York,
breathingExercise,openedApp,1753637012.4392328,False,3.0,instagram,America/New_York,Post something
,closedApp,1753637210.929527,False,,instagram,America/New_York,
breathingExercise,openedApp,1753637408.598752,False,3.0,instagram,America/New_York,Post something
,closedApp,1753637491.2874842,False,,instagram,America/New_York,
breathingExercise,openedApp,1753637525.724424,False,3.0,instagram,America/New_York,Post something
,closedApp,1753637633.690669,False,,instagram,America/New_York,
,closedApp,1753637701.692109,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753638380.09507,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753642686.71086,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753642769.946704,False,,instagram,America/New_York,
,closedApp,1753642903.063997,False,,instagram,America/New_York,
,closedApp,1753643031.7721372,False,,instagram,America/New_York,
breathingExercise,openedApp,1753644464.672225,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753644478.4807081,False,,instagram,America/New_York,
breathingExercise,openedApp,1753644600.672997,False,3.0,instagram,America/New_York,Post something
,closedApp,1753644888.812271,False,,instagram,America/New_York,
breathingExercise,openedApp,1753646498.274876,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753646802.63393,False,,instagram,America/New_York,
breathingExercise,openedApp,1753648754.1827412,False,3.0,instagram,America/New_York,Message
,closedApp,1753649200.447279,False,,instagram,America/New_York,
breathingExercise,openedApp,1753649273.1535668,False,3.0,instagram,America/New_York,Message
,closedApp,1753649307.059628,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753649376.910187,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753649490.142881,False,3.0,instagram,America/New_York,Message
,closedApp,1753649936.927116,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753649977.231139,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753649979.5636091,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753649982.103647,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753650055.936857,False,3.0,instagram,America/New_York,Message
,closedApp,1753650217.720749,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753650791.4832811,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753650795.595839,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753650821.296493,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753650958.0408568,False,3.0,instagram,America/New_York,Message
,closedApp,1753651067.018599,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753651126.543601,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753651130.591716,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753654531.06278,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753654556.353701,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753654679.906053,False,,instagram,America/New_York,
breathingExercise,openedApp,1753659766.6428509,False,3.0,instagram,America/New_York,Post something
breathingExercise,openedApp,1753659791.681631,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753660034.706205,False,,instagram,America/New_York,
breathingExercise,openedApp,1753660049.627449,False,3.0,instagram,America/New_York,Search Info
,closedApp,1753660207.423623,False,,instagram,America/New_York,
breathingExercise,openedApp,1753666709.610738,False,3.0,instagram,America/New_York,Search Info
,closedApp,1753666978.106565,False,,instagram,America/New_York,
,closedApp,1753667301.911679,False,,instagram,America/New_York,
breathingExercise,openedApp,1753667326.7520041,False,3.0,instagram,America/New_York,Search Info
,closedApp,1753667441.910388,False,,instagram,America/New_York,
,closedApp,1753668884.087374,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753702063.332408,False,3.0,instagram,America/New_York,
breathingExercise,openedApp,1753702099.696906,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753702174.678874,False,,instagram,America/New_York,
breathingExercise,openedApp,1753715350.5992122,False,3.0,instagram,America/New_York,Check likes
,closedApp,1753715689.7501879,False,,instagram,America/New_York,
breathingExercise,openedApp,1753718684.125198,False,3.0,instagram,America/New_York,Stay In the Loop
,closedApp,1753718794.834161,False,,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753718823.013196,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753718824.9520159,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753718826.377711,False,3.0,instagram,America/New_York,
breathingExercise,dismissedAppOpening,1753718835.417999,False,3.0,instagram,America/New_York,
