timezone,interventionType,isReIntervention,timestamp,interventionDuration,app,resolution,timeIntervalUntilReIntervention
Europe/Berlin,breathingExercise,False,1753113599.815825,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753113835.38027,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753114815.629243,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753115720.5951161,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753116175.432975,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753117087.5096002,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753117524.816152,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753121155.7718859,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753122036.541903,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753122480.083276,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753123154.582758,1.5,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753124127.976551,1.5,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753130809.8564491,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753130865.7214398,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753132014.565886,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753134525.3947802,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753166720.342012,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753169722.605462,6.0,instagram,openedApp,120.0
Europe/Berlin,breathingExercise,False,1753169870.853417,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753170213.924319,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753177008.4517078,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753184153.663625,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753185458.863874,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753185482.403607,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753185806.970139,6.0,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753186415.898409,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753187537.492566,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753187918.948781,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753188377.687366,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753188412.559219,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753189116.155397,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753191886.058388,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753192791.196628,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753193538.199922,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753195539.145611,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753196278.333541,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753196538.8576698,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753196622.100404,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753196840.121786,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753198151.821466,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753198920.685153,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753199845.639621,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753200768.827338,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753204704.486825,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753204963.999394,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753210405.796402,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753211269.6401439,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753212596.20997,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753212957.551076,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753216665.587949,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753217229.638145,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753219103.529834,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753219356.2902021,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753251007.058795,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753252315.138739,6.0,instagram,openedApp,120.0
Europe/Berlin,breathingExercise,False,1753252457.477396,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753261262.6269078,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753261936.934644,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753264141.118011,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753265414.9298239,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753265872.6677399,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753272895.915412,6.0,instagram,openedApp,120.0
Europe/Berlin,breathingExercise,False,1753276519.976794,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753276713.635901,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753280454.285764,6.0,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753283357.85882,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753283861.343549,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753286354.4727678,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753287564.712801,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753288306.595693,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753289923.7255569,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753290685.529089,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753291206.6262379,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753292711.8691978,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753292715.428081,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753292781.929751,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753292801.774444,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753293810.0594702,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753294330.687419,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753295290.0725532,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753295770.176147,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753296237.348932,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753296545.75966,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753296593.565061,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753298899.053396,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753299223.895772,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753301211.510188,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753302412.313819,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753302916.570795,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753305642.8005428,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753306849.240988,6.0,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753307231.562576,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753309677.986607,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753310096.419316,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753334158.412294,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753338018.6393418,6.0,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753338290.196389,6.0,instagram,openedApp,180.0
Europe/Berlin,breathingExercise,False,1753340345.538991,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753345857.142236,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753346576.870339,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753348900.782321,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753351301.8845959,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753352081.880446,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753352428.0335898,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753352654.28409,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753353279.589958,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753355721.5038419,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753355924.587908,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753358994.568862,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753361963.155733,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753362291.554007,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753364008.429456,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753364813.879274,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753365785.6981192,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753366029.244739,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753368305.4808269,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753371307.3937569,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753372094.6179109,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753372354.543944,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753373402.2484899,6.0,instagram,openedApp,240.0
Europe/Berlin,breathingExercise,False,1753373795.3694658,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753378167.0844278,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753378746.413608,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753379294.2616692,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753379624.896332,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753382021.308971,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753385207.300508,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753385330.199672,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753386864.047586,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753389717.704258,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753445993.251089,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753448190.304939,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753448237.18887,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753484213.530612,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753486767.123627,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753487865.813486,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753511553.818759,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753512921.307411,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753513261.610437,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753513590.6117,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753515860.7254748,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753515883.695832,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753518990.669042,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753520873.535346,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753521306.424265,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753521835.6868548,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753521911.80022,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753522005.210604,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753522594.909478,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753524853.948893,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753525627.8619561,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753526227.9468598,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753526247.015583,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753528827.466986,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753541981.644207,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753543733.9904962,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753551325.266173,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753560873.654986,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753567716.853781,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753569415.375396,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753570030.1789742,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753572164.866457,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753572789.248406,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753573400.5470881,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753574032.804322,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753597481.015956,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753598733.957885,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753599785.960711,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753599942.793047,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753601687.61555,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753602732.8175302,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753605434.096642,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753609677.377711,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753610220.939554,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753615018.816714,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753615361.449359,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753615747.380501,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753616681.1705198,6.0,instagram,openedApp,300.0
Europe/Berlin,breathingExercise,False,1753619498.343457,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753627385.322176,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753631977.73687,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753634285.950787,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753635368.7002568,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753636840.0115252,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753645095.752382,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753645242.571307,6.0,instagram,openedApp,420.0
Europe/Berlin,breathingExercise,False,1753647584.835561,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753651106.243448,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753654887.492608,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753654888.6597872,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753655235.715265,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753656184.602901,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753682856.360176,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753683428.155344,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753683504.293071,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753683612.859254,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753683742.9432468,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753687046.679268,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753687211.942446,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753687258.343477,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753693818.846469,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753694421.386235,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753696553.380478,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753697695.808038,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753701172.2170758,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753702423.776937,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753702916.034661,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753703833.733035,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753704710.226097,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753705342.6330051,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753710763.428104,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753716420.786547,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753719373.5785642,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753720296.1560621,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753720752.017291,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753721145.686975,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753722152.082203,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753722696.026482,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753723378.237711,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753724182.565971,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753724340.666249,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753728261.240623,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753729228.8467422,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753729935.857538,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753730877.279581,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753732572.3854198,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753771101.993484,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753771477.337553,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753772226.196583,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753777816.7524881,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753783883.390387,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753783937.61454,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753785104.335096,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753786031.547491,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753787082.791595,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753787984.197178,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753788005.8673549,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753788934.550643,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753789831.1819,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753792925.6572309,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753793104.3617492,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753798923.002445,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753807085.371642,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753808289.8074698,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753809384.8936539,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753812993.678617,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753816446.5177112,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753816655.8992748,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753821172.399582,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753821554.857019,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753822828.449912,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753822882.523468,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753822961.109462,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753823398.140572,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753823801.304642,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753824585.321938,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753824601.867931,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753855335.340548,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753856258.149338,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753860843.833447,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753863856.014745,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753864588.521997,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753864693.378885,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753866229.7484288,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753869118.564251,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753872921.3662581,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1753873074.870146,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753873709.399663,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753874865.8711681,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753878352.899524,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753879202.846123,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753879917.9355412,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753880567.891811,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753880928.480325,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753887884.658352,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753888481.17455,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753888639.603115,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753893078.22206,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753893699.270742,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753893784.570631,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753894222.381517,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753894951.313853,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753895563.930877,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753896096.395103,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753897474.158575,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753905272.642947,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1753942245.922446,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753942962.8170729,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753943590.3310208,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753944273.0334501,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1753945289.702434,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753945848.144145,6.0,instagram,openedApp,360.0
Europe/Berlin,breathingExercise,False,1753951202.4781442,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753952965.568923,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1753954000.9213428,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1753954519.8353481,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753954836.561903,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753963315.645203,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1753964996.732425,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753969591.700616,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1753985985.92272,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1753991740.952343,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1753999944.713468,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754003987.4794102,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754004236.035184,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754004637.622521,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754030799.020541,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754030882.360921,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754033157.6605248,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754034986.668972,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754035966.720649,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754040885.033577,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754042614.608461,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754050388.6708899,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754050768.563992,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754053359.1889,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754054282.141149,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754055196.719351,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754055659.242688,6.0,instagram,openedApp,900.0
