timezone,interventionDuration,app,isReIntervention,timestamp,interventionType,resolution,purpose,timeIntervalUntilReIntervention
America/New_York,1.5,facebook,False,1752686144.349838,breathingExercise,openedApp,Can’t sleep,
America/New_York,1.5,facebook,False,1752687685.269775,breathingExercise,openedApp,Message,
America/New_York,1.5,instagram,False,1752689273.5187821,breathingExercise,openedApp,Entertainment,60.0
America/New_York,1.5,instagram,False,1752689504.388534,breathingExercise,openedApp,Escape / Avoid,240.0
America/New_York,1.5,instagram,False,1752690049.508792,breathingExercise,openedApp,Entertainment,360.0
America/New_York,1.5,facebook,False,1752690737.317017,breathingExercise,openedApp,Entertainment,
America/New_York,1.5,facebook,False,1752691106.2941132,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,facebook,False,1752691327.522877,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752691835.000784,breathingExercise,openedApp,Message,360.0
America/New_York,1.5,instagram,False,1752701043.361803,breathingExercise,openedApp,Stalk crush,900.0
America/New_York,1.5,instagram,False,1752701529.4872699,breathingExercise,openedApp,Relax,480.0
America/New_York,1.5,facebook,False,1752707115.1623368,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,facebook,False,1752707212.353265,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,facebook,False,1752714798.845142,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,instagram,False,1752717714.8518538,breathingExercise,openedApp,Escape / Avoid,60.0
America/New_York,1.5,instagram,True,1752717790.231244,breathingExercise,openedApp,Bored,600.0
America/New_York,1.5,instagram,False,1752718260.238614,breathingExercise,openedApp,Check likes,480.0
America/New_York,1.5,facebook,False,1752751823.632296,breathingExercise,openedApp,Toilet,
America/New_York,1.5,facebook,False,1752757543.69998,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,instagram,False,1752757588.076606,breathingExercise,openedApp,Escape / Avoid,660.0
America/New_York,1.5,instagram,False,1752758737.236079,breathingExercise,openedApp,Toilet,420.0
America/New_York,1.5,instagram,True,1752759173.30054,breathingExercise,openedApp,Entertainment,780.0
America/New_York,1.5,instagram,False,1752760520.147996,breathingExercise,openedApp,Escape / Avoid,420.0
America/New_York,1.5,facebook,False,1752760870.884579,breathingExercise,openedApp,Entertainment,
America/New_York,1.5,facebook,False,1752763818.373258,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752763825.959343,breathingExercise,openedApp,Relax,420.0
America/New_York,1.5,instagram,True,1752764263.495491,breathingExercise,openedApp,Relax,240.0
America/New_York,1.5,instagram,True,1752765431.891478,breathingExercise,openedApp,Entertainment,300.0
America/New_York,1.5,facebook,False,1752783217.9799008,breathingExercise,openedApp,Post something,
America/New_York,1.5,instagram,False,1752783250.65914,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,facebook,False,1752786816.806024,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,facebook,False,1752789273.637724,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,instagram,False,1752795415.879263,breathingExercise,openedApp,Message,420.0
America/New_York,1.5,instagram,False,1752796015.574387,breathingExercise,openedApp,Entertainment,480.0
America/New_York,1.5,instagram,False,1752796414.8430672,breathingExercise,openedApp,Escape / Avoid,300.0
America/New_York,1.5,facebook,False,1752797260.61921,breathingExercise,openedApp,Post something,
America/New_York,1.5,instagram,False,1752798408.334393,breathingExercise,openedApp,Bored,540.0
America/New_York,1.5,instagram,False,1752801414.475744,breathingExercise,openedApp,Entertainment,360.0
America/New_York,1.5,facebook,False,1752802043.161481,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752803743.383215,breathingExercise,openedApp,Relax,420.0
America/New_York,1.5,instagram,False,1752804034.080478,breathingExercise,openedApp,Relax,480.0
America/New_York,1.5,instagram,False,1752804529.1001291,breathingExercise,openedApp,Escape / Avoid,1320.0
America/New_York,1.5,instagram,False,1752805584.644408,breathingExercise,openedApp,Post something,420.0
America/New_York,1.5,instagram,False,1752806025.956291,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,facebook,False,1752831297.4094481,breathingExercise,openedApp,Relax,
America/New_York,1.5,instagram,False,1752831665.1576009,breathingExercise,openedApp,Entertainment,360.0
America/New_York,1.5,instagram,True,1752832083.913732,breathingExercise,openedApp,Relax,660.0
America/New_York,1.5,facebook,False,1752836442.496612,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,instagram,False,1752836604.425071,breathingExercise,openedApp,Stay In the Loop,420.0
America/New_York,1.5,facebook,False,1752837127.517961,breathingExercise,openedApp,Relax,
America/New_York,1.5,instagram,False,1752837326.883263,breathingExercise,openedApp,Relax,240.0
America/New_York,1.5,instagram,False,1752837578.102489,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,facebook,False,1752839469.7185102,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752839478.947319,breathingExercise,openedApp,Relax,360.0
America/New_York,1.5,instagram,False,1752840342.839776,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752841669.0938148,breathingExercise,openedApp,Entertainment,660.0
America/New_York,1.5,instagram,False,1752864726.2471352,breathingExercise,openedApp,Entertainment,360.0
America/New_York,1.5,instagram,False,1752866404.905851,breathingExercise,openedApp,Escape / Avoid,420.0
America/New_York,1.5,facebook,False,1752867160.615048,breathingExercise,openedApp,Bored,
America/New_York,1.5,facebook,False,1752868161.660308,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,facebook,False,1752868168.741123,breathingExercise,openedApp,Post something,
America/New_York,1.5,instagram,False,1752868530.538552,breathingExercise,openedApp,Entertainment,420.0
America/New_York,1.5,instagram,False,1752868946.19914,breathingExercise,openedApp,Escape / Avoid,540.0
America/New_York,1.5,facebook,False,1752869152.5619988,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,facebook,False,1752870089.3961802,breathingExercise,openedApp,Toilet,
America/New_York,1.5,instagram,False,1752871270.022112,breathingExercise,openedApp,Entertainment,780.0
America/New_York,1.5,instagram,False,1752871631.347341,breathingExercise,openedApp,Check likes,780.0
America/New_York,1.5,instagram,False,1752872433.418735,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752873019.47151,breathingExercise,openedApp,Escape / Avoid,600.0
America/New_York,1.5,facebook,False,1752873465.8229342,breathingExercise,openedApp,Can’t sleep,
America/New_York,1.5,instagram,False,1752875874.8837562,breathingExercise,openedApp,Escape / Avoid,660.0
America/New_York,1.5,facebook,False,1752875909.389848,breathingExercise,openedApp,Post something,
America/New_York,1.5,facebook,False,1752876159.7264671,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752876167.753077,breathingExercise,openedApp,Escape / Avoid,660.0
America/New_York,1.5,instagram,False,1752876763.9027371,breathingExercise,dismissedAppOpening,,
America/New_York,1.5,instagram,False,1752881333.633061,breathingExercise,openedApp,Escape / Avoid,420.0
America/New_York,1.5,instagram,False,1752883320.594475,breathingExercise,openedApp,Escape / Avoid,420.0
America/New_York,1.5,facebook,False,1752884795.0371609,breathingExercise,openedApp,Entertainment,
America/New_York,1.5,facebook,False,1752884916.722972,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,facebook,False,1752885317.2667131,breathingExercise,openedApp,Relax,
America/New_York,1.5,facebook,False,1752885875.9769359,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,instagram,False,1752886632.1622639,breathingExercise,openedApp,Entertainment,300.0
America/New_York,1.5,facebook,False,1752890767.662507,breathingExercise,openedApp,Toilet,
America/New_York,1.5,instagram,False,1752893411.962819,breathingExercise,openedApp,Entertainment,300.0
America/New_York,1.5,instagram,False,1752893533.007194,breathingExercise,openedApp,Entertainment,60.0
America/New_York,1.5,facebook,False,1752894726.5658588,breathingExercise,openedApp,Toilet,
America/New_York,1.5,facebook,False,1752924643.000006,breathingExercise,openedApp,Escape / Avoid,
America/New_York,1.5,instagram,False,1752925927.3234448,breathingExercise,openedApp,Check likes,720.0
