app,interventionType,timezone,timestamp,resolution,isReIntervention,interventionDuration
mail,breathingExercise,Europe/London,1753540988.323389,dismissedAppOpening,False,1.5
safari,,Europe/London,1753539076.580814,closedApp,False,
safari,,Europe/London,1753539567.782813,closedApp,False,
safari,breathingExercise,Europe/London,1753542652.407475,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753542729.95606,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753543043.707015,dismissedAppOpening,False,1.5
safari,,Europe/London,1753543026.168592,closedApp,False,
safari,,Europe/London,1753543631.013514,closedApp,False,
mail,breathingExercise,Europe/London,1753543743.149102,dismissedAppOpening,False,1.5
facebook,breathingExercise,Europe/London,1753544135.55157,openedApp,False,1.5
facebook,,Europe/London,1753544294.8929582,closedApp,False,
safari,breathingExercise,Europe/London,1753544302.2243772,openedApp,False,1.5
facebook,,Europe/London,1753544481.397591,closedApp,False,
safari,,Europe/London,1753544422.878634,closedApp,False,
safari,breathingExercise,Europe/London,1753546343.437883,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753547352.684293,dismissedAppOpening,False,1.5
safari,,Europe/London,1753546392.2149482,closedApp,False,
mail,breathingExercise,Europe/London,1753547434.638853,dismissedAppOpening,False,1.5
instagram,breathingExercise,Europe/London,1753547443.90234,openedApp,False,1.5
instagram,,Europe/London,1753547804.963908,closedApp,False,
safari,breathingExercise,Europe/London,1753547979.479584,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753549642.601807,dismissedAppOpening,False,1.5
safari,,Europe/London,1753548033.1405602,closedApp,False,
safari,,Europe/London,1753548130.359899,closedApp,False,
safari,breathingExercise,Europe/London,1753552089.533565,openedApp,False,1.5
safari,,Europe/London,1753552204.944572,closedApp,False,
mail,breathingExercise,Europe/London,1753555549.829568,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753555551.6287131,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753555643.0902529,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753555659.52355,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753556515.140353,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753556929.104301,openedApp,False,1.5
safari,,Europe/London,1753557033.582818,closedApp,False,
safari,breathingExercise,Europe/London,1753558922.812952,openedApp,False,1.5
safari,,Europe/London,1753558940.2217422,closedApp,False,
safari,,Europe/London,1753558980.454414,closedApp,False,
mail,breathingExercise,Europe/London,1753558982.018014,dismissedAppOpening,False,1.5
instagram,breathingExercise,Europe/London,1753559016.3002539,openedApp,False,1.5
instagram,,Europe/London,1753560008.106544,closedApp,False,
mail,breathingExercise,Europe/London,1753560814.873447,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753560988.267702,openedApp,False,1.5
safari,,Europe/London,1753561077.9773889,closedApp,False,
mail,breathingExercise,Europe/London,1753561881.4924722,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753561888.188133,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753561901.750867,openedApp,False,1.5
safari,,Europe/London,1753561943.490124,closedApp,False,
instagram,breathingExercise,Europe/London,1753561958.699719,openedApp,False,1.5
instagram,,Europe/London,1753562502.697084,closedApp,False,
safari,breathingExercise,Europe/London,1753564113.626893,openedApp,False,1.5
safari,,Europe/London,1753564200.049152,closedApp,False,
safari,,Europe/London,1753564381.787926,closedApp,False,
safari,,Europe/London,1753564892.312396,closedApp,False,
gmail,breathingExercise,Europe/London,1753608187.586935,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753608196.058378,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753608212.369107,openedApp,False,1.5
mail,,Europe/London,1753608247.863404,closedApp,False,
mail,,Europe/London,1753608300.739614,closedApp,False,
mail,,Europe/London,1753608641.386084,closedApp,False,
safari,,Europe/London,1753608235.337528,closedApp,False,
safari,,Europe/London,1753608831.893662,closedApp,False,
safari,,Europe/London,1753609088.159926,closedApp,False,
safari,,Europe/London,1753609292.5088592,closedApp,False,
mail,breathingExercise,Europe/London,1753609299.451025,dismissedAppOpening,False,1.5
safari,,Europe/London,1753609544.878156,closedApp,False,
safari,,Europe/London,1753610054.8299289,closedApp,False,
mail,breathingExercise,Europe/London,1753610061.3057919,openedApp,False,1.5
mail,,Europe/London,1753610113.7230659,closedApp,False,
mail,breathingExercise,Europe/London,1753619546.090846,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753619552.503621,openedApp,False,1.5
safari,,Europe/London,1753619761.4749851,closedApp,False,
safari,,Europe/London,1753619880.94211,closedApp,False,
mail,breathingExercise,Europe/London,1753620764.065366,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753620775.3625321,openedApp,False,1.5
mail,,Europe/London,1753620903.664175,closedApp,False,
safari,,Europe/London,1753621064.761328,closedApp,False,
mail,breathingExercise,Europe/London,1753622701.440112,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753622728.124412,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753623160.129597,openedApp,False,1.5
gmail,,Europe/London,1753623336.0669708,closedApp,False,
gmail,breathingExercise,Europe/London,1753624171.862002,openedApp,False,1.5
gmail,,Europe/London,1753624471.103056,closedApp,False,
gmail,,Europe/London,1753624493.139401,closedApp,False,
mail,breathingExercise,Europe/London,1753628073.0461922,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753628080.183315,openedApp,False,1.5
gmail,,Europe/London,1753628098.5640879,closedApp,False,
mail,breathingExercise,Europe/London,1753628104.572387,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753628115.28819,openedApp,False,1.5
facebook,breathingExercise,Europe/London,1753628128.559836,openedApp,False,1.5
facebook,,Europe/London,1753628410.354127,closedApp,False,
safari,,Europe/London,1753628665.104319,closedApp,False,
mail,breathingExercise,Europe/London,1753629829.419413,openedApp,False,1.5
mail,,Europe/London,1753629846.270761,closedApp,False,
safari,breathingExercise,Europe/London,1753629869.787549,openedApp,False,1.5
safari,,Europe/London,1753629916.062618,closedApp,False,
gmail,breathingExercise,Europe/London,1753629930.661942,openedApp,False,1.5
instagram,breathingExercise,Europe/London,1753629949.4172091,openedApp,False,1.5
instagram,,Europe/London,1753630071.290448,closedApp,False,
instagram,,Europe/London,1753630303.399014,closedApp,False,
safari,,Europe/London,1753630326.872373,closedApp,False,
safari,,Europe/London,1753630441.303321,closedApp,False,
safari,,Europe/London,1753630977.921517,closedApp,False,
mail,breathingExercise,Europe/London,1753631637.247829,dismissedAppOpening,False,1.5
facebook,breathingExercise,Europe/London,1753631758.5280561,openedApp,False,1.5
facebook,,Europe/London,1753631793.755083,closedApp,False,
facebook,,Europe/London,1753632070.2124171,closedApp,False,
facebook,breathingExercise,Europe/London,1753632781.570775,openedApp,False,1.5
facebook,,Europe/London,1753633094.491015,closedApp,False,
facebook,,Europe/London,1753633257.339628,closedApp,False,
safari,breathingExercise,Europe/London,1753633264.055556,openedApp,False,1.5
safari,,Europe/London,1753633323.3666348,closedApp,False,
mail,breathingExercise,Europe/London,1753633403.067161,openedApp,False,1.5
mail,,Europe/London,1753633744.173187,closedApp,False,
mail,,Europe/London,1753633769.9808831,closedApp,False,
mail,,Europe/London,1753633908.9356642,closedApp,False,
instagram,breathingExercise,Europe/London,1753633911.183807,dismissedAppOpening,False,1.5
instagram,breathingExercise,Europe/London,1753633913.791829,dismissedAppOpening,False,1.5
safari,,Europe/London,1753634192.816818,closedApp,False,
safari,,Europe/London,1753634282.860678,closedApp,False,
mail,breathingExercise,Europe/London,1753634993.040512,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753635058.622855,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1753636025.375009,dismissedAppOpening,False,1.5
safari,,Europe/London,1753635158.850198,closedApp,False,
mail,breathingExercise,Europe/London,1753636410.538896,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753636413.405342,dismissedAppOpening,False,1.5
instagram,breathingExercise,Europe/London,1753636438.821773,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753636559.2416081,openedApp,False,1.5
safari,,Europe/London,1753636640.091718,closedApp,False,
instagram,breathingExercise,Europe/London,1753636646.584544,openedApp,False,1.5
instagram,,Europe/London,1753636724.4471102,closedApp,False,
safari,,Europe/London,1753637067.455791,closedApp,False,
safari,,Europe/London,1753637149.003263,closedApp,False,
gmail,breathingExercise,Europe/London,1753638403.691055,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753638540.282814,dismissedAppOpening,False,1.5
instagram,breathingExercise,Europe/London,1753638622.421732,openedApp,False,1.5
instagram,,Europe/London,1753639202.070413,closedApp,False,
safari,breathingExercise,Europe/London,1753639208.8870149,openedApp,False,1.5
instagram,,Europe/London,1753639381.342037,closedApp,False,
safari,,Europe/London,1753639242.0422401,closedApp,False,
safari,breathingExercise,Europe/London,1753640012.9048,openedApp,False,1.5
safari,,Europe/London,1753640055.5255961,closedApp,False,
safari,,Europe/London,1753640193.4479141,closedApp,False,
safari,,Europe/London,1753640392.369612,closedApp,False,
safari,,Europe/London,1753641250.060777,closedApp,False,
mail,breathingExercise,Europe/London,1753642070.92359,openedApp,False,1.5
mail,,Europe/London,1753642087.852304,closedApp,False,
safari,breathingExercise,Europe/London,1753642859.67346,openedApp,False,1.5
safari,,Europe/London,1753642896.3199348,closedApp,False,
safari,,Europe/London,1753643132.884428,closedApp,False,
mail,breathingExercise,Europe/London,1753645618.0631661,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753681959.522311,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753682013.5817041,openedApp,False,1.5
mail,,Europe/London,1753682308.741561,closedApp,False,
mail,,Europe/London,1753682691.5315142,closedApp,False,
safari,,Europe/London,1753682150.2671962,closedApp,False,
safari,,Europe/London,1753682241.862832,closedApp,False,
safari,,Europe/London,1753682623.521106,closedApp,False,
safari,,Europe/London,1753683456.294472,closedApp,False,
safari,,Europe/London,1753683775.527324,closedApp,False,
mail,breathingExercise,Europe/London,1753683789.798187,openedApp,False,1.5
mail,,Europe/London,1753684081.601784,closedApp,False,
mail,,Europe/London,1753685962.284576,closedApp,False,
safari,,Europe/London,1753683847.477604,closedApp,False,
safari,,Europe/London,1753684325.533278,closedApp,False,
safari,breathingExercise,Europe/London,1753685966.8646631,openedApp,False,1.5
safari,,Europe/London,1753686004.128408,closedApp,False,
safari,,Europe/London,1753686067.052063,closedApp,False,
gmail,breathingExercise,Europe/London,1753686076.2168012,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1753687893.890297,openedApp,False,1.5
gmail,,Europe/London,1753687934.713855,closedApp,False,
gmail,,Europe/London,1753688902.37151,closedApp,False,
mail,breathingExercise,Europe/London,1753688904.788312,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753700708.784093,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753700713.539042,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753700726.190271,dismissedAppOpening,False,1.5
facebook,breathingExercise,Europe/London,1753701084.577219,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1753702177.5535579,dismissedAppOpening,False,1.5
facebook,,Europe/London,1753702125.048112,closedApp,False,
mail,breathingExercise,Europe/London,1753702182.851295,openedApp,False,1.5
mail,,Europe/London,1753702203.978962,closedApp,False,
mail,,Europe/London,1753702534.479065,closedApp,False,
gmail,breathingExercise,Europe/London,1753703773.463516,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753710026.798013,openedApp,False,1.5
gmail,,Europe/London,1753710225.225174,closedApp,False,
mail,breathingExercise,Europe/London,1753710240.991242,openedApp,False,1.5
mail,,Europe/London,1753710258.026579,closedApp,False,
mail,,Europe/London,1753710405.8122401,closedApp,False,
facebook,breathingExercise,Europe/London,1753710908.3859801,openedApp,False,1.5
facebook,,Europe/London,1753711130.9145741,closedApp,False,
facebook,,Europe/London,1753711589.641427,closedApp,False,
safari,breathingExercise,Europe/London,1753711595.065312,openedApp,False,1.5
facebook,,Europe/London,1753711790.278054,closedApp,False,
facebook,,Europe/London,1753714397.490778,closedApp,False,
safari,,Europe/London,1753711652.735265,closedApp,False,
safari,breathingExercise,Europe/London,1753714421.095278,openedApp,False,1.5
facebook,,Europe/London,1753715514.410567,closedApp,False,
facebook,,Europe/London,1753715725.539248,closedApp,False,
facebook,,Europe/London,1753715878.460794,closedApp,False,
facebook,,Europe/London,1753715953.7372952,closedApp,False,
safari,,Europe/London,1753714655.413828,closedApp,False,
mail,breathingExercise,Europe/London,1753715959.412331,openedApp,False,1.5
mail,,Europe/London,1753715991.402281,closedApp,False,
safari,breathingExercise,Europe/London,1753715997.633356,openedApp,False,1.5
safari,,Europe/London,1753716019.257721,closedApp,False,
safari,breathingExercise,Europe/London,1753721459.753907,openedApp,False,1.5
facebook,,Europe/London,1753716133.112294,closedApp,False,
safari,,Europe/London,1753721566.6666389,closedApp,False,
safari,breathingExercise,Europe/London,1753724307.833147,openedApp,False,1.5
safari,,Europe/London,1753725165.23492,closedApp,False,
gmail,breathingExercise,Europe/London,1753736077.812523,openedApp,False,1.5
gmail,,Europe/London,1753736174.453408,closedApp,False,
safari,breathingExercise,Europe/London,1753736180.9707332,openedApp,False,1.5
safari,,Europe/London,1753736409.338932,closedApp,False,
safari,,Europe/London,1753736568.106739,closedApp,False,
gmail,breathingExercise,Europe/London,1753769750.0999532,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753769756.110043,openedApp,False,1.5
mail,,Europe/London,1753769810.039565,closedApp,False,
gmail,breathingExercise,Europe/London,1753769814.432798,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1753775174.866599,openedApp,False,1.5
gmail,,Europe/London,1753775198.101151,closedApp,False,
gmail,,Europe/London,1753775229.2163038,closedApp,False,
safari,breathingExercise,Europe/London,1753775235.396105,openedApp,False,1.5
safari,,Europe/London,1753775310.588665,closedApp,False,
gmail,,Europe/London,1753775325.6969419,closedApp,False,
gmail,,Europe/London,1753775521.841353,closedApp,False,
gmail,,Europe/London,1753775638.17242,closedApp,False,
gmail,,Europe/London,1753775865.6590118,closedApp,False,
gmail,,Europe/London,1753775962.803891,closedApp,False,
gmail,,Europe/London,1753776110.394977,closedApp,False,
gmail,,Europe/London,1753776613.870641,closedApp,False,
safari,,Europe/London,1753775774.942436,closedApp,False,
safari,,Europe/London,1753776198.7237601,closedApp,False,
safari,,Europe/London,1753776232.5721111,closedApp,False,
safari,,Europe/London,1753776278.783362,closedApp,False,
safari,,Europe/London,1753776380.3649921,closedApp,False,
safari,,Europe/London,1753776400.533282,closedApp,False,
safari,,Europe/London,1753776502.885456,closedApp,False,
safari,,Europe/London,1753776531.913772,closedApp,False,
safari,,Europe/London,1753776573.895639,closedApp,False,
safari,,Europe/London,1753776694.627877,closedApp,False,
safari,,Europe/London,1753776732.409471,closedApp,False,
safari,,Europe/London,1753776766.67168,closedApp,False,
mail,breathingExercise,Europe/London,1753776799.7215219,openedApp,False,1.5
mail,,Europe/London,1753776820.165343,closedApp,False,
mail,,Europe/London,1753776848.743668,closedApp,False,
safari,,Europe/London,1753776834.549175,closedApp,False,
gmail,breathingExercise,Europe/London,1753777687.764204,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1753790466.604316,openedApp,False,1.5
gmail,,Europe/London,1753790753.665433,closedApp,False,
gmail,,Europe/London,1753791001.7673512,closedApp,False,
gmail,,Europe/London,1753791105.650899,closedApp,False,
gmail,,Europe/London,1753791122.355846,closedApp,False,
gmail,,Europe/London,1753791355.554264,closedApp,False,
safari,breathingExercise,Europe/London,1753791621.4921079,openedApp,False,1.5
safari,,Europe/London,1753791636.679389,closedApp,False,
safari,,Europe/London,1753792206.973709,closedApp,False,
gmail,breathingExercise,Europe/London,1753792245.350615,openedApp,False,1.5
gmail,,Europe/London,1753792311.5985022,closedApp,False,
safari,,Europe/London,1753792835.5263371,closedApp,False,
mail,breathingExercise,Europe/London,1753792858.016964,openedApp,False,1.5
mail,,Europe/London,1753793038.96614,closedApp,False,
safari,,Europe/London,1753793063.633819,closedApp,False,
mail,breathingExercise,Europe/London,1753794541.1560678,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753794769.8807368,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753795163.673584,openedApp,False,1.5
safari,,Europe/London,1753795275.139945,closedApp,False,
safari,,Europe/London,1753795342.5736508,closedApp,False,
safari,,Europe/London,1753795456.314805,closedApp,False,
mail,breathingExercise,Europe/London,1753796604.393775,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753796614.958636,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753796620.563391,openedApp,False,1.5
gmail,,Europe/London,1753796662.1377091,closedApp,False,
gmail,,Europe/London,1753796749.631153,closedApp,False,
safari,breathingExercise,Europe/London,1753796756.7256742,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753801937.6195421,dismissedAppOpening,False,1.5
safari,,Europe/London,1753796812.954402,closedApp,False,
safari,breathingExercise,Europe/London,1753801998.6874862,openedApp,False,1.5
safari,,Europe/London,1753802092.7587972,closedApp,False,
mail,breathingExercise,Europe/London,1753802205.298946,openedApp,False,1.5
mail,,Europe/London,1753802226.0123801,closedApp,False,
safari,,Europe/London,1753802671.457171,closedApp,False,
safari,,Europe/London,1753802767.261785,closedApp,False,
safari,,Europe/London,1753802840.47084,closedApp,False,
safari,,Europe/London,1753803062.543796,closedApp,False,
safari,,Europe/London,1753803133.552648,closedApp,False,
mail,breathingExercise,Europe/London,1753803138.519073,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753805720.632808,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753805725.8129292,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753805728.02045,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753813705.40539,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753813713.867538,openedApp,False,1.5
mail,,Europe/London,1753813727.207669,closedApp,False,
safari,breathingExercise,Europe/London,1753813731.703578,openedApp,False,1.5
mail,,Europe/London,1753813792.302599,closedApp,False,
safari,,Europe/London,1753813769.581114,closedApp,False,
mail,breathingExercise,Europe/London,1753854557.399576,openedApp,False,1.5
mail,,Europe/London,1753854600.95013,closedApp,False,
gmail,breathingExercise,Europe/London,1753854607.640926,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753855879.217798,openedApp,False,1.5
gmail,,Europe/London,1753854705.235962,closedApp,False,
gmail,,Europe/London,1753855682.434449,closedApp,False,
safari,,Europe/London,1753856038.744502,closedApp,False,
safari,,Europe/London,1753856720.794558,closedApp,False,
gmail,breathingExercise,Europe/London,1753856727.473911,openedApp,False,1.5
gmail,,Europe/London,1753856753.432024,closedApp,False,
gmail,,Europe/London,1753856945.5085468,closedApp,False,
safari,,Europe/London,1753856825.440491,closedApp,False,
safari,,Europe/London,1753856854.690805,closedApp,False,
safari,,Europe/London,1753857199.1462321,closedApp,False,
safari,,Europe/London,1753857558.3224568,closedApp,False,
gmail,breathingExercise,Europe/London,1753857563.113194,openedApp,False,1.5
gmail,,Europe/London,1753857583.879112,closedApp,False,
gmail,,Europe/London,1753857792.1521559,closedApp,False,
safari,,Europe/London,1753857598.747751,closedApp,False,
mail,breathingExercise,Europe/London,1753858157.662044,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753858674.9428601,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753858899.149109,openedApp,False,1.5
safari,,Europe/London,1753860379.351598,closedApp,False,
mail,breathingExercise,Europe/London,1753860382.3740191,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753860392.469533,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753860402.197365,openedApp,False,1.5
facebook,breathingExercise,Europe/London,1753860452.6308432,openedApp,False,1.5
facebook,,Europe/London,1753860688.077242,closedApp,False,
instagram,breathingExercise,Europe/London,1753860694.07163,openedApp,False,1.5
instagram,,Europe/London,1753860752.3310409,closedApp,False,
mail,breathingExercise,Europe/London,1753861056.564159,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753861149.8352551,openedApp,False,1.5
safari,,Europe/London,1753861225.805225,closedApp,False,
safari,,Europe/London,1753863523.6848931,closedApp,False,
mail,breathingExercise,Europe/London,1753863876.557306,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753865793.003418,openedApp,False,1.5
safari,,Europe/London,1753865841.000217,closedApp,False,
safari,,Europe/London,1753865994.432088,closedApp,False,
gmail,breathingExercise,Europe/London,1753866491.478715,openedApp,False,1.5
gmail,,Europe/London,1753866536.208745,closedApp,False,
gmail,breathingExercise,Europe/London,1753867192.106,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753867668.141516,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753871547.733083,openedApp,False,1.5
mail,,Europe/London,1753871663.3580952,closedApp,False,
gmail,,Europe/London,1753867222.663995,closedApp,False,
mail,breathingExercise,Europe/London,1753883655.929024,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753883659.123961,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753886828.399102,openedApp,False,1.5
mail,,Europe/London,1753886860.8175468,closedApp,False,
gmail,breathingExercise,Europe/London,1753886866.268451,openedApp,False,1.5
gmail,,Europe/London,1753886961.7168698,closedApp,False,
safari,breathingExercise,Europe/London,1753887858.888411,openedApp,False,1.5
safari,,Europe/London,1753888011.903555,closedApp,False,
safari,,Europe/London,1753888164.156721,closedApp,False,
safari,,Europe/London,1753888225.693934,closedApp,False,
safari,,Europe/London,1753888306.0986428,closedApp,False,
safari,,Europe/London,1753888551.3992162,closedApp,False,
safari,,Europe/London,1753888806.851915,closedApp,False,
gmail,breathingExercise,Europe/London,1753888816.2842798,openedApp,False,1.5
gmail,,Europe/London,1753889892.2791939,closedApp,False,
safari,breathingExercise,Europe/London,1753892140.829303,openedApp,False,1.5
safari,,Europe/London,1753892241.2772841,closedApp,False,
safari,breathingExercise,Europe/London,1753892872.762117,openedApp,False,1.5
safari,,Europe/London,1753893372.35746,closedApp,False,
safari,,Europe/London,1753894129.115611,closedApp,False,
safari,,Europe/London,1753895029.896957,closedApp,False,
mail,breathingExercise,Europe/London,1753895046.958602,openedApp,False,1.5
mail,,Europe/London,1753895087.9366221,closedApp,False,
gmail,breathingExercise,Europe/London,1753895093.3818278,openedApp,False,1.5
gmail,,Europe/London,1753895550.540052,closedApp,False,
gmail,,Europe/London,1753895759.219676,closedApp,False,
safari,,Europe/London,1753895693.3312612,closedApp,False,
safari,,Europe/London,1753895797.881449,closedApp,False,
safari,,Europe/London,1753895832.386663,closedApp,False,
mail,breathingExercise,Europe/London,1753895835.08829,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753896594.492364,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753900515.7156591,openedApp,False,1.5
safari,,Europe/London,1753900628.431073,closedApp,False,
mail,breathingExercise,Europe/London,1753900629.7022529,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753900635.316133,openedApp,False,1.5
gmail,,Europe/London,1753901155.888743,closedApp,False,
mail,breathingExercise,Europe/London,1753904965.055448,openedApp,False,1.5
mail,,Europe/London,1753904984.679913,closedApp,False,
safari,breathingExercise,Europe/London,1753905131.690222,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1753944128.2075992,openedApp,False,1.5
mail,,Europe/London,1753944174.869989,closedApp,False,
mail,,Europe/London,1753944334.256294,closedApp,False,
safari,breathingExercise,Europe/London,1753944338.745198,openedApp,False,1.5
mail,,Europe/London,1753944482.086907,closedApp,False,
mail,,Europe/London,1753944999.042313,closedApp,False,
mail,,Europe/London,1753945530.016031,closedApp,False,
safari,,Europe/London,1753944888.6465611,closedApp,False,
gmail,breathingExercise,Europe/London,1753947642.302876,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753947846.176571,openedApp,False,1.5
gmail,,Europe/London,1753947884.761107,closedApp,False,
safari,breathingExercise,Europe/London,1753947890.031114,openedApp,False,1.5
gmail,,Europe/London,1753948553.51157,closedApp,False,
gmail,,Europe/London,1753948642.4506068,closedApp,False,
safari,,Europe/London,1753948049.455638,closedApp,False,
safari,,Europe/London,1753948298.0967212,closedApp,False,
safari,,Europe/London,1753948591.814719,closedApp,False,
safari,,Europe/London,1753948607.134201,closedApp,False,
mail,breathingExercise,Europe/London,1753948794.686473,openedApp,False,1.5
mail,,Europe/London,1753948872.836852,closedApp,False,
safari,,Europe/London,1753948836.1547341,closedApp,False,
safari,,Europe/London,1753948896.776669,closedApp,False,
mail,breathingExercise,Europe/London,1753950893.618338,openedApp,False,1.5
safari,breathingExercise,Europe/London,1753950909.677373,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1753950965.027622,openedApp,False,1.5
gmail,,Europe/London,1753951159.15798,closedApp,False,
safari,,Europe/London,1753950948.105369,closedApp,False,
safari,breathingExercise,Europe/London,1753957123.9991531,openedApp,False,1.5
safari,,Europe/London,1753957161.787204,closedApp,False,
instagram,breathingExercise,Europe/London,1753957166.166179,openedApp,False,1.5
instagram,,Europe/London,1753957258.147869,closedApp,False,
safari,,Europe/London,1753957322.627619,closedApp,False,
facebook,breathingExercise,Europe/London,1753957327.1875181,openedApp,False,1.5
facebook,,Europe/London,1753958078.58216,closedApp,False,
safari,breathingExercise,Europe/London,1753961731.898495,openedApp,False,1.5
safari,,Europe/London,1753961813.9256558,closedApp,False,
safari,,Europe/London,1753961852.7346048,closedApp,False,
safari,,Europe/London,1753962038.380734,closedApp,False,
mail,breathingExercise,Europe/London,1753962101.444454,openedApp,False,1.5
mail,,Europe/London,1753962407.2703152,closedApp,False,
safari,,Europe/London,1753962635.539495,closedApp,False,
gmail,breathingExercise,Europe/London,1753962792.381999,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753964394.306431,dismissedAppOpening,False,1.5
gmail,,Europe/London,1753964306.147815,closedApp,False,
mail,breathingExercise,Europe/London,1753980592.83586,openedApp,False,1.5
mail,,Europe/London,1753980618.1389441,closedApp,False,
gmail,breathingExercise,Europe/London,1753980622.786615,openedApp,False,1.5
mail,breathingExercise,Europe/London,1753990439.773175,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753991892.347252,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753991899.8889241,openedApp,False,1.5
safari,,Europe/London,1753992060.804492,closedApp,False,
mail,breathingExercise,Europe/London,1753992103.5895128,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1753992109.584297,openedApp,False,1.5
gmail,,Europe/London,1753992157.889927,closedApp,False,
gmail,,Europe/London,1753992196.2581859,closedApp,False,
gmail,,Europe/London,1753993184.398078,closedApp,False,
safari,,Europe/London,1753992525.0683842,closedApp,False,
mail,breathingExercise,Europe/London,1753993188.357486,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1753993203.215271,openedApp,False,1.5
safari,,Europe/London,1753993305.867217,closedApp,False,
safari,,Europe/London,1753993514.731216,closedApp,False,
mail,breathingExercise,Europe/London,1753993649.3713799,openedApp,False,1.5
mail,,Europe/London,1753993677.505228,closedApp,False,
safari,breathingExercise,Europe/London,1754027388.961637,openedApp,False,1.5
safari,,Europe/London,1754027418.3025599,closedApp,False,
mail,breathingExercise,Europe/London,1754027423.105517,openedApp,False,1.5
mail,,Europe/London,1754027489.254346,closedApp,False,
gmail,breathingExercise,Europe/London,1754027494.2079968,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754029103.017499,openedApp,False,1.5
gmail,,Europe/London,1754029182.0179992,closedApp,False,
