app,isReIntervention,resolution,timestamp,timezone,interventionType,interventionDuration
instagram,False,closedApp,1753694554.9934359,Europe/London,,
instagram,False,closedApp,1753701025.223263,Europe/London,,
instagram,False,closedApp,1753709177.134197,Europe/London,,
instagram,False,closedApp,1753715235.498125,Europe/London,,
instagram,False,closedApp,1753719165.4137778,Europe/London,,
instagram,False,closedApp,1753721504.19636,Europe/London,,
instagram,False,closedApp,1753721579.772841,Europe/London,,
instagram,False,closedApp,1753727507.187871,Europe/London,,
instagram,False,closedApp,1753728982.34846,Europe/London,,
instagram,False,closedApp,1753729032.9219441,Europe/London,,
instagram,False,closedApp,1753730997.2473202,Europe/London,,
instagram,False,closedApp,1753731247.690209,Europe/London,,
instagram,False,closedApp,1753731526.9542,Europe/London,,
instagram,False,closedApp,1753732004.2621899,Europe/London,,
instagram,False,closedApp,1753732048.04066,Europe/London,,
instagram,False,closedApp,1753732586.33583,Europe/London,,
instagram,False,closedApp,1753733469.422532,Europe/London,,
instagram,False,closedApp,1753733870.62107,Europe/London,,
instagram,False,closedApp,1753734958.657117,Europe/London,,
instagram,False,closedApp,1753735013.75821,Europe/London,,
instagram,False,closedApp,1753736878.9265242,Europe/London,,
instagram,False,closedApp,1753738534.187077,Europe/London,,
instagram,False,closedApp,1753775988.183459,Europe/London,,
instagram,False,closedApp,1753776872.115552,Europe/London,,
instagram,False,closedApp,1753778461.942546,Europe/London,,
instagram,False,closedApp,1753780026.029417,Europe/London,,
instagram,False,closedApp,1753781145.284268,Europe/London,,
instagram,False,closedApp,1753782164.707015,Europe/London,,
instagram,False,closedApp,1753785735.9892979,Europe/London,,
instagram,False,closedApp,1753786809.36179,Europe/London,,
instagram,False,closedApp,1753796981.9464989,Europe/London,,
instagram,False,closedApp,1753797043.0140429,Europe/London,,
instagram,False,closedApp,1753820625.876353,Europe/London,,
instagram,False,closedApp,1753864051.750349,Europe/London,,
instagram,False,closedApp,1753876364.431282,Europe/London,,
instagram,False,closedApp,1753876384.899891,Europe/London,,
instagram,False,closedApp,1753882813.921453,Europe/London,,
instagram,False,closedApp,1753889493.681381,Europe/London,,
instagram,False,closedApp,1753889920.425252,Europe/London,,
instagram,False,closedApp,1753894412.781312,Europe/London,,
instagram,False,closedApp,1753894437.827993,Europe/London,,
instagram,False,closedApp,1753900311.166939,Europe/London,,
instagram,False,closedApp,1753951690.8512201,Europe/London,,
instagram,False,closedApp,1753959324.772287,Europe/London,,
instagram,False,closedApp,1753959446.468614,Europe/London,,
instagram,False,closedApp,1753963979.315588,Europe/London,,
instagram,False,closedApp,1753964301.068637,Europe/London,,
instagram,False,closedApp,1753964641.916323,Europe/London,,
instagram,False,closedApp,1753964713.219949,Europe/London,,
instagram,False,closedApp,1753972659.1854448,Europe/London,,
snapchat,False,dismissedAppOpening,1753985081.359569,Europe/London,breathingExercise,6.0
snapchat,False,dismissedAppOpening,1753989016.286699,Europe/London,breathingExercise,6.0
snapchat,False,openedApp,1753989071.982057,Europe/London,breathingExercise,6.0
snapchat,False,dismissedAppOpening,1753989123.753911,Europe/London,breathingExercise,6.0
snapchat,False,dismissedAppOpening,1753989127.0927858,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1753991548.670982,Europe/London,,
instagram,False,closedApp,1753991686.7207742,Europe/London,,
instagram,False,openedApp,1753993327.699662,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1753993328.238143,Europe/London,,
instagram,False,closedApp,1753994281.458591,Europe/London,,
instagram,False,closedApp,1753995822.627356,Europe/London,,
instagram,False,closedApp,1753996039.2710629,Europe/London,,
instagram,False,closedApp,1753996507.4339309,Europe/London,,
instagram,False,closedApp,1753996825.8958812,Europe/London,,
snapchat,False,openedApp,1753997442.2869601,Europe/London,breathingExercise,6.0
snapchat,False,dismissedAppOpening,1753997767.218251,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1753997771.024483,Europe/London,,
instagram,False,dismissedAppOpening,1753997778.489315,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1753998009.3240561,Europe/London,,
instagram,False,closedApp,1753998067.495292,Europe/London,,
instagram,False,openedApp,1753998086.898299,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1753998087.293652,Europe/London,,
instagram,False,closedApp,1753998133.576439,Europe/London,,
instagram,False,closedApp,1753998256.244341,Europe/London,,
instagram,False,closedApp,1753998378.089813,Europe/London,,
instagram,False,closedApp,1753998499.3276029,Europe/London,,
instagram,False,closedApp,1753998634.4674401,Europe/London,,
instagram,False,closedApp,1753998668.278413,Europe/London,,
instagram,False,closedApp,1753998734.6940498,Europe/London,,
instagram,False,closedApp,1753999244.032905,Europe/London,,
instagram,False,closedApp,1753999325.436605,Europe/London,,
instagram,False,closedApp,1753999448.911386,Europe/London,,
instagram,False,closedApp,1753999528.563468,Europe/London,,
instagram,False,closedApp,1753999632.9513369,Europe/London,,
instagram,False,closedApp,1753999709.4849339,Europe/London,,
instagram,False,closedApp,1753999817.881884,Europe/London,,
instagram,False,closedApp,1753999939.386076,Europe/London,,
instagram,False,closedApp,1754000063.64262,Europe/London,,
instagram,False,closedApp,1754000186.181164,Europe/London,,
instagram,False,closedApp,1754000370.203679,Europe/London,,
instagram,False,closedApp,1754000429.479247,Europe/London,,
instagram,False,closedApp,1754003036.321558,Europe/London,,
instagram,False,closedApp,1754004033.840949,Europe/London,,
instagram,False,dismissedAppOpening,1754004043.641207,Europe/London,breathingExercise,6.0
instagram,False,dismissedAppOpening,1754004046.127441,Europe/London,breathingExercise,6.0
instagram,False,dismissedAppOpening,1754004052.424965,Europe/London,breathingExercise,6.0
instagram,False,openedApp,1754004065.84718,Europe/London,breathingExercise,6.0
instagram,False,closedApp,1754004066.2767859,Europe/London,,
instagram,False,closedApp,1754004170.553444,Europe/London,,
instagram,False,closedApp,1754004249.482137,Europe/London,,
instagram,False,closedApp,1754040828.724605,Europe/London,,
instagram,False,closedApp,1754042022.6765652,Europe/London,,
instagram,False,closedApp,1754042318.610491,Europe/London,,
instagram,False,closedApp,1754042819.821213,Europe/London,,
instagram,False,closedApp,1754043031.2541962,Europe/London,,
instagram,False,closedApp,1754043427.767592,Europe/London,,
instagram,False,closedApp,1754044851.353146,Europe/London,,
instagram,False,closedApp,1754048669.667916,Europe/London,,
instagram,False,closedApp,1754049436.259279,Europe/London,,
instagram,False,closedApp,1754049524.395175,Europe/London,,
instagram,False,closedApp,1754050061.896528,Europe/London,,
instagram,False,closedApp,1754050424.8601918,Europe/London,,
instagram,False,closedApp,1754050818.951775,Europe/London,,
instagram,False,closedApp,1754053855.2268581,Europe/London,,
instagram,False,closedApp,1754053877.2450008,Europe/London,,
instagram,False,closedApp,1754054224.504626,Europe/London,,
instagram,False,closedApp,1754064252.094901,Europe/London,,
instagram,False,closedApp,1754064415.84827,Europe/London,,
instagram,False,closedApp,1754066285.8822808,Europe/London,,
instagram,False,closedApp,1754067441.588173,Europe/London,,
instagram,False,closedApp,1754083884.08656,Europe/London,,
instagram,False,closedApp,1754085354.2895231,Europe/London,,
instagram,False,closedApp,1754085729.1294498,Europe/London,,
instagram,False,closedApp,1754085806.102488,Europe/London,,
instagram,False,closedApp,1754086203.0041652,Europe/London,,
instagram,False,closedApp,1754086629.1313848,Europe/London,,
instagram,False,closedApp,1754087194.054183,Europe/London,,
instagram,False,closedApp,1754087422.632272,Europe/London,,
instagram,False,closedApp,1754087488.825089,Europe/London,,
instagram,False,closedApp,1754087596.6351929,Europe/London,,
instagram,False,closedApp,1754123918.861023,Europe/London,,
instagram,False,closedApp,1754126094.861839,Europe/London,,
instagram,False,closedApp,1754132466.811336,Europe/London,,
instagram,False,closedApp,1754132495.8093371,Europe/London,,
instagram,False,closedApp,1754132686.252808,Europe/London,,
instagram,False,closedApp,1754133933.105725,Europe/London,,
instagram,False,closedApp,1754143270.76689,Europe/London,,
instagram,False,closedApp,1754162318.933037,Europe/London,,
instagram,False,closedApp,1754162736.359654,Europe/London,,
instagram,False,closedApp,1754215805.3643,Europe/London,,
instagram,False,closedApp,1754237239.987731,Europe/London,,
snapchat,False,openedApp,1754238276.505765,Europe/London,breathingExercise,6.0
