interventionDuration,resolution,isReIntervention,timestamp,interventionType,timezone,app
6.0,openedApp,False,1754099498.145237,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754144241.251892,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754145746.356457,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754152405.441811,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754165225.4659882,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754171198.081236,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754180437.2144132,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754235531.327121,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754254033.1904469,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754254047.2134628,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754254160.959498,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754254163.007606,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754254190.032995,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754255074.591824,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754255703.902423,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754256563.8497891,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754256757.485765,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754259619.089262,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754260945.924128,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754268794.2898011,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754269630.5563169,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754270843.17694,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754271011.9211211,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754271064.16544,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754321063.6301599,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754325962.5936918,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754331983.381106,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754333554.2718,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754333710.09705,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754333821.740408,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754334158.642931,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754334178.391502,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754334243.21613,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754339757.3460379,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754340319.824939,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754341519.002794,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754343165.497699,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754349386.749347,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754403524.608698,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754404244.400228,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754406707.631103,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754409885.312453,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754409987.021991,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754410319.20569,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754410332.861164,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754413300.168977,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754413413.632596,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754416654.33428,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754421384.4468908,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754426574.788707,breathingExercise,America/New_York,instagram
6.0,openedApp,False,1754427472.374285,breathingExercise,America/New_York,instagram
6.0,dismissedAppOpening,False,1754427606.082731,breathingExercise,America/New_York,instagram
