interventionType,resolution,app,timestamp,timezone,interventionDuration,isReIntervention,timeIntervalUntilReIntervention,purpose
breathingExercise,openedApp,youtube,1754051333.099158,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754051477.3055348,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754057092.121773,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754059802.525573,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754059810.635813,America/New_York,1.5,True,2700.0,Entertainment
,closedApp,youtube,1754062144.61534,America/New_York,,False,,
,closedApp,youtube,1754062382.65449,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754062528.174275,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754062785.77935,America/New_York,1.5,False,,
breathingExercise,openedApp,instagram,1754066403.094816,America/New_York,1.5,False,600.0,Entertainment
,closedApp,instagram,1754067010.995805,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754071925.3263311,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754071941.103785,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754072206.7282329,America/New_York,,False,,
,closedApp,youtube,1754072452.088104,America/New_York,,False,,
,closedApp,youtube,1754072833.604222,America/New_York,,False,,
,closedApp,youtube,1754073050.187716,America/New_York,,False,,
,closedApp,youtube,1754073082.006042,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754077293.584622,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754077315.226763,America/New_York,1.5,False,360.0,Entertainment
breathingExercise,openedApp,instagram,1754077331.1410189,America/New_York,1.5,False,540.0,Entertainment
,closedApp,instagram,1754077422.4185529,America/New_York,,False,,
breathingExercise,dismissedAppOpening,instagram,1754077875.7900581,America/New_York,1.5,False,,
breathingExercise,openedApp,instagram,1754078254.946008,America/New_York,1.5,False,300.0,Entertainment
,closedApp,instagram,1754078384.797847,America/New_York,,False,,
,closedApp,instagram,1754078773.447623,America/New_York,,False,,
,closedApp,instagram,1754078845.649797,America/New_York,,False,,
,closedApp,instagram,1754078965.628763,America/New_York,,False,,
,closedApp,instagram,1754079535.624223,America/New_York,,False,,
,closedApp,instagram,1754084715.790361,America/New_York,,False,,
breathingExercise,dismissedAppOpening,instagram,1754091228.262611,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754091744.977819,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754091837.8002272,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754095892.032319,America/New_York,1.5,False,1200.0,Entertainment
,closedApp,youtube,1754096173.260099,America/New_York,,False,,
,closedApp,youtube,1754096225.146811,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754096821.7163491,America/New_York,1.5,False,,
breathingExercise,openedApp,instagram,1754096843.359088,America/New_York,1.5,False,480.0,Entertainment
,closedApp,instagram,1754097355.0272598,America/New_York,,False,,
,closedApp,instagram,1754097844.732933,America/New_York,,False,,
breathingExercise,dismissedAppOpening,instagram,1754105174.2165241,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754110083.208329,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754113763.513545,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754144726.60359,America/New_York,1.5,False,600.0,Message
,closedApp,instagram,1754144805.37168,America/New_York,,False,,
,closedApp,instagram,1754144908.797099,America/New_York,,False,,
,closedApp,instagram,1754145195.276201,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754145364.17494,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754145803.034892,America/New_York,,False,,
breathingExercise,openedApp,hulu,1754145811.328747,America/New_York,1.5,False,,Entertainment
,closedApp,hulu,1754146260.932689,America/New_York,,False,,
,closedApp,hulu,1754146401.9904609,America/New_York,,False,,
breathingExercise,openedApp,hulu,1754150136.2469811,America/New_York,1.5,False,,Entertainment
,closedApp,hulu,1754150513.2320251,America/New_York,,False,,
,closedApp,hulu,1754154619.057615,America/New_York,,False,,
breathingExercise,openedApp,grinder,1754154633.243089,America/New_York,1.5,False,,Entertainment
,closedApp,grinder,1754154834.4962258,America/New_York,,False,,
breathingExercise,openedApp,hulu,1754154846.975951,America/New_York,1.5,False,,Entertainment
breathingExercise,dismissedAppOpening,instagram,1754157617.241856,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754157671.3557072,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754157797.379602,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754157821.410317,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,instagram,1754158001.509725,America/New_York,1.5,False,,
breathingExercise,dismissedAppOpening,youtube,1754159158.9822888,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754159173.345364,America/New_York,1.5,False,1080.0,Entertainment
,closedApp,youtube,1754159444.21916,America/New_York,,False,,
,closedApp,youtube,1754160054.6025848,America/New_York,,False,,
,closedApp,youtube,1754160127.8169088,America/New_York,,False,,
breathingExercise,dismissedAppOpening,instagram,1754182697.12592,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754191937.611207,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754194651.172961,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754194662.396847,America/New_York,1.5,True,2700.0,Entertainment
,closedApp,youtube,1754197377.638849,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754226760.91906,America/New_York,1.5,False,2700.0,Entertainment
,closedApp,youtube,1754229470.7193651,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754229477.742219,America/New_York,1.5,True,2700.0,Entertainment
,closedApp,youtube,1754230758.643616,America/New_York,,False,,
,closedApp,youtube,1754232175.860734,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754232182.524829,America/New_York,1.5,True,2700.0,Entertainment
,closedApp,youtube,1754232387.238977,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754232393.98731,America/New_York,1.5,False,180.0,Entertainment
,closedApp,instagram,1754232550.350613,America/New_York,,False,,
,closedApp,instagram,1754232744.8302279,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754232934.250226,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754232966.919396,America/New_York,1.5,False,660.0,Entertainment
,closedApp,youtube,1754233633.556449,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754233640.03856,America/New_York,1.5,True,2700.0,Entertainment
,closedApp,youtube,1754233789.665357,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754234648.471652,America/New_York,1.5,False,,
breathingExercise,openedApp,youtube,1754240451.146721,America/New_York,6.0,False,2700.0,Entertainment
breathingExercise,openedApp,instagram,1754240665.338855,America/New_York,6.0,False,900.0,Entertainment
,closedApp,instagram,1754240704.835071,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754240772.2556171,America/New_York,6.0,False,,
breathingExercise,openedApp,youtube,1754240791.893981,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754240877.5376549,America/New_York,,False,,
,closedApp,youtube,1754241081.830661,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754241516.747542,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754242467.869695,America/New_York,,False,,
,closedApp,youtube,1754243665.4675589,America/New_York,,False,,
,closedApp,youtube,1754244202.2306309,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754244223.829109,America/New_York,6.0,False,,
breathingExercise,openedApp,youtube,1754244241.3705049,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754244279.952441,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754244605.502979,America/New_York,6.0,False,,
breathingExercise,dismissedAppOpening,instagram,1754244904.617121,America/New_York,6.0,False,,
breathingExercise,openedApp,youtube,1754245330.005182,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754245436.39672,America/New_York,,False,,
breathingExercise,dismissedAppOpening,instagram,1754245472.9100661,America/New_York,6.0,False,,
,closedApp,youtube,1754245594.450361,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754245843.710988,America/New_York,6.0,False,,
breathingExercise,openedApp,youtube,1754246165.662796,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754246241.343745,America/New_York,,False,,
,closedApp,youtube,1754247242.517837,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754258744.922801,America/New_York,6.0,False,,
breathingExercise,dismissedAppOpening,instagram,1754258802.296276,America/New_York,6.0,False,,
breathingExercise,openedApp,instagram,1754272070.118585,America/New_York,6.0,False,60.0,Entertainment
,closedApp,instagram,1754272137.774185,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754272153.227888,America/New_York,6.0,True,360.0,Message
,closedApp,instagram,1754272210.1725821,America/New_York,,False,,
,closedApp,instagram,1754274056.973747,America/New_York,,False,,
,closedApp,instagram,1754275066.5127811,America/New_York,,False,,
,closedApp,instagram,1754276130.704733,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754314896.795735,America/New_York,6.0,False,900.0,Bored
,closedApp,instagram,1754314935.8195229,America/New_York,,False,,
,closedApp,instagram,1754315042.7157001,America/New_York,,False,,
,closedApp,instagram,1754315130.057332,America/New_York,,False,,
breathingExercise,dismissedAppOpening,instagram,1754316342.771456,America/New_York,6.0,False,,
breathingExercise,openedApp,instagram,1754316428.033417,America/New_York,6.0,False,,Bored
,closedApp,instagram,1754316456.158049,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754316850.738106,America/New_York,6.0,False,,Entertainment
,closedApp,instagram,1754316885.991953,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754318900.560481,America/New_York,6.0,False,,Entertainment
breathingExercise,openedApp,instagram,1754326052.016175,America/New_York,6.0,False,,Bored
breathingExercise,openedApp,instagram,1754327714.8425589,America/New_York,6.0,False,,Entertainment
,closedApp,instagram,1754327797.2323442,America/New_York,,False,,
,closedApp,instagram,1754330997.3310618,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754350158.996351,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754351541.8669271,America/New_York,,False,,
,closedApp,youtube,1754351915.260126,America/New_York,,False,,
,closedApp,youtube,1754352232.8377419,America/New_York,,False,,
breathingExercise,dismissedAppOpening,youtube,1754352586.838723,America/New_York,6.0,False,,
breathingExercise,openedApp,youtube,1754352629.88258,America/New_York,6.0,False,2700.0,Entertainment
,closedApp,youtube,1754353882.6111379,America/New_York,,False,,
,closedApp,youtube,1754355340.530931,America/New_York,,False,,
breathingExercise,openedApp,youtube,1754355413.9212952,America/New_York,6.0,True,2700.0,Entertainment
,closedApp,youtube,1754355453.1227388,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754370036.567999,America/New_York,6.0,False,,Entertainment
,closedApp,instagram,1754370094.448498,America/New_York,,False,,
,closedApp,instagram,1754370138.634434,America/New_York,,False,,
breathingExercise,openedApp,instagram,1754372671.0617251,America/New_York,6.0,False,,Bored
,closedApp,instagram,1754373666.041256,America/New_York,,False,,
,closedApp,instagram,1754374039.598431,America/New_York,,False,,
,closedApp,instagram,1754374224.5967488,America/New_York,,False,,
,closedApp,instagram,1754374745.148763,America/New_York,,False,,
,closedApp,instagram,1754374901.7742329,America/New_York,,False,,
,closedApp,instagram,1754375041.694509,America/New_York,,False,,
breathingExercise,openedApp,tikTok,1754401494.095295,America/New_York,6.0,False,900.0,Entertainment
breathingExercise,dismissedAppOpening,tikTok,1754401894.975421,America/New_York,6.0,False,,
breathingExercise,openedApp,youtube,1754403127.601824,America/New_York,6.0,False,2700.0,Entertainment
