interventionType,timezone,resolution,app,interventionDuration,isReIntervention,timestamp
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754079311.416651
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754079340.449019
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754079910.8653278
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754081271.79004
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754081878.148546
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754115814.146319
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754122244.303598
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754122261.292958
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754122294.0950031
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754122746.75443
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754132951.946763
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754133085.896311
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754152120.974432
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754163705.720748
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754163736.54147
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754203314.804916
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754211114.936219
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754218859.3265572
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754249364.822742
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754249524.908073
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754251286.830678
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754251860.038912
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754255938.6995091
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754257139.911684
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754257204.00828
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754257293.942868
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754259573.854024
breathingExercise,Europe/Istanbul,dismissedAppOpening,instagram,6.0,False,1754259743.767015
breathingExercise,Europe/Istanbul,openedApp,instagram,6.0,False,1754291540.6691551
