interventionDuration,resolution,timezone,isReIntervention,app,purpose,interventionType,timestamp
1.5,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1753715342.0355248
1.5,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753715925.461156
1.5,openedApp,Europe/Berlin,False,instagram,Infos suchen,breathingExercise,1753721152.687296
1.5,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753725072.426059
1.5,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753727036.393622
1.5,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753728774.303938
1.5,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1753729720.132535
1.5,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753731441.44444
1.5,openedApp,Europe/Berlin,False,instagram,Infos suchen,breathingExercise,1753731823.522716
1.5,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753734165.088974
1.5,openedApp,Europe/Berlin,False,instagram,Infos suchen,breathingExercise,1753734767.4216619
1.5,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753734945.843596
1.5,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753735354.331182
1.5,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753764645.37482
1.5,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753771031.191975
1.5,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753771215.309483
1.5,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753771763.6945062
1.5,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753771983.7394528
1.5,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753773200.847347
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753775936.992714
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753775976.631676
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1753776003.800081
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753788087.829149
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753790177.377139
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753790312.759438
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753791258.661495
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753791990.301208
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753793884.965575
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753800680.394969
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753800899.240603
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753802095.373507
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753802199.7218652
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753802455.7225518
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753803126.6379452
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1753805263.891773
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753805656.9725199
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1753810609.7026591
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753813679.836141
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753813979.376929
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753814264.1606731
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753815696.459779
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1753817143.5452561
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753817774.444049
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753851062.992599
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1753854794.797507
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753854941.191483
6.0,openedApp,Europe/Berlin,False,instagram,Infos suchen,breathingExercise,1753854971.331806
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753855060.08608
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753855061.536382
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1753855075.034584
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753855170.378484
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1753855627.9263492
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753855781.7007809
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753855813.64107
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753855942.169966
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753857885.911981
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753857906.354724
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753857953.4704661
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753858527.854737
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753870016.602985
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753870720.4819489
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753872255.486796
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753873909.645735
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753874292.659569
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753875363.3337998
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753878125.937954
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753878141.632555
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753878349.5845299
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753880969.674882
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753881607.424233
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753882574.754918
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753890158.618326
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753890476.512816
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753890543.3484921
6.0,openedApp,Europe/Berlin,False,instagram,Langeweile,breathingExercise,1753890767.1516619
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753891278.9250832
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753892699.245057
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753893447.92381
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753894233.1364899
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753896187.995699
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753899954.2482119
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753899976.2373428
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753901336.009316
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753902294.117733
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753902951.5849729
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753903044.710338
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753904479.287702
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753904499.155674
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753935680.0995522
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753941029.217056
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753946771.6639318
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753946987.680506
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753948169.230376
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1753951978.790828
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753953672.125149
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753954090.9093719
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753964106.395896
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1753964251.061181
6.0,openedApp,Europe/Berlin,False,instagram,Infos suchen,breathingExercise,1753966082.105633
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753969735.06468
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753973773.6707501
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1753975165.3104038
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753975266.7323909
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753975286.0388489
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753975391.93697
6.0,openedApp,Europe/Berlin,False,instagram,Langeweile,breathingExercise,1753975576.554871
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753975689.3016682
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1753976290.739517
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753980516.808282
6.0,openedApp,Europe/Berlin,False,instagram,Langeweile,breathingExercise,1753986195.923571
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753986360.370343
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753986412.124857
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753986876.52009
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753986907.751134
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753989795.96928
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1753990671.550638
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1753991436.146033
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1753991488.4242392
6.0,openedApp,Europe/Berlin,False,instagram,Langeweile,breathingExercise,1754023440.609062
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754025246.578137
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754025567.9633799
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754028089.895101
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754028636.603485
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754028708.6173182
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754029241.764009
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754030572.760361
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754034689.2491841
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754034786.353833
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754035688.1972442
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754040521.158015
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754042592.640569
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754043628.533976
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754044871.288245
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754045311.691311
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754047389.2531672
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754047393.56643
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754048501.445638
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754051674.473865
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754051944.951031
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754051979.422962
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754052155.630229
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754055620.9970899
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754059596.2723231
6.0,openedApp,Europe/Berlin,False,instagram,Infos suchen,breathingExercise,1754062306.520951
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754062984.491562
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754067216.344737
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754072693.230155
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754073887.824833
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754079578.8983731
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754114893.285958
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754139810.9361072
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754141682.874227
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754151554.8289871
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754159305.145351
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754159799.040976
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754160125.193104
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754162607.77052
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754164781.2989469
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754165738.242245
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754193553.541513
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754195180.583431
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754195599.6846461
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754197708.802825
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754199548.5304952
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754201377.727644
6.0,openedApp,Europe/Berlin,False,instagram,Langeweile,breathingExercise,1754204514.677764
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754205511.072184
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754207592.748836
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754207938.615118
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754207978.163635
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754212836.416054
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754216129.5484219
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754221685.1527581
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754222144.625561
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754235708.085
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754235978.611515
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754236074.1599112
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754238756.260231
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754238819.472643
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754245038.0548081
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754246051.7100239
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754283076.2418451
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754289053.499152
6.0,openedApp,Europe/Berlin,False,instagram,Crush stalken,breathingExercise,1754289582.98226
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754289686.628911
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754290719.9485521
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754291044.784647
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754295613.1312299
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754295635.3619351
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754298927.2626219
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754300178.45849
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754300297.3641849
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754300312.1670442
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754301399.324058
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754301692.130875
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754304769.835297
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754305862.001498
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754306026.2368379
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754312566.07225
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754314024.670533
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754317820.158783
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754318269.839807
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754321880.504271
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754323369.7061028
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754323565.970025
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754324374.599417
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754324518.9697099
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754324651.8265939
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754324684.997922
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754324775.8500319
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754324805.777925
6.0,openedApp,Europe/Berlin,False,instagram,Ablenkung,breathingExercise,1754329123.0720592
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754329602.205381
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754330818.447912
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754331356.081152
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754333845.890954
6.0,openedApp,Europe/Berlin,False,instagram,Auf dem Laufenden bleiben,breathingExercise,1754371634.509428
6.0,openedApp,Europe/Berlin,False,instagram,Langeweile,breathingExercise,1754374658.4959002
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754375959.295387
6.0,openedApp,Europe/Berlin,False,instagram,Nachricht / Schreiben,breathingExercise,1754380231.6190538
6.0,openedApp,Europe/Berlin,False,instagram,Klo,breathingExercise,1754386908.588207
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754387386.375726
6.0,dismissedAppOpening,Europe/Berlin,False,instagram,,breathingExercise,1754389555.294794
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754394893.945147
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754395009.4478269
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754401784.3527288
6.0,openedApp,Europe/Berlin,False,instagram,Entspannung,breathingExercise,1754402452.005392
6.0,openedApp,Europe/Berlin,False,instagram,Unterhaltung,breathingExercise,1754402505.6887631
