isReIntervention,interventionDuration,resolution,interventionType,timestamp,timezone,app
False,1.5,openedApp,breathingExercise,1750094252.305355,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750096220.034517,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750096753.339637,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750103483.293438,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750104092.638984,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750104807.42642,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750104815.413883,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750105077.052434,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750105153.908482,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750105510.0316648,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750107354.0879369,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750112538.209377,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750116235.31739,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750116263.601678,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750116338.393606,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750116550.011621,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750116711.8772101,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750117854.979362,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750118409.297069,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750118698.764427,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750118705.691364,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750118768.670216,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750119364.622291,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750123448.192387,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750125718.4966369,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750127006.574033,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750127840.686733,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750129850.832422,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750131315.8060188,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750133115.2372909,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750144044.061225,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750145702.204328,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750148222.156513,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750151526.93009,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750151651.038019,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750175250.377881,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750175282.796712,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750176030.87117,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750176078.777457,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750176394.664545,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750180186.896428,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750181858.1764522,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750182701.613173,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750182798.4245272,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750183362.421932,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750183693.174576,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750183802.530237,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750184161.590952,US/Eastern,tinder
False,1.5,dismissedAppOpening,breathingExercise,1750184502.829413,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750184538.5474849,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750184603.551631,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750184604.384664,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750184605.0347161,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750184605.901445,US/Eastern,tinder
False,1.5,dismissedAppOpening,breathingExercise,1750184934.904979,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750184949.551296,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185205.012531,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185205.561198,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185455.36509,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750185540.288024,US/Eastern,instagram
False,1.5,openedApp,breathingExercise,1750185655.9810882,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185825.512481,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185826.4436421,US/Eastern,tinder
False,1.5,dismissedAppOpening,breathingExercise,1750185956.5063682,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185971.083054,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750185971.3668718,US/Eastern,tinder
False,1.5,openedApp,breathingExercise,1750186151.980006,US/Eastern,instagram
False,1.5,dismissedAppOpening,breathingExercise,1750194907.91883,US/Eastern,tikTok
False,1.5,dismissedAppOpening,breathingExercise,1750203891.486301,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750203905.7845569,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750224447.69189,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750224775.413481,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750256021.710217,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750257553.480884,US/Eastern,tikTok
False,1.5,dismissedAppOpening,breathingExercise,1750259523.232146,US/Eastern,tikTok
False,1.5,dismissedAppOpening,breathingExercise,1750263592.52227,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750283879.80877,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750286858.751226,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750289445.567696,US/Eastern,tikTok
False,1.5,dismissedAppOpening,breathingExercise,1750295033.715323,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750296854.3635569,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750298798.975605,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750324229.091611,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750343309.5624862,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750345440.188293,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750345667.920995,US/Eastern,hinge
False,1.5,dismissedAppOpening,breathingExercise,1750345814.0771298,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750347272.969355,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750365758.4191818,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750370056.835149,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750374733.775038,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750397985.951422,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750398136.3239908,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750399970.6898298,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750403642.247658,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750423948.077991,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750424118.763525,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750432263.7970018,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750442597.5965781,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750443415.493565,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750443609.632115,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750445659.9842172,US/Eastern,tikTok
False,1.5,dismissedAppOpening,breathingExercise,1750450247.769954,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750450256.069413,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750529704.617779,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750547673.421095,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750559620.566097,US/Eastern,bumble
False,1.5,openedApp,breathingExercise,1750576118.987663,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750576130.32057,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750612352.23846,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750622290.001334,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750641643.931985,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750695969.7580729,US/Eastern,bumble
False,1.5,openedApp,breathingExercise,1750696352.040767,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750711901.399951,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750713607.643198,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750719767.687176,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750742192.186435,US/Eastern,bumble
False,1.5,openedApp,breathingExercise,1750742686.263363,US/Eastern,hinge
False,1.5,openedApp,breathingExercise,1750743548.9752378,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750743703.74057,US/Eastern,tikTok
False,1.5,openedApp,breathingExercise,1750744190.592637,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1750776474.25557,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1750780275.6515908,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1750781796.361816,US/Eastern,bumble
False,6.0,openedApp,breathingExercise,1750800129.863676,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1750810303.520128,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1750810783.93683,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1750815856.31281,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1750824863.7903671,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1750873301.3750138,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1750896524.978633,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1750945179.276669,US/Eastern,bumble
False,6.0,dismissedAppOpening,breathingExercise,1750960868.5604281,US/Eastern,bumble
False,6.0,openedApp,breathingExercise,1750968894.567593,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1751000207.170955,US/Eastern,hinge
False,6.0,dismissedAppOpening,breathingExercise,1751008431.878542,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1751035995.772907,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1751038363.000406,US/Eastern,bumble
False,6.0,openedApp,breathingExercise,1751045011.447856,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1751067810.1041322,US/Eastern,hinge
False,6.0,dismissedAppOpening,breathingExercise,1751096961.485003,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1751098632.530952,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1751131563.101022,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1751132902.43715,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1751133394.354333,US/Eastern,tikTok
False,6.0,openedApp,breathingExercise,1751142906.1683311,US/Eastern,hinge
False,6.0,openedApp,breathingExercise,1751189091.691802,US/Eastern,hinge
