interventionDuration,isReIntervention,timestamp,app,resolution,interventionType,timezone,timeIntervalUntilReIntervention
1.5,False,1752062706.9784288,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752062893.036364,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752062904.4469218,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752063084.767725,instagram,closedApp,,Europe/Warsaw,
,False,1752063623.146173,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752064339.3858728,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752064369.162228,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752064820.549234,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752064842.455934,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752065007.1291242,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752070197.229241,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752070217.9132462,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752070241.454533,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
1.5,False,1752076326.923209,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1752070317.4501991,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752076336.507546,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752076367.656602,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752080095.0770411,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752080189.321933,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752153368.483175,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752153627.737155,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752155282.470371,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752155401.666164,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752164377.813859,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752164441.346881,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752165350.641148,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752165594.312078,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752165603.744114,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752165903.458519,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752166614.793632,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752177900.549728,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752177904.655249,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752178020.9550462,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752212779.625557,instagram,openedApp,breathingExercise,Europe/Warsaw,120.0
,False,1752212894.943418,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752247017.298677,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752247085.995197,instagram,closedApp,,Europe/Warsaw,
,False,1752247095.8243608,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752266708.4699469,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752266753.3935251,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752301518.815525,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752312649.7899451,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
1.5,False,1752334734.560282,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
1.5,False,1752335308.584281,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752312899.271328,instagram,closedApp,,Europe/Warsaw,
,False,1752334795.27185,instagram,closedApp,,Europe/Warsaw,
,False,1752334896.425778,instagram,closedApp,,Europe/Warsaw,
,False,1752335381.112368,instagram,closedApp,,Europe/Warsaw,
,False,1752335951.781436,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752353603.099619,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359159.0978742,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359167.474102,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752359204.688338,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752359564.208646,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752359577.5652652,instagram,closedApp,,Europe/Warsaw,
,False,1752359653.270132,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752359835.423911,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359838.3990312,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359842.732167,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359847.865322,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359853.976588,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752359953.7134519,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752360022.0330858,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752361558.583967,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752361666.599581,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752361713.674981,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752361903.443849,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752361929.443394,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752362032.569312,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752362317.9273438,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752362369.999946,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752362826.326685,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752386265.9569511,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752395420.732067,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752395424.061522,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752395635.140112,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752395641.845945,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752395696.8027039,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752423962.3843389,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752423984.07065,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
1.5,False,1752430154.8226461,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1752424145.246356,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752434991.1034288,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752435150.823528,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752435476.846122,instagram,openedApp,breathingExercise,Europe/Warsaw,120.0
,False,1752435607.272593,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752435613.672293,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752435808.642313,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752436009.68639,instagram,openedApp,breathingExercise,Europe/Warsaw,120.0
,False,1752436136.301441,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752436143.274082,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752436174.038173,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752436212.3394818,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1752436443.834392,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752437315.3883991,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1752437385.540786,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752437493.4535651,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752437885.1464481,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752437932.80048,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752438154.4991632,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752438221.2334762,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752438230.815979,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1752438343.396749,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752438453.728002,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752438461.719948,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752438647.441669,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752438654.7393122,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752438906.574088,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752439181.07446,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752439799.723915,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752439854.375659,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752440154.012696,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752442885.996489,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752442908.924827,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752442917.3954449,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752443020.808038,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752443103.853447,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752443107.399982,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752443114.852734,instagram,openedApp,breathingExercise,Europe/Warsaw,120.0
,False,1752443240.754873,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752443417.785962,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752443606.753428,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752443889.240746,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752443952.9638948,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752443972.6353312,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752444015.083869,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752444056.647052,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752444075.340692,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752467789.745671,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752467935.3969312,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752468012.102474,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752478709.541799,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752478896.229358,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752478903.643424,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752478944.165678,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752482063.122231,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752482249.320055,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752487463.043726,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752487486.860903,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752490437.056073,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752490468.131662,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752498596.3419309,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752498705.9788852,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752501493.277676,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752501593.40617,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752501634.928211,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752501698.1927118,instagram,closedApp,,Europe/Warsaw,
,False,1752501835.024517,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752501840.453655,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752501883.4488358,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752501941.541111,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752502060.1145911,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752502072.72956,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752502147.472281,instagram,closedApp,,Europe/Warsaw,
,False,1752502283.2293692,instagram,closedApp,,Europe/Warsaw,
,False,1752502391.296485,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752502407.62203,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752502541.084975,instagram,closedApp,,Europe/Warsaw,
,False,1752502587.9052339,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752502852.8509622,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752502856.288087,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752503954.866572,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752504027.728074,instagram,closedApp,,Europe/Warsaw,
,False,1752504353.1671,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752504369.908737,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752505493.259306,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752513236.438057,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752513543.0102339,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752513544.890897,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752513746.163251,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752513812.023065,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752513820.581583,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752514037.284735,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752519806.87619,instagram,openedApp,breathingExercise,Europe/Warsaw,120.0
,False,1752519932.559484,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752520285.961571,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752520496.595059,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752520624.097529,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752530634.4159741,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752530782.148428,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752530808.2974029,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752530814.7721992,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752530948.2027678,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752531009.898519,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752531103.99721,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752534429.169503,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752534907.057905,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752534958.877903,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752535024.992742,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752535033.015058,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752535214.635967,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752535221.665803,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752535282.453897,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752535290.646914,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752535594.417982,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752535605.0675511,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1752535968.552289,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752535976.5939379,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752535989.0772638,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752558788.8849568,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752560148.346624,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752566959.095645,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752567026.073443,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752577906.995152,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752577971.066972,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752578146.753656,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752578274.9603271,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752581949.414229,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752582012.250896,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752582134.839528,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1752582167.874148,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752582260.280535,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752582454.88376,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752583732.10759,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752583868.9199061,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752587460.730411,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752587505.758296,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752588144.880822,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752589081.525502,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752589260.667253,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752590032.773253,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752590185.755114,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752596098.160547,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1752596144.499876,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752596186.0824862,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
1.5,False,1752596196.248014,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752596233.367117,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752602960.8683681,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752603146.43824,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752603155.661372,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752603338.513403,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752603346.262041,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1752603768.712226,instagram,closedApp,,Europe/Warsaw,
1.5,False,1752610961.73141,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752659276.548883,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752659288.475508,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752659372.379843,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752692762.3200421,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
3.0,False,1752692800.509962,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752692882.648174,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752752020.915267,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752752317.208276,instagram,closedApp,,Europe/Warsaw,
,False,1752752543.085521,instagram,closedApp,,Europe/Warsaw,
,False,1752752953.529259,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752752955.604095,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752799833.13532,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
3.0,False,1752808945.8324928,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1752799872.344283,instagram,closedApp,,Europe/Warsaw,
,False,1752799885.9486752,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752808983.357713,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752811215.1226978,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752902592.947135,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752902825.7941608,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752906763.2982159,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752906769.1464338,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752906771.8458629,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752906776.382204,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752906787.660966,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752906854.869648,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752906864.2717009,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752907005.186747,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752909218.573519,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752942840.1039891,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752942884.812253,instagram,closedApp,,Europe/Warsaw,
,False,1752943089.542376,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752943102.808826,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752943284.19023,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752943294.691546,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1752943657.763432,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752943671.882261,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752943913.919536,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752943924.156507,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752944165.8587399,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752944175.7633,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1752944672.4255261,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752944777.3178701,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752951670.7081919,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752951729.6198878,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752953125.650199,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1752953313.738353,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752953323.526881,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752953623.852916,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752953638.418262,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752953683.328121,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752953717.375881,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752953733.792292,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752953759.739634,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752953919.1569471,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1752954165.016459,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752954173.248876,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1752954192.88455,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1752954256.137831,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752954266.853975,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1752954807.312519,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752954817.385592,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1752954849.056958,instagram,closedApp,,Europe/Warsaw,
,False,1752954969.131947,instagram,closedApp,,Europe/Warsaw,
3.0,False,1752959194.3924608,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753037341.5837321,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1753037434.541563,instagram,closedApp,,Europe/Warsaw,
,False,1753037548.536885,instagram,closedApp,,Europe/Warsaw,
,False,1753048515.639944,instagram,closedApp,,Europe/Warsaw,
,False,1753048564.753428,instagram,closedApp,,Europe/Warsaw,
,False,1753048581.194704,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753067654.2144399,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753067715.43455,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753067759.084235,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753067911.249634,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753096121.6628819,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753096307.166672,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753096320.355545,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1753096564.754494,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753096608.7208781,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753097364.740375,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753133754.942769,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753133791.995343,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753133817.695178,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753133861.762473,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753192225.5977402,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753192240.682116,instagram,openedApp,breathingExercise,Europe/Warsaw,120.0
,False,1753192394.64025,instagram,closedApp,,Europe/Warsaw,
,False,1753192484.04803,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753199429.24341,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753199614.987118,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753199629.2902079,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753199830.251155,instagram,closedApp,,Europe/Warsaw,
,False,1753199948.580754,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753203799.091116,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753203813.163217,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753204197.352017,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753220003.977557,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1753220061.885593,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753240540.879477,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753240607.070849,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753240619.07857,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753268737.90025,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753268954.482469,instagram,closedApp,,Europe/Warsaw,
,False,1753270602.597925,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753270662.723599,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753273181.381788,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1753273246.839888,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753273256.66645,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753273676.226455,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753287447.9562159,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753287754.118077,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753287765.209303,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753287781.90923,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753288027.8875299,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753288051.5093288,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753288477.13395,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753288489.6508188,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753288570.407054,instagram,closedApp,,Europe/Warsaw,
