timestamp,interventionType,isReIntervention,app,timezone,resolution,interventionDuration,purpose,timeIntervalUntilReIntervention
1750254644.499762,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750254961.738837,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750257483.974174,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750261629.44425,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750261781.2591481,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750263513.9577742,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,60.0
1750264178.6524649,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750264219.045753,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264231.304033,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264287.715218,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264581.4706259,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750264732.6286669,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264734.976859,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264752.6698651,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264773.041004,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264780.679893,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264801.223712,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264818.208764,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264847.14997,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264874.0338712,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264888.0939221,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264912.939492,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750264945.3672361,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750265003.459165,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750269206.681289,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750269300.0363832,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750269309.460246,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750272288.8489408,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,dismissedAppOpening,1.5,,
1750272315.268852,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750272318.1456962,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750272326.949589,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750272334.802899,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750272348.7687411,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750272423.899539,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750272696.70196,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750304824.1665192,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,60.0
1750308853.50357,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750311879.227335,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,120.0
1750312022.6543899,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,60.0
1750329792.087852,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750329826.193492,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750329855.8098102,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750329861.180011,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750329902.802607,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750329910.875421,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750329984.10601,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750331878.282161,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750331939.492327,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750335338.6501021,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750341478.5735168,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750342481.484294,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750346586.813003,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,120.0
1750348371.613894,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750348438.282332,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750358465.343775,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750358476.062181,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750359436.836732,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750359506.031755,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750360114.030909,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750363961.867457,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750368050.276757,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750368112.893371,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750368431.2174768,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750396531.360208,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,60.0
1750397977.1325889,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750399547.796723,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750400372.75752,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750402298.481976,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750402308.964603,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750402339.1641312,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750402355.73879,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750402411.3553371,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750402705.18966,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750403145.022701,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750403160.9592361,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750403227.808466,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750403306.369663,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750403334.330019,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750403515.4317589,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750404520.3425,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750404612.524895,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750406548.8509521,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,120.0
1750407570.781523,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750407600.599652,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750408480.631098,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750413307.605695,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,180.0
1750413505.238641,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Расслабиться,
1750414005.34516,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750417963.984262,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750418167.229322,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750418201.284508,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750420839.16313,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750429186.821501,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750431637.62716,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750431651.220055,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750442100.5687099,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Поискать информацию,
1750442328.2026339,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750443003.15734,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Развлечься,300.0
1750444770.3895469,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,dismissedAppOpening,1.5,,
1750483051.190782,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750483671.5684981,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750485941.1931581,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750487143.078543,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750488005.3799028,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750488014.415691,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Развлечься,60.0
1750489645.484391,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750491232.1658468,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750491310.227779,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750491342.057462,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750491355.5962439,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750491543.092462,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750496914.559136,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750497768.497236,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750498401.923912,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,"Проверять соцсети того, кто нравится",60.0
1750498792.345848,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750499583.069057,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Расслабиться,
1750499682.317035,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750499858.696243,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750499935.3896651,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750500869.2932348,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,В туалете,300.0
1750501005.336182,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750501012.187773,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501014.5738502,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501021.278559,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501070.555819,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501086.482774,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501119.982321,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501181.342577,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750501514.877497,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Опубликовать что-нибудь,300.0
1750502200.549761,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Опубликовать что-нибудь,300.0
1750503207.832776,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Сбежать от реальности/дел,300.0
1750506097.0161781,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,60.0
1750507508.5538821,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750507517.92449,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750511804.482952,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750513077.38559,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750514014.896552,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750515427.430623,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750516532.050904,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,300.0
1750519702.872511,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750527285.248452,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,300.0
1750529156.985303,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750531797.909735,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,300.0
1750534435.696327,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1750535121.425005,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750535200.091125,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750539308.322139,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Сбежать от реальности/дел,60.0
1750539379.030051,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750564299.919523,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,300.0
1750567790.77304,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750567843.3458428,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750567953.185913,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750568065.441584,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750571170.262681,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750574558.328975,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750574567.88904,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750574909.96964,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750574928.88935,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750577488.906159,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,60.0
1750580838.479813,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,120.0
1750582759.131181,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,120.0
1750586755.1505198,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750586765.2994452,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750590042.146497,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,60.0
1750595956.224944,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1750600020.565763,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750600395.568915,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750606561.199938,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750607624.784813,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750607631.8937821,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750607651.201109,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750607713.86572,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750607760.081036,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750609848.018188,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750610210.8286471,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750614729.3954039,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750610219.649132,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750614796.799015,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750615836.522495,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750615848.641005,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750615857.120203,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Развлечься,300.0
1750615986.651032,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750616378.4532928,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750616691.518701,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750621327.401829,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750622348.149609,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750651487.752486,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,60.0
1750651639.235997,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Сбежать от реальности/дел,300.0
1750654822.998417,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750655438.017061,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750655446.132111,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750655473.347359,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750655489.386732,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750655518.006305,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750655526.6842542,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750669095.1592011,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,
1750669098.079544,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750669118.156645,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750670654.368947,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750676660.557026,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Развлечься,300.0
1750679241.4912581,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750682370.8070412,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750685459.436252,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750687908.901675,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750688533.333467,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750692189.291405,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1750694735.2229671,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750695369.111664,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750695672.11363,breathingExercise,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750695802.49326,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750696307.635109,,False,A9492E86-BFE8-4936-AC42-BAC364B7B1C8,Asia/Aqtau,closedApp,,,
1750697524.759616,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750698682.6980991,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750699247.238813,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750699290.958067,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750699321.741951,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750700360.973586,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750700604.312954,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1750700863.300205,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750701301.247871,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750708370.730958,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750739929.340131,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,300.0
1750741437.500781,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,60.0
1750746890.415697,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750747654.436092,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750750283.755482,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750750357.539892,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750756715.87191,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1750762109.732388,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750763543.202632,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750763551.575856,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750766736.244123,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Поискать информацию,240.0
1750774276.70082,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750778979.046661,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1750779715.2048411,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750781261.238422,breathingExercise,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,openedApp,1.5,Написать сообщение,
1750781280.9655209,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750781296.40866,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750781306.689553,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750781345.484235,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750781470.9101129,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1750782551.077437,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1750783998.403709,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1750791731.446291,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
