interventionType,timezone,timestamp,interventionDuration,purpose,resolution,isReIntervention,app
,Europe/Warsaw,1751040159.6288261,,,closedApp,False,instagram
,Europe/Warsaw,1751040917.77226,,,closedApp,False,instagram
,Europe/Warsaw,1751041096.0964289,,,closedApp,False,instagram
,Europe/Warsaw,1751041146.009583,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751041792.807215,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751041833.8454409,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751041941.139956,,,closedApp,False,instagram
,Europe/Warsaw,1751042169.2957149,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751042365.544225,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751042496.99315,,,closedApp,False,instagram
,Europe/Warsaw,1751042695.058278,,,closedApp,False,instagram
,Europe/Warsaw,1751042765.3713531,,,closedApp,False,instagram
,Europe/Warsaw,1751043096.909482,,,closedApp,False,instagram
,Europe/Warsaw,1751043257.3597078,,,closedApp,False,instagram
,Europe/Warsaw,1751043294.128645,,,closedApp,False,instagram
,Europe/Warsaw,1751044549.5535269,,,closedApp,False,instagram
,Europe/Warsaw,1751044682.412041,,,closedApp,False,instagram
,Europe/Warsaw,1751044725.767268,,,closedApp,False,instagram
,Europe/Warsaw,1751044760.656221,,,closedApp,False,instagram
,Europe/Warsaw,1751044760.658684,,,closedApp,False,instagram
,Europe/Warsaw,1751044794.970395,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751050911.789105,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751051041.90458,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751053587.3449512,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751053755.8612552,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751053780.982263,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751056846.679842,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751056882.885841,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751064597.362493,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751064744.321395,,,closedApp,False,instagram
,Europe/Warsaw,1751065093.5714579,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751065273.400033,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751065311.91146,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751066450.26868,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751066553.063581,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751097272.242882,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751097424.602438,,,closedApp,False,instagram
,Europe/Warsaw,1751097535.841969,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751104326.85392,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751104407.687014,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751109657.539181,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751109693.510035,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751109908.950232,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751110055.0326881,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751113679.751152,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751113739.155632,,,closedApp,False,instagram
,Europe/Warsaw,1751113764.536757,,,closedApp,False,instagram
,Europe/Warsaw,1751114522.619636,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751114597.430783,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751120500.031424,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751120517.85934,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751121545.7977772,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751121580.6285,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751121710.398263,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751121851.1622,,,closedApp,False,instagram
,Europe/Warsaw,1751121959.153726,,,closedApp,False,instagram
,Europe/Warsaw,1751122084.954502,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751122790.147469,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751122799.2157102,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751122892.077094,,,closedApp,False,instagram
,Europe/Warsaw,1751123926.6784868,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751124054.142067,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751125950.1106272,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751132287.7888699,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751126055.388092,,,closedApp,False,instagram
,Europe/Warsaw,1751126295.140795,,,closedApp,False,instagram
,Europe/Warsaw,1751129094.1491442,,,closedApp,False,instagram
,Europe/Warsaw,1751129233.5057259,,,closedApp,False,instagram
,Europe/Warsaw,1751133005.772557,,,closedApp,False,instagram
,Europe/Warsaw,1751133202.865169,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751134340.293539,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751135206.933296,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751141952.415781,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751141996.3670502,,,closedApp,False,instagram
,Europe/Warsaw,1751143939.9719958,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751144434.880523,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751144461.744324,,,closedApp,False,instagram
,Europe/Warsaw,1751144601.257154,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751146790.056983,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751146808.594993,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751153905.086985,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751153965.108186,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751154045.1772761,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751154171.077375,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751157345.28996,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751176383.567277,1.5,,dismissedAppOpening,False,instagram
,Europe/Warsaw,1751157408.783412,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751176394.6842918,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751177040.710448,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751180364.194264,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751180689.605787,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751180796.7308059,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751180803.889113,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751180822.420057,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751180828.683655,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751181428.294447,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751181951.754579,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751181959.0397859,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751188753.904527,1.5,Bored,openedApp,False,youtube
,Europe/Warsaw,1751184926.457181,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751189382.308212,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751189389.1498718,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751190335.650887,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751192625.9529982,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751200299.2720618,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751201795.809416,,,closedApp,False,instagram
,Europe/Warsaw,1751202165.2308679,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751207545.977066,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751207593.659988,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751215090.594307,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751215294.837181,1.5,,dismissedAppOpening,False,instagram
,Europe/Warsaw,1751215156.094401,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751218573.4582,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751218817.1655679,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751219113.333422,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751219523.163019,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751219673.945987,,,closedApp,False,instagram
,Europe/Warsaw,1751220045.228652,,,closedApp,False,instagram
,Europe/Warsaw,1751220803.5781178,,,closedApp,False,instagram
,Europe/Warsaw,1751220867.7602382,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751221057.685483,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751221257.426773,,,closedApp,False,instagram
,Europe/Warsaw,1751221299.367402,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751223086.4226952,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751225897.316417,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751225911.193887,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751230095.089098,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751231525.67448,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751247047.251338,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751247136.5291781,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751247200.1408439,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751247384.067604,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751272792.676429,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751272862.919049,,,closedApp,False,instagram
,Europe/Warsaw,1751273423.887611,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751284466.73238,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751284634.196262,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751284717.250805,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751284952.5986118,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751285079.4455562,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751289510.991722,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751286083.527395,,,closedApp,False,instagram
,Europe/Warsaw,1751286217.325475,,,closedApp,False,instagram
,Europe/Warsaw,1751289557.768506,,,closedApp,False,instagram
,Europe/Warsaw,1751289569.8287911,,,closedApp,False,instagram
,Europe/Warsaw,1751290418.68122,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751295871.0683742,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751296041.647869,,,closedApp,False,instagram
,Europe/Warsaw,1751296303.36771,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751297658.2185268,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751297774.197725,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751300168.679271,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751300384.274996,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751300673.415729,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751300930.295323,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751307877.4444761,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751307914.0099301,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751308104.331989,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751308209.148191,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751308828.380797,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751308887.066287,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751309178.813561,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751309335.851918,,,closedApp,False,instagram
,Europe/Warsaw,1751309429.459577,,,closedApp,False,instagram
,Europe/Warsaw,1751309526.454019,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751320978.324801,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751321035.634626,,,closedApp,False,instagram
,Europe/Warsaw,1751321113.815254,,,closedApp,False,instagram
,Europe/Warsaw,1751322677.791405,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751323288.119351,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751323535.962724,,,closedApp,False,instagram
,Europe/Warsaw,1751323561.357867,,,closedApp,False,instagram
,Europe/Warsaw,1751323921.797521,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751324641.841084,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751325106.869516,,,closedApp,False,instagram
,Europe/Warsaw,1751325896.987636,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751359839.216689,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751360073.7724829,,,closedApp,False,instagram
,Europe/Warsaw,1751360212.294869,,,closedApp,False,instagram
,Europe/Warsaw,1751361014.972641,,,closedApp,False,instagram
,Europe/Warsaw,1751362002.5898,,,closedApp,False,instagram
,Europe/Warsaw,1751362520.5004811,,,closedApp,False,instagram
,Europe/Warsaw,1751363109.8628302,,,closedApp,False,instagram
,Europe/Warsaw,1751364263.593082,,,closedApp,False,instagram
,Europe/Warsaw,1751365102.42396,,,closedApp,False,instagram
,Europe/Warsaw,1751365746.380769,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751369011.818795,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751369032.7684898,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751369296.656966,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751369341.256367,,,closedApp,False,instagram
,Europe/Warsaw,1751377459.7338738,,,closedApp,False,instagram
,Europe/Warsaw,1751377677.585221,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751383309.9922528,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751383446.5486012,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751383450.4760761,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751383470.817326,1.5,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751386947.983759,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751387149.1347241,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751387398.786716,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751387448.0207481,,,closedApp,False,instagram
,Europe/Warsaw,1751387679.630419,,,closedApp,False,instagram
,Europe/Warsaw,1751388204.0527,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751388367.787471,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751389702.893745,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751391865.7814112,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751391955.255268,,,closedApp,False,instagram
,Europe/Warsaw,1751391966.910242,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751392035.042138,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751392186.839175,,,closedApp,False,instagram
,Europe/Warsaw,1751393169.877331,,,closedApp,False,instagram
,Europe/Warsaw,1751393263.103293,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751394787.820413,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751397955.830346,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751397652.4920301,,,closedApp,False,instagram
,Europe/Warsaw,1751398515.261792,,,closedApp,False,instagram
,Europe/Warsaw,1751398876.667314,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751399110.0993152,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751399166.883239,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751399325.445329,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751399331.4011722,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751400963.666823,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751400986.292077,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751402294.477833,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751402322.322326,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751402423.613257,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751403162.0393,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751403323.916609,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751403426.6731339,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751403445.161724,,,closedApp,False,instagram
,Europe/Warsaw,1751403775.451652,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751404050.359648,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751404085.804919,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751436629.297646,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751437213.37166,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751437975.609467,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751438271.767446,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751439984.91326,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751440045.1333652,,,closedApp,False,instagram
,Europe/Warsaw,1751441404.5142698,,,closedApp,False,instagram
,Europe/Warsaw,1751442110.726105,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751447178.101934,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751447442.2164102,,,closedApp,False,instagram
,Europe/Warsaw,1751447481.989983,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751464837.720638,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751464926.4978452,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751466015.994779,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751466022.999405,1.5,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751466688.5754762,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751466957.7447128,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751467057.626579,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751467155.4037561,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751467401.3011122,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751476693.012424,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751476732.7323232,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751476795.8585691,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751478032.33218,1.5,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751478389.3825989,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751479253.52194,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751479321.5849109,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751479433.262402,,,closedApp,False,instagram
,Europe/Warsaw,1751480036.9565969,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751480155.601718,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751480329.618011,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751480411.830452,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751480944.4605489,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751480984.217607,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751481070.326511,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751481244.823354,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751522921.862091,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751522944.074151,,,closedApp,False,instagram
,Europe/Warsaw,1751523828.279902,,,closedApp,False,instagram
,Europe/Warsaw,1751526391.873671,,,closedApp,False,instagram
,Europe/Warsaw,1751526939.0187001,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751546352.32359,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751546430.70969,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751546506.452378,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751546524.573137,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751546589.4371362,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751546696.430047,,,closedApp,False,instagram
,Europe/Warsaw,1751547196.6574302,,,closedApp,False,instagram
,Europe/Warsaw,1751548002.109971,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751549050.103282,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751549092.1544871,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751550000.413204,1.5,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751550795.469697,1.5,Bored,openedApp,False,instagram
,Europe/Warsaw,1751550907.190896,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751562904.220758,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751564531.925293,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751562959.926511,,,closedApp,False,instagram
,Europe/Warsaw,1751563009.784694,,,closedApp,False,instagram
,Europe/Warsaw,1751564827.601345,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751564958.1275811,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751565136.542717,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751566330.487844,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751566380.483399,,,closedApp,False,instagram
,Europe/Warsaw,1751567667.157057,,,closedApp,False,instagram
,Europe/Warsaw,1751568419.086245,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751570834.8163772,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751570868.333472,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751570878.211169,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751571142.6176229,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751575245.084787,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751571205.569026,,,closedApp,False,instagram
,Europe/Warsaw,1751575372.315877,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751576006.9849582,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751576020.518718,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751609333.784515,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751576094.104558,,,closedApp,False,instagram
,Europe/Warsaw,1751609820.0038939,,,closedApp,False,instagram
,Europe/Warsaw,1751610877.014769,,,closedApp,False,instagram
,Europe/Warsaw,1751611685.984308,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751625651.128683,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751625796.204039,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751625936.1217232,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751629272.289918,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751626461.024362,,,closedApp,False,instagram
,Europe/Warsaw,1751626601.680644,,,closedApp,False,instagram
,Europe/Warsaw,1751626646.5653648,,,closedApp,False,instagram
,Europe/Warsaw,1751629478.857733,,,closedApp,False,instagram
,Europe/Warsaw,1751629536.784985,,,closedApp,False,instagram
,Europe/Warsaw,1751631943.896642,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751634029.321753,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751634345.609576,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751634358.543128,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751639030.088358,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751634813.9126801,,,closedApp,False,instagram
,Europe/Warsaw,1751636584.3167272,,,closedApp,False,instagram
,Europe/Warsaw,1751639906.33947,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751642150.091786,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751642904.156886,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751655097.2613611,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751655111.897242,,,closedApp,False,instagram
,Europe/Warsaw,1751655277.40761,,,closedApp,False,instagram
,Europe/Warsaw,1751655696.637488,,,closedApp,False,instagram
,Europe/Warsaw,1751658784.396744,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751658794.965005,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751659728.909206,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751660040.898274,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751659754.9860601,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751705532.504803,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751710796.6750631,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751710894.189261,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751712068.477174,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751712103.5474958,,,closedApp,False,instagram
,Europe/Warsaw,1751713256.6974459,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751713456.276729,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751713546.822717,,,closedApp,False,instagram
,Europe/Warsaw,1751717650.304236,,,closedApp,False,instagram
,Europe/Warsaw,1751717777.216366,,,closedApp,False,instagram
,Europe/Warsaw,1751718179.39013,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751718588.426857,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751730751.7704148,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751719210.938054,,,closedApp,False,instagram
,Europe/Warsaw,1751719764.3705049,,,closedApp,False,instagram
,Europe/Warsaw,1751730509.972807,,,closedApp,False,instagram
,Europe/Warsaw,1751730824.888375,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751730903.772435,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751731910.864738,,,closedApp,False,instagram
,Europe/Warsaw,1751732252.2911282,,,closedApp,False,instagram
,Europe/Warsaw,1751732389.6465468,,,closedApp,False,instagram
,Europe/Warsaw,1751732468.832258,,,closedApp,False,instagram
,Europe/Warsaw,1751734938.381381,,,closedApp,False,instagram
,Europe/Warsaw,1751734963.68509,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751736688.0826612,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751736769.294845,,,closedApp,False,instagram
,Europe/Warsaw,1751737007.987814,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751743968.159089,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751746073.639405,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751750059.606073,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751752028.901952,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751753300.3603191,,,closedApp,False,instagram
,Europe/Warsaw,1751753448.341579,,,closedApp,False,instagram
