interventionType,isReIntervention,resolution,timestamp,app,interventionDuration,timezone
breathingExercise,False,openedApp,1750888501.965137,tikTok,3.0,Europe/London
,False,openedApp,1750888826.656743,tikTok,,Europe/London
,False,closedApp,1750888886.656744,tikTok,,Europe/London
,False,dismissedAppOpening,1750888886.656744,tikTok,,Europe/London
breathingExercise,False,openedApp,1750889111.74154,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750891533.272839,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750891743.514451,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750891755.38905,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750920319.357517,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750920524.2880468,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750920655.566658,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750921291.402482,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750927273.52319,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750927556.080358,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750930594.3279681,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750930944.5663881,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750933051.5965052,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750933599.203816,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750941520.232363,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750941712.000144,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750942041.999196,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750945953.465361,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750948015.570734,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750951167.900879,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750955650.978907,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750955785.046358,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750956033.482683,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750956264.367013,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750957145.500825,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750957273.747744,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750958116.3793368,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750965136.26968,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750966298.182598,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750966487.206254,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750968260.438365,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750970319.54756,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750970518.3617768,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750970656.67132,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750970872.696903,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750972077.78564,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750972904.291522,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750973155.624216,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750973495.965019,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750974004.48344,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750974436.659826,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750975306.349802,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750975386.843899,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1750975720.25513,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750975797.186091,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750979495.6468391,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1750980466.171679,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751006996.8423629,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751007188.024078,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751007379.850721,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751010093.5325751,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751010404.478777,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751014214.64041,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751014555.6222692,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751015200.1955729,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751020145.06007,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751020302.975956,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751020468.4473429,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751021311.901036,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751023024.463386,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751035542.158448,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751035675.625875,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751035863.669145,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751037710.396349,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751038400.878149,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751041457.1861138,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751041648.857658,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751047120.414469,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751047308.2830858,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751050173.7714338,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751051239.778019,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751052219.949697,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751052411.122921,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751055732.591121,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751056543.588495,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751058918.1496382,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751059256.268084,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751061690.00804,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751063342.678801,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751095688.2640991,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751100747.98278,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751102756.034165,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751106493.305126,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751106506.7174292,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751109906.428494,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751110039.21735,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751112762.403053,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751113605.91649,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751119133.105437,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751119273.90514,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751119649.691822,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751119862.622211,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751120839.958445,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751121258.597978,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751122019.2894711,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751128002.823357,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751130374.937049,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751131447.039775,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751134151.7884622,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751136623.124764,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751140782.751076,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751141577.207907,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751142114.023417,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751142125.074337,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751144858.807195,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751146357.440161,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751147387.2438989,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751147432.062286,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751148205.8990788,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751148448.976153,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751148464.603951,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751148600.390027,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751149188.3123899,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751149668.096068,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751149822.491578,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751151858.143512,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751152783.215632,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751182806.219698,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751183105.94663,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751183299.590537,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751183430.8882189,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751183674.727921,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751183692.330673,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751187111.410532,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751198234.259948,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751198752.8472471,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751199009.171959,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751199145.479037,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751220594.683037,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751221488.174625,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751221726.040824,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751227390.4906368,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751227815.7024322,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751228007.655072,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751228317.820349,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751228612.416956,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751228983.038677,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751230391.284892,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751230626.013716,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751230718.256693,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751230884.2727861,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751231311.6740131,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751231514.317996,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751232008.4829879,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751242679.776727,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751284766.1458879,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751285206.5644841,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751286425.5861459,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751288472.836907,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751314483.8534942,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751315232.451283,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751315518.007241,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751317421.3398619,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751317883.914586,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751318077.0730128,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751318698.002084,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751320522.540917,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751352372.286289,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751352565.73069,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751356123.6441631,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751371418.827074,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751377285.17647,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751378746.4702501,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751380091.0545568,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751380629.9237828,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751380987.277668,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751381006.575387,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751381525.8650389,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751382246.470098,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751383743.3711638,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751383937.990298,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751384129.5855541,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751384260.954294,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751384762.6568918,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751385041.48647,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751385174.330766,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751391106.974066,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751392010.59557,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751392899.18764,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751393793.1184092,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751394475.356011,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751396521.900319,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751397407.011837,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751402128.971871,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751405498.2117848,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751409612.354714,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751409803.409251,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751409935.554113,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751410173.6628962,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751410528.050725,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751439039.438457,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751439230.477858,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751439433.4985662,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751439674.937664,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751446341.773728,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751461757.528866,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751462295.885598,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751462487.39024,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751463683.2898831,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751463812.0380878,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751465971.5482879,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751467704.605458,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751467947.220463,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751469255.564842,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751473202.028984,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751476362.553625,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751476533.3626208,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751482239.968627,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751484127.5270472,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751484322.130355,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751484594.217507,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751484893.942892,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751485024.708852,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751485214.769995,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751485465.876871,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751487900.8315248,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751491642.497384,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751492484.9917731,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751492617.38056,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751494376.8412151,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751494579.654961,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751550802.224484,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751551995.85952,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751553570.902066,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751553764.4586,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751553955.676784,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751557143.392014,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751558116.246986,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751559131.5486732,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751559261.637727,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751565384.64006,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751567600.142047,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751570598.445094,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751570789.66322,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751570979.3776212,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751571171.7710052,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751574454.891008,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751574746.20475,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751577153.1714048,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751578618.612455,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751580680.701663,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751582315.339384,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751582897.4171371,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751611665.3749208,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751611882.069048,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751612077.580385,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751612209.201062,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751612516.338365,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751615324.980695,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751642901.697472,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751644492.3509998,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751644564.4235458,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751646698.809679,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751648270.628972,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751649053.882957,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751649965.0258741,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751649982.359949,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751650444.586236,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751651897.661423,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751652477.581708,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751652667.350394,tikTok,3.0,Europe/London
,False,openedApp,1751653439.748042,tikTok,,Europe/London
,False,closedApp,1751653499.748042,tikTok,,Europe/London
,False,dismissedAppOpening,1751653499.748042,tikTok,,Europe/London
breathingExercise,False,openedApp,1751653510.983759,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751656422.476964,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751657658.8976111,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751660081.8797588,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751662475.174866,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751664013.2948952,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751664637.37747,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751665660.050993,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751667193.551883,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751667758.6300101,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751667772.756983,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751668191.405822,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751702698.307654,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751703844.722921,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751704920.184534,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751711235.5924,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751715871.505836,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751717309.647665,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751718333.659195,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751718348.21005,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751718923.458111,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751719379.625064,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751719577.45322,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751719767.376216,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751720384.712759,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751720476.629499,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751722576.1955938,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751725557.895732,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751725929.577495,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751726165.4636931,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751727181.195718,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751729923.582881,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751731993.952921,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751732714.998167,tikTok,3.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751736582.863154,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751736594.315781,tikTok,3.0,Europe/London
breathingExercise,False,openedApp,1751738772.310972,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751740757.1257539,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751743896.0236359,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751743968.781196,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751744409.495191,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751748268.517147,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751748972.7812982,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751752731.092063,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751756484.597217,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751756828.5398521,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751757331.2976542,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751758755.512526,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751759011.125939,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751759269.290262,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751759526.824973,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751759725.011386,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751759919.382865,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751787967.779669,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751788782.4462218,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751794364.585095,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751794750.593728,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751801642.143242,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751809228.569565,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751809810.051379,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751812583.4727302,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751812798.78062,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751816676.659634,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751820032.353527,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751822185.428756,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751822443.1727319,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751822693.523834,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751825883.21528,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751826140.2165089,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751836267.6016688,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751837462.557075,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751866887.3859072,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751867078.850546,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751873700.266914,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751882564.205563,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751883745.311739,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751885113.141048,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751887434.2426748,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751887449.784587,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751891144.775516,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751899206.095272,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751900328.726603,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751902715.265187,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751906340.1518478,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751908432.314317,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751909715.144761,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751909950.647104,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751911839.391027,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751912797.288687,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751913164.9339318,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751914672.8211432,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751915092.863174,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751916539.340753,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751917603.942109,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751919836.223569,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751920202.0452561,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751921819.990411,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751925678.345659,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751926174.757265,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751926491.332148,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751926928.772119,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751955010.330245,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751957320.712316,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751961910.453016,tikTok,6.0,Europe/London
