timezone,timestamp,interventionDuration,app,resolution,interventionType,isReIntervention
Europe/Dublin,1751876432.034892,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751877056.9546819,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751879823.108237,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751910656.125156,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751913128.575213,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751915605.625648,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751915768.77858,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Dublin,1751915778.7722259,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751915818.264863,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751916407.7628741,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751919025.4817529,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Dublin,1751920063.542138,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751923314.112612,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751924127.544255,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751928117.7253609,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751928208.4035401,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751967298.302442,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751990884.282384,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751992972.1371732,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751993208.605667,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1751995034.597252,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752002452.556786,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752004600.1927981,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752006532.981971,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752014657.4145,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752048666.9834151,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752058946.568932,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752095513.68362,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Dublin,1752095554.753645,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752096008.25014,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Dublin,1752096123.636342,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Dublin,1752096518.057214,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752096844.847722,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752097001.123726,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752098554.666337,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752098797.367207,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752099709.462751,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752103933.75066,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752137429.6026459,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752138026.653246,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752147515.887703,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752147703.13377,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752153711.477963,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752168410.192095,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752168875.5702472,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752169451.44983,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752176617.732761,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752179020.87564,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752179349.256124,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752180868.570692,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Dublin,1752181169.287537,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752185153.0769172,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752185243.791672,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752187906.648539,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752188004.351954,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752188111.975312,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752188421.0121179,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752190117.2517729,3.0,instagram,openedApp,breathingExercise,False
Europe/Dublin,1752224283.733208,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752232387.039884,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752248116.413434,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752253789.038871,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752255602.520698,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752257108.6299129,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752264902.640666,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752266753.9932919,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752267082.431663,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752267204.370823,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752267237.967329,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752267354.9675589,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752267644.547921,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752269221.550102,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752275326.15556,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752279381.497555,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752279474.3728108,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752280701.9121509,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752306897.5980182,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752309846.902979,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752310903.642521,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752312721.778486,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752315606.80776,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752320405.056548,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752324791.292268,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752324904.5083718,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752339149.290056,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752339453.110297,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752340175.878556,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752340588.98038,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752341881.576155,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752345409.3177,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752347360.1944818,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752354522.669726,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752356454.850441,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752361749.119209,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752398443.923038,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752400301.202688,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752403324.400594,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752405838.1233702,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752413353.167553,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752416668.619619,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752420026.049607,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752421127.086674,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752423066.587628,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752423380.290172,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752430300.012553,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752437612.619647,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752440517.266131,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752446027.943523,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752446502.702781,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752480203.657662,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752480558.272987,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752481396.9392772,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752482166.275552,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752483508.777693,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752484424.766566,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752485874.429487,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752486047.283484,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752486958.609086,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752488793.6833858,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752489135.728561,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752489168.794601,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752490486.9322,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752492898.105291,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752525539.959495,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752526019.506373,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752526057.123002,3.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752526067.684811,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752526330.175085,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752528444.405546,3.0,instagram,openedApp,breathingExercise,False
Europe/London,1752567513.830163,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752567612.309896,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752574216.299706,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752576004.9684448,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752594338.5908031,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752601313.916779,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752615234.327056,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752615247.430078,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752615568.0979571,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752615828.718831,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752654642.646957,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752654866.932496,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752655352.011807,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752655397.006568,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752693360.198402,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752693479.475297,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752693530.743935,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752693676.8344579,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752697495.146615,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752697811.599526,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752700480.410042,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752705159.5049272,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752707460.187789,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752707778.460308,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752742362.347189,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752750415.477377,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752750756.895522,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752752056.52178,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752767342.900563,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752768104.356965,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752771092.681963,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752776233.856855,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752776338.420857,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752781525.908646,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752783341.636835,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752785035.92948,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752787228.8359609,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752788671.605344,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752789251.202036,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752793917.0012422,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752830567.0815558,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752839519.525183,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752841685.014299,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752845368.749651,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752860694.4798841,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752860901.830442,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752862342.917486,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752862364.463701,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752875154.557784,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752875903.2784839,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752876644.500586,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752878174.620599,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752882724.6437778,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752916723.592854,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752934361.521521,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752952228.714672,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/London,1752952245.253467,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752954688.391656,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752957945.847245,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752963059.2821999,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1752968493.069365,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753008693.7902908,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753012683.623551,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753021081.1953359,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753021987.704966,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753024615.96262,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753026179.95615,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753026640.5046458,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753028434.831085,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753039402.512254,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753043176.56264,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753046338.451589,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753046650.01476,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753063771.7553291,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753076499.818413,6.0,instagram,openedApp,breathingExercise,False
Europe/London,1753076749.076256,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753098234.8483171,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753099117.837462,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753108296.851397,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753111575.512312,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753111692.688571,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753119955.7900949,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753131947.308825,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753188617.454036,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753188639.8897328,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753188808.967276,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753189072.399894,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753193893.2601418,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753194075.63254,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753195309.488677,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753199807.6011539,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753202667.1443691,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753203729.249551,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753203784.045573,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753203809.05442,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753204298.816797,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753204342.7619848,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753207733.472466,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753212807.9918709,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753212984.932578,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753213233.13853,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753217932.783255,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753218200.2062368,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753221745.665515,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753222286.741881,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753254377.088352,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753255895.615635,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753257344.250165,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753260759.5199618,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753281606.576988,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753281948.572771,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753283412.794802,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753283570.59794,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753302310.5317411,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753302336.284523,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753302352.8639731,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753304357.016111,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753304373.167731,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753304526.4097319,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753359634.808827,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753377037.656845,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753379679.634526,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753379926.361409,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753383267.6836228,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753383496.375771,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753384343.017477,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753385764.0302238,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753386656.4069772,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753392382.752826,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753393251.8194242,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753393413.614953,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753393705.250139,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753393752.402241,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753393988.2555618,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753396291.23034,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753434797.261555,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753435458.742039,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753449876.62937,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753449979.907078,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753469734.654916,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753470344.857913,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753471489.860856,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753472103.833754,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753472355.282845,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753472407.01987,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753472476.1832561,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753472666.915053,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753474059.0386748,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753477529.446733,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753477964.731501,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753530016.158708,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753530584.644403,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753530674.75247,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753538102.20233,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753541914.57478,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753542214.942661,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753542497.7120318,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753547449.147087,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753547463.91019,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753548631.974053,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753550471.111779,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753554274.670004,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753561647.886806,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753562264.423524,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753564363.87886,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753564783.7575889,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753568341.791147,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753568460.145578,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753568477.954039,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753571728.9064941,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753616682.481281,6.0,instagram,dismissedAppOpening,breathingExercise,False
Europe/Athens,1753617283.9976358,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753617517.2068071,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753622229.826067,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753628476.635635,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753632403.2750192,6.0,instagram,openedApp,breathingExercise,False
Europe/Athens,1753636895.815734,6.0,instagram,openedApp,breathingExercise,False
